year,tes_DET oies_NOUN,tes_DET doigts_NOUN
1970,9.197450023812337e-10,1.954458177522156e-07
1971,0.0,2.867225763480974e-07
1972,1.5390440033513642e-09,1.8725036721178867e-07
1973,0.0,2.1170702702022481e-07
1974,0.0,1.6257901869209945e-07
1975,0.0,1.6620406739775717e-07
1976,5.713526873840635e-10,1.6569228389329282e-07
1977,1.7630346071939584e-09,1.8982004945655717e-07
1978,1.1881182704343018e-09,2.631681947917741e-07
1979,5.851973350345929e-10,2.0130788147554313e-07
1980,5.685150683554241e-10,1.8533591550351503e-07
1981,0.0,2.2202679339500264e-07
1982,6.207502289967692e-10,1.8746656493817682e-07
1983,6.315316047889041e-10,2.380874208895989e-07
1984,5.799008495621649e-10,1.6701144112118982e-07
1985,1.2031116103372597e-09,1.6963873061826007e-07
1986,5.994485463567401e-10,1.792351191909347e-07
1987,6.110816852533674e-10,1.4604851816812925e-07
1988,0.0,1.5051349944172898e-07
1989,1.0976244357863152e-09,1.5366742101008413e-07
1990,0.0,1.7926062234607798e-07
1991,0.0,1.963590854359154e-07
1992,2.7549720282848966e-09,1.7797119333806677e-07
1993,0.0,1.55097806597837e-07
1994,5.274926606624319e-10,1.867324055382369e-07
1995,0.0,1.8761680387058277e-07
1996,4.804283193493575e-09,1.5907514949731194e-07
1997,4.79489448146353e-10,1.6973926442176435e-07
1998,1.43043876743576e-09,1.6402365154988274e-07
1999,1.3710603763428253e-09,1.6544127579010137e-07
2000,1.7672125984802278e-09,1.7407043717554416e-07
2001,8.762423564512289e-10,1.7305786492727293e-07
2002,4.38122149670761e-10,1.8532567480633588e-07
2003,2.9168460979889232e-09,1.6417676462765485e-07
2004,8.809582507929292e-10,1.6473919028925366e-07
2005,0.0,1.6438685612740755e-07
2006,4.1178899179428186e-10,2.0712986348314644e-07
2007,7.988958938831558e-10,2.1889747170433793e-07
2008,1.2772318758180745e-09,2.507631933212906e-07
2009,9.53638501499654e-10,2.431778192146794e-07
2010,0.0,3.599530256082062e-07
2011,1.911985902935953e-09,3.915747228688815e-07
2012,3.404252713057332e-10,4.381273122078255e-07
2013,1.3945624655065103e-09,4.222735263681443e-07
2014,8.661780737106994e-10,4.792130212649681e-07
2015,2.659890530054554e-09,4.856516611084771e-07
2016,1.0356699942093428e-09,5.128637816653736e-07
2017,7.54683426862357e-10,5.690312896433625e-07
2018,1.290733298020541e-09,5.816044428286204e-07
2019,2.5509878653906526e-09,5.476970876827636e-07
