year,seuls_ADJ hommages_NOUN,seuls_ADJ dommages_NOUN
2008,4.257439678578834e-10,8.089135583588813e-09
2009,0.0,6.198650481792356e-09
2010,0.0,1.2281861749841028e-08
2011,7.64794394481072e-10,6.118355155848576e-09
2012,1.0212758416727752e-09,7.489355802192676e-09
2013,0.0,1.0877587719448911e-08
2014,0.0,1.7540106256319632e-08
2015,4.433150790905671e-10,1.2634480128781433e-08
2016,8.285360175719347e-10,1.3670844012381167e-08
2017,5.031222660711876e-10,1.6099912514278003e-08
2018,0.0,1.4972506789945328e-08
2019,5.1019755087367e-10,1.4795729086358733e-08
