year,seuls_ADJ hommages_NOUN,seuls_ADJ dommages_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,1.950339223455444e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,5.693910232196231e-09
1808,0.0,0.0
1809,0.0,1.581321384946932e-08
1810,0.0,1.1700633351097167e-08
1811,0.0,0.0
1812,0.0,2.400487453257938e-08
1813,2.8757416448144113e-09,0.0
1814,0.0,6.293354282149721e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,0.0
1819,0.0,0.0
1820,2.3732962262101864e-09,0.0
1821,2.9584463767662328e-09,9.86148829262845e-10
1822,0.0,1.0025615893027862e-09
1823,0.0,9.882686891060644e-10
1824,8.421112696055388e-10,0.0
1825,8.805443041381977e-10,8.805443041381977e-10
1826,8.807984341885344e-10,3.5231937367541377e-09
1827,9.217273055917019e-10,1.8434546111834038e-09
1828,1.8344602503717056e-09,1.8344602503717056e-09
1829,0.0,7.715858174606183e-09
1830,1.0436835840010872e-09,3.1310507520032616e-09
1831,2.6505050598757407e-08,2.182768810143898e-08
1832,0.0,1.2176972319366541e-08
1833,8.108539617524002e-09,1.50587169400751e-08
1834,6.534171426153534e-09,9.334531370086552e-09
1835,2.2689263801112247e-09,1.1344631900556124e-08
1836,2.016224964762614e-09,4.032449929525228e-09
1837,0.0,4.174734336004349e-09
1838,0.0,3.787297142565649e-09
1839,2.0974426639952526e-09,1.11863602825224e-08
1840,6.369688665408546e-10,1.9109065441114126e-09
1841,3.2102742686390684e-09,5.778493683550323e-09
1842,3.3541325272778977e-09,7.379091560011375e-09
1843,0.0,5.31621990873532e-09
1844,0.0,8.232841963717874e-09
1845,0.0,8.928364714222425e-09
1846,0.0,2.3418005312692003e-09
1847,1.6179670936367074e-09,1.0786447290911383e-09
1848,1.6090443422100975e-09,1.6090443422100975e-09
1849,7.54147322368226e-09,1.4245005175439474e-08
1850,6.788996032014438e-10,2.0366988096043315e-08
1851,6.449438760824933e-10,7.094382858952031e-09
1852,6.510545436100301e-10,1.4323200403509873e-08
1853,1.1943863675867306e-09,4.180352064508952e-09
1854,5.195664454227256e-10,9.352196350675968e-09
1855,1.5920811335945473e-09,1.0083180512765466e-08
1856,5.177189232874468e-10,1.0354378687793542e-08
1857,0.0,8.298565390418844e-09
1858,4.893676019968041e-10,3.4255731584664773e-09
1859,6.110608019582742e-09,6.619825576592575e-09
1860,9.154367819341758e-10,4.577183909670879e-10
1861,9.431927461278633e-10,4.2443675241088386e-09
1862,4.066187830886747e-09,1.445755604123633e-08
1863,0.0,5.494082966350788e-09
1864,9.589455896019672e-10,4.794728170054441e-09
1865,0.0,0.0
1866,9.731225825149181e-10,3.4059290943133647e-09
1867,0.0,5.338092634588065e-09
1868,0.0,2.9639244392143382e-09
1869,0.0,3.4184632902167778e-09
1870,5.734048791339319e-10,2.8670243956696595e-09
1871,1.0621177271019633e-09,8.496941816815706e-09
1872,9.675742873582749e-09,2.4189357183956872e-09
1873,4.190203295451056e-09,9.577607151811662e-09
1874,0.0,2.3898436563030145e-09
1875,1.1443054281912168e-09,5.721527140956084e-10
1876,0.0,3.02300739996042e-09
1877,1.2369631985365004e-09,1.8554447978047506e-09
1878,0.0,4.22736201599605e-09
1879,0.0,2.443730107160036e-09
1880,2.5671385017744797e-09,4.492492600149944e-09
1881,0.0,2.7890030285249168e-09
1882,1.3310770263785798e-09,0.0
1883,0.0,4.423537092179686e-09
1884,3.300848483434038e-09,5.941527270181268e-09
1885,1.2891271383708158e-09,8.379326565943757e-09
1886,0.0,5.162771099520569e-09
1887,0.0,5.223139698529167e-09
1888,0.0,1.1413106904001324e-08
1889,0.0,3.759081934617825e-09
1890,0.0,6.554386366985909e-09
1891,2.5496880162734215e-09,1.6572972327821844e-08
1892,3.1342561879199593e-09,3.761107425503951e-09
1893,1.847525021858587e-09,7.390100087434348e-09
1894,0.0,1.3233232287745977e-08
1895,1.8055843487019274e-09,1.3240951446391591e-08
1896,0.0,7.66613794667137e-09
1897,0.0,3.4960281336537946e-09
1898,2.8291773368493978e-09,5.6583546736987955e-09
1899,5.527578395003729e-10,1.8241008703512307e-08
1900,1.5573159428683425e-09,1.6092265298084385e-08
1901,0.0,6.706486921359556e-09
1902,4.910283846193408e-10,1.178468167495339e-08
1903,2.1600881083827517e-09,1.1340462791054051e-08
1904,0.0,9.674325340824907e-09
1905,1.0321518084666081e-09,8.773290538499623e-09
1906,1.5432553013283723e-09,9.773950537805831e-09
1907,0.0,9.771402353919711e-09
1908,4.911389073214423e-10,1.1296195090437777e-08
1909,0.0,4.400786846048277e-09
1910,0.0,6.947395991829808e-09
1911,0.0,6.916486494645824e-09
1912,0.0,7.814131564032323e-09
1913,0.0,6.893886794756554e-09
1914,0.0,9.37544086809794e-09
1915,0.0,7.775302890422608e-08
1916,0.0,3.5159878564172686e-08
1917,0.0,5.483212106582869e-09
1918,1.1486376294556067e-09,1.4932290071101306e-08
1919,0.0,3.867296172188617e-08
1920,0.0,2.4231141537711665e-08
1921,0.0,1.2116395886607734e-08
1922,0.0,4.205423209668879e-08
1923,0.0,1.8047112249064412e-08
1924,0.0,2.9650736976805092e-08
1925,0.0,1.9796720707176974e-08
1926,0.0,1.89484357093761e-08
1927,0.0,1.2264147031260109e-08
1928,0.0,1.4853853258500749e-08
1929,0.0,1.6710609784809094e-08
1930,0.0,1.2604324695075775e-08
1931,0.0,1.1405356659111021e-08
1932,1.0959536611565568e-09,2.7398842306070037e-08
1933,0.0,9.176529758292418e-09
1934,0.0,1.4377896206951846e-08
1935,0.0,1.555876849579363e-08
1936,0.0,8.487299751891442e-09
1937,0.0,8.813782592653752e-09
1938,0.0,2.5930429359277696e-08
1939,3.058810094103137e-09,1.6823456405745674e-08
1940,0.0,2.7893612752905028e-08
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,8.714016175304096e-09
1946,0.0,2.0881657292193267e-08
1947,0.0,3.695469885656166e-08
1948,0.0,1.195907639583993e-08
1949,1.9634016634739737e-09,2.3560819073509265e-08
1950,0.0,2.4461330738745346e-08
1951,0.0,1.2793682557799002e-08
1952,0.0,1.1599284199803606e-08
1953,0.0,1.1851209791302608e-08
1954,0.0,9.772536557761669e-09
1955,0.0,1.6894095011821264e-08
1956,1.744228317335228e-09,1.657016923672927e-08
1957,0.0,2.5621609722747962e-08
1958,0.0,1.0753916868111446e-08
1959,2.325224457422337e-09,1.1626121398933265e-08
1960,1.3841666701708277e-09,1.038124963770315e-08
1961,1.3896318540318475e-09,1.459113452284555e-08
1962,0.0,1.8391673961559718e-08
1963,6.466053248388448e-10,1.2285501505004959e-08
1964,0.0,1.9468698653213323e-08
1965,1.6416130677043839e-09,1.4774516721161035e-08
1966,0.0,1.5509408868297214e-08
1967,0.0,1.0846738618397467e-08
1968,0.0,1.3474247495537384e-08
1969,2.2708788183223305e-09,1.3171097990039016e-08
1970,0.0,2.5292987260172595e-08
1971,0.0,1.1304474689666222e-08
1972,0.0,1.2825367434743384e-08
1973,1.6539611902288698e-09,1.268036875501366e-08
1974,0.0,8.438357568252286e-09
1975,0.0,1.3707552426467373e-08
1976,0.0,1.314111219841152e-08
1977,5.876781838942691e-10,1.880570188461661e-08
1978,0.0,1.3663360221016774e-08
1979,0.0,3.3941446986318624e-08
1980,0.0,1.6486936260662333e-08
1981,0.0,1.4548763971333756e-08
1982,6.207502289967692e-10,8.690503427999374e-09
1983,1.2630632095778083e-09,9.47297440490047e-09
1984,5.799008495621649e-10,1.1598016769198694e-08
1985,6.015558051686298e-10,1.0226449020933615e-08
1986,1.1988970927134801e-09,2.0980699844130868e-08
1987,6.110816852533674e-10,1.711028652096047e-08
1988,5.996553809062277e-10,1.139345240375178e-08
1989,0.0,1.2073869015694072e-08
1990,5.44865097484859e-10,2.6153525567451652e-08
1991,5.861465202094962e-10,1.1136783939491579e-08
1992,0.0,2.4243753671271406e-08
1993,0.0,1.2740176913439427e-08
1994,0.0,1.5297286992677073e-08
1995,1.0844901643380922e-09,1.5182862966867106e-08
1996,0.0,2.5622842514394506e-08
1997,0.0,2.205651483677684e-08
1998,4.768129224785866e-10,1.144351013948608e-08
1999,4.570201161957499e-10,1.0968483010742602e-08
2000,8.836062992401139e-10,9.277866475088103e-09
2001,4.3812117822561447e-10,2.1467938537966802e-08
2002,0.0,1.8401129509015846e-08
2003,4.1669229178253886e-10,1.91678459771083e-08
2004,8.809582507929292e-10,1.2333415178034102e-08
2005,4.5037495954858286e-10,5.404499514582994e-09
2006,0.0,1.4000825387938676e-08
2007,3.994479469415779e-10,1.1184542181297275e-08
