year,petites_ADJ âmes_NOUN,petites_ADJ ames_NOUN,petites_ADJ dames_NOUN
1832,3.5177919244233635e-08,6.629684889958298e-08,4.058990921151917e-09
1833,5.79181431703546e-08,2.7800709290204395e-08,2.3167257001688313e-09
1834,8.494423298088805e-08,6.347480763224667e-08,4.667265685043276e-09
1835,3.100866052818674e-08,6.126101226300307e-08,4.5378527602224494e-09
1836,5.040562456315456e-08,3.8308275662757296e-08,1.68018754465038e-08
1837,5.775049416456568e-08,2.5744196108234974e-08,6.262101948095733e-09
1838,3.850418650586107e-08,2.019891809368346e-08,6.943378316748294e-09
1839,3.705481788074394e-08,3.146163862766116e-08,9.788065469251706e-09
1840,4.713569623504554e-08,1.9109066329292546e-08,2.5478754661634184e-09
1841,1.0144466955352982e-07,8.988767952189392e-09,4.494383976094696e-09
1842,7.915753030829364e-08,1.408735705865638e-08,4.024959032733477e-09
1843,1.1459407289748924e-07,1.2995204023980023e-08,1.9492807368237663e-08
1844,1.0153838303494922e-07,1.1525978393933656e-08,9.330554107123135e-09
1845,9.263178668561522e-08,4.464182357111213e-09,1.7298706467272496e-08
1846,8.957387209740375e-08,9.367202569166011e-09,3.5127007969038004e-09
1847,6.094342541729247e-08,3.235934187273415e-09,3.235934187273415e-09
1848,8.367030801537112e-08,1.045878850192139e-08,8.045221711050488e-10
1849,8.379414850878675e-08,8.379414717651912e-09,8.379414939696517e-10
1850,4.6844071732721204e-08,1.0183494048021657e-08,1.0183494048021657e-08
1851,7.28786559989203e-08,8.384270389072412e-09,1.9348316282474798e-09
1852,4.817803755940986e-08,6.510545436100301e-10,6.510545214055696e-09
1853,6.270528274399112e-08,2.9859659189668264e-09,1.0152284346531815e-08
1854,6.546537423268717e-08,1.5586992863081406e-08,1.6626126253527218e-08
1855,8.862585332281014e-08,9.021793090369101e-09,1.5920811335945473e-08
1856,8.076415536351078e-08,1.0354378465748937e-09,2.1226476576430287e-08
1857,8.347380742179666e-08,1.4644527479568126e-08,9.274867096564776e-09
1858,1.0276719564217274e-07,1.0276719697444037e-08,2.7404585267731818e-08
1859,1.0235268632641237e-07,1.018434669930457e-08,2.1387128512628806e-08
1860,1.0252891691209243e-07,6.408057640072684e-09,7.598125506547149e-08
1861,8.394415118573306e-08,4.715963841661619e-09,5.800635555219813e-08
1862,1.1837123994884458e-07,3.614389038064658e-09,5.602303154716992e-08
1863,8.840478926686046e-08,4.4951587452324304e-09,4.744889869900959e-08
1864,1.1459399473778831e-07,9.58945578499737e-09,5.7536736486341056e-08
1865,9.319551708131257e-08,2.8241067262513297e-09,7.860430173423083e-08
1866,8.417510183322818e-08,4.865612801552288e-09,1.8392017031576557e-07
1867,7.133633062039735e-08,4.85281148598915e-10,2.479786811449003e-07
1868,1.007734308222652e-07,1.4819622196071691e-09,1.0423134266801526e-07
1869,1.289249057512265e-07,9.767038289254515e-10,9.913544052331247e-08
1870,1.0206606759766146e-07,2.2936195165357276e-09,5.332665242718804e-08
1871,6.478918379571041e-08,2.1242354542039266e-09,9.8776949508661e-08
1872,4.656451224605007e-08,5.442605366390296e-09,8.284854824402998e-08
1873,5.6268440573603584e-08,1.1972008939764578e-09,6.764185317420512e-08
1874,6.691562504101967e-08,4.779687312606029e-09,9.200898176686678e-08
1875,6.636971505713518e-08,1.1443054281912168e-09,8.753936725502953e-08
1876,9.37132327294421e-08,2.418405919968336e-09,7.557518211243064e-08
1877,6.308512467967375e-08,4.329371083855449e-09,8.906135096076184e-08
1878,7.428079129567777e-08,8.4547240319921e-09,7.548860903039412e-08
1879,6.353698012162567e-08,5.498392852132383e-09,6.96463070548603e-08
1880,1.0717803178295071e-07,1.2835692508872398e-09,6.610381686478206e-08
1881,9.691785574084122e-08,5.5780060570498335e-09,6.344981756667423e-08
1882,5.723631346654656e-08,1.9966155395678697e-09,1.0049631526953817e-07
1883,8.404720680532662e-08,1.2638677882037541e-09,1.883163061044968e-07
1884,5.0172896948197376e-08,6.601696966868076e-10,8.648223115415021e-08
1885,5.027595945117369e-08,6.445635691854079e-10,9.15280279900621e-08
1886,6.776136785013875e-08,1.2906927748801422e-09,8.454037675464932e-08
1887,6.20247837535004e-08,1.3057849246322917e-09,6.202478175509896e-08
1888,8.559830178000993e-08,1.9021844099853524e-09,9.384109955767883e-08
1889,8.019375030698939e-08,4.385595886446936e-09,1.033747583090161e-07
1890,9.37277233603595e-08,1.3108772956016423e-09,6.357755211183758e-08
1891,9.688814495145692e-08,1.912266012205066e-09,6.565446974970968e-08
1892,9.089342967172342e-08,6.268512375839919e-10,3.635737266804995e-08
1893,9.422377278411886e-08,1.108515002012922e-08,8.252278149711856e-08
1894,1.1657847864832149e-07,5.671385361338821e-09,4.7891699495039575e-08
1895,1.149555393098467e-07,3.611168697403855e-09,7.944571467355388e-08
1896,1.3975958679246503e-07,1.769108692872834e-09,6.309820876904126e-08
1897,1.0371550374088656e-07,6.992056045262984e-09,5.360576416091334e-08
1898,1.6805314251300274e-07,1.3014216371232123e-08,4.0740156248553205e-08
1899,1.5753597892853577e-07,4.9748205555033564e-09,6.633094074004475e-08
1900,1.515787526606971e-07,1.0901211378033793e-08,6.177353417680109e-08
1901,2.0287122826090354e-07,1.2295225559899592e-08,6.874148567037608e-08
1902,1.0213390755353657e-07,3.928227076954727e-09,4.5665638770397976e-08
1903,1.0746438294795269e-07,9.18037423858209e-09,5.8862400065251563e-08
1904,1.6070129849055093e-07,4.299700151477737e-09,3.6009987880447625e-08
1905,1.3985656899251353e-07,8.25721468977747e-09,4.0253922195532255e-08
1906,1.846762232027288e-07,8.230695236477459e-09,6.224463078297049e-08
1907,1.3679963650758964e-07,3.0857060240307987e-09,4.6285590471484284e-08
1908,2.062783472922547e-07,1.4243028090277221e-08,5.3043001546626556e-08
1909,1.6612969933049726e-07,8.801573803118856e-09,5.831042670934039e-08
1910,1.635310069580953e-07,1.4963621897123858e-08,7.321486517053444e-08
1911,1.872771671074247e-07,5.320374141248863e-10,4.9479480179748236e-08
1912,1.7503654792250245e-07,1.7191089607404564e-08,2.813087485176169e-08
1913,1.8136224411158253e-07,7.424185544113726e-09,5.5681392885365e-08
1914,1.7411533043132366e-07,1.0714790055210699e-08,7.098548088224632e-08
1915,1.73177198803387e-07,3.5342285764627945e-09,8.717763932963862e-08
1916,1.494294876724922e-07,3.2962386153911893e-09,6.812226160946011e-08
1917,1.8423593461935894e-07,2.1932848870420685e-09,6.579854816557429e-08
1918,1.7918746308964728e-07,5.743188147278033e-09,7.351280828515883e-08
1919,1.638997026986999e-07,1.0128633376460527e-08,5.524709184578924e-08
1920,1.5750242576828555e-07,8.329454903588385e-09,7.572231908170579e-08
1921,1.7947411468099972e-07,9.844571380313027e-09,4.392193631019836e-08
1922,1.704303151939257e-07,8.115729033253416e-09,4.648099505288883e-08
1923,1.783479284256373e-07,1.4862327368803108e-08,7.006525626351845e-08
1924,1.6501279187508544e-07,7.734974549755691e-09,7.21930993874409e-08
1925,1.8256975509167717e-07,1.649726732999568e-08,7.588742789721437e-08
1926,1.8168205162538698e-07,1.783382086451013e-08,5.461608021395392e-08
1927,2.2967402735218911e-07,1.0034302388994831e-08,6.24356558676098e-08
1928,1.2111603542308558e-07,4.5704163786908225e-09,7.198406082320474e-08
1929,1.4816740079304225e-07,2.2280812750352652e-09,7.01845621620123e-08
1930,1.554533366476818e-07,5.251801771244402e-09,3.676261250973312e-08
1931,1.0606981515337566e-07,2.2810713318222042e-09,7.29942852828458e-08
1932,1.304184875650094e-07,1.2055490605789032e-08,2.849479585620429e-08
1933,9.750062757163391e-08,9.176529758292418e-09,5.276504566609219e-08
1934,1.1981579994824187e-07,1.1981580172459871e-09,5.511526879331541e-08
1935,1.2087967604657024e-07,2.393656828303392e-09,5.505410793915644e-08
1936,7.032334670142859e-08,1.576212893539264e-08,2.5461901032031165e-08
1937,1.2591117970472965e-07,2.5182236296217297e-09,2.5182236740306507e-08
1938,6.223302762009553e-08,9.07565012031597e-09,3.759912203804561e-08
1939,1.208229933880034e-07,9.176430282309411e-09,3.6705721129237645e-08
1940,7.353770370421842e-08,2.5357829169792012e-09,3.296517903095264e-08
1941,8.264207496111453e-08,2.9515025978810172e-09,4.7224041566096275e-08
1942,1.6688164339306866e-07,6.068423541449874e-09,5.461581054078124e-08
1943,1.2193587672904016e-07,2.9032352077962287e-09,3.4838823381733164e-08
1944,7.069009200222354e-08,9.639558484764166e-09,3.213186161588055e-08
1945,1.241747327185294e-07,2.178504043826024e-09,3.0499055725385915e-08
1946,1.0301617248131834e-07,4.1763312808029696e-09,3.3410650246423756e-08
1947,1.3828210887467662e-07,9.536696765621855e-09,2.622591566137089e-08
1948,1.2611390332040173e-07,0.0,3.696441908118686e-08
1949,1.070053921026215e-07,6.8719057111366055e-09,2.1597418964347526e-08
1950,1.2656080095041489e-07,3.616022947738884e-08,1.0635361036293034e-08
1951,8.422507624672448e-08,5.224086763178093e-08,3.091806555222121e-08
1952,8.330395040445637e-08,6.326882351359586e-09,3.057992969957013e-08
1953,6.141081443367113e-08,4.3095309543161875e-09,1.508335811806205e-08
1954,6.743050007251838e-08,0.0,3.4203876397853605e-08
1955,7.414630509572362e-08,7.508486277174597e-09,3.566531026066855e-08
1956,1.0378158399326765e-07,0.0,3.226822409274632e-08
1957,6.979679767482594e-08,2.6505113104313693e-09,3.003912851795576e-08
1958,1.0340304523737132e-07,5.790570412056439e-09,4.301566730591233e-08
1959,6.820658227102427e-08,1.4726420971555854e-08,7.208195396124495e-08
1960,7.75133354169455e-08,2.0762500052562416e-09,2.422291700554524e-08
1961,9.449496340963037e-08,3.4740795795684676e-09,3.335116494085355e-08
1962,1.1098423513544731e-07,1.1415521861124489e-08,6.151697889977825e-08
1963,8.211887925213546e-08,6.466053248388448e-09,3.879632060055371e-08
1964,8.335036461026846e-08,3.0419841090534305e-09,6.874884295182682e-08
1965,1.061576426764077e-07,7.660860668057268e-09,3.392666880763784e-08
1966,9.527208921777941e-08,5.539074754423723e-09,3.655789337919657e-08
1967,8.726693634386606e-08,1.1832804958089582e-08,2.2679544353643166e-08
1968,1.2441221364234423e-07,2.560107012494761e-08,5.65918386319364e-08
1969,8.901845349740256e-08,8.175163879187153e-09,3.360900932558586e-08
1970,6.438215083282017e-08,2.2993624781975086e-09,5.380508200092393e-08
1971,8.992195454915475e-08,4.624557736754298e-09,4.162102129612322e-08
1972,6.053573353703712e-08,1.2312352526411274e-08,4.976242562459987e-08
1973,6.891504811257221e-08,2.7566018356850464e-09,2.7566018356850464e-08
1974,3.937900233674796e-08,1.1251143350321513e-09,3.03780877120019e-08
1975,3.426888239843606e-08,1.7134440533084216e-09,2.627280792921738e-08
1976,4.570821388050206e-08,2.285410694025103e-09,3.5995219027640246e-08
1977,2.9971587545141176e-08,1.7630345516828072e-09,2.8208552382835705e-08
1978,4.811878939747771e-08,4.1584139465200565e-09,3.742572474152439e-08
1979,4.3889801348839796e-08,3.511183899185255e-09,3.043026208793265e-08
1980,4.2638629071944933e-08,1.7055452050662723e-09,3.922754054919153e-08
1981,4.3013736572561356e-08,1.897664808625521e-08,2.4669642328944974e-08
1982,5.6488270616661396e-08,8.069752754913395e-09,2.9796010991844923e-08
1983,5.810090897284681e-08,6.315315936866739e-09,2.5261263303377746e-08
1984,6.088958781624854e-08,4.639206796497319e-09,1.8556827463545034e-08
1985,4.992913327228621e-08,2.4062232206745193e-09,3.3687125311487875e-08
1986,9.411342294374236e-08,5.994485463567401e-10,2.997242726232585e-08
1987,4.8886534653735936e-08,3.055408426266837e-09,2.566543033655222e-08
1988,4.977139755890647e-08,5.996553809062277e-10,2.0388283061834045e-08
1989,5.762528199060313e-08,1.0976244357863152e-09,2.1403676386810844e-08
1990,4.8492994286775115e-08,2.7243255429354463e-09,3.105731138930423e-08
1991,7.150987713089307e-08,1.7584395606284886e-09,3.5168789491724084e-08
1992,4.077358695120381e-08,4.407955445095979e-09,4.0773586285069996e-08
1993,5.151463078334473e-08,6.647048800267896e-09,2.7696037463442735e-08
1994,5.485923848524976e-08,1.0549853213248639e-09,3.164955930667901e-08
1995,5.530900004657724e-08,2.7112253553340793e-09,5.856247020652461e-08
1996,8.274043228340133e-08,9.074756945892659e-09,2.4021415523378664e-08
1997,8.966452957892557e-08,4.794894592485832e-09,2.6371919759071716e-08
1998,6.627699811190269e-08,2.3840646123929332e-09,3.051602670556264e-08
1999,6.03266558929505e-08,3.1991407301035224e-09,2.5136106085454912e-08
2000,5.5225394923752447e-08,3.976228457602815e-09,2.3857369746416168e-08
2001,6.046072398291358e-08,2.190605918883648e-09,2.6725392732185327e-08
2002,5.7832122812850884e-08,3.943099347036849e-09,2.0591740312880802e-08
2003,4.41693819297484e-08,4.166923028847691e-09,3.791899738647686e-08
2004,5.0655098116081376e-08,4.1845516746130684e-08,3.611928889313276e-08
2005,5.1342747164895286e-08,2.702249757291497e-09,8.376974158785799e-08
2006,6.835697019536013e-08,2.8825228315376705e-09,2.8001652163656132e-08
2007,4.7534305047669534e-08,3.994479441660204e-09,2.796135625815488e-08
2008,5.321799631530233e-08,3.4059516873519158e-09,4.512886064844679e-08
2009,5.292693661118619e-08,9.53638501499654e-10,2.956279332444467e-08
2010,4.6765552763616824e-08,2.3618964561933353e-09,3.5428449340901835e-08
2011,6.19483466746118e-08,7.64794394481072e-10,4.8182047684974805e-08
2012,6.025527238273654e-08,1.7021263287730903e-09,5.54893198057016e-08
2013,7.781658617478371e-08,1.1156500168141292e-09,5.968727656568973e-08
2014,7.925529610375293e-08,0.0,5.7384296758833386e-08
2015,9.974589387784505e-08,2.2165753954528356e-10,7.602853868693416e-08
2016,1.0791681859245728e-07,6.214020242811813e-09,1.075025502506044e-07
2017,7.697770831871509e-08,1.7609279590047322e-09,4.30169541376646e-08
2018,7.847659100335136e-08,7.744400121190154e-10,5.963187926782965e-08
2019,8.979476584514146e-08,0.0,5.892781645977507e-08
