year,vos_DET oies_NOUN,vos_DET doigts_NOUN
1920,3.786115865267448e-09,2.0293581215469203e-07
1921,2.2718242842501013e-09,2.741334501621395e-07
1922,0.0,1.9920425664565755e-07
1923,0.0,1.9321025401808356e-07
1924,3.867487219366694e-09,2.204467772770613e-07
1925,0.0,2.3756064670976684e-07
1926,1.1146138456652466e-09,1.738797665851166e-07
1927,6.689535148041159e-09,2.1963973595440223e-07
1928,0.0,1.7481843128663854e-07
1929,1.1140406375176326e-09,1.5819377496839593e-07
1930,1.0503603542488804e-09,1.712087418503927e-07
1931,1.1405356659111021e-09,1.6993981688528947e-07
1932,1.4247397928102146e-08,1.380901637482168e-07
1933,0.0,1.2158902018555295e-07
1934,0.0,1.4138265314045384e-07
1935,1.196828414151696e-09,1.2686380479465242e-07
1936,1.2124714565686645e-09,1.418591533131064e-07
1937,1.2591118148108649e-09,9.56924965933581e-08
1938,1.2965214457594243e-09,1.776234366257512e-07
1939,3.058810094103137e-09,1.6058753260494996e-07
1940,0.0,1.1664601684557852e-07
1941,2.9515025978810172e-09,1.652841423727125e-07
1942,3.034211770724937e-09,2.032921839756341e-07
1943,1.4516175816936538e-08,2.148394040446533e-07
1944,1.2852744646352221e-08,1.960043576332282e-07
1945,0.0,1.3724576009011002e-07
1946,0.0,2.018560181227258e-07
1947,2.3841741914054637e-09,1.6689218784726734e-07
1948,4.348755133776194e-09,1.576423676041827e-07
1949,0.0,1.3449301095036503e-07
1950,0.0,2.0951662715873454e-07
1951,1.0661401761424827e-09,1.6205330721774658e-07
1952,0.0,1.6028101335052725e-07
1953,1.0773827385790469e-09,1.60530024384542e-07
1954,0.0,1.6906487232404288e-07
1955,2.815682353940474e-09,1.4641548329308307e-07
1956,3.488456634670456e-09,1.6134111824328556e-07
1957,0.0,1.3782659069594416e-07
1958,2.4816730892496253e-09,1.7785323347396798e-07
1959,0.0,1.4648913193582302e-07
1960,6.2287499602575735e-09,1.5710292089465838e-07
1961,6.948159270159238e-10,1.382683660899886e-07
1962,2.5367825617905737e-09,2.042110009981002e-07
1963,0.0,1.5518527352043066e-07
1964,3.041984220075733e-09,1.6609233233211285e-07
1965,2.188817349590977e-09,1.6908613398314287e-07
1966,5.539074754423723e-10,1.4401594938817652e-07
1967,2.465167847631733e-09,1.7847815136917689e-07
1968,2.245707841908029e-09,2.2322336512559104e-07
1969,3.6334062425424918e-09,1.3852360658539453e-07
1970,2.2993624781975086e-09,1.411808598916764e-07
1971,5.138397485282553e-10,2.1735421906754482e-07
1972,0.0,1.4826125038780447e-07
1973,2.205281512956958e-09,1.4775385492882265e-07
1974,2.812785782069227e-09,1.085735352734929e-07
1975,1.7134440533084216e-09,1.1422960266571636e-07
1976,1.7140580066410394e-09,1.216981231344505e-07
1977,1.1753563677885381e-09,1.1871099214744163e-07
1978,1.7821774056514528e-09,1.3841577928275228e-07
1979,2.3407893401383717e-09,1.422029529685176e-07
1980,1.7055452605774235e-09,1.3416955590983548e-07
1981,1.2018544381930951e-08,1.0373901182525458e-07
1982,3.1037510339615437e-09,1.142180403590487e-07
1983,4.4207211225000265e-09,1.1557028312125794e-07
1984,1.739702604197646e-09,1.1713996972417817e-07
1985,1.8046674155058895e-09,1.2091271428538164e-07
1986,1.7983456945813714e-09,1.2828198370229416e-07
1987,6.110816852533674e-10,1.1671660393730576e-07
1988,0.0,1.1693280277391693e-07
1989,1.0976244357863152e-09,1.1689700318839868e-07
1990,5.44865097484859e-10,1.1496653629095022e-07
1991,1.1722930404189924e-09,1.459504883616347e-07
1992,5.509944167592096e-10,9.697501979211154e-08
1993,1.1078414852150331e-09,1.1078414896559252e-07
1994,1.0549853213248639e-09,1.4295051142809712e-07
1995,1.0844901643380922e-09,1.1007575029253758e-07
1996,1.6014276571496566e-09,1.0676184447611092e-07
1997,9.58978896292706e-10,1.0548767681584081e-07
1998,1.43043876743576e-09,1.3303080281801272e-07
1999,1.8280804647829996e-09,1.1791119014503693e-07
2000,1.7672125984802278e-09,1.1972865099352248e-07
2001,8.762423564512289e-10,1.1873084115876509e-07
2002,2.1906108038649563e-09,1.4326593600344495e-07
2003,2.083461403401543e-09,1.1917399600491763e-07
2004,8.809582507929292e-10,1.8103691745707806e-07
2005,1.3511248786457486e-09,1.9411161034099678e-07
2006,1.2353669198716943e-09,1.877757789259249e-07
2007,3.994479469415779e-10,2.40467666667854e-07
2008,3.405951742863067e-09,2.1542644734751093e-07
2009,4.76819250749827e-10,3.414025950831956e-07
2010,2.8342759250676863e-09,4.780478430888024e-07
2011,1.1471915639660324e-09,6.669007213133682e-07
2012,2.382976926895708e-09,7.80935577537889e-07
2013,4.741512515948898e-09,6.53770914738061e-07
2014,3.4647122948427977e-09,7.256406586719777e-07
2015,4.211493376260478e-09,7.241551838177429e-07
2016,5.799752234025846e-09,8.219077116677909e-07
2017,2.264050280587071e-09,7.526709264737974e-07
2018,4.904786798931582e-09,7.819262854980025e-07
2019,1.2499840273960672e-08,7.331538594002041e-07
