year,véritables_ADJ hommages_NOUN,véritables_ADJ dommages_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,5.851017448321727e-09,3.900678446910888e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,1.4234775136401367e-08
1808,0.0,1.1330369531492579e-08
1809,0.0,4.518061036407062e-09
1810,2.3401266702194334e-08,0.0
1811,0.0,1.504245972228091e-08
1812,0.0,0.0
1813,0.0,8.627225156487839e-09
1814,0.0,3.1466771410748606e-09
1815,2.697223555614414e-09,2.697223555614414e-09
1816,6.952811659743929e-09,0.0
1817,1.556873407970727e-09,3.113746815941454e-09
1818,0.0,4.768470951432846e-09
1819,0.0,1.035105001712111e-09
1820,0.0,8.306536791735653e-09
1821,3.94459531705138e-09,6.903041693817613e-09
1822,5.012807946513931e-09,0.0
1823,1.4824030003524058e-08,2.3718449426723964e-08
1824,0.0,6.736890156844311e-09
1825,5.283265824829186e-09,0.0
1826,0.0,8.80798456392995e-09
1827,0.0,7.373818444733615e-09
1828,0.0,1.1006761724274838e-08
1829,8.57317605795771e-10,3.429270423183084e-09
1830,2.0873671680021744e-09,2.0873671680021744e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,2.705993873419743e-09
1833,1.0425265983826648e-08,1.1583628500844156e-09
1834,9.334530925997342e-10,1.8669061851994684e-09
1835,9.075705520444899e-09,7.563087933704082e-10
1836,6.720750067579218e-10,4.704525213838906e-09
1837,6.957890930081589e-10,1.1132625488130543e-08
1838,3.1560809521380406e-09,1.8936485712828244e-09
1839,1.3982950353153e-09,0.0
1840,0.0,1.9109065441114126e-09
1841,2.5682194149112547e-09,1.2841097074556274e-09
1842,4.024959032733477e-09,2.0124795163667386e-09
1843,5.31621990873532e-09,5.31621990873532e-09
1844,2.7442805805577564e-09,2.195424508855126e-09
1845,0.0,5.580227835366713e-09
1846,0.0,7.610851504580296e-09
1847,0.0,8.629157832729106e-09
1848,0.0,1.126331028444838e-08
1849,0.0,8.379414939696517e-10
1850,0.0,2.0366988096043315e-09
1851,1.2898877521649865e-09,2.192809134271556e-08
1852,0.0,1.3021090872200602e-08
1853,2.388772735173461e-09,1.1943863675867306e-09
1854,4.1565315633818045e-09,5.195664454227256e-10
1855,5.306937111981824e-10,0.0
1856,1.0354378465748937e-09,2.0708756931497874e-09
1857,3.905207268672939e-09,9.274867096564776e-09
1858,0.0,0.0
1859,6.110608019582742e-09,1.5276520048956854e-09
1860,9.154367819341758e-10,1.8308735638683515e-09
1861,0.0,3.3011746669586728e-09
1862,9.035972525772706e-10,1.536115412648087e-08
1863,4.994620828036034e-10,5.494082966350788e-09
1864,3.3563094525845827e-09,4.794727948009836e-10
1865,0.0,1.882737743486018e-09
1866,0.0,9.731225825149181e-10
1867,4.85281148598915e-10,3.88224918879132e-09
1868,8.397785578040384e-09,3.457911734727759e-09
1869,9.767038289254515e-10,1.4650557433881772e-09
1870,1.1468097582678638e-09,8.601073631098188e-09
1871,1.0621177271019633e-09,0.0
1872,0.0,4.23313739617015e-09
1873,0.0,1.1972008939764578e-09
1874,0.0,5.377148060148329e-09
1875,0.0,0.0
1876,1.813804439976252e-09,6.650616057868319e-09
1877,6.184815992682502e-10,9.895705588292003e-09
1878,0.0,1.2078177569208037e-08
1879,0.0,6.109325489944695e-09
1880,5.134277003548959e-09,2.5671385017744797e-09
1881,6.972507571312292e-10,1.2550513517339823e-08
1882,1.3310770263785798e-09,1.2645231528551903e-08
1883,1.2638677882037541e-09,3.791603475633565e-09
1884,0.0,1.9805090900604227e-09
1885,0.0,5.156508553483263e-09
1886,3.2267319927115068e-09,1.936039106809062e-09
1887,1.9586774424595887e-09,5.876032105334161e-09
1888,0.0,6.340614699951175e-09
1889,3.132568426877924e-09,7.51816386923565e-09
1890,0.0,3.2771931834929546e-09
1891,1.9122659011827636e-09,3.1871101313640793e-09
1892,0.0,7.522214851007902e-09
1893,1.2316833108982905e-09,6.774258043407144e-09
1894,0.0,3.150769645188234e-09
1895,0.0,9.629783193076946e-09
1896,0.0,2.948514543632541e-09
1897,0.0,7.574727511894253e-09
1898,5.6583548957434e-10,1.2448380992680086e-08
1899,0.0,5.527578395003729e-09
1900,0.0,1.5573159428683425e-09
1901,0.0,8.38310842965484e-09
1902,0.0,3.437198747846537e-09
1903,0.0,1.0260418292773466e-08
1904,5.374625189347171e-09,4.837162670412454e-09
1905,5.160759042333041e-10,2.580379465655369e-09
1906,0.0,5.658602919567102e-09
1907,5.142843373384665e-10,3.599990305858114e-09
1908,0.0,3.929111258571538e-09
1909,0.0,7.701377313651392e-09
1910,0.0,1.2291546447329438e-08
1911,0.0,6.384448969498635e-09
1912,5.209421227725386e-10,6.772247651554153e-09
1913,0.0,3.181793939432964e-09
1914,1.3393487430235496e-09,3.3483718020477227e-09
1915,0.0,1.1780761921542648e-09
1916,3.2962386153911893e-09,1.648119329900055e-08
1917,0.0,7.676496771580332e-09
1918,0.0,3.44591288836682e-09
1919,0.0,1.1049418269237776e-08
1920,7.572231730534895e-10,6.815008557481406e-09
1921,3.0290989716519334e-09,3.0290989716519334e-09
1922,2.951174193910333e-09,1.0329110011753073e-08
1923,0.0,3.1847844361720945e-09
1924,0.0,7.734974438733389e-09
1925,0.0,1.2097995494286806e-08
1926,0.0,8.916910765321973e-09
1927,1.1149224876660924e-09,8.919379901328739e-09
1928,0.0,2.2852082448565625e-09
1929,0.0,1.2254447234738564e-08
1930,0.0,9.453243521306831e-09
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,2.1919073223131136e-09,3.287861094491973e-09
1933,0.0,3.4411986593596566e-09
1934,0.0,1.1981580172459871e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,2.5930428915188486e-09
1939,0.0,1.5294050470515685e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,0.0
1943,0.0,1.4516175816936538e-08
1944,3.2131861615880553e-09,0.0
1945,0.0,2.178504043826024e-09
1946,0.0,5.568441707737293e-09
1947,0.0,5.960435700558264e-09
1948,0.0,0.0
1949,9.817008317369869e-10,4.908504269707237e-09
1950,0.0,2.1270722960764488e-09
1951,0.0,7.462981344019681e-09
1952,0.0,6.326882129314981e-09
1953,1.0773827385790469e-09,8.619061908632375e-09
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,0.0
1956,0.0,3.488456634670456e-09
1957,0.0,8.835037701437898e-10
1958,0.0,1.6544486891589827e-09
1959,2.325224457422337e-09,7.750747821333448e-10
1960,0.0,2.076250060767393e-09
1961,0.0,6.948159270159238e-10
1962,0.0,1.2683912808952869e-09
1963,0.0,1.2932106496776896e-09
1964,0.0,6.083968329129164e-10
1965,0.0,2.73602163147757e-09
1966,0.0,5.539074754423723e-10
1967,1.4791006197611978e-09,9.860671168482327e-10
1968,8.982831700699023e-10,2.245707841908029e-09
1969,0.0,5.450109252791435e-09
1970,0.0,1.8394900047624674e-09
1971,5.138397485282553e-10,5.138397485282553e-10
1972,2.0520587451500205e-09,2.565073486948677e-09
1973,5.513203782392395e-10,1.102640756478479e-09
1974,0.0,1.6876715580593782e-09
1975,5.711480177694739e-10,1.7134440533084216e-09
1976,2.285410749536254e-09,1.7140580066410394e-09
1977,0.0,1.1753563677885381e-09
1978,5.940591352171509e-10,2.970295565063452e-09
1979,1.1703946700691858e-09,2.3407893401383717e-09
1980,2.2740602734216964e-09,5.685150683554241e-10
1981,0.0,6.325549528618524e-10
1982,6.207502289967692e-10,1.2415004579935385e-09
1983,0.0,6.315316047889041e-10
1984,0.0,2.3196033982486597e-09
1985,6.015558051686298e-10,3.0077789148208467e-09
1986,5.994485463567401e-10,5.994485463567401e-10
1987,0.0,1.2221633705067347e-09
1988,3.597932174415064e-09,5.996553809062277e-10
1989,5.488122178931576e-10,1.0976244357863152e-09
1990,1.089730194969718e-09,2.179460389939436e-09
1991,2.344586080837985e-09,2.344586080837985e-09
1992,1.1019888335184191e-09,5.509944167592096e-10
1993,1.1078414852150331e-09,2.2156829704300662e-09
1994,5.274926606624319e-10,0.0
1995,5.422450821690461e-10,2.1689803286761844e-09
1996,2.6690460952494277e-09,2.6690460952494277e-09
1997,4.79489448146353e-10,4.315404922294874e-09
1998,2.86087753487152e-09,1.43043876743576e-09
1999,2.7421207526856506e-09,5.484241505371301e-09
2000,1.3254094488601709e-09,0.0
2001,1.3143635069212678e-09,2.190605918883648e-09
2002,4.38122149670761e-10,1.752488598683044e-09
2003,1.2500769308587678e-09,1.6667691671301554e-09
2004,2.2023955992267474e-09,2.2023955992267474e-09
2005,1.8014998381943315e-09,1.8014998381943315e-09
2006,4.1178899179428186e-10,1.2353669198716943e-09
2007,1.5977917877663117e-09,3.994479469415779e-10
2008,8.514879357157668e-10,2.1287198670449925e-09
2009,9.53638501499654e-10,0.0
2010,4.723793023408973e-10,1.8895172093635892e-09
2011,7.64794394481072e-10,1.529588788962144e-09
2012,3.404252713057332e-10,2.7234021704458655e-09
2013,0.0,3.904775169871755e-09
2014,6.496335691608124e-10,3.681256854903836e-09
2015,2.2165753954528356e-10,3.989835573037226e-09
2016,1.6570720351438695e-09,2.278474076078396e-09
2017,5.031222660711876e-10,4.024978128569501e-09
2018,1.0325866828253538e-09,2.8396134332808742e-09
2019,1.2754939326953263e-09,3.826481798085979e-09
