year,dix_DET oies_NOUN,dix_DET doigts_NOUN
1800,0.0,7.231578535993322e-08
1801,7.143547975374531e-09,1.262026785298076e-07
1802,3.1329761895904085e-08,1.0070280609397742e-07
1803,1.950339267864365e-08,1.3262306630679177e-07
1804,0.0,1.1864884319479074e-07
1805,2.842877755426798e-08,5.685755510853596e-08
1806,0.0,4.034336598124355e-08
1807,2.8469551160981155e-09,2.2775640928784924e-08
1808,0.0,2.039466551195801e-08
1809,1.581321384946932e-08,3.162642769893864e-08
1810,0.0,2.106114038724627e-08
1811,2.5070767684098882e-09,1.7549536934780008e-08
1812,0.0,4.267533171287141e-08
1813,0.0,2.0130190847567064e-08
1814,0.0,6.922689976818219e-08
1815,0.0,8.091670444798638e-09
1816,0.0,7.416332437060191e-08
1817,0.0,4.514932783195036e-08
1818,1.668964877410417e-08,5.722165141719415e-08
1819,0.0,4.864993385922389e-08
1820,0.0,5.933240387889782e-08
1821,0.0,1.3806083387635226e-08
1822,6.015369535816717e-09,5.213320264374488e-08
1823,1.9765373782121287e-09,2.174191138237802e-08
1824,0.0,2.2737005167527968e-08
1825,1.7610886082763955e-09,1.6730341556581152e-08
1826,8.807984341885344e-10,1.3211976401805714e-08
1827,9.217273055917019e-10,3.133872894522938e-08
1828,1.8344602503717056e-09,1.3758452155343548e-08
1829,0.0,3.772197487705853e-08
1830,4.174734336004349e-09,2.2961039292113128e-08
1831,3.1182412207897414e-09,3.274153215215847e-08
1832,0.0,5.276687886635045e-08
1833,1.1583628500844156e-09,3.0117434435261714e-08
1834,0.0,1.8669062740173104e-08
1835,5.294161553592858e-09,3.932805725526123e-08
1836,1.3441500135158435e-09,2.8899226123257904e-08
1837,2.7831562610103333e-09,3.896418832027848e-08
1838,6.312161904276081e-10,4.481634974240478e-08
1839,7.690622361167243e-09,5.733009800223954e-08
1840,5.095750932326837e-09,5.923810419972142e-08
1841,0.0,1.4767261191650505e-08
1842,0.0,4.293289457280025e-08
1843,5.906911071384968e-10,5.0208743829216473e-08
1844,6.586273748609983e-09,2.5247381074677833e-08
1845,1.0602433153650281e-08,2.287893430263921e-08
1846,1.1709002656346001e-09,5.3861413107370026e-08
1847,0.0,2.58874726100089e-08
1848,2.413566457803995e-09,2.494018680465615e-08
1849,0.0,5.9493846293889874e-08
1850,0.0,4.61651739058766e-08
1851,0.0,2.8377531435808123e-08
1852,0.0,2.4740073101270355e-08
1853,0.0,2.8068079416243563e-08
1854,1.558699391779328e-09,1.6626126253527218e-08
1855,0.0,2.7065379271107304e-08
1856,0.0,3.831119926855919e-08
1857,4.881509085841174e-10,4.930324332130809e-08
1858,0.0,4.453245305846565e-08
1859,1.5276520048956854e-09,3.5135997000779184e-08
1860,9.154367819341758e-10,3.478659760247638e-08
1861,0.0,3.3483342321005694e-08
1862,0.0,1.8071945717679228e-08
1863,2.9967726078439227e-09,5.244351797273339e-08
1864,4.794727948009836e-10,2.828889478223573e-08
1865,1.4120533631256649e-09,2.118079933666195e-08
1866,0.0,4.81695678899996e-08
1867,9.7056229719783e-10,2.8631587767335986e-08
1868,3.951899252285784e-09,1.975949714960734e-08
1869,3.906815315701806e-09,3.809144999422642e-08
1870,0.0,2.981705415905367e-08
1871,4.248470908407853e-09,2.2304472935275044e-08
1872,6.047339295989218e-10,2.8422494580127022e-08
1873,4.788803575905831e-09,3.831042860724665e-08
1874,0.0,2.7483201492373155e-08
1875,0.0,1.2244068159361632e-07
1876,1.209202959984168e-09,2.1161051577678336e-08
1877,1.2369631985365004e-09,4.143826648483895e-08
1878,4.831270938865373e-09,3.744235033131815e-08
1879,0.0,1.7717043832021773e-08
1880,6.417846254436199e-10,2.0537108014195837e-08
1881,6.972507571312292e-10,3.9046041566681566e-08
1882,0.0,3.8601231988621976e-08
1883,3.791603475633565e-09,4.6131175601704655e-08
1884,1.3203393933736152e-09,3.234831513765357e-08
1885,6.445635691854079e-10,4.0607504969703e-08
1886,2.5813855497602844e-09,2.0005737511041843e-08
1887,0.0,3.0685946228459215e-08
1888,0.0,3.4239320712003973e-08
1889,0.0,2.9446143023914573e-08
1890,1.3108772956016423e-09,3.932632053338381e-08
1891,0.0,7.075384189647593e-08
1892,0.0,4.387958751905785e-08
1893,2.463366621796581e-09,3.387129154930335e-08
1894,0.0,1.9534772022211655e-08
1895,1.2037228991346183e-09,2.527818110387159e-08
1896,0.0,2.2998413617969504e-08
1897,0.0,2.3306854779470143e-08
1898,0.0,1.9238406423482957e-08
1899,2.2110313580014918e-09,1.6029977345510815e-08
1900,2.595526460424935e-09,3.114631752509922e-08
1901,0.0,2.9061443029831935e-08
1902,2.455141867585553e-09,1.865907894860186e-08
1903,0.0,2.9161189019077938e-08
1904,2.6873125946735854e-09,1.5586412160928376e-08
1905,5.160759042333041e-10,2.5287718585786934e-08
1906,2.0576738091193647e-09,2.8807432883581896e-08
1907,4.114274698707732e-09,2.0057088434555226e-08
1908,1.4734167219643268e-09,2.701263923654551e-08
1909,4.400786735025974e-09,1.7603147384193107e-08
1910,0.0,3.4202564336283103e-08
1911,5.320374141248863e-10,3.7774656069800017e-08
1912,1.0418842455450772e-09,3.6986889995205274e-08
1913,1.060597942803554e-09,3.499973177945037e-08
1914,6.696743715117748e-10,3.214437072074361e-08
1915,0.0,1.6493066468115103e-08
1916,0.0,1.3184954461564757e-08
1917,0.0,3.61891991929042e-08
1918,0.0,2.412139110674616e-08
1919,1.8415696745321952e-09,4.4197673076951105e-08
1920,0.0,5.2248399384779987e-08
1921,1.5145494858259667e-09,3.3320087633459394e-08
1922,0.0,2.4347187099760248e-08
1923,0.0,3.078624954966358e-08
1924,1.289162443462999e-09,3.867487308184536e-08
1925,0.0,3.849362140151413e-08
1926,0.0,3.4553028882555736e-08
1927,0.0,3.1217830098739796e-08
1928,0.0,3.5420729460611255e-08
1929,1.1140406375176326e-09,2.8965056353413843e-08
1930,0.0,3.571225148935042e-08
1931,1.1405356659111021e-09,4.334035530462188e-08
1932,0.0,2.849479585620429e-08
1933,0.0,1.3764794637438627e-08
1934,0.0,4.4331848414458364e-08
1935,1.196828414151696e-09,3.231436807027421e-08
1936,0.0,2.182448666232517e-08
1937,0.0,3.021868266728234e-08
1938,5.186085783037697e-09,3.370955670156661e-08
1939,0.0,4.435274636449549e-08
1940,0.0,4.3108308034334186e-08
1941,0.0,3.246652768851277e-08
1942,0.0,6.068423541449874e-09
1943,0.0,3.774205836748479e-08
1944,0.0,3.213186161588055e-08
1945,0.0,4.357008265287732e-08
1946,0.0,5.707652572795041e-08
1947,0.0,5.125974555930668e-08
1948,0.0,4.348755111571734e-08
1949,0.0,1.668891336237266e-08
1950,1.0635361480382244e-09,6.487570813895616e-08
1951,1.0661401761424827e-09,4.264560615752089e-08
1952,1.0544803918932644e-09,3.796129455224673e-08
1953,0.0,5.494652044468751e-08
1954,0.0,5.961247007135739e-08
1955,0.0,4.5050916774869165e-08
1956,1.744228317335228e-09,4.447782098182529e-08
1957,0.0,3.887416683001632e-08
1958,8.272243445794913e-10,3.722509500647675e-08
1959,0.0,5.65804603169795e-08
1960,6.920833350854139e-10,4.498541728015226e-08
1961,0.0,5.1416379764912534e-08
1962,2.5367825617905737e-09,4.122271662909682e-08
1963,6.466053248388448e-10,3.556329319920337e-08
1964,6.083968329129164e-10,4.197938152650238e-08
1965,0.0,5.143720704925414e-08
1966,0.0,5.1513394438984506e-08
1967,9.860671168482327e-10,5.965706195709686e-08
1968,2.245707841908029e-09,5.838840522187638e-08
1969,2.2708788183223305e-09,3.63340615372465e-08
1970,0.0,4.184839852428013e-08
1971,5.138397485282553e-10,4.984245638439688e-08
1972,5.130146862875051e-10,4.052816038324636e-08
1973,5.513203782392395e-10,3.418186356185515e-08
1974,5.625571675160757e-10,3.656621694325679e-08
1975,1.1422960355389478e-09,3.084199384773001e-08
1976,3.9994687561772935e-09,5.370715244756852e-08
1977,3.526069214387917e-09,3.8786759137821036e-08
1978,1.1881182704343018e-09,3.920790292433196e-08
1979,0.0,4.330460334767139e-08
1980,1.7055452605774235e-09,4.548120569047853e-08
1981,5.060439622894819e-09,5.6929945868589016e-08
1982,6.207502289967692e-10,5.21430185695948e-08
1983,6.315316047889041e-10,4.104955397821186e-08
1984,0.0,4.349256466085194e-08
1985,6.015558051686298e-10,4.2710463832307255e-08
1986,0.0,5.574871364544265e-08
1987,0.0,4.522004326545925e-08
1988,0.0,4.7372775702214653e-08
1989,5.488122178931576e-10,3.4026359063688005e-08
1990,0.0,4.3589208464922535e-08
1991,0.0,2.8721179434754163e-08
1992,3.856960972825618e-09,2.7549721726138898e-08
1993,6.093128224193833e-09,6.093128313011675e-08
1994,1.5824779264761446e-09,5.0639296755861096e-08
1995,2.1689803286761844e-09,2.6027763722069608e-08
1996,0.0,4.537378361924027e-08
1997,9.58978896292706e-10,3.835915651784205e-08
1998,5.2449422582867555e-09,4.625085203713297e-08
1999,0.0,4.02177685043803e-08
2000,4.4180314962005696e-10,2.8275401686705948e-08
2001,0.0,3.504969425804916e-08
2002,8.76244299341522e-10,4.293596989057846e-08
2003,4.1669229178253886e-10,4.5419458416517955e-08
2004,1.7619165015858584e-09,4.052407875931863e-08
2005,4.5037495954858286e-10,5.4495370993556946e-08
2006,4.1178899179428186e-10,4.612036530460273e-08
2007,3.994479469415779e-10,5.0330442924462204e-08
2008,1.7029758714315335e-09,5.108927547681219e-08
