year,dix_DET oies_NOUN,dix_DET doigts_NOUN
2009,9.53638501499654e-10,4.911238282723218e-08
2010,0.0,7.22740363112706e-08
2011,2.6767803529281764e-09,7.800902812604704e-08
2012,1.0212758416727752e-09,8.272334062198183e-08
2013,5.578250084070646e-10,9.761937835861545e-08
2014,4.330890368553497e-10,1.1065424665446244e-07
2015,8.866301581811342e-10,9.885926122166211e-08
2016,4.1426800878596737e-10,9.507450959844732e-08
2017,2.515611330355938e-10,8.854951527581534e-08
2018,5.162933414126769e-10,9.938646705620613e-08
2019,1.275493877184175e-09,8.673358520283614e-08
