year,chères_ADJ âmes_NOUN,chères_ADJ ames_NOUN,chères_ADJ dames_NOUN
1892,4.450643920073105e-08,0.0,1.8178685889935764e-08
1893,5.173069800301633e-08,6.158416554491453e-10,1.4780199397712579e-08
1894,3.150769600779313e-08,0.0,3.150769645188234e-09
1895,4.393588604045817e-08,0.0,7.824198844375019e-09
1896,5.012474563192981e-08,5.89702897624278e-10,9.435246361988447e-09
1897,5.010973758157178e-08,5.826713556089658e-10,6.409384800676321e-09
1898,7.921696909551912e-08,5.6583548957434e-10,2.3199254406414127e-08
1899,4.8089932036532446e-08,0.0,4.4220627160029835e-09
1900,3.789468816517427e-08,5.191053142894475e-10,9.863001082521805e-09
1901,2.794369535763508e-08,0.0,2.235495566438317e-09
1902,5.3031066649111835e-08,0.0,5.401312119790447e-09
1903,4.3201762167655033e-08,1.0800440541913758e-09,1.1340462569009446e-08
1904,3.0097901060344157e-08,0.0,5.912087708281888e-09
1905,2.631987205958808e-08,5.160759042333041e-10,5.160759042333041e-10
1906,3.7552548404207187e-08,0.0,7.201858387428928e-09
1907,3.034277540336916e-08,0.0,1.1314255088379355e-08
1908,4.96050309717333e-08,0.0,4.911389073214423e-09
1909,3.0805508699494055e-08,5.500983557560346e-10,1.4302557360679202e-08
1910,3.4736981069372064e-08,5.344150677544235e-10,1.0153886287334046e-08
1911,3.617854260618003e-08,0.0,8.512598737020483e-09
1912,2.0837685354990754e-08,0.0,9.89790061023399e-09
1913,4.348451515534535e-08,5.30298971401777e-10,1.2727175313642647e-08
1914,3.8841115213017474e-08,0.0,1.0045115239609714e-08
1915,7.421879988367408e-08,0.0,5.890381071793627e-09
1916,6.043104150421641e-08,0.0,1.0987462051303964e-09
1917,4.27690537430081e-08,0.0,7.676496993624937e-09
1918,3.331049214239101e-08,0.0,1.378365155346728e-08
1919,3.775217966017763e-08,0.0,0.0
1920,4.846228351951254e-08,0.0,1.0601124866838063e-08
1921,3.862101038976107e-08,2.27182422873895e-09,0.0
1922,2.4347187377316004e-08,6.640141769764796e-09,7.377935484775833e-10
1923,2.5478275045287546e-08,2.7601466001669905e-08,4.246379248229459e-09
1924,3.9964035636330664e-08,0.0,2.578324886925998e-09
1925,3.299453510408057e-08,0.0,5.499088961968823e-09
1926,1.560459372829115e-08,0.0,1.0031524944054127e-08
1927,1.2264147031260109e-08,0.0,8.919379901328739e-09
1928,3.1992914983902665e-08,0.0,4.570416489713125e-09
1929,2.1166771446701205e-08,0.0,1.1140406597220931e-08
1930,2.100720719599991e-08,0.0,5.251801771244402e-09
1931,3.193499864551086e-08,0.0,5.7026783295555106e-09
1932,1.6439305028370654e-08,0.0,1.534335103414719e-08
1933,6.882397318719313e-09,0.0,4.588264879146209e-09
1934,1.3179738189705859e-08,0.0,3.5944740517379614e-09
1935,1.555876849579363e-08,0.0,1.6755597798123745e-08
1936,4.849885826274658e-09,0.0,8.487300195980652e-09
1937,2.8959572406783707e-08,0.0,1.3850229851897211e-08
1938,1.2965214457594243e-09,0.0,2.5930428915188486e-09
1939,3.058810094103137e-09,0.0,3.058810094103137e-09
1940,1.2678914806940611e-08,0.0,2.5357829169792012e-09
1941,1.0330258959356797e-07,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0,1.8205270180260413e-08
1943,1.4516175816936538e-08,0.0,5.806470415592457e-09
1944,9.639558484764166e-09,0.0,3.2131861615880553e-09
1945,3.0499055725385915e-08,0.0,0.0
1946,1.5313215584455975e-08,0.0,4.1763312808029696e-09
1947,3.5762614203349585e-08,0.0,7.152522574216391e-09
1948,1.3046265401328583e-08,0.0,5.435944139264848e-09
1949,5.890204768377316e-09,0.0,1.668891380646187e-08
1950,1.701657836861159e-08,0.0,1.0635361480382244e-09
1951,2.7719645245838365e-08,0.0,4.264560704569931e-09
1952,1.4762725042416491e-08,0.0,7.381362521208246e-09
1953,3.232148326759443e-09,1.0773827385790469e-09,3.232148326759443e-09
1954,1.3681550115052232e-08,0.0,4.886268056836229e-09
1955,7.508486277174597e-09,0.0,1.3139850985055546e-08
1956,1.8314396887930684e-08,0.0,2.616342476002842e-09
1957,1.5019564092444426e-08,0.0,8.835037701437898e-09
1958,3.3088973783179654e-09,3.3088973783179654e-09,2.4816730892496253e-09
1959,1.0075972611822692e-08,0.0,3.1002992395556817e-09
1960,5.536666791705613e-09,0.0,8.305000243069571e-09
1961,1.528595028332802e-08,0.0,6.948159103625784e-09
1962,1.0147130247162295e-08,0.0,1.268391242037481e-08
1963,9.699079650538067e-09,0.0,7.1126584622049904e-09
1964,9.73434927109551e-09,0.0,7.909158994401366e-09
1965,7.113656441681826e-09,0.0,1.5321721336114535e-08
1966,1.6617224929404983e-08,0.0,5.539074865446025e-09
1967,1.528404003359185e-08,4.930335584241163e-10,2.9582012395223956e-09
1968,1.886394707106831e-08,0.0,8.533689727086013e-09
1969,9.991866889436096e-09,1.3625273131978588e-09,1.090021825578269e-08
1970,3.219107425067591e-09,0.0,1.3796175313274261e-09
1971,4.1107179882260425e-09,0.0,8.22143619849669e-09
1972,6.669190699692962e-09,0.0,6.156176013405457e-09
1973,1.047508757512361e-08,0.0,6.0645241051204835e-09
1974,2.2502286700643026e-09,0.0,4.500457451150908e-09
1975,1.7134440533084216e-09,0.0,2.2845920710778955e-09
1976,3.4281160132820787e-09,0.0,3.999468700666142e-09
1977,5.289103821581875e-09,0.0,7.05213826224238e-09
1978,2.3762365408686037e-09,0.0,7.1287097336281136e-09
1979,3.5111840102075575e-09,0.0,7.022367909392813e-09
1980,5.116635559687666e-09,0.0,3.979605422976817e-09
1981,3.1627747087981106e-09,6.325549528618524e-10,1.2651099057237047e-09
1982,6.207502289967692e-09,0.0,1.0552753781922775e-08
1983,1.136756910824488e-08,0.0,8.84144257806696e-09
1984,6.378909400694965e-09,0.0,2.8995042478108246e-09
1985,5.414002135495366e-09,0.0,3.609334831011779e-09
1986,8.991727895590884e-08,0.0,7.1933827783254856e-09
1987,7.332980445085013e-09,0.0,4.277571630240118e-09
1988,3.597932174415064e-09,0.0,7.195864348830128e-09
1989,1.5366742545097622e-08,0.0,8.232183046352759e-09
1990,1.7435683119515488e-08,0.0,8.172976628806339e-09
1991,7.033758464558559e-09,0.0,0.0
1992,6.61193322315512e-09,0.0,4.407955445095979e-09
1993,1.0524494442609722e-08,0.0,8.862731548653358e-09
1994,7.912389854425328e-09,0.0,1.0022360552586207e-08
1995,7.0491861237087505e-09,0.0,6.506940930517402e-09
1996,6.4057104065540216e-09,0.0,3.2028553142993132e-09
1997,5.274384040632185e-09,0.0,5.753873377756236e-09
1998,1.0489883850439696e-08,0.0,1.3827575195968222e-08
1999,1.0511462811280126e-08,1.3710603763428253e-09,6.398281737762801e-09
2000,2.0764748254187282e-08,0.0,3.976228346580513e-09
2001,1.3581756164171566e-08,0.0,3.94309060403053e-09
2002,6.571832411594869e-09,0.0,6.1337101509018055e-09
2003,5.8336921959778465e-09,0.0,4.166923028847691e-09
2004,1.2333415178034102e-08,0.0,5.7262286579096155e-09
2005,6.755624615273348e-09,0.0,7.656374201303606e-09
2006,4.117890028965121e-09,0.0,1.1941880373456115e-08
2007,5.592271090648637e-09,3.994479469415779e-10,4.793375363298935e-09
2008,1.2772319202269955e-08,0.0,5.960415577765943e-09
2009,6.198650481792356e-09,0.0,1.430457752249481e-08
2010,4.2514138876015295e-09,0.0,9.919965515692297e-09
2011,3.4415748029203996e-09,0.0,1.185431308670104e-08
2012,9.872332978888565e-09,0.0,2.3148917754900467e-08
2013,2.398647591661529e-08,5.578250084070646e-10,2.5938863501551168e-08
2014,1.212649342052785e-08,0.0,2.5552253160587846e-08
2015,1.1526191917576867e-08,0.0,2.7263877377947665e-08
2016,2.609888496984958e-08,0.0,2.754882277855586e-08
2017,8.301517695485927e-09,0.0,1.735771762434446e-08
2018,1.9361000358486535e-08,0.0,2.2200613458700502e-08
2019,1.9132408546340685e-08,0.0,2.4744581605951055e-08
