year,vos_DET hommages_NOUN,vos_DET dommages_NOUN
1800,1.7921738049153646e-07,3.144164484325529e-09
1801,1.7858868739395461e-07,0.0
1802,9.84649659585557e-08,0.0
1803,1.2872239096850535e-07,0.0
1804,9.640218934237055e-08,0.0
1805,2.7291625315228885e-07,0.0
1806,2.5070521125769574e-07,8.645007376628655e-09
1807,2.932363827312656e-07,0.0
1808,1.5182695101145782e-07,9.064295980465431e-09
1809,1.5361408145508904e-07,0.0
1810,2.223120389999167e-07,0.0
1811,1.9304490983529377e-07,2.5070767684098882e-09
1812,1.5469807124190993e-07,0.0
1813,1.9267469508754687e-07,0.0
1814,1.2272040805783035e-07,0.0
1815,1.3216394734172354e-07,0.0
1816,8.343373991692715e-08,0.0
1817,1.120948880384276e-07,0.0
1818,9.417730240102173e-08,0.0
1819,1.2524770909294602e-07,3.001804671498576e-08
1820,1.7918387129611801e-07,0.0
1821,2.3273112503829907e-07,1.97229765852569e-09
1822,2.1254305693219067e-07,0.0
1823,8.20263039713609e-08,0.0
1824,1.6505381417175613e-07,1.51580028528997e-08
1825,2.0252519394858837e-07,3.3460683113162304e-08
1826,1.4092774391905039e-07,1.7615968683770689e-09
1827,1.3272873466974033e-07,4.055600300034712e-08
1828,1.5134297370877903e-07,0.0
1829,1.2859764098038795e-07,0.0
1830,1.8368830723147767e-07,3.1310507520032616e-09
1831,1.886535869743966e-07,6.236482441579483e-09
1832,1.583006477012816e-07,0.0
1833,1.3900354645102198e-07,0.0
1834,2.006924217923256e-07,3.733812370398937e-09
1835,1.5731222902104491e-07,1.739510224751939e-08
1836,1.243338821899087e-07,1.3441500135158435e-09
1837,1.050641529332097e-07,4.6617870452791976e-08
1838,1.249808008196851e-07,1.5780404538645598e-08
1839,9.22874718867206e-08,0.0
1840,1.1338046163045234e-07,7.0066574764382494e-09
1841,1.3804179266330152e-07,1.8619591202195807e-08
1842,1.0934472127743788e-07,5.366612043644636e-09
1843,1.2581720909565774e-07,5.31621990873532e-09
1844,1.487400134170258e-07,2.7442805805577564e-09
1845,1.1662676646650993e-07,0.0
1846,9.601382489066168e-08,0.0
1847,1.1487566631274149e-07,7.011190739092399e-09
1848,9.895622810063287e-08,0.0
1849,8.211826951765033e-08,0.0
1850,8.96147440698769e-08,4.073397619208663e-09
1851,8.19078747049673e-08,5.159551008659946e-09
1852,8.854341615460726e-08,4.557382027314816e-09
1853,8.778739868375851e-08,4.180352064508952e-09
1854,3.351203610169051e-07,7.79349651480743e-09
1855,1.645150575768639e-07,2.1227748447927297e-09
1856,2.541999977179188e-07,8.28350277259915e-09
1857,1.1276286082662068e-07,7.810414537345878e-09
1858,9.395858124872092e-08,8.808616946964776e-09
1859,7.892868558734278e-08,2.5460866748261424e-09
1860,8.330474798867726e-08,1.373155145145688e-09
1861,8.158617559317349e-08,1.226150558863992e-08
1862,7.138418567365079e-08,2.2589932147099034e-09
1863,8.940371343246767e-08,4.994620828036034e-10
1864,8.726404687742217e-08,0.0
1865,7.201472090878624e-08,4.706844358715045e-10
1866,1.8100079346439202e-07,5.838735717134114e-09
1867,6.599823798580928e-08,2.91168689159349e-09
1868,6.57003269566303e-08,2.4699371437009177e-09
1869,8.204312140769332e-08,2.441759683335931e-09
1870,7.396922940827722e-08,0.0
1871,6.160282595146782e-08,9.559059321873065e-09
1872,7.498700949071235e-08,0.0
1873,6.105724653648892e-08,0.0
1874,6.153847420531378e-08,4.779687312606029e-09
1875,8.124568751100014e-08,2.2886108563824337e-09
1876,5.743714193151561e-08,6.04601479992084e-10
1877,7.916564470633602e-08,1.0514186854493346e-08
1878,5.435179856183581e-08,1.8117265465633636e-09
1879,5.376206146934237e-08,6.10932526790009e-10
1880,6.35366745882493e-08,0.0
1881,7.878933644400732e-08,0.0
1882,4.2594464844114555e-08,3.3276925659464496e-09
1883,5.561018312505439e-08,2.5277355764075082e-09
1884,4.951272813968899e-08,4.621187876807653e-09
1885,5.9299846810745294e-08,1.2891271383708158e-09
1886,4.1947515683204983e-08,0.0
1887,4.7661149693567495e-08,0.0
1888,3.8677748781523746e-08,0.0
1889,4.2602930405699624e-08,4.385595886446936e-09
1890,4.4569826940232815e-08,1.3108772956016423e-09
1891,4.143242904319777e-08,0.0
1892,4.325273650351846e-08,0.0
1893,4.741980674793922e-08,6.158416554491453e-10
1894,4.4110773700367645e-08,2.520615716150587e-09
1895,4.032471756509892e-08,1.8055843487019274e-09
1896,3.892039046604623e-08,2.948514543632541e-09
1897,3.6708294071097214e-08,6.992056267307589e-09
1898,3.6213469667423226e-08,0.0
1899,4.09040801230276e-08,0.0
1900,3.945200433008722e-08,1.038210628578895e-09
1901,4.638653217092781e-08,2.794369402536745e-09
1902,2.946170352124966e-08,3.437198747846537e-09
1903,3.834156458992766e-08,2.7001101354784396e-09
1904,1.8811188162715098e-08,5.374625189347171e-10
1905,4.283430143914302e-08,5.160759042333041e-10
1906,2.1091157265118454e-08,5.144184522798412e-10
1907,2.4171363577352167e-08,1.028568674676933e-09
1908,3.732655784460803e-08,0.0
1909,3.850688656825696e-08,1.6502950117569526e-09
1910,3.5271394693836555e-08,0.0
1911,3.6178544604581475e-08,0.0
1912,5.313609524604246e-08,1.0418842455450772e-09
1913,3.7651225748280837e-08,1.060597942803554e-09
1914,3.080502253283157e-08,0.0
1915,3.652036184575991e-08,0.0
1916,3.186363928264768e-08,0.0
1917,2.4126133979507358e-08,0.0
1918,1.9526840588923733e-08,0.0
1919,4.788081320317161e-08,9.207848372660976e-10
1920,1.9687802943479937e-08,5.300562211374427e-09
1921,2.3475516641724425e-08,9.087297137000405e-09
1922,1.1804696775641332e-08,2.2133805899215986e-09
1923,2.0170300985000722e-08,4.246379248229459e-09
1924,2.836157442231979e-08,3.867487219366694e-09
1925,1.5397448649423495e-08,5.499089184013428e-09
1926,2.6750733184144337e-08,8.916910765321973e-09
1927,2.8987985345452216e-08,0.0
1928,2.170947865920425e-08,2.2852082448565625e-09
1929,3.0079096546842266e-08,0.0
1930,2.8359728787563654e-08,2.100720708497761e-09
1931,3.079446386777818e-08,1.1405356659111021e-09
1932,1.6439305028370654e-08,1.0959536611565568e-09
1933,1.605892663292252e-08,0.0
1934,2.6359476379411717e-08,0.0
1935,2.0346082152400413e-08,0.0
1936,6.0623572828433225e-09,1.2124714565686645e-09
1937,2.392312481447334e-08,2.5182236296217297e-09
1938,1.1668692678767911e-08,2.5930428915188486e-09
1939,2.141167065872196e-08,0.0
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,2.066051862925633e-08,0.0
1942,2.4273694831933312e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,1.089252066321933e-08,2.178504043826024e-09
1946,1.6705326011390298e-08,4.1763312808029696e-09
1947,1.1920871401116528e-08,1.1920870957027319e-09
1948,1.195907639583993e-08,1.0871887834440486e-09
1949,1.0798709482173763e-08,9.817008317369869e-10
1950,1.1698897850465073e-08,1.0635361480382244e-09
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,1.370824520563474e-08,1.0544803918932644e-09
1953,1.723812381726475e-08,3.232148326759443e-09
1954,1.3681550115052232e-08,4.886268278880834e-09
1955,1.5016972554349195e-08,3.754243138587299e-09
1956,1.9186511934776718e-08,2.616342476002842e-09
1957,1.3252556385623393e-08,1.7670075402875796e-09
1958,2.0680608558976132e-08,0.0
1959,2.0927018340444192e-08,0.0
1960,1.1073333361366622e-08,2.7683333403416555e-09
1961,1.945484662257968e-08,1.320150300188061e-08
1962,1.3952304034337004e-08,3.170978146727066e-09
1963,1.4225316924409981e-08,1.2932106940866106e-08
1964,1.8251904876365188e-08,3.6503808864551957e-09
