year,vos_DET hommages_NOUN,vos_DET dommages_NOUN
1965,1.3680108601477059e-08,2.188817349590977e-09
1966,1.273987226824147e-08,1.1078149508847446e-09
1967,2.070740912074598e-08,4.437302081328198e-09
1968,3.188905306483747e-08,4.4914158503495116e-10
1969,2.2254612791483552e-08,9.083515606356229e-10
1970,1.6555409848573177e-08,4.5987250119061684e-10
1971,1.5415192677892264e-08,1.0276794970565106e-09
1972,2.205963189894078e-08,0.0
1973,1.32316891332529e-08,1.6539611902288698e-09
1974,1.1251143128276908e-08,1.1251143350321513e-09
1975,7.4249242310031605e-09,1.1422960355389478e-09
1976,1.428381679602353e-08,5.713526873840635e-10
1977,1.351659784099013e-08,5.876781838942691e-10
1978,1.0099005187669263e-08,1.1881182704343018e-09
1979,1.287434159280565e-08,5.851973350345929e-10
1980,1.3644362084619388e-08,2.8425752862659692e-09
1981,8.223214609248686e-09,2.5302198114474095e-09
1982,1.8001756973973215e-08,1.8622506869903077e-09
1983,1.9577480414589843e-08,6.315316047889041e-10
1984,5.219107812592938e-09,2.3196033982486597e-09
1985,8.421781161338515e-09,1.2031116103372597e-09
1986,5.994485352545098e-09,2.3977941854269602e-09
1987,4.888653482026939e-09,1.8332451112712533e-09
1988,2.1587593934668803e-08,4.797243047249822e-09
1989,7.683370939481904e-09,4.939309850016116e-09
1990,5.993515905799995e-09,1.6345953479657283e-09
1991,3.5168792322792797e-09,1.1722930404189924e-09
1992,4.958949695321735e-09,0.0
1993,7.754890063438324e-09,0.0
1994,6.329911705904578e-09,5.274926606624319e-10
1995,1.572510655023507e-08,3.253470381991974e-09
1996,8.540947504798169e-09,1.6014276571496566e-09
1997,8.151320729510303e-09,0.0
1998,4.7681290027412615e-09,4.768129224785866e-10
1999,9.597422412355172e-09,4.570201161957499e-10
2000,1.1486881668076876e-08,8.836062992401139e-10
2001,9.638665865452367e-09,0.0
2002,8.762442937904069e-09,1.3143663935011318e-09
2003,1.3750845628823782e-08,4.1669229178253886e-10
2004,4.845270407116686e-09,0.0
2005,4.954124666056714e-09,0.0
2006,9.059357708451898e-09,8.235779835885637e-10
2007,6.790615098006825e-09,1.1983438685803094e-09
2008,1.1920831433087642e-08,2.9802078582719105e-09
2009,1.2874119770245329e-08,4.76819250749827e-10
2010,8.97520635589899e-09,2.8342759250676863e-09
2011,1.1471915861704929e-08,5.353560705856353e-09
2012,1.7021264397953928e-08,4.085103366691101e-09
2013,1.6734750085678485e-08,3.904775169871755e-09
2014,1.6890473020225727e-08,3.2481677347817595e-09
2015,2.2609068575651925e-08,5.319781060109108e-09
2016,3.12772351629409e-08,4.349814286541687e-09
2017,1.6603034197482103e-08,2.7671724911471074e-09
2018,1.9877294421544178e-08,7.744400121190154e-10
2019,1.9132408879407592e-08,5.3570743396846865e-09
