year,deux_DET oies_NOUN,deux_DET doigts_NOUN
1856,8.28350277259915e-09,1.1503714265614917e-06
1857,1.757343248698362e-08,1.0417140687835058e-06
1858,1.4681027893370668e-08,1.3085690095948621e-06
1859,2.7497735644033128e-08,1.2027713567341891e-06
1860,3.4328881071132855e-08,1.1612316033193792e-06
1861,1.6034276573151374e-08,1.0959899237050763e-06
1862,3.388489855371546e-08,1.1999771638571133e-06
1863,2.7969877358646755e-08,1.112302024708356e-06
1864,2.1096803748399395e-08,1.1032668449928451e-06
1865,3.9066808454890634e-08,1.0919878468129696e-06
1866,2.6274310116480848e-08,1.1862364570625061e-06
1867,2.2808213984149006e-08,1.1258522096824208e-06
1868,2.321740799615668e-08,1.0131681138503268e-06
1869,1.0743742229202269e-08,1.278505353141668e-06
1870,4.013834153937523e-09,1.216765131317743e-06
1871,2.6552942955504477e-08,1.2267459403858538e-06
1872,1.2699412743621963e-08,1.1562513080320969e-06
1873,2.514121905106137e-08,1.345653757311993e-06
1874,1.732636678575261e-08,1.2307694436941574e-06
1875,1.2015207495608138e-08,1.2484371723076038e-06
1876,3.023007311142578e-08,1.2061799914420135e-06
1877,1.0514187187560253e-08,1.3247876147204352e-06
1878,2.1136809524868738e-08,1.301423555588599e-06
1879,3.299035578052667e-08,1.2243087823549104e-06
1880,1.7969970178555172e-08,1.0461088884028413e-06
1881,2.6495528548942104e-08,1.07097721802063e-06
1882,2.5956002014382307e-08,1.062199518564455e-06
1883,5.2450515042323786e-08,1.2000424902680606e-06
1884,1.3203393933736152e-08,1.1434138640353808e-06
1885,2.2559724921489277e-08,1.0532169234522826e-06
1886,1.097088819790315e-08,1.1900187235625026e-06
1887,1.566941915109865e-08,1.2535535347524274e-06
1888,2.4094334971636044e-08,1.1508215465028115e-06
1889,2.380751940034287e-08,1.1540381645858133e-06
1890,6.554386366985909e-09,1.143740426812201e-06
1891,2.7409145841872373e-08,1.07724316755764e-06
1892,2.4447198931909497e-08,1.066273936700668e-06
1893,1.8475249941030114e-08,1.2156714328526164e-06
1894,2.3315695596437536e-08,1.1109613833326648e-06
1895,4.032471756509892e-08,1.0610816936207357e-06
1896,2.5357223876198987e-08,1.108641408009703e-06
1897,4.4283022804236793e-08,1.186901528171802e-06
1898,1.867257115595322e-08,1.1814645546337488e-06
1899,8.291367592505594e-09,1.1547110752019307e-06
1900,2.3359739032002835e-08,1.083372803023508e-06
1901,2.0678334156087885e-08,1.108805802729762e-06
1902,1.8659078282468045e-08,1.133293483945863e-06
1903,1.8360748255119574e-08,9.650193852905886e-07
1904,3.815983884436491e-08,8.997122549203596e-07
1905,7.741138396966107e-09,9.635137292463014e-07
1906,3.3951617239846854e-08,9.794526842910045e-07
1907,2.1085658274966335e-08,9.185118230448097e-07
1908,2.4065805792616857e-08,1.0426878720437571e-06
1909,3.960708327976903e-08,1.038585705437356e-06
1910,1.2825962070195374e-08,9.726353820127542e-07
1911,2.128149700908466e-08,1.006614754217594e-06
1912,2.9693701220079305e-08,1.0606382154776384e-06
1913,1.8560464554173706e-08,8.760539067509399e-07
1914,3.683208982252495e-08,1.0855421876954097e-06
1915,2.4739600035239562e-08,1.1863226934138993e-06
1916,1.8678685265172135e-08,1.032821478119672e-06
1917,3.728584163642523e-08,1.2052100188952863e-06
1918,1.722956533001252e-08,1.0510034194055606e-06
1919,1.0128633542993981e-08,1.034962203050327e-06
1920,8.329454903588385e-09,1.01240740235653e-06
1921,8.330022005509363e-09,1.0049036127668387e-06
1922,1.7707045385506603e-08,1.121446249641167e-06
1923,1.0615948120573648e-08,9.246490968450871e-07
1924,2.1915761205804074e-08,1.0687156315469792e-06
1925,2.3096173862313663e-08,9.799377034269696e-07
1926,3.343841470382358e-08,1.0466223692162657e-06
1927,2.2298449531277242e-08,1.2208401347635345e-06
1928,2.5137290915466792e-08,9.723560792096464e-07
1929,1.1140406153131721e-08,1.0271454877752717e-06
1930,1.575540586884472e-08,9.348207044013179e-07
1931,9.124285327288817e-09,9.42082446719894e-07
1932,1.5343351700281005e-08,9.732068129153504e-07
1933,1.7205993074753678e-08,9.073293547601224e-07
1934,2.3963160344919743e-08,8.291253372760821e-07
1935,2.752705441366743e-08,9.143769146291447e-07
1936,1.333718646634452e-08,8.863166449657456e-07
1937,2.0145789370040745e-08,9.216698764191733e-07
1938,6.4826072287971215e-09,9.633154185451076e-07
1939,1.5294050470515685e-08,9.436429202480667e-07
1940,2.0286263113789005e-08,8.190579003919396e-07
1941,2.6563524713196784e-08,8.736447760782085e-07
1942,2.1239482617119165e-08,1.1347951556217595e-06
1943,2.0322646676618206e-08,1.1119391007952117e-06
1944,1.927911696952833e-08,1.0185800025652725e-06
1945,1.089252066321933e-08,1.0282538651651407e-06
1946,1.1136883415474585e-08,1.0705329174243161e-06
1947,3.5762612871081956e-09,1.1241381052684574e-06
1948,5.435944139264848e-09,1.127414783752556e-06
1949,1.079870937115146e-08,8.805856559490621e-07
1950,1.4889506294579746e-08,1.0114228636837197e-06
1951,1.4925962910083967e-08,1.0192300301525847e-06
1952,8.43584291310151e-09,9.585226923292112e-07
1953,1.4005975490505307e-08,1.0375196346501525e-06
1954,1.9545072449389522e-08,9.430497449613995e-07
1955,2.9095383879962355e-08,8.831856952440376e-07
1956,1.2209597999301991e-08,9.715351865224875e-07
1957,1.7670074847764283e-08,9.674366010514746e-07
1958,1.9026159758794847e-08,1.0216220882597327e-06
1959,1.860179499324488e-08,8.95211368145965e-07
1960,2.2838750723952472e-08,1.0533508385535129e-06
1961,1.5980766210343944e-08,9.261896103396339e-07
1962,1.3318108227355907e-08,1.0204208162889472e-06
1963,1.9398159301076134e-08,9.647351504327162e-07
1964,1.64267148772268e-08,8.949517180667499e-07
1965,1.8604947471523303e-08,9.411914714263503e-07
1966,1.9386760863326913e-08,9.189325140823712e-07
1967,1.0353704338328384e-08,1.0511475210250865e-06
1968,1.706738025908372e-08,9.63857855751371e-07
1969,3.451735930415367e-08,8.93363733212027e-07
1970,1.1036939917552502e-08,8.144342089622114e-07
1971,1.592903242642052e-08,8.884289073307627e-07
1972,1.6929484925043425e-08,7.972248301513218e-07
1973,1.6539610570021068e-08,8.352503630959518e-07
1974,2.137717214356627e-08,7.678905120656054e-07
1975,1.599214494163448e-08,7.293560351229189e-07
1976,2.1140049488721502e-08,7.610418055747914e-07
1977,2.4094805706198485e-08,7.663323637885355e-07
1978,2.198018778098998e-08,7.924748928189729e-07
1979,1.755592016206009e-08,7.625121103416177e-07
1980,1.5349906457018392e-08,8.726706557382613e-07
1981,1.644642921849737e-08,8.412980641026024e-07
1982,1.738100685599875e-08,8.8084454574755e-07
1983,8.841442022955448e-09,8.569884091258473e-07
1984,1.1018116474748041e-08,9.266815705899489e-07
1985,1.0828004493035337e-08,8.566154399147763e-07
1986,1.9781802029772422e-08,9.639132674266193e-07
1987,1.1610552075325131e-08,8.897349434988655e-07
1988,1.2592763276586538e-08,8.970844458389138e-07
1989,5.488122178931576e-09,8.841364653733308e-07
1990,2.0160008995517842e-08,9.08834973500916e-07
1991,1.6412102732399347e-08,9.096994251223123e-07
1992,1.4325855057784054e-08,9.6975015040357e-07
1993,2.437251223064152e-08,9.084300245376653e-07
1994,1.582477948680605e-08,9.162547467411741e-07
1995,1.3013882305124014e-08,9.04464775075553e-07
1996,1.3345230476247139e-08,8.946642715557118e-07
1997,8.630809844589749e-09,9.230172075547216e-07
1998,1.4304387785379902e-08,9.407519154791544e-07
1999,1.7823783837744855e-08,8.884471274228645e-07
2000,8.836062770356534e-09,8.690267936373175e-07
2001,1.0076786682855499e-08,8.652893264127215e-07
2002,1.3143664601145133e-08,8.920167147152824e-07
2003,2.0001230061073016e-08,1.0313134559680748e-06
2004,1.673820693159911e-08,1.0117806059639634e-06
2005,1.666387328125296e-08,9.340776658817163e-07
2006,1.0706514064207084e-08,1.100711930490661e-06
2007,1.5179021789490932e-08,1.3529302327341952e-06
2008,1.362380658287421e-08,1.54757927006699e-06
2009,1.668867311011013e-08,1.790456273909058e-06
2010,1.7478034408657805e-08,2.4771570856785274e-06
2011,2.5620612964516454e-08,2.902012436578616e-06
2012,2.7574446503919603e-08,3.844763057259115e-06
2013,2.5102124379117186e-08,4.062918428360263e-06
2014,2.252062950014455e-08,4.682342144235463e-06
2015,1.662431570181866e-08,4.442017136341292e-06
2016,2.1334802369210593e-08,4.666729111590939e-06
2017,2.037645163710522e-08,5.365044103200489e-06
2018,2.297505452553139e-08,5.634050971536908e-06
2019,2.1683395745597522e-08,5.339982713792324e-06
