year,grands_ADJ essais_NOUN
1903,1.4040573148577096e-08
1904,4.837162670412454e-09
1905,7.2250627702885595e-09
1906,7.716276506641861e-09
1907,3.599990305858114e-09
1908,1.4734167663732478e-08
1909,6.0510818578052294e-09
1910,1.5498036631811374e-08
1911,1.1172785363555704e-08
1912,1.0418842677495377e-08
1913,1.8560464054573345e-08
1914,1.942055638526341e-08
1915,5.890381071793627e-09
1916,1.538244731591476e-08
1917,4.386569774084137e-09
1918,1.722956355365568e-08
1919,1.2890987832747669e-08
1920,1.4387239843927091e-08
1921,1.1359120755116692e-08
1922,2.2133806787394406e-08
1923,1.3800733000834953e-08
1924,2.0626598651318773e-08
1925,1.8696903136827814e-08
1926,7.802296586589819e-09
1927,4.4596899506643695e-09
1928,1.3711249025050165e-08
1929,2.0052731253272782e-08
1930,1.0503603875555712e-08
1931,1.710803587684495e-08
1932,1.4247397928102146e-08
1933,2.5235457501437963e-08
1934,9.585264137967897e-09
1935,1.196828414151696e-08
1936,8.487299751891442e-09
1937,6.295559185076627e-09
1938,9.075650009293668e-09
1939,1.6823456405745674e-08
1940,2.028626333583361e-08
1941,5.9030051957620344e-09
1942,4.8547388331598995e-08
1943,2.6129116648121453e-08
1944,1.6065930807940276e-08
1945,1.5249527862692958e-08
1946,6.960552134671616e-09
1947,2.9802176726434482e-08
1948,2.8266908591589868e-08
1949,1.3743811422273211e-08
1950,8.508289184305795e-09
1951,1.2793681780642885e-08
1952,2.2144087452602434e-08
1953,6.464296653518886e-09
1954,1.9545073115523337e-08
1955,2.7218263198847126e-08
1956,6.366433336069122e-08
1957,1.1485549400447326e-08
1958,4.2188442794799386e-08
1959,1.9376869886400527e-08
1960,1.2457499698470542e-08
1961,2.4318556723912366e-08
1962,2.283104338918207e-08
1963,3.297687101166957e-08
1964,1.3384730657151067e-08
1965,1.860494691641179e-08
1966,2.9357096309468034e-08
1967,2.7609879660328573e-08
1968,2.8745061331214572e-08
1969,2.2708788988134998e-08
1970,1.2416557393368777e-08
1971,3.956566119178717e-08
1972,2.1033601527165047e-08
1973,1.7642252547744874e-08
1974,2.2502286256553816e-08
1975,1.770558810676448e-08
1976,1.4855169538918744e-08
1977,1.9981058585472056e-08
1978,2.4950484345254154e-08
1979,3.6282234106010947e-08
1980,2.38776323158163e-08
1981,1.771153890217647e-08
1982,9.621628760392298e-08
1983,1.7051352996233504e-08
1984,2.1456332099933917e-08
1985,2.8874678315027325e-08
1986,2.577628777089558e-08
1987,3.2387330872740705e-08
1988,1.3192418713003917e-08
1989,2.744061089465788e-08
1990,2.5608659692810676e-08
1991,4.6305576262284376e-08
1992,2.0386792698445788e-08
1993,2.2156829260211452e-08
1994,2.162719947573777e-08
1995,3.199246023655178e-08
1996,5.604996644592575e-08
1997,2.061804593722627e-08
1998,4.482041404685333e-08
1999,3.9303731491635574e-08
2000,4.4622118222648055e-08
2001,4.1621510654676896e-08
2002,4.1183480625761604e-08
2003,5.6670152126514495e-08
2004,7.003618129886036e-08
2005,3.512924706683407e-08
2006,4.735573355674205e-08
2007,4.2341482542340714e-08
2008,5.236650801876408e-08
2009,3.576144314010321e-08
2010,2.0312310056169736e-08
2011,4.397567821001758e-08
2012,4.629783845189195e-08
2013,2.565995121939224e-08
2014,1.5807749775831326e-08
2015,2.1500781599570473e-08
2016,1.96777303618223e-08
2017,1.2578056818313144e-08
2018,9.551426871645674e-09
2019,1.3265136544760026e-08
