year,aurons_VERB écrit_VERB,aurons_VERB décrit_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,2.4616241489638924e-08
1803,0.0,0.0
1804,0.0,1.9774807569206132e-08
1805,0.0,1.7057265822018053e-08
1806,0.0,0.0
1807,0.0,5.693910232196231e-09
1808,0.0,0.0
1809,0.0,0.0
1810,1.1700633351097167e-08,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,2.400487453257938e-08
1813,0.0,2.8757416448144113e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,9.315945348475907e-09
1820,0.0,2.3732962262101864e-09
1821,0.0,4.930744257336528e-09
1822,0.0,5.012807946513931e-09
1823,0.0,4.941343334508019e-09
1824,0.0,1.6842225392110777e-09
1825,8.805443041381977e-10,0.0
1826,7.927186018719112e-09,2.642395191543301e-09
1827,1.8434546111834038e-09,3.502563927781921e-08
1828,0.0,1.2841221419535032e-08
1829,0.0,7.715858174606183e-09
1830,0.0,6.262101504006523e-09
1831,0.0,2.9623292263636358e-08
1832,0.0,4.058990921151917e-09
1833,0.0,6.950177322551099e-09
1834,0.0,3.733812370398937e-09
1835,3.781543966852041e-09,1.5126175867408165e-09
1836,2.016224964762614e-09,2.016224964762614e-09
1837,1.3915781860163179e-09,1.461157062010443e-08
1838,3.1560809521380406e-09,3.1560809521380406e-09
1839,2.0974426639952526e-09,7.690622361167243e-09
1840,6.369688665408546e-10,8.917564464638872e-09
1841,3.852329122366882e-09,6.420548537278137e-09
1842,3.3541325272778977e-09,1.0062397137744483e-08
1843,1.7720733769266417e-09,1.1223130869097986e-08
1844,0.0,8.232841963717874e-09
1845,7.254296274794569e-09,6.138250796539069e-09
1846,4.6836010625384006e-09,2.3418005312692003e-09
1847,2.1572894581822766e-09,5.9325460100012606e-09
1848,2.333114323960217e-08,1.850401076808339e-08
1849,0.0,2.1786478399121734e-08
1850,1.425689166723032e-08,8.82569484161877e-09
1851,0.0,2.644269869733762e-08
1852,6.510545436100301e-10,1.1718981340891332e-08
1853,2.9859659189668264e-09,2.388772735173461e-08
1854,2.5978321716024766e-09,1.4028294081924741e-08
1855,7.960405667972736e-09,7.429711956774554e-09
1856,1.0354378465748937e-09,1.0872097000458325e-08
1857,9.763018171682347e-10,1.9526036343364694e-09
1858,7.829881631948865e-09,5.3830437884982985e-09
1859,5.092173349652285e-10,5.601390462572908e-09
1860,3.661747127736703e-09,1.2816115280145368e-08
1861,5.659156698811785e-09,1.0375120318428799e-08
1862,1.8071945051545413e-09,6.776979422085105e-09
1863,8.990317823531768e-09,1.3485475847119233e-08
1864,1.4384183844029508e-09,3.835782358407869e-09
1865,1.4120533631256649e-09,1.1767110841276462e-08
1866,4.379051787850585e-09,1.1677471434268227e-08
1867,3.88224918879132e-09,1.6014277903764196e-08
1868,5.433861360870651e-09,4.44588676984381e-09
1869,1.4650557433881772e-09,1.2208797528501236e-08
1870,5.734048791339319e-10,4.587239033071455e-09
1871,9.559059321873065e-09,6.37270636261178e-09
1872,1.8142017887967654e-09,7.256807155187062e-09
1873,5.986004469882289e-10,1.1373408881354408e-08
1874,4.182226565063729e-09,6.572069999322139e-09
1875,0.0,7.437985338754061e-09
1876,0.0,5.441413541973361e-09
1877,1.2369631985365004e-09,9.27722432209066e-09
1878,0.0,1.5701630218245555e-08
1879,0.0,6.109325489944695e-09
1880,6.417846254436199e-10,8.984985200299889e-09
1881,2.091752326904839e-09,1.045876096839038e-08
1882,9.317538740560849e-09,6.655385131892899e-09
1883,1.2638677882037541e-09,9.479008689083912e-09
1884,4.621187876807653e-09,3.300848483434038e-09
1885,1.2891271383708158e-09,1.933690763067375e-09
1886,6.453463874400711e-10,6.4534639854230136e-09
1887,1.9586774424595887e-09,3.9173548849191775e-09
1888,3.1703073499755874e-09,1.014498351992188e-08
1889,0.0,8.771191772893872e-09
1890,0.0,5.243509182406569e-09
1891,2.5496880162734215e-09,5.736798147637501e-09
1892,6.268512375839919e-10,1.3790726782758611e-08
1893,0.0,8.621783287310336e-09
1894,1.2603078580752936e-09,5.671385139294216e-09
1895,0.0,1.3240951446391591e-08
1896,1.179405795248556e-09,1.4152869098893461e-08
1897,0.0,1.3984112534615178e-08
1898,5.6583548957434e-10,1.1882545614128048e-08
1899,4.9748205555033564e-09,9.39688327150634e-09
1900,3.114631885736685e-09,5.19105292084987e-09
1901,0.0,5.58873880507349e-09
1902,0.0,5.892340837476695e-09
1903,7.020286574288548e-09,5.400220270956879e-09
1904,0.0,3.7622376325430196e-09
1905,0.0,1.0321518084666081e-09
1906,0.0,9.773950537805831e-09
1907,5.142843484406967e-09,2.057137349353866e-09
1908,9.822778146428846e-10,1.3751889405000384e-08
1909,0.0,6.0510818578052294e-09
1910,1.068830135508847e-09,8.550641084070776e-09
1911,3.1922244847493175e-09,4.25629931299909e-09
1912,2.0837684910901544e-09,7.293189607793238e-09
1913,0.0,4.772690687104841e-09
1914,6.696743715117748e-10,6.696743715117748e-10
1915,4.712304768617059e-09,1.5314990164938536e-08
1916,4.394984820521586e-09,5.493730803607377e-09
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,8.040463406189247e-09,4.594550517822427e-09
1919,7.366278698128781e-09,2.762354567309444e-09
1920,1.514446346106979e-09,5.300562211374427e-09
1921,3.0290989716519334e-09,3.7863738810983705e-09
1922,5.164555005876537e-09,2.2133805899215986e-09
1923,3.1847844361720945e-09,0.0
1924,1.289162443462999e-09,0.0
1925,3.299453377181294e-09,6.598906754362588e-09
1926,4.458455382660986e-09,5.57306911730393e-09
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,0.0,3.4278122562625413e-09
1929,2.2280812750352652e-09,3.342121912552898e-09
1930,1.0503603542488804e-09,3.1510811737689437e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,5.4797681947604815e-09
1933,4.588264879146209e-09,8.02946331646126e-09
1934,0.0,1.1981580172459871e-09
1935,0.0,2.393656828303392e-09
1936,4.849885826274658e-09,6.0623572828433225e-09
1937,0.0,7.554670666820584e-09
1938,0.0,5.186085783037697e-09
1939,4.588215141154706e-09,6.117620188206274e-09
1940,0.0,7.607348528892999e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,6.068423541449874e-09
1943,0.0,8.709705845433291e-09
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,0.0,4.7683483828109274e-09
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,0.0,0.0
1952,0.0,6.326882129314981e-09
1953,1.0773827385790469e-09,6.464296653518886e-09
1954,3.9090144454689835e-09,6.840775057526116e-09
1955,1.8771215692936494e-09,7.508486277174597e-09
1956,1.744228317335228e-09,1.744228317335228e-09
1957,8.835037701437898e-10,8.835037701437898e-10
1958,1.6544486891589827e-09,7.445019267748876e-09
1959,1.5501495642666896e-09,5.425523585955716e-09
1960,0.0,3.460416619915918e-09
1961,2.08444772553662e-09,1.3896318540318475e-09
1962,3.170978146727066e-09,1.2683912808952869e-09
1963,1.2932106496776896e-09,1.939815863494232e-09
1964,0.0,1.2167936658258327e-09
1965,3.2832261354087677e-09,3.2832261354087677e-09
1966,2.769537488234164e-09,2.215629901769489e-09
1967,0.0,5.916402479044791e-09
1968,1.3474247273492779e-09,4.4914158503495116e-10
1969,1.3625273131978588e-09,1.8167031212712459e-09
1970,9.197450023812337e-10,1.8394900047624674e-09
1971,6.166076982339064e-09,2.569198631618974e-09
1972,5.130146862875051e-10,2.0520587451500205e-09
1973,5.513203671370093e-09,5.513203782392395e-10
1974,2.812785782069227e-09,2.2502286700643026e-09
1975,1.1422960355389478e-09,3.4268881066168433e-09
1976,1.7140580066410394e-09,1.142705374768127e-09
1977,1.1753563677885381e-09,0.0
1978,0.0,5.940591352171509e-10
1979,4.681578680276743e-09,2.925986564150662e-09
1980,2.8425752862659692e-09,3.97960553399912e-09
1981,6.325549528618524e-10,5.060439622894819e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,0.0,0.0
1984,3.479405208395292e-09,2.3196033982486597e-09
1985,0.0,0.0
1986,1.7983456945813714e-09,5.994485463567401e-10
1987,4.277571630240118e-09,1.8332451112712533e-09
1988,2.398621523624911e-09,3.597932174415064e-09
1989,2.7440609784434855e-09,0.0
1990,2.724325431913144e-09,0.0
1991,5.2753188484189195e-09,3.5168792322792797e-09
1992,1.65298330578878e-09,0.0
1993,2.2156829704300662e-09,1.1078414852150331e-09
1994,2.637463358823311e-09,1.0549853213248639e-09
1995,1.0844901643380922e-09,2.7112254663563817e-09
1996,2.6690460952494277e-09,2.135236876199542e-09
1997,1.438468344439059e-09,1.917957792585412e-09
1998,9.536258449571733e-10,4.768129224785866e-10
1999,9.140402323914998e-10,1.3710603763428253e-09
2000,3.97622823555821e-09,2.2090156370779823e-09
2001,2.6287270138425356e-09,4.3812117822561447e-10
2002,4.38122149670761e-10,3.504977197366088e-09
2003,1.2500769308587678e-09,4.1669229178253886e-10
2004,2.642874807889939e-09,4.404791253964646e-10
2005,5.404499514582994e-09,3.602999676388663e-09
2006,1.2353669198716943e-09,2.4707338397433887e-09
2007,1.997239706952314e-09,1.1983438685803094e-09
2008,2.9802078582719105e-09,4.257439678578834e-10
2009,2.860915504498962e-09,4.76819250749827e-10
2010,9.447586046817946e-10,0.0
2011,2.6767803529281764e-09,3.82397197240536e-10
2012,1.7021263287730903e-09,0.0
2013,1.9523875849358774e-09,2.2313000336282585e-09
2014,1.7323561474213989e-09,2.5985342766432495e-09
2015,1.329945265027277e-09,4.433150790905671e-10
2016,1.4499380585064614e-09,2.4856081637381067e-09
2017,1.7609279590047322e-09,1.509366853724714e-09
2018,1.5488800242380307e-09,1.290733298020541e-09
2019,1.7856913725466939e-09,7.65296326310505e-10
