year,vos_DET essais_NOUN,vos_DET décès_NOUN
1885,1.7403216090450258e-08,0.0
1886,2.065108417603767e-08,0.0
1887,9.140494583448344e-09,0.0
1888,2.4728396885720372e-08,0.0
1889,2.5687061366852504e-08,0.0
1890,1.9663159767091543e-08,0.0
1891,2.039750413018737e-08,1.2748440081367107e-09
1892,2.4447198043731078e-08,0.0
1893,2.155445777418663e-08,0.0
1894,1.0082463086646953e-08,6.301539290376468e-10
1895,2.2268873856035043e-08,0.0
1896,2.0639601805427787e-08,0.0
1897,2.3889525024856084e-08,0.0
1898,3.168678763820765e-08,0.0
1899,1.326618814800895e-08,0.0
1900,2.0764212793622505e-08,0.0
1901,1.956058603980182e-08,0.0
1902,3.7318158174759475e-08,0.0
1903,1.674068261792172e-08,0.0
1904,2.0961038238453966e-08,0.0
1905,1.341797367659936e-08,0.0
1906,1.4918135171626545e-08,0.0
1907,8.742833457198174e-09,0.0
1908,2.2101250385375693e-08,0.0
1909,1.4852655716435237e-08,5.500983557560346e-10
1910,3.366814882443947e-08,0.0
1911,2.1281497231129265e-08,0.0
1912,3.177746960014716e-08,0.0
1913,2.3333155463323152e-08,0.0
1914,1.7411533825839598e-08,0.0
1915,9.424609426211816e-09,0.0
1916,1.2086208478478966e-08,0.0
1917,1.4256351432706538e-08,0.0
1918,1.2635013924011673e-08,0.0
1919,3.6831393490643904e-09,0.0
1920,2.4988364710765154e-08,0.0
1921,2.7261891411001216e-08,0.0
1922,8.115729144275718e-09,0.0
1923,4.246379381456222e-08,0.0
1924,2.4494086758863887e-08,2.578324886925998e-09
1925,1.3197813508725176e-08,0.0
1926,2.11776637337735e-08,0.0
1927,1.8953682623390478e-08,1.1149224876660924e-09
1928,1.7139061614379614e-08,0.0
1929,3.0079097435020685e-08,2.2280812750352652e-09
1930,1.995684684175103e-08,0.0
1931,1.9389107208667156e-08,0.0
1932,2.9590748074070916e-08,0.0
1933,1.1470661975820917e-08,0.0
1934,9.585264137967897e-09,0.0
1935,2.752705352548901e-08,0.0
1936,1.9399542861009422e-08,0.0
1937,1.2591117926064044e-08,0.0
1938,1.6854778905894818e-08,0.0
1939,2.7529290846928234e-08,0.0
1940,2.0286263113789005e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,2.4273694831933312e-08,0.0
1943,2.6129116870166058e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,1.089252066321933e-08,0.0
1946,1.8097434661967782e-08,0.0
1947,2.0265479960812627e-08,0.0
1948,1.7395020535104777e-08,0.0
1949,1.3743811422273211e-08,0.0
1950,1.70165788127008e-08,0.0
1951,3.944718529602653e-08,0.0
1952,2.1089607726842985e-08,0.0
1953,3.016671734634713e-08,0.0
1954,2.9317607452838956e-08,0.0
1955,3.941955206698822e-08,0.0
1956,4.36057079333807e-08,0.0
1957,4.064117309354742e-08,0.0
1958,2.4816730892496253e-08,0.0
1959,2.6352543258667538e-08,0.0
1960,3.114374946822096e-08,0.0
1961,3.265634829219266e-08,0.0
1962,4.312530421657357e-08,0.0
1963,3.233026590887533e-08,0.0
1964,2.6161064203833462e-08,0.0
1965,2.736021775806563e-08,2.188817349590977e-09
1966,1.4401594583546284e-08,0.0
1967,3.155414712852078e-08,0.0
1968,2.5151928401134782e-08,0.0
1969,2.407131685644437e-08,0.0
1970,2.253375303018501e-08,9.197450023812337e-10
1971,3.8024140947001683e-08,0.0
1972,1.2825366879631872e-08,0.0
1973,2.3706776985932265e-08,0.0
1974,2.1377172976233538e-08,0.0
1975,3.940921367018291e-08,5.711480177694739e-10
1976,3.1995749938396045e-08,5.713526873840635e-10
1977,3.114694291372899e-08,0.0
1978,4.8118789064410805e-08,0.0
1979,2.3407893401383717e-08,0.0
1980,3.69534786104353e-08,0.0
1981,2.4037087431594273e-08,0.0
1982,1.4898005162855554e-08,6.207502289967692e-10
1983,2.2103606500678552e-08,0.0
1984,1.913672786901799e-08,0.0
1985,3.128090186876875e-08,0.0
1986,2.9372978993524868e-08,0.0
1987,6.294141102758388e-08,0.0
1988,2.818380373525997e-08,0.0
1989,2.2501300156463344e-08,0.0
1990,1.4166492423584032e-08,0.0
1991,1.758439527321798e-08,0.0
1992,1.0468893918424982e-08,0.0
1993,1.8833305803767075e-08,0.0
1994,1.0022360608097358e-08,0.0
1995,2.6570009303839015e-08,0.0
1996,2.0818559098856326e-08,0.0
1997,1.9179578703010236e-08,0.0
1998,1.3350761607355821e-08,0.0
1999,1.1882523021089497e-08,4.570201161957499e-10
2000,1.0603275368836762e-08,0.0
2001,1.358175633070502e-08,4.3812117822561447e-10
2002,1.796300808099005e-08,0.0
2003,1.208407618413787e-08,0.0
2004,1.938108235011171e-08,0.0
2005,2.071724858332402e-08,0.0
2006,1.9354083446998516e-08,0.0
2007,2.1570189551178842e-08,0.0
2008,2.5544638571073364e-08,1.7029758714315335e-09
2009,1.9549589280742907e-08,4.76819250749827e-10
2010,2.5980861240171294e-08,0.0
2011,2.6385405721418564e-08,0.0
2012,2.5531895514463443e-08,3.404252713057332e-10
2013,2.4544300036843936e-08,2.789125042035323e-10
2014,2.5335709308293985e-08,1.2992671383216248e-09
2015,2.460398729198232e-08,1.329945265027277e-09
2016,2.7341687719451002e-08,4.1426800878596737e-10
2017,2.5910797063488644e-08,2.515611330355938e-10
2018,2.839613333360802e-08,5.162933414126769e-10
2019,2.7550667025533215e-08,5.1019755087367e-10
