year,divers_DET hommages_NOUN,divers_DET dommages_NOUN
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,6.713520406265161e-09,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,4.3225035994964855e-08,0.0
1807,2.8469551160981155e-09,5.693910232196231e-09
1808,0.0,4.5321479902327155e-09
1809,2.259030518203531e-09,1.581321384946932e-08
1810,0.0,0.0
1811,0.0,2.5070768572277302e-08
1812,0.0,0.0
1813,0.0,0.0
1814,6.293354282149721e-09,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,4.6352077731626196e-09
1817,9.341240669868967e-09,0.0
1818,1.1921177378582115e-09,0.0
1819,1.7596784473994376e-08,0.0
1820,1.0679833017945839e-08,7.119888678630559e-09
1821,2.9584463767662328e-09,2.9584463767662328e-09
1822,0.0,1.4035862250239006e-08
1823,1.9765373782121287e-09,5.929612356680991e-09
1824,0.0,8.421112696055388e-10
1825,0.0,8.805443041381977e-10
1826,8.807984341885344e-10,8.807984341885344e-10
1827,9.217273055917019e-10,2.7651818612639545e-09
1828,7.337841001486822e-09,6.420610709767516e-09
1829,1.457439946506156e-08,1.0287811491593857e-08
1830,2.1917355041978226e-08,1.0436835395921662e-08
1831,0.0,1.7150327380477393e-08
1832,1.3529969367098715e-09,8.117981842303834e-09
1833,9.266902800675325e-09,1.1583628500844156e-09
1834,1.8669061851994684e-09,2.8003592777992026e-09
1835,1.5126175867408165e-08,1.739510224751939e-08
1836,1.3441500135158435e-09,6.720750067579218e-10
1837,6.957890930081589e-10,2.0873671680021744e-09
1838,9.468243078458727e-09,1.9567702125300457e-08
1839,2.7965900706306e-09,3.4957374772659477e-09
1840,2.5478754661634184e-09,5.732719632334238e-09
1841,1.926164650001283e-08,1.2841097074556274e-09
1842,6.708265054555795e-10,1.341653010911159e-09
1843,1.1813822142769936e-09,7.088293507706567e-09
1844,1.097712254427563e-09,3.841992946007622e-09
1845,8.928364381155518e-09,7.254296274794569e-09
1846,8.781751992259501e-09,4.0981511517657054e-09
1847,1.0247124926365814e-08,2.1572894581822766e-09
1848,0.0,1.206783295515379e-08
1849,5.02764896381791e-09,3.4355601030711114e-08
1850,6.1100964288129944e-09,5.431196825611551e-09
1851,1.0319102017319892e-08,4.514607354622058e-09
1852,5.208436348880241e-09,6.510545436100301e-09
1853,2.388772735173461e-09,2.9859659189668264e-09
1854,5.195664454227256e-10,1.0391328908454511e-09
1855,3.1841622671890946e-09,7.429711956774554e-09
1856,5.694908100650764e-09,5.694908100650764e-09
1857,4.881509196863476e-09,7.322263684272912e-09
1858,2.936205500958522e-09,7.34051397444091e-09
1859,7.638259802433822e-09,6.110608019582742e-09
1860,0.0,6.865775947773045e-09
1861,4.715963730639317e-10,1.0846716413936974e-08
1862,9.035972525772706e-10,1.490935552794781e-08
1863,5.494082966350788e-09,8.990317823531768e-09
1864,2.541205856854134e-08,8.151037178549814e-09
1865,8.472319956709384e-09,9.41368871743009e-10
1866,1.265059373922739e-08,4.865612801552288e-09
1867,1.164674756637396e-08,9.7056229719783e-10
1868,1.531360993567432e-08,5.433861360870651e-09
1869,9.278686263769487e-09,9.278686263769487e-09
1870,2.2936195165357276e-08,2.8670243956696595e-09
1871,1.5931766128574054e-08,7.434824311758348e-09
1872,5.2611852652262314e-08,3.0236697590169115e-09
1873,1.975381413998889e-08,7.781805422268917e-09
1874,3.1665428057436884e-08,2.9873046258899194e-09
1875,1.4303817685856757e-08,1.830888685105947e-08
1876,1.4510435519810017e-08,8.464420275799966e-09
1877,9.895705588292003e-09,4.9478527941460015e-09
1878,3.6234530931267273e-09,9.058632954861423e-09
1879,5.498392852132383e-09,2.2604503158163425e-08
1880,6.417846254436199e-10,7.701415505323439e-09
1881,2.091752326904839e-09,1.4642266066289267e-08
1882,6.655385131892899e-09,1.9966155395678697e-09
1883,1.2638677882037541e-08,1.2638677882037541e-09
1884,5.941527270181268e-09,9.902545450302114e-09
1885,8.379326621454908e-09,7.7347630522695e-09
1886,2.5813855497602844e-09,4.5174246565693466e-09
1887,2.6115699047757346e-09,1.3057849246322917e-09
1888,6.974675947901687e-09,6.340614699951175e-09
1889,5.638623234993645e-09,3.759081934617825e-09
1890,7.209825181320184e-09,4.5880703680722945e-09
1891,1.9122659011827636e-09,5.736798147637501e-09
1892,8.149066088591894e-09,6.268512375839919e-09
1893,1.9091091429945806e-08,6.158416554491453e-10
1894,8.822155450616265e-09,5.041231432301174e-09
1895,7.222337172763105e-09,7.22233739480771e-09
1896,2.358811590497112e-09,5.307326134129653e-09
1897,7.574727511894253e-09,2.9133566670225264e-09
1898,2.26334195829736e-09,1.6975064687230201e-09
1899,6.080336234504102e-09,8.291367592505594e-09
1900,1.453494924419374e-08,5.710158568206225e-09
1901,8.383108485165991e-09,5.029864968975062e-09
1902,2.9461704187383475e-09,1.4730852093691738e-09
1903,7.020286574288548e-09,1.0800440541913758e-09
1904,5.912087708281888e-09,5.374625189347171e-10
1905,1.2385821479554693e-08,6.708986699521802e-09
1906,4.629765903985117e-09,2.0576738091193647e-09
1907,4.628559036046198e-09,1.028568674676933e-09
1908,8.840500109741356e-09,4.911389073214423e-09
1909,1.595285298305882e-08,3.850688656825696e-09
1910,4.809735720812114e-09,1.068830135508847e-09
1911,9.044635929100764e-09,1.0640748282497725e-09
1912,1.0418842455450772e-09,1.5628263128064646e-09
1913,0.0,6.363587878865928e-09
1914,8.705766774141921e-09,2.678697486047099e-09
1915,1.1780761921542648e-09,3.534228465440492e-09
1916,1.0987462051303964e-09,0.0
1917,2.1932848870420685e-09,4.386569774084137e-09
1918,0.0,1.1486376294556067e-09
1919,8.287063479883727e-09,8.287063479883727e-09
1920,3.028892692213958e-09,3.028892692213958e-09
1921,3.7863738810983705e-09,9.844571380313027e-09
1922,3.688967686876765e-09,3.6889677978990676e-09
1923,0.0,2.1231896241147297e-09
1924,2.578324886925998e-09,1.675911143195208e-08
1925,3.299453377181294e-09,7.698724324711748e-09
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,4.459690061686672e-09,7.804457524684949e-09
1928,5.713020723163709e-09,9.14083297942625e-09
1929,1.1140406375176326e-09,1.1140405931087116e-08
1930,1.0503603542488804e-09,5.2518016602221e-09
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,3.287861094491973e-09,3.287861094491973e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,1.196828414151696e-09,7.180970484910176e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,3.777335333410292e-09
1938,0.0,3.8895642262559704e-09
1939,3.058810094103137e-09,0.0
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,2.178504043826024e-09
1946,0.0,4.1763312808029696e-09
1947,0.0,1.549713246618012e-08
1948,1.0871887834440486e-09,3.2615663503321457e-09
1949,9.817008317369869e-10,1.1780409536754632e-08
1950,3.190608444114673e-09,1.808011518278363e-08
1951,3.1984206394497505e-09,1.0661401539380222e-08
1952,0.0,4.2179215675730575e-09
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,1.9545072227344917e-09
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,1.744228317335228e-09,7.849027205963921e-09
1957,3.534015080575159e-09,2.6505113659425206e-09
1958,8.272243445794913e-10,0.0
1959,1.5501495642666896e-09,1.5501495642666896e-09
1960,3.460416619915918e-09,1.3841666701708277e-09
1961,1.3896318540318475e-09,6.25334317660986e-09
1962,1.2683912808952869e-09,1.9025869768540815e-09
1963,3.2330267352165265e-09,4.526237162849611e-09
1964,3.041984220075733e-09,5.475571551727398e-09
1965,2.73602163147757e-09,6.5664522708175355e-09
1966,5.539074976468328e-09,6.092982118843793e-09
1967,1.4791006197611978e-09,6.902469706915326e-09
1968,4.491415683816058e-09,2.245707841908029e-09
1969,1.8167030935156703e-09,4.541757636644661e-09
1970,4.5987250119061684e-10,3.6789800095249348e-09
1971,3.083038491169532e-09,3.5968783507200897e-09
1972,3.078088173236182e-09,7.69522046084603e-09
1973,8.821125829783227e-09,3.859242703185828e-09
1974,5.625571564138454e-09,6.750686232237513e-09
1975,2.8557400888473694e-09,1.1422960355389478e-09
1976,2.285410749536254e-09,9.141642998145016e-09
1977,2.9383909194713453e-09,4.11374712072643e-09
1978,2.970295565063452e-09,6.534650598410963e-09
1979,1.7555920051037788e-09,3.5111840102075575e-09
1980,1.1370301367108482e-09,2.2740602734216964e-09
1981,1.8976649140967083e-09,3.795329828193417e-09
1982,1.2415004579935385e-09,6.828252629986764e-09
1983,4.4207211225000265e-09,5.052252838311233e-09
1984,5.219107812592938e-09,1.739702604197646e-09
1985,2.4062232206745193e-09,6.617113967877231e-09
1986,5.3950369172106605e-09,2.997242676272549e-09
1987,1.8332451112712533e-09,1.099947066762752e-08
1988,5.396898261622596e-09,6.596209356501959e-09
1989,6.585746503695589e-09,5.488121956886971e-09
1990,5.44865097484859e-10,1.3076762783725826e-08
1991,5.861465202094962e-10,6.4476117778156095e-09
1992,1.65298330578878e-09,4.4079553340736766e-09
1993,4.985286850001103e-09,5.539207315052863e-09
1994,5.274926606624319e-10,3.6924485691258724e-09
1995,2.7112254663563817e-09,2.1689803286761844e-09
1996,5.871901187504136e-09,3.736664311304594e-09
1997,2.876936688878118e-09,4.794894259418925e-09
1998,4.29131630230728e-09,4.291316191284977e-09
1999,5.0272213059088244e-09,5.0272213059088244e-09
2000,3.5344251969604557e-09,3.092622158362701e-09
2001,6.133696661692056e-09,3.066848330846028e-09
2002,1.752488598683044e-09,1.752488598683044e-09
2003,2.9168460979889232e-09,7.083769126836614e-09
2004,4.404791198453495e-09,3.0833537945085254e-09
2005,4.053374524914943e-09,4.053374524914943e-09
2006,4.941467901531382e-09,8.235779835885637e-10
2007,7.988958827809256e-09,6.7906151812735516e-09
2008,5.5346714711301814e-09,3.405951742863067e-09
2009,2.860915504498962e-09,4.291373478793048e-09
2010,0.0,2.3618964561933353e-09
2011,3.82397197240536e-10,4.206369030868018e-09
2012,2.0425516833455504e-09,3.744677901096338e-09
2013,2.2313000336282585e-09,1.6734750252211938e-09
2014,1.5158116567492996e-09,3.681256854903836e-09
2015,2.881548111233201e-09,2.659890530054554e-09
2016,2.485607997204653e-09,1.6570720351438695e-09
2017,1.0062445321423752e-09,4.528100561174142e-09
2018,1.0325866828253538e-09,2.8396134332808742e-09
2019,5.1019755087367e-10,3.826481798085979e-09
