year,rares_ADJ essais_NOUN,rares_ADJ décès_NOUN
1879,1.221865097988939e-08,0.0
1880,2.2462462112571302e-08,0.0
1881,1.6036766581351003e-08,6.972507571312292e-10
1882,1.8635077481121698e-08,6.655385131892899e-10
1883,1.579834751908038e-08,1.2638677882037541e-09
1884,1.1883054540362536e-08,3.300848483434038e-09
1885,1.0313017106966527e-08,1.933690763067375e-09
1886,2.8395241713496944e-08,1.936039106809062e-09
1887,2.2198344495905076e-08,5.223139698529167e-09
1888,1.7119660356001987e-08,1.268122939990235e-09
1889,1.9421923624918236e-08,2.5060546970934183e-09
1890,2.0974036729626278e-08,4.5880703680722945e-09
1891,1.8485238229004608e-08,6.374220040683554e-10
1892,3.322311670217459e-08,2.5074049503359674e-09
1893,2.0938616174248637e-08,1.2316833108982905e-09
1894,1.6384001710889606e-08,3.150769645188234e-09
1895,1.745398137131815e-08,1.2037228991346183e-09
1896,3.184395680477792e-08,0.0
1897,3.1464253424928756e-08,5.826713556089658e-10
1898,1.7540900287826844e-08,0.0
1899,2.7085134135518274e-08,5.527578395003729e-10
1900,1.142031713641245e-08,5.191053142894475e-10
1901,1.5089595351014395e-08,2.235495566438317e-09
1902,1.8659077838378835e-08,1.9641135384773634e-09
1903,3.0781254878320397e-08,5.400220270956879e-10
1904,2.203596238814498e-08,1.0749250378694342e-09
1905,2.631987072732045e-08,1.0321518084666081e-09
1906,1.18316245689698e-08,3.0865106026567446e-09
1907,2.0057088434555226e-08,0.0
1908,2.6030361865991836e-08,9.822778146428846e-10
1909,3.355599886845084e-08,1.6502950117569526e-09
1910,3.313373397872965e-08,2.137660271017694e-09
1911,1.8089272302290738e-08,5.320374141248863e-10
1912,2.4484279492753558e-08,5.209421227725386e-10
1913,1.96210621083992e-08,1.590896969716482e-09
1914,2.8795998474606677e-08,0.0
1915,9.424609537234119e-09,0.0
1916,6.592477230782379e-09,0.0
1917,2.0836205649743533e-08,0.0
1918,1.2635013924011673e-08,5.743188147278033e-09
1919,4.235610262526279e-08,9.207848372660976e-10
1920,2.5745588771997063e-08,0.0
1921,2.7261890522822796e-08,0.0
1922,2.2871599725249325e-08,7.377935484775833e-10
1923,4.0340601970001444e-08,3.1847844361720945e-09
1924,3.351822286390416e-08,3.867487219366694e-09
1925,3.409435223034052e-08,2.1996355847875293e-09
1926,2.7865345586519652e-08,2.229227691330493e-09
1927,2.3413372574054847e-08,1.1149224876660924e-09
1928,2.399468712610542e-08,0.0
1929,1.2254447234738564e-08,0.0
1930,2.7309368988426286e-08,4.201441416995522e-09
1931,1.9389105432310316e-08,5.7026783295555106e-09
1932,2.1919072779041926e-08,0.0
1933,1.9500125958415992e-08,0.0
1934,3.1152108448395666e-08,0.0
1935,3.111753699158726e-08,0.0
1936,1.6974599503782883e-08,0.0
1937,3.021868266728234e-08,0.0
1938,2.7226949583791793e-08,2.5930428915188486e-09
1939,2.2941076593951948e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,6.068423541449874e-09,9.102635090130207e-09
1943,1.1612940831184915e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,1.742803235060819e-08,2.178504043826024e-09
1946,2.0881657292193267e-08,0.0
1947,3.2186353138285995e-08,0.0
1948,3.261566305923225e-08,1.0871887834440486e-09
1949,1.2762110479513922e-08,1.9634016634739737e-09
1950,2.6588404367089424e-08,0.0
1951,2.4521224162299404e-08,2.1322803522849654e-09
1952,3.268889159357968e-08,0.0
1953,2.693456835345387e-08,1.0773827385790469e-09
1954,2.34540866728139e-08,0.0
1955,3.003394510869839e-08,9.385607846468247e-10
1956,9.593255967388359e-09,8.72114158667614e-10
1957,3.003912851795576e-08,0.0
1958,3.391619785020339e-08,3.3088973783179654e-09
1959,1.4726420971555854e-08,0.0
1960,2.629916728835724e-08,0.0
1961,2.292892631317045e-08,6.948159270159238e-10
1962,1.77574772664002e-08,1.9025869768540815e-09
1963,2.392439668597035e-08,6.466053248388448e-10
1964,2.4335873760605864e-08,2.4335873316516654e-09
1965,1.860494691641179e-08,0.0
1966,2.7141465963609335e-08,0.0
1967,2.267954357648705e-08,9.860671168482327e-10
1968,1.8414805680322388e-08,8.982831700699023e-10
1969,2.1346261647181564e-08,9.083515606356229e-10
1970,1.5175793066646293e-08,4.5987250119061684e-10
1971,2.723350611688602e-08,1.0276794970565106e-09
1972,2.1033601527165047e-08,1.5390440033513642e-09
1973,1.874489363729026e-08,5.513203782392395e-10
1974,2.0814615808717463e-08,0.0
1975,2.056132863970106e-08,1.1422960355389478e-09
1976,2.4568166168137395e-08,1.7140580066410394e-09
1977,2.52701610747863e-08,0.0
1978,1.900989232694883e-08,0.0
1979,3.160065631391262e-08,1.1703946700691858e-09
1980,1.819248218737357e-08,5.685150683554241e-10
1981,2.0241758491579276e-08,0.0
1982,2.2347007799794483e-08,6.207502289967692e-10
1983,1.515675762675528e-08,6.315316047889041e-10
1984,1.797692661398287e-08,0.0
1985,1.6843562988810845e-08,1.2031116103372597e-09
1986,1.6784559520033326e-08,1.7983456945813714e-09
1987,1.8943532964499354e-08,0.0
1988,2.5185526553173077e-08,0.0
1989,1.2622680678475717e-08,5.488122178931576e-10
1990,2.397406362319998e-08,0.0
1991,1.817054240405014e-08,0.0
1992,1.8733810946969243e-08,5.509944167592096e-10
1993,1.2740176913439427e-08,1.1078414852150331e-09
1994,2.2154692302933654e-08,1.0549853213248639e-09
1995,1.7894087989134277e-08,0.0
1996,1.8149513891785318e-08,1.067618438099771e-09
1997,2.109753616252874e-08,4.79489448146353e-10
1998,1.4304387896402204e-08,0.0
1999,1.279656292041409e-08,0.0
2000,1.1486881668076876e-08,0.0
2001,2.4096664219541708e-08,4.3812117822561447e-10
2002,7.009954394732176e-09,0.0
2003,1.91678459771083e-08,1.2500769308587678e-09
2004,1.761916479381398e-08,2.642874807889939e-09
2005,1.5763124139311913e-08,9.007499190971657e-10
2006,1.317724773741702e-08,8.235779835885637e-10
2007,1.3181781888249589e-08,1.5977917877663117e-09
2008,9.79211112195344e-09,2.1287198670449925e-09
2009,1.1443662017995848e-08,4.76819250749827e-10
2010,1.0392344762522043e-08,4.723793023408973e-10
2011,9.55992973672437e-09,3.82397197240536e-10
2012,1.0893608681783462e-08,1.3617010852229328e-09
2013,5.578249862026041e-09,2.2313000336282585e-09
2014,6.712880029624557e-09,1.5158115873603606e-09
2015,6.64972610309178e-09,6.649726325136385e-10
2016,1.0978101983027955e-08,2.278474076078396e-09
2017,7.043711836018929e-09,1.0062445321423752e-09
2018,7.228107001822082e-09,1.0325866828253538e-09
2019,5.3570743396846865e-09,5.1019755087367e-10
