year,vieux_ADJ yeux_NOUN,vieux_ADJ dieux_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,9.036122072814123e-09
1810,0.0,0.0
1811,1.0028307073639553e-08,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.401186100480345e-08,0.0
1818,2.384235475716423e-09,1.1921177378582115e-09
1819,3.1053151161586356e-09,0.0
1820,5.933240565525466e-09,0.0
1821,4.141825016290568e-08,0.0
1822,5.012807946513931e-09,0.0
1823,8.894418535021487e-09,0.0
1824,3.3684450784221553e-09,1.6842225392110777e-09
1825,5.283265824829186e-09,0.0
1826,2.642395191543301e-09,0.0
1827,8.295545583791863e-09,0.0
1828,1.1006761724274838e-08,0.0
1829,1.714635211591542e-09,0.0
1830,2.1917355041978226e-08,0.0
1831,1.091384405071949e-08,4.677361609140007e-09
1832,3.788391467196561e-08,9.470978667991403e-09
1833,6.950177322551099e-09,6.950177322551099e-09
1834,1.120143711119681e-08,2.8003592777992026e-09
1835,2.7227116561334697e-08,1.5126175867408165e-09
1836,5.376600054063374e-09,9.409050427677812e-09
1837,1.0436836284100082e-08,4.870523429012508e-09
1838,5.049729523420865e-09,0.0
1839,1.1885507689157748e-08,8.38977065598101e-09
1840,5.732719632334238e-09,0.0
1841,6.420548537278137e-09,6.420548537278137e-09
1842,1.341653010911159e-09,1.341653010911159e-09
1843,8.860366662588604e-09,5.31621990873532e-09
1844,1.0977122322231025e-08,3.2931368743049916e-09
1845,1.674068439427856e-09,1.674068439427856e-09
1846,4.0981511517657054e-09,4.0981511517657054e-09
1847,3.235934187273415e-09,1.294373674909366e-08
1848,2.413566457803995e-09,4.82713291560799e-09
1849,2.262441967104678e-08,1.6758828991214614e-08
1850,5.431196825611551e-09,1.3577992064028876e-09
1851,5.159551008659946e-09,6.449438760824933e-10
1852,2.6042181744401205e-09,7.161600201754936e-09
1853,1.7915795513800958e-09,7.166318205520383e-09
1854,3.117398783558656e-09,7.793496736852035e-09
1855,6.368324534378189e-09,8.491099379170919e-09
1856,5.694908100650764e-09,1.0872097000458325e-08
1857,6.8341128311999455e-09,1.2203773103180993e-08
1858,1.3702292633865909e-08,3.2787628612140907e-08
1859,9.675129142294736e-09,1.171199848215565e-08
1860,1.5104706818647173e-08,7.781213007262977e-09
1861,1.839225838295988e-08,2.8295783494058924e-09
1862,6.776979422085105e-09,1.0391368432394188e-08
1863,8.990317823531768e-09,4.495158911765884e-09
1864,1.4384183844029508e-09,1.0548401263577034e-08
1865,1.835669216632141e-08,7.530951029455224e-09
1866,1.1190909532388105e-08,1.1190909809943861e-08
1867,4.85281148598915e-09,1.5043715606566366e-08
1868,1.4819622196071691e-09,9.385760613156435e-09
1869,1.8069020057964735e-08,1.0743741896135361e-08
1870,1.6628741050794815e-08,4.013834153937523e-09
1871,6.37270636261178e-09,0.0
1872,1.0885210954825197e-08,2.3584624031514068e-08
1873,1.1972009161809183e-08,1.2570609442263958e-08
1874,8.961913877669758e-09,1.9716210886144836e-08
1875,1.3159512590732447e-08,8.010138330405425e-09
1876,4.232210137899983e-09,3.204387932775887e-08
1877,7.421779191219002e-09,9.277224100046055e-09
1878,1.0870359723469392e-08,2.7175899697251538e-08
1879,1.5273313280772527e-08,3.665595160740054e-09
1880,1.2835692508872398e-08,9.626769603698904e-09
1881,1.324776466304911e-08,2.9284532132578533e-08
1882,1.3976308999019693e-08,9.983077253750139e-09
1883,1.1374810426900694e-08,1.6430281357671106e-08
1884,1.2543224237049344e-08,1.5183903911974994e-08
1885,2.5782542767416317e-09,2.0626034213933053e-08
1886,1.936039106809062e-09,1.0325542199041138e-08
1887,3.9173548849191775e-09,9.140494694470647e-09
1888,3.804368819970705e-09,1.4583414253976912e-08
1889,5.6386229019267375e-09,6.265136742733546e-09
1890,0.0,5.243509015873116e-09
1891,4.461953917456185e-09,3.824531802365527e-09
1892,5.014809900671935e-09,2.4447198043731078e-08
1893,7.390100087434348e-09,2.8328715373504565e-08
1894,9.452309157609307e-09,1.5123694518948128e-08
1895,7.824199066419624e-09,1.5046536461227333e-08
1896,8.255840455717589e-09,1.7101383809059456e-08
1897,2.9133566670225264e-09,6.409385022720926e-09
1898,4.52668391659472e-09,6.7900258748920805e-09
1899,1.1607914629507832e-08,9.39688327150634e-09
1900,7.26747462209687e-09,7.786579381274805e-09
1901,6.706486921359556e-09,3.241468515824408e-08
1902,1.2275709337927765e-08,9.820567303808758e-09
1903,9.1803746826713e-09,1.6200660590826033e-08
1904,8.061937784020756e-09,3.6009989656804464e-08
1905,4.64468330463319e-09,3.9221769387864924e-08
1906,2.36632491379396e-08,1.800464666246171e-08
1907,1.337139288182243e-08,1.1828539925318182e-08
1908,2.4556945366072114e-09,2.0627834551589785e-08
1909,7.701377313651392e-09,2.2003934674330594e-08
1910,2.5651923252212327e-08,1.7101282168141552e-08
1911,7.448523575703803e-09,2.1281496453973148e-08
1912,5.730363294986773e-09,1.9274857931961265e-08
1913,6.893886794756554e-09,5.302989602995467e-09
1914,1.1384464038144415e-08,3.348371946376716e-08
1915,9.424609537234119e-09,6.715034206461468e-08
1916,1.7579939282086343e-08,8.460345446437145e-08
1917,1.315970976634162e-08,8.663475625780848e-08
1918,4.594550517822427e-09,8.040463228553563e-08
1919,1.3811772170413406e-08,5.985101403371829e-08
1920,7.572231730534895e-09,3.558949046578164e-08
1921,1.817459427400081e-08,6.209653058419917e-08
1922,1.2542490601674672e-08,2.4347187377316004e-08
1923,1.3800733000834953e-08,2.9724655625784635e-08
1924,1.5469948877466777e-08,3.996403552530836e-08
1925,9.898360353588487e-09,2.9695080838720855e-08
1926,2.6750733184144337e-08,4.56991671171636e-08
1927,2.0068604555945058e-08,4.013721111029156e-08
1928,1.1426041446327417e-08,3.313551877326404e-08
1929,1.1140405931087116e-08,2.5622933996771735e-08
1930,4.201441416995522e-09,3.4661892245324566e-08
1931,1.710803587684495e-08,3.193499953368928e-08
1932,1.4247397928102146e-08,2.9590749406338546e-08
1933,1.8353059516584835e-08,1.261772819560747e-08
1934,1.0783422155213884e-08,3.714289675826876e-08
1935,2.0346082152400413e-08,3.351119559624749e-08
1936,1.2124714565686645e-08,1.6974599503782883e-08
1937,1.510934133364117e-08,2.392312481447334e-08
1938,2.074434313215079e-08,3.111651514231539e-08
1939,9.176430282309411e-09,3.6705721129237645e-08
1940,3.0429394115571995e-08,4.057252667166722e-08
1941,3.836953510472085e-08,2.9515025090631752e-08
1942,1.517105907566929e-08,3.6410540360520827e-08
1943,2.9032352077962287e-09,2.9032351633873077e-08
1944,1.927911696952833e-08,6.426372145540427e-08
1945,2.3963544037997053e-08,6.535512397931598e-08
1946,1.8097434661967782e-08,2.9234318965620787e-08
1947,2.0265479960812627e-08,2.7418004089341252e-08
1948,1.3046265401328583e-08,4.348755311411878e-08
1949,5.890204768377316e-09,3.239612667016445e-08
1950,2.1270722072586068e-08,5.104973510583477e-08
1951,1.0661401539380222e-08,2.5587364338441887e-08
1952,8.435843135146115e-09,3.057993092081546e-08
1953,3.232148326759443e-09,3.5553629373907825e-08
1954,1.8567819282111486e-08,2.6385847284871033e-08
1955,7.508486277174597e-09,1.9709776921672528e-08
1956,2.1802854632824165e-08,1.5698054856017052e-08
1957,8.835037590415595e-09,2.9155623693100097e-08
1958,1.5717262158432277e-08,1.4062813857851353e-08
1959,5.425523585955716e-09,1.705164542897819e-08
1960,1.1073333361366622e-08,1.7994166157109248e-08
1961,8.33779090214648e-09,3.126671543896009e-08
1962,6.341956293454132e-09,1.9025868880362395e-08
1963,1.2285501505004959e-08,3.168366058403649e-08
1964,1.9468698653213323e-08,2.3119079872735426e-08
1965,7.1136563306595235e-09,4.2134733035936733e-08
1966,1.1078149952936656e-08,1.6063316676806494e-08
1967,1.6763140209263838e-08,3.599144882127092e-08
1968,1.0330256650092906e-08,2.1109655301554398e-08
1969,9.991866889436096e-09,1.9529557859776503e-08
1970,1.5175793066646293e-08,1.9314645882673176e-08
1971,1.490135304038631e-08,2.4150468291850302e-08
1972,1.6929485369132635e-08,2.000757282072385e-08
1973,5.513203671370093e-09,1.8744893248712202e-08
1974,1.0688586016271984e-08,1.8564387360697765e-08
1975,6.282628195464213e-09,7.996072248772634e-09
1976,1.3712464053128315e-08,1.5426522170791657e-08
1977,3.526069214387917e-09,1.763034590540613e-08
1978,6.534650598410963e-09,2.2574247471318643e-08
1979,9.363157360553487e-09,1.521513037783251e-08
1980,9.096241093686785e-09,1.1370301145063877e-08
1981,5.69299452024552e-09,2.150686878588104e-08
1982,5.586751949948621e-09,1.3656505259973528e-08
1983,2.5261264191556165e-09,1.326216381158929e-08
1984,5.219107812592938e-09,1.159801704675445e-08
1985,6.015557829641693e-09,1.4437339324047116e-08
1986,5.395036861699509e-09,1.019062523255343e-08
1987,7.944062296871834e-09,1.2832715334809564e-08
1988,4.797243047249822e-09,1.3192418713003917e-08
1989,7.134558721588746e-09,3.841685636274406e-09
1990,8.717841559757744e-09,1.3621627381610324e-08
1991,4.68917216167597e-09,4.689171995142516e-09
1992,3.30596661157756e-09,1.322386644631024e-08
1993,3.323524566667402e-09,1.994114740000441e-08
1994,1.0549853435293244e-08,8.967375286772494e-09
1995,7.591431483433553e-09,1.2471636778865758e-08
1996,6.939520069693117e-09,1.2811420813108043e-08
1997,5.274384040632185e-09,1.2946214766884623e-08
1998,6.198567881199324e-09,1.382757508494592e-08
1999,3.656160929565999e-09,8.226361730701015e-09
2000,1.5463109903635086e-08,1.0161472552283612e-08
2001,5.257454027685071e-09,1.1829271950869469e-08
2002,8.762443215459825e-09,1.0953053908302479e-08
2003,8.333845613606172e-09,7.5004612520857e-09
2004,6.166707589017051e-09,9.250062049659391e-09
2005,9.007498746882447e-09,1.4862373554080932e-08
2006,8.235780057930242e-09,1.6059770402421236e-08
2007,1.1184542181297275e-08,9.586750948642475e-09
2008,7.663391698997657e-09,8.089135583588813e-09
2009,8.582746957586096e-09,8.105927262747059e-09
2010,1.5116137674908714e-08,7.558068837454357e-09
2011,1.606068167347985e-08,8.030340808984349e-09
2012,2.6212745751763578e-08,1.4978711604385353e-08
2013,3.123820135897404e-08,4.741512571460049e-09
2014,2.793424336289263e-08,1.407539329534302e-08
2015,3.679515003796041e-08,9.309616744168636e-09
2016,3.2934305949083864e-08,1.2013771977237298e-08
2017,2.7168601590688013e-08,1.0062445682246235e-08
2018,3.7947561537521324e-08,6.195520207974425e-09
2019,3.035675533169524e-08,6.887666770261092e-09
