year,autres_ADJ eaux_NOUN,autres_ADJ dos_NOUN
1800,3.6157891258881136e-07,0.0
1801,4.690929813477851e-07,7.143547975374531e-09
1802,4.430923468135006e-07,0.0
1803,4.661310697429144e-07,0.0
1804,3.1392505661642645e-07,0.0
1805,3.5251684948889306e-07,2.842877711017877e-09
1806,2.507052272449073e-07,0.0
1807,4.5551280436484376e-07,2.8469551160981155e-09
1808,3.7163613342272583e-07,0.0
1809,3.95330346236733e-07,0.0
1810,4.0250179722534085e-07,0.0
1811,3.93611060189869e-07,2.5070767684098882e-09
1812,2.0804223765935603e-07,2.6672082320544632e-09
1813,2.3581081620704936e-07,2.8757416448144113e-09
1814,3.8704129678990284e-07,0.0
1815,5.475363877849304e-07,0.0
1816,3.221469455638726e-07,0.0
1817,2.9424907665998035e-07,3.113746815941454e-09
1818,2.944530876902718e-07,2.384235475716423e-09
1819,1.418093802385556e-07,0.0
1820,2.75302369345809e-07,0.0
1821,1.64686852599516e-07,3.94459531705138e-09
1822,4.3811940031446284e-07,2.0051231786055723e-09
1823,1.7492355652848346e-07,3.9530747564242574e-09
1824,1.4652735558229324e-07,1.6842225392110777e-09
1825,1.6730341201309784e-07,8.805443041381977e-10
1826,2.395771616647835e-07,8.807984341885344e-10
1827,2.497880871032976e-07,0.0
1828,2.017906268747538e-07,0.0
1829,3.1720750826025323e-07,2.571952872898464e-09
1830,2.6092089910889626e-07,2.0873671680021744e-09
1831,3.2117884529725416e-07,1.5591206103948707e-09
1832,2.3948047100930125e-07,1.3529969367098715e-09
1833,4.888291300630954e-07,0.0
1834,2.3616362909706368e-07,1.8669061851994684e-09
1835,2.4201881387853064e-07,0.0
1836,2.022945722046643e-07,0.0
1837,3.4302402696084755e-07,0.0
1838,2.745790368408052e-07,1.2624323808552163e-09
1839,2.195323247633496e-07,1.3982950353153e-09
1840,1.745294753163762e-07,1.2739377330817092e-09
1841,3.1332277217188675e-07,5.1364388298225094e-09
1842,2.2875184413351235e-07,8.049918065466954e-09
1843,1.8193286166479083e-07,1.7720733769266417e-09
1844,2.952845932213677e-07,0.0
1845,1.975400749643086e-07,1.1160455892778032e-09
1846,2.494017508070101e-07,1.1709002656346001e-09
1847,1.3213397664912918e-07,0.0
1848,2.156119478513574e-07,0.0
1849,2.379753851755595e-07,3.3517659758786067e-09
1850,1.4867900688386726e-07,4.073397619208663e-09
1851,1.8703372006712016e-07,7.094382858952031e-09
1852,2.070353417593651e-07,1.9531636308300904e-09
1853,2.0125409605498135e-07,2.388772735173461e-09
1854,2.5043101459232275e-07,4.676098175337984e-09
1855,2.3987354325072374e-07,1.5920811335945473e-09
1856,2.619657664126862e-07,5.694908100650764e-09
1857,2.260138671772438e-07,1.9526036343364694e-09
1858,2.0406629630542739e-07,4.893676019968041e-10
1859,2.933091991508263e-07,1.018434669930457e-09
1860,2.7600418661677395e-07,0.0
1861,1.9288292207875202e-07,1.4147891747029462e-09
1862,1.8840002269371325e-07,3.162590411776023e-09
1863,1.62325179076106e-07,3.496234635136375e-09
1864,3.509740906793013e-07,3.3563094525845827e-09
1865,1.6897571697427338e-07,4.706844247692743e-09
1866,2.228450739494292e-07,9.731225825149181e-10
1867,1.4558435168510186e-07,1.94112459439566e-09
1868,2.1834243568719103e-07,2.4699371437009177e-09
1869,1.802018516627868e-07,2.441759683335931e-09
1870,1.9782468996254465e-07,3.4404292748035914e-09
1871,1.7524942563795776e-07,1.0621177271019633e-09
1872,1.5844028666833765e-07,6.047339295989218e-10
1873,2.5141218884527916e-07,1.7958012854535355e-09
1874,1.9357733549441036e-07,3.5847653734322193e-09
1875,1.6821289250401605e-07,5.721527140956084e-10
1876,1.7956664066787198e-07,2.418405919968336e-09
1877,1.9667714923343738e-07,4.329371083855449e-09
1878,1.2923649705953721e-07,4.831270938865373e-09
1879,1.3135048959611595e-07,2.443730107160036e-09
1880,2.387438939877029e-07,1.9253538763308597e-09
1881,1.6176217343399912e-07,1.1853263259808955e-08
1882,1.6705016037121823e-07,1.3310770263785798e-09
1883,1.8262889511788671e-07,7.58320695126713e-09
1884,1.577805619490391e-07,6.601696966868076e-10
1885,2.6298192778995144e-07,1.0957580620640783e-08
1886,2.1619104018100188e-07,1.936039106809062e-09
1887,1.730165024582675e-07,1.9586774424595887e-09
1888,2.1241059755539027e-07,1.268122939990235e-09
1889,1.5349584714385855e-07,4.385595886446936e-09
1890,1.4419650540276052e-07,3.9326319978272295e-09
1891,1.2557212869523937e-07,6.374220040683554e-10
1892,1.9495072933750635e-07,3.761107425503951e-09
1893,1.9337427659138484e-07,3.079208221734575e-09
1894,1.7203201707616245e-07,1.2603078580752936e-09
1895,1.474560491487864e-07,1.8055843487019274e-09
1896,1.9342255086485238e-07,1.179405795248556e-09
1897,1.3692776690277242e-07,8.740070001067579e-09
1898,1.9181823063263437e-07,7.921697076085366e-09
1899,2.4542447363273823e-07,2.7637891975018647e-09
1900,1.4586859720111534e-07,3.114631885736685e-09
1901,1.654266696959894e-07,3.353243460679778e-09
1902,1.4436234607728693e-07,7.856454153909453e-09
1903,1.657867585436179e-07,1.0800440541913758e-09
1904,1.6715084427687543e-07,5.912087708281888e-09
1905,1.3882441862733685e-07,3.096455536422127e-09
1906,1.548399524153865e-07,4.115347618238729e-09
1907,1.594281400230102e-07,5.142843373384665e-10
1908,1.2327586773608346e-07,9.822778146428846e-10
1909,1.0671907801906855e-07,2.7504918342913243e-09
1910,1.7101282878684287e-07,5.34415089958884e-09
1911,1.4897047151407605e-07,2.6601871816467337e-09
1912,1.672224243520759e-07,1.0418842455450772e-09
1913,2.036348121237097e-07,5.833288518886093e-09
1914,1.2857748288297444e-07,4.018046340092951e-09
1915,1.2958838624399505e-07,0.0
1916,1.2415831918133335e-07,1.0987462051303964e-09
1917,1.6449637030291342e-07,6.57985488317081e-09
1918,1.1256648946300629e-07,2.2972752589112133e-09
1919,1.1878124439590465e-07,9.207848372660976e-10
1920,1.2191293308205786e-07,1.514446346106979e-09
1921,1.2797943327313988e-07,3.7863738810983705e-09
1922,1.2321152098593302e-07,6.640141769764796e-09
1923,1.2208340649522142e-07,5.307974060286824e-09
1924,1.3149457345207338e-07,0.0
1925,1.033828738172815e-07,5.499089184013428e-09
1926,9.808601930672012e-08,6.687683296036084e-09
1927,1.1929670051813446e-07,5.574612327308159e-09
1928,1.3254208397484035e-07,1.1426041224282812e-09
1929,1.4259720160225697e-07,6.684243825105796e-09
1930,1.575540551357335e-07,4.201441416995522e-09
1931,1.6651820544666407e-07,0.0
1932,1.6658495383126137e-07,6.575722188983946e-09
1933,1.2961848483428184e-07,2.2941324395731044e-09
1934,1.0783422510485252e-07,1.1981580172459871e-09
1935,8.976213194955562e-08,0.0
1936,9.093535879856063e-08,3.6374143697059935e-09
1937,8.687871400070435e-08,0.0
1938,2.618973269363778e-07,0.0
1939,1.4223466848761745e-07,3.058810094103137e-09
1940,2.0539842182643042e-07,0.0
1941,9.149658097840074e-08,1.1806010391524069e-08
1942,6.978687139280737e-08,0.0
1943,1.3645205854118103e-07,8.709705845433291e-09
1944,9.318240046241044e-08,0.0
1945,6.317661416233022e-08,8.714016175304096e-09
1946,7.79581839083221e-08,4.1763312808029696e-09
1947,9.894323227399582e-08,3.5762612871081956e-09
1948,5.544662684542345e-08,2.174377566888097e-09
1949,9.031647607571358e-08,2.945102384188658e-09
1950,8.933703554703243e-08,2.1270722960764488e-09
1951,1.1194472193665206e-07,1.0661401761424827e-09
1952,1.1810180211568877e-07,2.1089607837865287e-09
1953,8.726799904934524e-08,2.1547654771580937e-09
1954,8.013479657620337e-08,2.9317608341017376e-09
1955,1.6800238711311977e-07,9.385607846468247e-10
1956,6.715278999536167e-08,2.616342476002842e-09
1957,1.3075856486466364e-07,3.534015080575159e-09
1958,1.1829308022015539e-07,3.3088973783179654e-09
1959,1.007597205671118e-07,3.100299128533379e-09
1960,6.713208478004162e-08,7.612916519406099e-09
1961,8.754680891343014e-08,4.16889545107324e-09
1962,1.179603899004178e-07,1.9025869768540815e-09
1963,6.595374202333915e-08,6.466053248388448e-10
1964,9.490990748872719e-08,3.6503808864551957e-09
1965,1.0451602605598964e-07,3.2832261354087677e-09
1966,7.92087675449693e-08,2.215629901769489e-09
1967,9.712761084301746e-08,4.930335584241163e-10
1968,6.871866276014771e-08,3.1439910674890825e-09
1969,1.3125679743097862e-07,3.6334062425424918e-09
1970,1.4026110761733435e-07,2.7592350626548523e-09
1971,7.913131838677145e-08,4.1107179882260425e-09
1972,8.516043692452513e-08,4.104117490300041e-09
1973,1.0530219185511669e-07,5.513203782392395e-10
1974,1.125114366118396e-07,2.812785782069227e-09
1975,1.1137386479731504e-07,1.7134440533084216e-09
1976,8.798831174772204e-08,1.7140580066410394e-09
1977,1.1812331734972759e-07,6.464460078348111e-09
1978,9.029698588847168e-08,2.3762365408686037e-09
1979,8.777959692451986e-08,4.681578680276743e-09
1980,1.5293055355414253e-07,2.8425752862659692e-09
1981,8.982280519376218e-08,3.795329828193417e-09
1982,6.642027727821187e-08,3.1037510339615437e-09
1983,7.957298464589257e-08,2.5261264191556165e-09
1984,9.162433656229041e-08,1.739702604197646e-09
1985,8.782714644439693e-08,1.0226449020933615e-08
1986,9.351397523005289e-08,4.196139880008332e-09
1987,8.860684630462856e-08,3.0554083707556856e-09
1988,7.675588875599715e-08,5.996553809062277e-10
1989,1.0043263642955935e-07,4.390497743145261e-09
1990,7.519138023326377e-08,0.0
1991,6.388997064732393e-08,5.861465202094962e-10
1992,7.107828281505135e-08,4.4079553340736766e-09
1993,6.370088811991081e-08,1.1078414852150331e-09
1994,7.226649501035354e-08,2.1099706426497278e-09
1995,8.784370209014014e-08,1.0844901643380922e-09
1996,8.274042784250923e-08,3.736664311304594e-09
1997,7.575933125281153e-08,2.876936688878118e-09
1998,5.149579607177657e-08,6.198567881199324e-09
