year,autres_ADJ eaux_NOUN,autres_ADJ dos_NOUN
1999,6.718195777466462e-08,3.656160929565999e-09
2000,7.113030875416371e-08,3.97622823555821e-09
2001,4.9945814595275806e-08,5.257454027685071e-09
2002,6.002273522653923e-08,3.504977197366088e-09
2003,6.250384387840313e-08,1.2500769308587678e-09
2004,4.492887129003975e-08,3.0833537945085254e-09
2005,7.16096195674254e-08,3.1526248278623825e-09
2006,4.570857825569874e-08,4.941467679486777e-09
2007,5.23276817432361e-08,3.595031605740928e-09
2008,5.364373834026992e-08,4.6831836186811415e-09
2009,4.1483275481368764e-08,5.245011536203492e-09
2010,5.0544585405987164e-08,4.2514138876015295e-09
2011,4.244608931003313e-08,6.500752380844688e-09
2012,5.855314810787604e-08,3.4042526575461807e-09
2013,4.267361219945087e-08,5.578249862026041e-09
2014,4.850597079553154e-08,4.547434873103384e-09
2015,4.255824848087286e-08,5.319781060109108e-09
2016,5.0126427453278666e-08,4.764082017771898e-09
2017,4.5029441508859236e-08,3.5218559180094644e-09
2018,4.1561612817986315e-08,3.3559066636712487e-09
2019,4.030560774026526e-08,1.7856913725466939e-09
