year,faux_ADJ yeux_NOUN,faux_ADJ dieux_NOUN
1959,3.8753737996444215e-09,2.464737929308569e-07
1960,1.1765417085030094e-08,2.3876875676620557e-07
1961,2.08444772553662e-09,3.2169978414486877e-07
1962,4.43936931660005e-09,2.1879749745323807e-07
1963,1.939815863494232e-09,2.2501865881707772e-07
1964,6.6923653285755336e-09,2.6343582604226867e-07
1965,4.377634699181954e-09,2.9056548989103703e-07
1966,1.6617224263271169e-09,2.343028633333688e-07
1967,4.930335695263466e-09,2.746196940961454e-07
1968,2.6948494546985557e-09,3.0406884476974483e-07
1969,4.541757636644661e-09,2.6205942305068675e-07
1970,1.3796175313274261e-09,2.386738273685296e-07
1971,3.5968783507200897e-09,2.589752376991328e-07
1972,5.643161493651405e-09,3.119129203810189e-07
1973,6.064523994098181e-09,2.1391230653478033e-07
1974,5.625571564138454e-09,2.0927127053482764e-07
1975,1.7134440533084216e-09,1.6848867101515452e-07
1976,4.570821499072508e-09,2.051156124949216e-07
1977,2.3507127355770763e-09,1.8746933783120312e-07
1978,2.970295565063452e-09,2.221781141287238e-07
1979,1.1703946700691858e-09,1.7965558640753443e-07
1980,9.096241093686785e-09,1.5975273193191697e-07
1981,2.5302198114474095e-09,1.8660370759704392e-07
1982,0.0,2.408510848539436e-07
1983,4.4207211225000265e-09,1.7556579212651968e-07
1984,4.059305780401701e-09,1.623722383214954e-07
1985,2.4062232206745193e-09,2.0212275586573014e-07
1986,2.997242676272549e-09,1.594533194371195e-07
1987,4.888653482026939e-09,1.8760207254331362e-07
1988,1.1993107618124554e-09,1.786973049533458e-07
1989,5.488122178931576e-10,1.767175277223032e-07
1990,3.2691906959314565e-09,1.667287259365935e-07
1991,7.033758464558559e-09,1.9694522723767705e-07
1992,6.61193322315512e-09,2.044189333361146e-07
1993,5.539207426075166e-10,2.0772027475857158e-07
1994,4.2199412852994556e-09,1.7038013222503423e-07
1995,2.1689803286761844e-09,1.9791945682356982e-07
1996,2.135236876199542e-09,1.9163751474593482e-07
1997,2.876936688878118e-09,2.747474656672466e-07
1998,2.86087753487152e-09,1.8691066472342754e-07
1999,1.3710603763428253e-09,1.983467345922918e-07
2000,6.185244316725402e-09,3.7818350051566085e-07
2001,3.066848330846028e-09,1.7568659682609677e-07
2002,2.6287327870022636e-09,2.4447216073753e-07
2003,7.500461585152607e-09,1.9834552844599784e-07
2004,4.404791198453495e-09,2.2640626617942416e-07
2005,3.602999676388663e-09,2.0672210165884053e-07
2006,5.7650457740976435e-09,1.7048064382407802e-07
2007,4.393927444112933e-09,2.0851183002434936e-07
2008,3.405951742863067e-09,1.6050546935986176e-07
2009,4.291373478793048e-09,1.950190755550807e-07
2010,1.0864724231396394e-08,2.120983051412395e-07
2011,4.971163480860241e-09,2.0075852780188086e-07
2012,6.127654827992046e-09,1.6885092835039472e-07
2013,5.29933741333366e-09,1.8073530272388894e-07
2014,6.063246349441442e-09,2.249897494976949e-07
2015,7.314698624583116e-09,2.322970980017658e-07
2016,9.528164035543796e-09,2.999300305894792e-07
2017,6.037467414898856e-09,2.2464409354938653e-07
2018,6.9699601645822895e-09,1.7889563608264325e-07
2019,5.3570743396846865e-09,1.9208937906967094e-07
