year,aux_ADP âmes_NOUN,aux_ADP ames_NOUN,aux_ADP dames_NOUN
1904,1.5140319042927786e-06,3.9772226401169064e-08,1.424813110162404e-06
1905,1.574547615845745e-06,2.47716436252432e-08,1.4119836997394941e-06
1906,1.5468562750697856e-06,2.6749759185484834e-08,1.8158971215598285e-06
1907,1.5377101458824427e-06,3.1371345021735664e-08,1.413253372994916e-06
1908,1.5353001927564947e-06,2.897719530992049e-08,1.6777304709947316e-06
1909,1.500668300735697e-06,3.6856588336853235e-08,1.8554817611260432e-06
1910,1.6508080911137313e-06,2.6186337986899844e-08,1.651342584452209e-06
1911,1.6743217372550134e-06,3.617854438253687e-08,1.6285665660475956e-06
1912,1.6258603530161508e-06,3.5945007414994734e-08,1.4028971762058973e-06
1913,1.8761978175518834e-06,3.765122691401501e-08,1.5389276697419518e-06
1914,1.5857889152925964e-06,3.013534694007447e-08,1.6634710959806398e-06
1915,1.681114703444564e-06,4.7123047686170594e-08,1.1839665861046456e-06
1916,2.174418757050489e-06,2.307367008569372e-08,1.0723762851050367e-06
1917,1.6427703783961078e-06,4.057576996618906e-08,1.2008234300253662e-06
1918,1.6965378080158189e-06,1.4932289182922887e-08,1.2129613793376848e-06
1919,1.6620166611858167e-06,3.2227469193291114e-08,1.1601889395862486e-06
1920,1.7113243586663884e-06,2.0445026116533427e-08,1.3342272566774227e-06
1921,1.2820661368095898e-06,2.1203692801563534e-08,1.4388219975458583e-06
1922,1.4667335399565218e-06,3.024953532104746e-08,1.2476089246149513e-06
1923,1.6720118267699036e-06,4.0340603302269074e-08,1.6433487024514193e-06
1924,1.6449712276767059e-06,5.543398584606507e-08,1.4631993696667678e-06
1925,1.5650407334533156e-06,7.038833760297791e-08,1.5100497776643351e-06
1926,1.4267057180106235e-06,3.4553028882555736e-08,1.3999550345644707e-06
1927,1.4315604985881691e-06,2.5643217327342427e-08,1.652315102518287e-06
1928,1.387121457696594e-06,3.085031119454129e-08,1.4099735361483567e-06
1929,1.354673363707093e-06,6.350031478419282e-08,1.4716476703924286e-06
1930,1.2320727087455907e-06,3.466189113510154e-08,1.4316411651726924e-06
1931,1.222654283594693e-06,4.219981963871078e-08,1.3960157154713215e-06
1932,1.2680183445468174e-06,5.4797681281471e-08,1.2000693101477111e-06
1933,1.1723016832831945e-06,3.670611903316967e-08,1.0736539932665323e-06
1934,1.3251627279942113e-06,2.875579241390369e-08,1.2293101203653123e-06
1935,1.3823368298915284e-06,3.710168083870258e-08,1.1932379369028467e-06
1936,1.4088917978938298e-06,3.516167090822364e-08,1.0706122810510976e-06
1937,1.1306823743950645e-06,3.0218683888527664e-08,1.0840952757718014e-06
1938,1.037217105093191e-06,3.1116513810047763e-08,1.0722232168802748e-06
1939,1.032348365015423e-06,4.129393804674919e-08,8.319963162861654e-07
1940,9.585259395095136e-07,3.0429395447839624e-08,9.128818474479772e-07
1941,1.0094138431782085e-06,6.493305892973922e-08,1.0330259350155302e-06
1942,1.3047110449804222e-06,2.7307905936524435e-08,1.2683005414793058e-06
1943,1.2396814277337853e-06,1.4516176261025748e-08,1.3296816698815661e-06
1944,1.67728322963967e-06,6.105053529381621e-08,9.8966132711098e-07
1945,1.1807491695492445e-06,2.832055256973831e-08,8.409025662459158e-07
1946,1.2988389812562673e-06,6.125286056146706e-08,9.549877457715183e-07
1947,1.529447736459133e-06,3.695470085496311e-08,9.000257659153021e-07
1948,1.2035180176894755e-06,2.3918153457813673e-08,9.643364484723804e-07
1949,9.335975175162048e-07,4.024973321303804e-08,7.490377189611763e-07
1950,1.0805527566049022e-06,3.828730021915305e-08,9.295305885004268e-07
1951,1.1130503345668785e-06,3.5182626145768836e-08,9.275419472487556e-07
1952,1.0787334137063453e-06,3.1634411978842536e-08,9.71176447706057e-07
1953,9.728766183769721e-07,3.2321481602259894e-08,8.18810905300893e-07
1954,9.831171574603559e-07,6.156697618386886e-08,7.456444741649193e-07
1955,9.404379355260062e-07,4.6928038788252024e-08,9.507620415405427e-07
1956,9.950823063320513e-07,9.157198910259012e-08,8.46822857170082e-07
1957,9.674366010514746e-07,3.268963943980907e-08,7.518617266555339e-07
1958,8.512138354177523e-07,3.226174938308901e-08,8.661038561896817e-07
1959,9.680684094348635e-07,4.7279560932977915e-08,7.425216743683904e-07
1960,8.436496017338868e-07,2.283875066844132e-08,9.737612796101303e-07
1961,1.0456980081841039e-06,4.446821888492991e-08,8.50454688894331e-07
1962,9.360727872831376e-07,4.819886784135363e-08,9.633431719002772e-07
1963,8.030838021255704e-07,1.5518527685109973e-08,9.582690854159637e-07
1964,1.0646944375025669e-06,1.0464425403977629e-07,9.904700597473948e-07
1965,1.087842205649281e-06,5.80036581543375e-08,1.09659748059876e-06
1966,9.012074659864311e-07,5.705246930443053e-08,1.1604361711547995e-06
1967,7.997004125570584e-07,1.3706332424590073e-07,1.0708688980010095e-06
1968,1.0065262756597804e-06,5.749012144118382e-08,1.7404235990170491e-06
1969,7.166893851717759e-07,5.586362122889099e-08,8.733800374027822e-07
1970,8.14434191198643e-07,7.449934608105835e-08,9.34920825201857e-07
1971,7.810364124338776e-07,1.957729410806408e-07,1.0163750250313797e-06
1972,6.699971919488235e-07,8.464742429215022e-08,1.0147430198337304e-06
1973,6.858425667388701e-07,5.3478076300628175e-08,8.402122406714341e-07
1974,5.226156227777778e-07,3.2628315160820875e-08,7.740786776011532e-07
1975,5.157466862470983e-07,3.1413141421410273e-08,8.270223172957003e-07
1976,5.433563821100051e-07,2.9710340188060513e-08,8.987377726477064e-07
1977,5.38313220665998e-07,3.761140465741164e-08,7.880764658629857e-07
1978,6.44554175366352e-07,4.7524731705550494e-08,8.768312591556082e-07
1979,5.114624812563306e-07,3.569703843631089e-08,8.625808791684619e-07
1980,5.940982195085098e-07,3.4679418559058206e-08,8.868834919795177e-07
1981,5.711971056143739e-07,3.289285743779402e-08,8.172610046486284e-07
1982,6.114389909939177e-07,3.1658262344969046e-08,7.399342738523274e-07
1983,5.462748333684431e-07,1.9577479637433726e-08,6.814226152229708e-07
1984,5.671430365339347e-07,3.1894546503874466e-08,7.405333697363403e-07
1985,5.432049103859526e-07,2.105445340294665e-08,7.723976471751826e-07
1986,6.012469029315071e-07,1.7384007566789705e-08,7.636974392877249e-07
1987,5.835830272360454e-07,3.0554084595735276e-08,8.066278498475299e-07
1988,5.552809039244266e-07,2.038828283978944e-08,7.825502579272836e-07
1989,5.938147955575346e-07,2.7989423445617945e-08,7.924848768325887e-07
1990,5.606661606094576e-07,2.0704874259536155e-08,7.628111395874271e-07
1991,5.609422348840098e-07,2.6962739818614523e-08,7.989177048806084e-07
1992,6.777231309484932e-07,3.030469308828998e-08,8.24838642721204e-07
1993,6.386706363770145e-07,2.271075089099739e-08,9.045525795059461e-07
1994,7.432371500470936e-07,2.953958855300698e-08,8.35020882661297e-07
1995,6.788908661903292e-07,2.7112253775385398e-08,7.965580270941075e-07
1996,6.373681937787978e-07,2.4555224076294735e-08,7.537386421674341e-07
1997,6.554620597398753e-07,1.1987236092636522e-08,8.592450777555882e-07
1998,6.518032780178373e-07,2.479427263502032e-08,7.87218114250976e-07
1999,6.087508133134634e-07,3.062034706347028e-08,9.167823544764531e-07
2000,6.141063835229943e-07,3.3577040148280446e-08,7.859677770838402e-07
2001,5.805105729450588e-07,2.9792239564230272e-08,8.464500962368504e-07
2002,6.365914622108448e-07,1.927737480755809e-08,8.061447434037916e-07
2003,6.892090773646942e-07,2.041792213081095e-08,8.400516768869437e-07
2004,6.05218339444491e-07,2.3785873187742723e-08,7.664336862944765e-07
2005,6.521429485317753e-07,1.981649799809304e-08,7.593321711407697e-07
2006,5.662098701009199e-07,2.2648395159308166e-08,8.804048587940372e-07
2007,5.596265921781196e-07,3.435252438066527e-08,8.811821472498593e-07
2008,5.538929013226834e-07,1.4049550578487668e-08,7.867748266221497e-07
2009,6.160504533170297e-07,1.430457752249481e-08,7.929504306503077e-07
2010,4.874954395717168e-07,1.8895172093635892e-08,7.855667742973083e-07
2011,5.108826570676683e-07,1.0324723936916413e-08,8.076228841247257e-07
2012,5.457017344667747e-07,1.1234033953089195e-08,9.457014273905884e-07
2013,5.848795066043522e-07,9.483025309453552e-09,9.80098539216101e-07
2014,6.160691388146233e-07,4.114345808492459e-09,1.0703795654265491e-06
2015,7.128506425146952e-07,1.285613770996008e-08,1.0690543499336513e-06
2016,8.567062224074107e-07,1.0978101816494501e-08,1.2461181286838041e-06
2017,5.967029945708191e-07,5.282783654969592e-09,7.345584860374288e-07
2018,6.626624777794632e-07,6.453666878680764e-09,9.066111053002146e-07
2019,7.538168791398903e-07,4.08158040698936e-09,8.948864937963208e-07
