year,trois_DET âmes_NOUN,trois_DET ames_NOUN,trois_DET dames_NOUN
1892,5.014809767445172e-08,2.5074049503359674e-09,9.089343144808026e-08
1893,5.48099060027063e-08,6.158416554491453e-10,9.791882216170222e-08
1894,2.142523314319078e-08,6.301539290376468e-10,1.1783878806070902e-07
1895,5.115822254708746e-08,0.0,1.2157601370077487e-07
1896,4.2458607296680384e-08,5.89702897624278e-10,1.421184013805643e-07
1897,2.6802883135168543e-08,2.913356778044829e-09,1.3576242996471422e-07
1898,3.39501293744604e-08,2.26334195829736e-09,8.14803118309726e-08
1899,3.4823743888523495e-08,0.0,1.3155636224837508e-07
1900,4.049021562479993e-08,1.5573159428683425e-09,1.0485927304237919e-07
1901,5.42107657652835e-08,5.588738916095792e-10,1.1065703220403122e-07
1902,7.610939656288451e-08,1.4730851538580225e-09,1.1735578608895736e-07
1903,5.238213662828173e-08,1.6200660812870638e-09,9.396383560122956e-08
1904,3.869730225147805e-08,1.0749250378694342e-09,1.1609190320172047e-07
1905,3.251278357652154e-08,1.0321518084666081e-09,1.1972961089234957e-07
1906,4.1153477514654924e-08,1.0288369045596824e-09,1.481525164770403e-07
1907,3.8571323912606204e-08,0.0,1.2137110050325361e-07
1908,4.37113645279652e-08,0.0,1.257315638270029e-07
1909,6.051082124258755e-08,0.0,1.5622793947400737e-07
1910,4.382203711017496e-08,5.344150677544235e-10,1.1115833054020641e-07
1911,4.415910637156628e-08,2.128149656499545e-09,1.0002303274525559e-07
1912,4.844761747335724e-08,2.0837684910901544e-09,1.250261110197215e-07
1913,4.1363318104004065e-08,2.121195885607108e-09,9.06811234990812e-08
1914,2.343860350251248e-08,0.0,1.2522910530776699e-07
1915,4.358881877664089e-08,0.0,7.186264650016483e-08
1916,3.84561182897869e-08,1.0987462051303964e-09,1.7030566556996973e-07
1917,4.6058983849128765e-08,1.4256351654751143e-08,1.14050816124589e-07
1918,3.560776473676697e-08,0.0,1.1716103553993662e-07
1919,4.235610107095056e-08,1.8415696745321952e-09,8.655377747857074e-08
1920,6.057785206792232e-08,0.0,1.0373957293197122e-07
1921,3.937828552125211e-08,0.0,8.93584226613342e-08
1922,3.467629627884605e-08,0.0,1.3354063188586451e-07
1923,3.927900982247934e-08,3.1847844361720945e-09,7.643482513586264e-08
1924,3.351822286390416e-08,2.578324886925998e-09,1.1860294346632827e-07
1925,4.9491799103407175e-08,0.0,1.297785028331333e-07
1926,3.901148293294909e-08,0.0,1.1926368070902527e-07
1927,3.790736458064714e-08,2.2298449753321847e-09,1.9734128109405447e-07
1928,2.170947865920425e-08,4.570416489713125e-09,1.1197520288774854e-07
1929,1.3368487650211591e-08,0.0,1.5039548251216672e-07
1930,4.3064774857271004e-08,0.0,1.3969792012069604e-07
1931,3.307553431142196e-08,0.0,8.43996410537784e-08
1932,2.082311922890767e-08,0.0,7.562079940015565e-08
1933,2.7529588830788043e-08,3.4411986593596566e-09,7.800050294548555e-08
1934,4.313368862085554e-08,0.0,8.746553170624338e-08
1935,2.0346082152400413e-08,0.0,8.377799076697556e-08
1936,4.243650053581405e-08,1.2124714565686645e-09,7.032334403689333e-08
1937,5.9178255185088346e-08,2.5182236296217297e-09,7.68058225908419e-08
1938,1.6854778905894818e-08,0.0,6.482607295410503e-08
1939,3.364691281149135e-08,0.0,1.1470538208158132e-07
1940,2.7893612308815818e-08,2.5357829169792012e-09,8.621662050956047e-08
1941,3.836953510472085e-08,0.0,9.149658186657916e-08
1942,3.9444752131245764e-08,0.0,1.1226583285228742e-07
1943,3.774205836748479e-08,8.709705845433291e-09,1.0451646748066423e-07
1944,5.7837350908584995e-08,0.0,6.105053884652989e-08
1945,3.0499055725385915e-08,0.0,9.803268596897396e-08
1946,3.341064935824534e-08,1.3921104269343232e-09,8.49187351548153e-08
1947,6.556479181796249e-08,2.3841741914054637e-09,9.655905475192128e-08
1948,3.370285384107774e-08,1.0871887834440486e-09,8.697510200939007e-08
1949,2.5524220959027843e-08,0.0,6.970075805412534e-08
1950,4.785912821603233e-08,0.0,8.082874902726189e-08
1951,5.437314876122201e-08,1.0661401761424827e-09,7.356367159871979e-08
1952,4.428817490520487e-08,0.0,1.1493836105103128e-07
1953,2.8011951869189033e-08,0.0,5.386913803917537e-08
1954,4.202190595492539e-08,6.840775279570721e-09,8.69755720778187e-08
1955,4.5050916774869165e-08,2.815682353940474e-09,9.479463614070482e-08
1956,2.8779767902165077e-08,3.488456634670456e-09,9.767678577077277e-08
1957,2.9155624137189307e-08,8.835037701437898e-10,7.68648300564223e-08
1958,2.150783356968944e-08,2.4816730892496253e-09,8.024076358914556e-08
1959,3.797866554577922e-08,1.5501495642666896e-09,5.425523408320032e-08
1960,3.183583308086213e-08,1.3841666701708277e-09,7.958958359033375e-08
1961,3.6825242577531725e-08,1.3896318540318475e-09,7.781938604622951e-08
1962,2.853880404218856e-08,6.341956404476434e-10,6.278536812676094e-08
1963,2.3924396463925746e-08,1.2932106496776896e-09,6.530713603236649e-08
1964,3.04198408684897e-08,1.825190498738749e-09,8.94343317181523e-08
1965,2.845462471201543e-08,5.472043373977442e-10,9.028871394978211e-08
1966,3.4896172285137084e-08,2.215629901769489e-09,9.97033451355378e-08
1967,2.7116844991681432e-08,1.9721342336964653e-09,1.0057884614056434e-07
1968,2.6499354238707085e-08,2.6948494546985557e-09,8.398947737298101e-08
1969,1.9983733778872192e-08,0.0,7.857241035580387e-08
1970,3.0811457163437694e-08,9.197450023812337e-10,7.49592170556923e-08
1971,3.237190426830239e-08,5.138397485282553e-10,9.043579574097294e-08
1972,3.231992451446786e-08,2.0520586896388693e-09,6.002271835114925e-08
1973,2.1501494917863795e-08,3.3079223804577396e-09,5.127279500971582e-08
1974,1.800182936051442e-08,5.625571675160757e-10,5.063014341111227e-08
1975,2.3988216302228693e-08,1.1422960355389478e-09,6.453972778430739e-08
1976,2.799628251448638e-08,1.142705374768127e-09,6.399150265234965e-08
1977,2.762087519814216e-08,5.876781838942691e-10,7.287209369266634e-08
1978,1.544553818177974e-08,0.0,8.376234139628735e-08
1979,2.2237499397448346e-08,1.1703946700691858e-09,6.086052239950845e-08
1980,2.6151693477416416e-08,5.685150683554241e-10,8.186617028727028e-08
1981,3.099519318983113e-08,0.0,6.515316064437116e-08
1982,2.855451075589599e-08,1.2415004579935385e-09,5.8350519971384074e-08
1983,3.34711742766558e-08,1.2630632095778083e-09,5.5574780777334354e-08
1984,2.203623239438457e-08,2.3196033982486597e-09,7.422731052031395e-08
1985,2.0452897042666507e-08,0.0,6.196024815441348e-08
1986,1.558566253834215e-08,5.994485463567401e-10,6.713823696991028e-08
1987,3.1165165392810223e-08,0.0,7.332980245244869e-08
1988,2.4585871116755698e-08,1.7989661427186832e-09,6.176450506600872e-08
1989,8.232183490441969e-09,5.488122178931576e-10,5.707646888453155e-08
1990,1.3076762395147767e-08,5.44865097484859e-10,6.156975784765706e-08
1991,2.4032006884500134e-08,1.7584396161396398e-09,8.147436325600665e-08
1992,2.589673719910479e-08,1.1019888335184191e-09,5.840540984181075e-08
1993,2.1602909072715448e-08,2.2156829704300662e-09,7.367145882231085e-08
1994,3.006708104713596e-08,1.0549853213248639e-09,6.224413229283243e-08
1995,2.1147558093570495e-08,0.0,7.537206947461073e-08
1996,2.1886177981045307e-08,3.736664533349199e-09,4.7509018719082974e-08
1997,2.5412941528912825e-08,0.0,4.555149701879202e-08
1998,2.622471095836687e-08,0.0,6.198568025528317e-08
1999,1.9651864940906094e-08,0.0,5.8955596765608576e-08
2000,1.7672125429690766e-08,1.3254094488601709e-09,6.185243983658495e-08
2001,2.2782301822843465e-08,1.7524847129024579e-09,6.308944877631006e-08
2002,2.1029863794819192e-08,1.7524885431718928e-09,5.8270246405811577e-08
2003,2.416815325645416e-08,0.0,6.833753529722486e-08
2004,3.2595453669514995e-08,4.404791253964646e-10,6.342899327993479e-08
2005,1.8915747634906666e-08,0.0,9.00749888010921e-08
2006,2.841343960113818e-08,8.235779835885637e-10,7.288665049287602e-08
2007,2.476577309895589e-08,3.994479469415779e-10,5.1928231936670954e-08
2008,3.065356590781221e-08,0.0,5.6198204395618845e-08
2009,2.527141984565162e-08,4.76819250749827e-10,6.341696123790541e-08
2010,2.5508483103564572e-08,0.0,5.337886044287643e-08
2011,2.829739281784427e-08,3.82397197240536e-10,5.6594783970354e-08
2012,2.2808492483594733e-08,1.0212758416727752e-09,8.136163742733515e-08
2013,2.593886311297311e-08,2.789125042035323e-10,8.032679815750399e-08
2014,2.4902618744881977e-08,0.0,1.0545718365229106e-07
2015,3.258365821601217e-08,4.433150790905671e-10,9.819429303004057e-08
2016,3.252003932807668e-08,8.285360175719347e-10,1.1475223749002339e-07
2017,3.245138557872451e-08,2.515611330355938e-10,6.364496718536117e-08
2018,3.484980037882224e-08,2.5814667070633845e-10,8.286508307309148e-08
2019,3.418323579751359e-08,5.1019755087367e-10,7.346844649314122e-08
