year,mêmes_ADJ oies_NOUN,mêmes_ADJ doigts_NOUN
1800,6.288328968651058e-09,1.0375742931501009e-07
1801,2.3811825844433088e-09,1.6668278135512082e-07
1802,4.475680270843441e-09,2.4616241489638924e-08
1803,0.0,5.265916058760922e-08
1804,2.4718509461507665e-09,1.2359254952798437e-08
1805,0.0,3.1271653710973624e-08
1806,0.0,6.916005901302924e-08
1807,0.0,2.8469550272802735e-08
1808,2.2660739951163578e-09,5.4385775882792586e-08
1809,0.0,1.581321384946932e-08
1810,0.0,5.148278958699848e-08
1811,0.0,5.0141535368197765e-09
1812,0.0,6.401299401659344e-08
1813,0.0,6.614205716459765e-08
1814,0.0,1.5733386149463513e-08
1815,0.0,2.1577788444915313e-08
1816,0.0,2.5493642752394408e-08
1817,0.0,2.1796227045456362e-08
1818,4.768470951432846e-09,9.536941902865692e-09
1819,0.0,4.243930362690662e-08
1820,3.5599443393152796e-09,1.779972080839798e-08
1821,0.0,4.832129363308013e-08
1822,2.0051231786055723e-09,3.208197085768916e-08
1823,0.0,2.3718449426723964e-08
1824,8.421112696055388e-10,2.6105450245950124e-08
1825,8.805443041381977e-10,3.434122675116669e-08
1826,1.7615968683770689e-09,2.554315514657901e-08
1827,0.0,4.885154680778214e-08
1828,5.503380862137419e-09,3.3020285172824515e-08
1829,0.0,1.7146351893870815e-08
1830,2.0873671680021744e-09,1.6698937344017395e-08
1831,1.5591206103948707e-09,4.677361609140007e-09
1832,0.0,4.464889968858188e-08
1833,0.0,3.938433579264711e-08
1834,9.334530925997342e-10,2.14694217959277e-08
1835,1.5126175867408165e-09,7.563087933704082e-09
1836,6.720750067579218e-10,4.032450107160912e-08
1837,0.0,3.478945487245255e-08
1838,2.5248647617104325e-09,2.4617431648721322e-08
1839,6.9914751765765e-10,4.055055669027752e-08
1840,0.0,2.8663599493938818e-08
1841,0.0,2.43980835534785e-08
1842,0.0,2.2808102073668124e-08
1843,0.0,2.0674189471492355e-08
1844,0.0,3.787107161201675e-08
1845,0.0,2.6785095030845696e-08
1846,0.0,2.6345256642912318e-08
1847,0.0,4.0449176452739266e-08
1848,0.0,3.057184372323718e-08
1849,0.0,1.3407063903514427e-08
1850,0.0,2.7155984128057753e-08
1851,0.0,1.870337307252612e-08
1852,6.510545436100301e-10,2.6042181744401205e-08
1853,1.1943863675867306e-09,2.508211416341055e-08
1854,1.558699391779328e-09,5.143707682009335e-08
1855,1.0613874223963649e-09,4.776243400783642e-08
1856,5.177189232874468e-10,1.501384794266869e-08
1857,0.0,1.610898081594314e-08
1858,4.893676019968041e-10,1.4191660291373864e-08
1859,0.0,2.2405561850291633e-08
1860,0.0,1.7393299245327398e-08
1861,4.715963730639317e-10,1.3676294763342867e-08
1862,0.0,2.2138133104476765e-08
1863,0.0,1.9978482868054925e-08
1864,4.794727948009836e-10,1.5343129433631475e-08
1865,0.0,2.0710114512212385e-08
1866,0.0,1.5083399418358567e-08
1867,0.0,7.279217228983725e-09
1868,0.0,2.1241458370013788e-08
1869,0.0,1.5138908793232986e-08
1870,0.0,9.17447806614291e-09
1871,0.0,1.1683295220166201e-08
1872,0.0,9.071008832961525e-09
1873,0.0,1.1972009161809183e-08
1874,0.0,1.6131444624534197e-08
1875,0.0,1.8881038954532414e-08
1876,0.0,3.204387866162506e-08
1877,0.0,8.658742167710898e-09
1878,0.0,6.039088784604019e-09
1879,0.0,2.5659165459046562e-08
1880,1.2835692508872398e-09,1.6686399817444908e-08
1881,6.972507571312292e-10,2.649552932609822e-08
1882,0.0,9.317538740560849e-09
1883,3.159669414998234e-09,1.8326083761621703e-08
1884,1.3203393933736152e-09,2.442627788923346e-08
1885,0.0,3.158361394639542e-08
1886,0.0,1.0325542199041138e-08
1887,0.0,1.9586773092328258e-08
1888,1.268122939990235e-09,2.6630582183884144e-08
1889,4.385595886446936e-09,1.3156786771162388e-08
1890,0.0,2.1629475099871343e-08
1891,3.824531802365527e-09,2.039750413018737e-08
1892,0.0,1.1283322720601063e-08
1893,0.0,8.005941687372342e-09
1894,0.0,8.192000855444803e-09
1895,3.0093072478365457e-09,2.6481902892783182e-08
1896,0.0,1.8280790214930676e-08
1897,0.0,3.1464253424928756e-08
1898,0.0,1.4145887128336199e-08
1899,0.0,1.9899282222013426e-08
1900,0.0,2.491705508589348e-08
1901,0.0,1.7883964531506535e-08
1902,0.0,2.5042448115186744e-08
1903,1.0800440541913758e-09,2.1600881083827517e-08
1904,0.0,1.1286712897629059e-08
1905,0.0,1.5998352864698973e-08
1906,5.144184522798412e-10,1.2860461140462576e-08
1907,0.0,1.542852956504248e-08
1908,4.911389073214423e-10,2.6030361865991836e-08
1909,0.0,1.320236009405562e-08
1910,0.0,1.8170112525695004e-08
1911,0.0,4.25629931299909e-09
1912,0.0,1.40654377034366e-08
1913,0.0,1.856046338843953e-08
1914,0.0,1.9420557606508737e-08
1915,1.1780761921542648e-09,2.591767689352764e-08
1916,0.0,2.6369908923129515e-08
1917,0.0,2.7416060532914344e-08
1918,0.0,1.8378202071289707e-08
1919,0.0,2.8544329566670967e-08
1920,7.572231730534895e-10,1.514446346106979e-08
1921,0.0,1.438822039290244e-08
1922,0.0,1.9920426197472807e-08
1923,0.0,2.229349149729387e-08
1924,0.0,2.578324886925998e-09
1925,0.0,1.7597084678300234e-08
1926,0.0,8.916910765321973e-09
1927,0.0,1.0034302277972529e-08
1928,3.4278122562625413e-09,5.713020723163709e-09
1929,0.0,1.3368487650211591e-08
1930,0.0,1.575540586884472e-08
1931,0.0,1.2545892325022123e-08
1932,0.0,1.53433514782364e-08
1933,0.0,8.02946331646126e-09
1934,1.1981580172459871e-09,8.38710612072191e-09
1935,0.0,2.5133395809007197e-08
1936,0.0,1.091224355320719e-08
1937,2.5182236296217297e-09,8.813782592653752e-09
1938,0.0,1.8151300906765755e-08
1939,0.0,4.588215141154706e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,3.4838823381733164e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,1.089252066321933e-08
1946,0.0,1.6705325123211878e-08
1947,0.0,5.960435700558264e-09
1948,0.0,1.522064252412747e-08
1949,0.0,2.0615717133409817e-08
1950,2.1270722960764488e-09,2.1270722072586068e-08
1951,1.0661401761424827e-09,1.7058242818279723e-08
1952,0.0,1.0544804140977249e-08
1953,0.0,1.2928593307037772e-08
1954,0.0,1.3681550115052232e-08
1955,0.0,1.6894095011821264e-08
1956,0.0,6.976913269340912e-09
1957,0.0,1.0602045463770082e-08
1958,0.0,9.099467845885556e-09
1959,0.0,6.200598257066758e-09
1960,0.0,1.7302083321624195e-08
1961,6.948159270159238e-10,1.111705483225478e-08
1962,0.0,1.585489073363533e-08
1963,1.2932106496776896e-09,6.466053470433053e-09
1964,1.8251904432275978e-09,1.2167936880302932e-08
1965,5.472043373977442e-10,8.755269398363907e-09
