year,mêmes_ADJ oies_NOUN,mêmes_ADJ doigts_NOUN
1966,5.539074754423723e-10,1.273987226824147e-08
1967,0.0,1.3804939413830652e-08
1968,8.982831700699023e-10,9.88111459321317e-09
1969,0.0,2.7250546263957176e-09
1970,9.197450023812337e-10,8.7375777724219e-09
1971,5.138397485282553e-10,8.735275613958038e-09
1972,5.130146862875051e-10,6.669190977248718e-09
1973,0.0,9.923766697284009e-09
1974,5.625571675160757e-10,1.800182936051442e-08
1975,0.0,7.996072248772634e-09
1976,0.0,9.712995741040231e-09
1977,0.0,6.464460078348111e-09
1978,0.0,8.316828115084718e-09
1979,0.0,9.948355028654987e-09
1980,5.685150683554241e-10,1.193881615790815e-08
1981,0.0,8.223214109648325e-09
1982,1.2415004579935385e-09,6.2075020679230875e-09
1983,0.0,7.57837881337764e-09
1984,0.0,5.799008384599347e-09
1985,0.0,6.617113967877231e-09
1986,5.994485463567401e-10,1.3787316177626963e-08
1987,0.0,6.721898593298192e-09
1988,0.0,8.994830658082265e-09
1989,0.0,1.2622680678475717e-08
1990,5.44865097484859e-10,6.538381391862913e-09
1991,0.0,4.68917216167597e-09
1992,1.1019888335184191e-09,8.815910668147353e-09
1993,0.0,1.661762283333701e-09
1994,5.274926606624319e-10,6.329911705904578e-09
1995,5.422450821690461e-10,1.0302656505700725e-08
1996,5.338092190498855e-10,6.939520069693117e-09
1997,9.58978896292706e-10,1.1507746755512471e-08
1998,0.0,4.291316191284977e-09
1999,0.0,1.0511462811280126e-08
2000,1.7672125984802278e-09,1.5463109903635086e-08
2001,0.0,1.2267393323384113e-08
2002,8.76244299341522e-10,1.752488643091965e-08
2003,0.0,1.2084076850271686e-08
2004,4.404791253964646e-10,1.6297727611913615e-08
2005,0.0,1.5312748402607212e-08
2006,0.0,2.0589450144825605e-08
2007,0.0,1.7975157362570826e-08
2008,8.514879357157668e-10,1.1920831433087642e-08
2009,4.76819250749827e-10,1.0013204487790972e-08
2010,9.447586046817946e-10,1.6060896612657416e-08
2011,0.0,2.1796640936599943e-08
2012,3.404252713057332e-10,2.8936147700164838e-08
2013,0.0,2.1755175438897822e-08
2014,6.496335691608124e-10,2.9450054839230688e-08
2015,4.433150790905671e-10,3.2583656661699933e-08
2016,2.0713400439298368e-10,2.5477483234226384e-08
2017,0.0,2.5910797063488644e-08
2018,1.5488800242380307e-09,2.3749493038849323e-08
2019,2.55098775436835e-10,2.831596468411135e-08
