year,aurais_VERB écrit_VERB,aurais_VERB décrit_VERB
1997,2.3974472185273044e-08,1.438468344439059e-09
1998,2.765514928171342e-08,0.0
1999,1.828080442578539e-08,4.570201161957499e-10
2000,1.988114206596947e-08,4.4180314962005696e-10
2001,1.4019877703219663e-08,0.0
2002,1.4019908789464353e-08,0.0
2003,1.8334461060476315e-08,0.0
2004,1.3654853248112886e-08,4.404791253964646e-10
2005,1.6663873836364473e-08,4.5037495954858286e-10
2006,2.1001238081908014e-08,1.6471559671771274e-09
2007,2.0371844655642235e-08,1.1983438685803094e-09
2008,1.9158479247494142e-08,8.514879357157668e-10
2009,2.0026408975581944e-08,9.53638501499654e-10
2010,2.172944846279279e-08,0.0
2011,1.8355065023456518e-08,7.64794394481072e-10
2012,1.8042539906559796e-08,1.3617010852229328e-09
2013,1.561910067948702e-08,1.3945624655065103e-09
2014,2.3819897165822113e-08,1.9489005964601347e-09
2015,2.017083566840938e-08,6.649726325136385e-10
2016,2.195620396605591e-08,8.285360175719347e-10
2017,2.0628013075452145e-08,1.0062445321423752e-09
2018,2.116802733098666e-08,1.0325866828253538e-09
2019,2.0918099252753564e-08,3.06118530524202e-09
