year,aurais_VERB écrit_VERB,aurais_VERB décrit_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,6.713520406265161e-09,0.0
1803,5.851017448321727e-09,0.0
1804,1.9774807569206132e-08,0.0
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,8.540865792383556e-09,0.0
1808,1.5862518409903714e-08,0.0
1809,4.292158095609011e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,1.3336041604361526e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,0.0,0.0
1815,1.8880564667256294e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,2.0239355080775567e-08,0.0
1818,1.1921176934492905e-08,0.0
1819,2.173720581311045e-08,0.0
1820,8.306536791735653e-09,0.0
1821,2.1695274909916407e-08,0.0
1822,1.2030739071633434e-08,0.0
1823,3.9530747564242574e-09,0.0
1824,7.57900142644985e-09,0.0
1825,1.8491430608946757e-08,0.0
1826,4.4039921931471326e-08,0.0
1827,2.6730091917670507e-08,0.0
1828,1.6510142586412258e-08,0.0
1829,1.1145129263923081e-08,0.0
1830,1.2524203008013046e-08,0.0
1831,3.274153215215847e-08,1.5591206103948707e-09
1832,5.411987746839486e-09,0.0
1833,1.853380560135065e-08,0.0
1834,2.8937046536725575e-08,0.0
1835,3.857174846189082e-08,7.563087933704082e-10
1836,1.008112526790228e-08,6.720750067579218e-10
1837,1.3915782304252389e-08,0.0
1838,5.049729523420865e-09,0.0
1839,2.4470162784950844e-08,0.0
1840,3.694419348221345e-08,2.5478754661634184e-09
1841,3.017657945747487e-08,0.0
1842,4.22620693996123e-08,0.0
1843,2.4218335781256428e-08,0.0
1844,1.2074834465636286e-08,0.0
1845,1.3950569588416784e-08,0.0
1846,5.854501328173001e-09,0.0
1847,1.4561703842730367e-08,0.0
1848,2.252662056889676e-08,0.0
1849,0.0,0.0
1850,1.6293590476834652e-08,0.0
1851,7.094382858952031e-09,0.0
1852,2.018269107395554e-08,0.0
1853,2.5679307569248522e-08,5.971931837933653e-10
1854,1.610655964157104e-08,0.0
1855,1.3798036491152743e-08,0.0
1856,2.692138423299184e-08,0.0
1857,2.636014961865385e-08,0.0
1858,1.761723389392955e-08,0.0
1859,2.4442432078330967e-08,0.0
1860,4.2567808833382514e-08,4.577183909670879e-10
1861,4.433005784676425e-08,0.0
1862,2.6204320491274302e-08,4.517986262886353e-10
1863,3.995696573610985e-08,0.0
1864,4.075518589274907e-08,0.0
1865,6.966129717511649e-08,0.0
1866,2.578774882522339e-08,4.865612912574591e-10
1867,3.396968040192405e-08,0.0
1868,1.975949714960734e-08,4.93987406535723e-10
1869,2.6859355628516823e-08,0.0
1870,1.0894693147633916e-08,0.0
1871,3.18635318130589e-09,0.0
1872,2.7213026498884574e-08,0.0
1873,2.3944018323618366e-08,0.0
1874,2.7483201492373155e-08,0.0
1875,3.3757011408397375e-08,5.721527140956084e-10
1876,4.232210315535667e-08,0.0
1877,2.8450154232473324e-08,6.184815992682502e-10
1878,4.7104890654736664e-08,0.0
1879,3.665595116331133e-08,6.10932526790009e-10
1880,1.6044616302224313e-08,0.0
1881,2.2312024228199334e-08,0.0
1882,3.4608003574021495e-08,5.324308105514319e-09
1883,1.8958017378167824e-08,6.319338941018771e-10
1884,3.3668655419205606e-08,0.0
1885,1.6758653131887513e-08,0.0
1886,1.7424351739236954e-08,0.0
1887,2.0239665943222462e-08,6.528924623161458e-10
1888,2.2192152115962926e-08,6.340614699951175e-10
1889,2.0048437576747347e-08,1.8795409673089125e-09
1890,2.6872983838188702e-08,0.0
1891,3.4420789774003424e-08,0.0
1892,2.382034658410248e-08,0.0
1893,1.970693297437265e-08,6.158416554491453e-10
1894,1.7014155417882648e-08,0.0
1895,3.1296796265678495e-08,0.0
1896,1.2973464080801023e-08,0.0
1897,6.992056267307589e-09,0.0
1898,2.4896761985360172e-08,0.0
1899,2.1557555740514545e-08,0.0
1900,1.349673794948103e-08,0.0
1901,1.117747761014698e-08,0.0
1902,1.6694965410124496e-08,0.0
1903,2.7001101798873606e-08,0.0
1904,5.5896101969210576e-08,0.0
1905,3.096455358786443e-08,5.160759042333041e-10
1906,2.572092228092515e-08,5.144184522798412e-10
1907,3.599990350267035e-08,0.0
1908,3.830883343880487e-08,4.911389073214423e-10
1909,2.8605114721358404e-08,0.0
1910,4.221879024157715e-08,0.0
1911,4.203095471666529e-08,0.0
1912,4.5842906359894187e-08,0.0
1913,1.484837142129436e-08,0.0
1914,3.8841115213017474e-08,0.0
1915,8.246533234057551e-09,0.0
1916,7.69122365795738e-09,0.0
1917,6.57985488317081e-09,0.0
1918,2.1824114071478107e-08,0.0
1919,2.762354434082681e-08,2.762354567309444e-09
1920,1.2872794385998532e-08,0.0
1921,1.5902768879527684e-08,0.0
1922,2.3609393551282665e-08,0.0
1923,2.441668023323018e-08,1.0615948120573648e-09
1924,3.609654797287476e-08,0.0
1925,4.5092530598367375e-08,0.0
1926,5.238685218955652e-08,0.0
1927,7.358488574027433e-08,2.2298449753321847e-09
1928,3.313552099371009e-08,1.1426041224282812e-09
1929,4.0105462062456354e-08,0.0
1930,5.04172987803031e-08,0.0
1931,3.307553342324354e-08,0.0
1932,4.603005265835236e-08,0.0
1933,2.867665571670841e-08,1.1470662197865522e-09
1934,2.995395220750652e-08,0.0
1935,4.547948151412129e-08,0.0
1936,2.424942913137329e-08,0.0
1937,2.2664012888640173e-08,1.2591118148108649e-09
1938,4.2785206488815675e-08,0.0
1939,2.2941076593951948e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,5.461581054078124e-08,0.0
1943,2.322588166236983e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,6.535512131478072e-09,0.0
1946,2.5057987684817817e-08,0.0
1947,6.198852986472048e-08,0.0
1948,3.587722829934137e-08,0.0
1949,2.5524220959027843e-08,9.817008317369869e-10
1950,3.403315673722318e-08,0.0
1951,8.315893040844458e-08,0.0
1952,1.5817205323287453e-08,0.0
1953,3.016671712430252e-08,0.0
1954,4.202190595492539e-08,0.0
1955,2.627970197011109e-08,0.0
1956,2.8779767902165077e-08,8.72114158667614e-10
1957,1.767007518083119e-08,0.0
1958,3.3088973339090444e-08,8.272243445794913e-10
1959,3.332821663093455e-08,7.750747821333448e-10
1960,3.391208380776334e-08,0.0
1961,3.960450811746341e-08,0.0
1962,4.312530421657357e-08,0.0
1963,2.651081842941494e-08,0.0
1964,3.6503809752730376e-08,0.0
1965,1.586892572902343e-08,0.0
1966,2.880318916709257e-08,0.0
1967,2.7609878827661305e-08,0.0
1968,2.919420261093819e-08,4.4914158503495116e-10
1969,1.6350327314285096e-08,0.0
1970,2.8052221878738237e-08,4.5987250119061684e-10
1971,2.3122789016838396e-08,0.0
1972,2.7702792948502974e-08,0.0
1973,3.3630541906859435e-08,0.0
1974,2.418995848074701e-08,0.0
1975,2.2845920710778955e-08,5.711480177694739e-10
1976,1.3712464053128315e-08,0.0
1977,1.9393379346865913e-08,5.289103821581875e-09
1978,2.0198010375338527e-08,0.0
1979,2.3993090181306798e-08,5.851973350345929e-10
1980,3.581644847372445e-08,2.2740602734216964e-09
1981,1.771153890217647e-08,0.0
1982,2.3588508923921836e-08,1.2415004579935385e-09
1983,3.157657957331139e-08,0.0
1984,1.9716628330002095e-08,1.1598016991243298e-09
1985,1.7445119127046382e-08,0.0
1986,1.978180286243969e-08,5.994485463567401e-10
1987,2.5054349706010726e-08,0.0
1988,1.9188972188999287e-08,5.996553809062277e-10
1989,2.0854864501984594e-08,2.1952488715726304e-09
1990,1.689081763345257e-08,5.44865097484859e-10
1991,2.6376593353916178e-08,1.7584396161396398e-09
1992,1.2672871640972971e-08,2.2039776670368383e-09
1993,2.8803878393546256e-08,0.0
1994,3.323203756622206e-08,0.0
1995,2.6570008415660595e-08,0.0
1996,2.4555223632205525e-08,5.338092190498855e-10
