year,mes_DET essais_NOUN,mes_DET décès_NOUN
1800,6.099679232818289e-07,0.0
1801,1.1382052491626382e-06,0.0
1802,3.20011139365306e-07,0.0
1803,3.5496173644844475e-07,0.0
1804,7.588582242590292e-07,0.0
1805,3.354595781157599e-07,0.0
1806,5.619254555000452e-07,0.0
1807,5.466153751854108e-07,0.0
1808,4.124254653348203e-07,0.0
1809,6.754501269412572e-07,0.0
1810,4.0952218505196925e-07,0.0
1811,5.866559553702189e-07,0.0
1812,5.734497747766909e-07,0.0
1813,5.895270192013413e-07,0.0
1814,2.0768069219911922e-07,0.0
1815,5.367474766870828e-07,0.0
1816,1.6918508372043561e-07,0.0
1817,3.5029650824469627e-07,0.0
1818,3.850540366556743e-07,0.0
1819,2.8258365780686745e-07,0.0
1820,2.9903531917341297e-07,0.0
1821,3.5501359230138974e-07,0.0
1822,2.747018754689634e-07,0.0
1823,2.8758618952906545e-07,0.0
1824,4.2526619203897553e-07,0.0
1825,2.8705745691581797e-07,0.0
1826,2.686435216503469e-07,0.0
1827,2.77439918150435e-07,0.0
1828,2.0821123136727238e-07,0.0
1829,3.429270423183084e-07,0.0
1830,3.172797953254758e-07,0.0
1831,3.679524638311449e-07,0.0
1832,3.274252442508896e-07,0.0
1833,3.915266439946663e-07,0.0
1834,2.520323292287685e-07,0.0
1835,3.910116532779284e-07,0.0
1836,1.8683684821496627e-07,0.0
1837,2.560503862270025e-07,0.0
1838,3.143456552834323e-07,0.0
1839,3.5516693941417543e-07,0.0
1840,3.223062581270142e-07,0.0
1841,3.447834444614273e-07,0.0
1842,2.9315117444639327e-07,0.0
1843,3.9340028124001947e-07,0.0
1844,1.9264849404621032e-07,0.0
1845,2.6952499698751353e-07,0.0
1846,4.215240885230287e-07,0.0
1847,3.2629003676731827e-07,0.0
1848,2.1963456120488445e-07,0.0
1849,3.77073661184113e-07,0.0
1850,3.0075252510641803e-07,0.0
1851,2.3088991074615706e-07,0.0
1852,3.13157222819882e-07,0.0
1853,2.6037622369301516e-07,0.0
1854,3.439529869808666e-07,0.0
1855,2.6003992559253675e-07,1.5920811335945473e-09
1856,3.282337921461931e-07,0.0
1857,3.055824571163157e-07,3.905207268672939e-09
1858,3.4500415146965224e-07,1.468102750479261e-09
1859,3.101133652094745e-07,0.0
1860,2.8332768131633657e-07,0.0
1861,2.999353014843109e-07,0.0
1862,2.3538707960568672e-07,0.0
1863,2.6171812983477594e-07,0.0
1864,2.766558058198143e-07,9.589455896019672e-10
1865,3.869025952951688e-07,0.0
1866,2.9631582876277207e-07,0.0
1867,3.2319724674323425e-07,0.0
1868,2.860187073849829e-07,0.0
1869,2.451526679436711e-07,9.767038289254515e-10
1870,2.7064709762214534e-07,0.0
1871,2.772127203343189e-07,0.0
1872,2.745492047040443e-07,6.047339295989218e-10
1873,4.0046370664015285e-07,0.0
1874,2.8319648404107056e-07,0.0
1875,4.176714831771733e-07,0.0
1876,4.873088066403852e-07,0.0
1877,4.6386120367003514e-07,0.0
1878,4.034111351636227e-07,6.039088673581716e-10
1879,4.0871387074759014e-07,1.832797580370027e-09
1880,3.3822048717269126e-07,0.0
1881,2.3148725469823717e-07,6.972507571312292e-10
1882,3.447489591579256e-07,0.0
1883,3.9559060471816565e-07,3.791603475633565e-09
1884,3.3140518418406373e-07,6.601696966868076e-10
1885,3.119687610464439e-07,0.0
1886,3.459056632237889e-07,0.0
