year,étais_VERB en_PRON,étais_VERB dans_ADP,etais_VERB dans_ADP
1841,0.0,6.869986890478685e-08,1.2841097074556274e-09
1842,6.708265054555795e-10,7.915753030829364e-08,6.708265054555795e-10
1843,1.1813822142769936e-09,6.97015494210973e-08,1.1813822142769936e-09
1844,1.097712254427563e-09,6.311845623940826e-08,1.6465684371524958e-09
1845,0.0,7.533307666562905e-08,1.1160455892778032e-09
1846,1.7563503984519002e-09,7.727941664370519e-08,0.0
1847,3.775256551818984e-09,7.011190916728083e-08,2.1572894581822766e-09
1848,0.0,4.98803736093123e-08,0.0
1849,0.0,5.1952373070207614e-08,8.379414939696517e-10
1850,0.0,5.974316508172706e-08,6.788996032014438e-10
1851,1.2898877521649865e-09,6.320450296470881e-08,0.0
1852,1.3021090872200602e-09,7.356916142953196e-08,0.0
1853,3.5831591027601917e-09,8.957897534855874e-08,1.7915795513800958e-09
1854,5.195664454227256e-10,7.118060096900081e-08,1.558699391779328e-09
1855,0.0,5.7845614520601885e-08,1.0613874223963649e-09
1856,2.0708756931497874e-09,6.678573782892272e-08,1.0354378465748937e-09
1857,2.9289055625270066e-09,5.9554409403972386e-08,0.0
1858,4.893676019968041e-10,8.514996352460003e-08,4.893676019968041e-10
1859,5.092173349652285e-10,9.06406825151862e-08,5.092173349652285e-10
1860,9.154367819341758e-10,7.643897248499343e-08,0.0
1861,2.357981809808507e-09,7.875659235878629e-08,9.431927461278633e-10
1862,0.0,7.409497726484915e-08,4.517986262886353e-10
1863,0.0,9.689564706150122e-08,9.989241656072068e-10
1864,9.589455896019672e-10,7.767459209162553e-08,9.589455896019672e-10
1865,1.4120533631256649e-09,1.0119715199152779e-07,2.8241067262513297e-09
1866,4.865612912574591e-10,5.887391552050758e-08,4.865612912574591e-10
1867,4.85281148598915e-10,5.532205094027631e-08,4.85281148598915e-10
1868,4.93987406535723e-10,7.311013661137622e-08,4.93987406535723e-10
1869,4.883519366671862e-09,1.2745985600304266e-07,9.767038289254515e-10
1870,5.734048791339319e-10,7.396923251690168e-08,1.1468097582678638e-09
1871,1.0621177271019633e-09,1.0302542108320267e-07,1.0621177271019633e-09
1872,1.8142017887967654e-09,1.040142336705685e-07,0.0
1873,3.591602570907071e-09,8.679706553493816e-08,0.0
1874,1.1949218281515073e-09,1.0216581358690746e-07,5.974609140757536e-10
1875,4.577221712764867e-09,1.1671915700617319e-07,5.721527140956084e-10
1876,1.813804439976252e-09,1.1366508090304706e-07,6.04601479992084e-10
1877,2.4739263970730008e-09,1.107082070461729e-07,0.0
1878,4.831270938865373e-09,1.0326841959340527e-07,1.2078177347163432e-09
1879,1.832797580370027e-09,1.0813505468831863e-07,0.0
1880,1.9253538763308597e-09,9.755126484378707e-08,6.417846254436199e-10
1881,0.0,1.0110135661989261e-07,0.0
1882,1.9966155395678697e-09,1.271178575734666e-07,0.0
1883,6.319338829996468e-09,9.731782313338044e-08,6.319338941018771e-10
1884,1.3203393933736152e-09,9.638477393991707e-08,6.601696966868076e-10
1885,0.0,6.832373600218489e-08,6.445635691854079e-10
1886,3.2267319927115068e-09,8.002295004416737e-08,1.936039106809062e-09
1887,3.9173548849191775e-09,8.422312447464719e-08,6.528924623161458e-10
1888,2.53624587998047e-09,9.954764834674279e-08,1.268122939990235e-09
1889,1.2530273485467092e-09,9.147099433448602e-08,0.0
1890,0.0,7.799719980994269e-08,0.0
1891,6.374220040683554e-10,6.820415165975646e-08,0.0
1892,1.8805537127519756e-09,7.14610379759506e-08,0.0
1893,1.847525021858587e-09,9.730297989563041e-08,6.158416554491453e-10
1894,6.9316934414587195e-09,7.435816229417469e-08,0.0
1895,6.018614495673091e-10,8.967735709575209e-08,6.018614495673091e-10
1896,0.0,8.255840810988957e-08,0.0
1897,5.826713556089658e-10,7.225124676324413e-08,1.7480140668268973e-09
1898,0.0,7.695362569393183e-08,0.0
1899,5.527578395003729e-10,7.904436927219649e-08,5.527578395003729e-10
1900,2.595526460424935e-09,5.813979697677496e-08,0.0
1901,0.0,7.544797853142882e-08,1.1177477832191585e-09
1902,4.910283846193408e-10,5.8432377159078897e-08,9.820567692386817e-10
1903,0.0,5.94024243127933e-08,1.6200660812870638e-09
1904,1.0749250378694342e-09,5.320879026271541e-08,0.0
1905,5.160759042333041e-10,7.276670288547393e-08,1.0321518084666081e-09
1906,2.572092316910357e-09,7.973486049195344e-08,5.144184522798412e-10
1907,3.599990305858114e-09,8.691405639638106e-08,2.057137349353866e-09
1908,9.822778146428846e-10,7.661766687760974e-08,9.822778146428846e-10
1909,5.500983557560346e-10,6.326131085643283e-08,5.500983557560346e-10
1910,5.344150677544235e-10,8.9247315315788e-08,1.6032452032632705e-09
1911,0.0,7.076097574554296e-08,0.0
1912,5.209421227725386e-10,5.365703970028335e-08,5.209421227725386e-10
1913,0.0,6.893886705938712e-08,5.30298971401777e-10
1914,4.68772043404897e-09,5.089525245693949e-08,0.0
1915,0.0,5.772573175022444e-08,0.0
1916,0.0,3.5159878564172686e-08,1.0987462051303964e-09
1917,1.0966424435210342e-09,5.9218692172180454e-08,0.0
1918,0.0,6.202643021424592e-08,0.0
1919,0.0,6.721729306491397e-08,0.0
1920,7.572231730534895e-10,6.057785384427916e-08,0.0
1921,1.5145494858259667e-09,5.5281056177136634e-08,7.572747429129834e-10
1922,0.0,8.041949683956773e-08,7.377935484775833e-10
1923,1.0615948120573648e-09,8.811237250938575e-08,0.0
1924,0.0,9.410885581928596e-08,0.0
1925,2.1996355847875293e-09,7.478760721824074e-08,0.0
1926,2.229227691330493e-09,8.916910587686289e-08,0.0
1927,4.4596899506643695e-09,1.2598624721249507e-07,1.1149224876660924e-09
1928,0.0,1.1083260176292242e-07,0.0
1929,1.1140406375176326e-09,9.91496165170247e-08,1.1140406375176326e-09
1930,0.0,7.142450186847782e-08,0.0
1931,0.0,4.5621426636444085e-08,0.0
1932,0.0,6.575722011348262e-08,0.0
1933,1.1470662197865522e-09,5.276504566609219e-08,1.1470662197865522e-09
1934,0.0,4.4331848414458364e-08,1.1981580172459871e-09
1935,1.196828414151696e-09,5.744776387928141e-08,0.0
1936,2.424942913137329e-09,5.33487423126644e-08,0.0
1937,0.0,6.1696475484041e-08,0.0
1938,2.5930428915188486e-09,4.797129449229942e-08,0.0
1939,0.0,4.282334131744392e-08,0.0
1940,0.0,3.550096039361961e-08,0.0
1941,0.0,8.264207451702532e-08,0.0
1942,0.0,5.76500234217292e-08,0.0
1943,0.0,8.419382169222445e-08,0.0
1944,0.0,8.354284375400312e-08,0.0
1945,0.0,8.496165548876888e-08,0.0
1946,1.3921104269343232e-09,8.770295778504078e-08,1.3921104269343232e-09
1947,0.0,1.0967201546918659e-07,0.0
1948,3.2615663503321457e-09,8.480072466454658e-08,3.2615663503321457e-09
1949,0.0,5.988375306742455e-08,0.0
1950,0.0,7.87016745107394e-08,0.0
1951,1.0661401761424827e-09,1.3113523777974478e-07,1.0661401761424827e-09
1952,1.0544803918932644e-09,9.173979265142407e-08,2.1089607837865287e-09
1953,2.1547654771580937e-09,6.8952495269059e-08,1.0773827385790469e-09
1954,0.0,8.20893006903134e-08,0.0
1955,9.385607846468247e-10,8.540903451148552e-08,1.8771215692936494e-09
1956,3.488456634670456e-09,1.063979269133597e-07,8.72114158667614e-10
1957,0.0,7.774833221674271e-08,0.0
1958,8.272243445794913e-10,1.0671193706457416e-07,0.0
1959,3.8753737996444215e-09,1.3408794075076003e-07,2.325224457422337e-09
1960,2.076250060767393e-09,1.0934916616633927e-07,0.0
1961,1.3896318540318475e-09,8.893643865803824e-08,0.0
1962,6.341956404476434e-10,9.00557779459632e-08,0.0
1963,1.2932106496776896e-09,7.953245528824482e-08,0.0
1964,6.083968329129164e-10,7.969998705448234e-08,6.083968329129164e-10
1965,1.6416130677043839e-09,7.496699083731073e-08,2.188817349590977e-09
1966,5.539074754423723e-10,6.868452828712179e-08,5.539074754423723e-10
1967,9.860671168482327e-10,6.902470062186694e-08,4.930335584241163e-10
1968,4.4914158503495116e-10,7.635406973349745e-08,4.4914158503495116e-10
1969,0.0,6.721801781850445e-08,1.8167031212712459e-09
1970,4.5987250119061684e-10,6.530189722298019e-08,0.0
1971,0.0,4.984245549621846e-08,5.138397485282553e-10
1972,1.0260293725750103e-09,6.463984902893571e-08,0.0
1973,0.0,5.5683358368696645e-08,0.0
1974,1.1251143350321513e-09,5.794338875375615e-08,0.0
1975,0.0,6.968005550334055e-08,5.711480177694739e-10
1976,2.285410749536254e-09,5.256444879364608e-08,1.142705374768127e-09
1977,1.1753563677885381e-09,8.051191002778069e-08,5.876781838942691e-10
1978,0.0,8.55445136949129e-08,5.940591352171509e-10
1979,0.0,6.846808986438191e-08,0.0
1980,0.0,7.674953650393945e-08,5.685150683554241e-10
1981,1.8976649140967083e-09,5.8827609450418095e-08,1.2651099057237047e-09
1982,6.207502289967692e-10,6.89032759737529e-08,0.0
1983,1.2630632095778083e-09,7.515225775023282e-08,2.5261264191556165e-09
1984,0.0,7.53871134406836e-08,1.1598016991243298e-09
1985,6.015558051686298e-10,6.737425195524338e-08,1.2031116103372597e-09
1986,1.7983456945813714e-09,8.931783668231219e-08,5.994485463567401e-10
1987,0.0,6.538574126579988e-08,1.2221633705067347e-09
1988,5.396898483667201e-09,5.996553653631054e-08,1.1993107618124554e-09
1989,1.6464366536794728e-09,8.287064190426463e-08,0.0
1990,1.089730194969718e-09,8.281949703814462e-08,1.089730194969718e-09
1991,2.344586080837985e-09,7.971592452804543e-08,0.0
1992,1.65298330578878e-09,7.658822198663984e-08,1.1019888335184191e-09
1993,2.7696036575264316e-09,7.644106148063656e-08,1.661762283333701e-09
1994,0.0,6.593658241627054e-08,2.1099706426497278e-09
1995,1.0844901643380922e-09,1.0085758361810804e-07,1.0844901643380922e-09
1996,1.067618438099771e-09,8.167280896032025e-08,2.135236876199542e-09
1997,1.438468344439059e-09,8.007473439874957e-08,9.58978896292706e-10
1998,2.3840645013706308e-09,9.536258716025259e-08,2.86087753487152e-09
1999,1.8280804647829996e-09,8.363468140260011e-08,2.285100553223174e-09
2000,1.7672125984802278e-09,1.0779996983956153e-07,2.2090156370779823e-09
2001,1.7524847129024579e-09,1.1259714227662698e-07,4.3812117822561447e-10
2002,1.752488598683044e-09,1.2442669117262994e-07,2.6287327870022636e-09
2003,1.2500769308587678e-09,1.1542376654460895e-07,2.083461403401543e-09
2004,2.642874807889939e-09,1.1628648621808679e-07,8.809582507929292e-10
2005,1.8014998381943315e-09,1.4817335625139094e-07,3.1526248278623825e-09
2006,2.4707338397433887e-09,1.4371435952398315e-07,8.235779835885637e-10
2007,1.5977917877663117e-09,1.7176262190332636e-07,1.5977917877663117e-09
2008,5.108927503272298e-09,1.8349564356867631e-07,2.1287198670449925e-09
2009,3.814554005998616e-09,1.7070129842977622e-07,2.860915504498962e-09
2010,7.558068837454357e-09,2.234354070651534e-07,1.8895172093635892e-09
2011,3.823971805871906e-09,2.451166096761881e-07,3.82397197240536e-10
2012,5.446804340891731e-09,3.1897849339657114e-07,6.808505426114664e-10
2013,6.136075203500013e-09,3.380419570930826e-07,0.0
2014,8.012147389990787e-09,3.5231792594458966e-07,0.0
2015,1.1526192444932803e-08,3.6595659480553877e-07,0.0
2016,1.0356700386182638e-08,3.46328050682132e-07,0.0
2017,1.282961736848165e-08,4.148243135659868e-07,2.515611330355938e-10
2018,2.090988004965766e-08,4.561451589779608e-07,0.0
2019,1.8877308605169674e-08,4.354536145001475e-07,5.1019755087367e-10
