year,tes_DET âmes_NOUN,tes_DET ames_NOUN,tes_DET dames_NOUN
1800,3.144164484325529e-09,0.0,0.0
1801,2.3811825844433088e-09,0.0,0.0
1802,0.0,0.0,4.475680270843441e-09
1803,0.0,1.950339223455444e-09,3.900678446910888e-09
1804,0.0,0.0,2.4718509461507665e-09
1805,0.0,0.0,0.0
1806,0.0,2.881669125542885e-09,2.881669125542885e-09
1807,0.0,0.0,2.8469551160981155e-09
1808,0.0,0.0,0.0
1809,0.0,0.0,0.0
1810,0.0,0.0,9.360507036149102e-09
1811,0.0,0.0,0.0
1812,0.0,2.6672082320544632e-09,2.6672082320544632e-09
1813,2.8757416448144113e-09,0.0,2.8757416448144113e-09
1814,0.0,3.1466771410748606e-09,1.2586708564299443e-08
1815,0.0,0.0,2.697223555614414e-09
1816,0.0,0.0,2.3176038865813098e-09
1817,1.556873407970727e-09,1.0898113522728181e-08,0.0
1818,0.0,3.5763532135746345e-09,4.768470951432846e-09
1819,4.140420006848444e-09,4.140420006848444e-09,5.175524897538253e-09
1820,2.3732962262101864e-09,2.3732962262101864e-09,3.5599443393152796e-09
1821,6.903041693817613e-09,1.0847637454958203e-08,4.930744035291923e-09
1822,1.0025615893027862e-09,5.012807946513931e-09,1.604098542884458e-08
1823,0.0,1.9765373782121287e-09,3.9530747564242574e-09
1824,1.6842225392110777e-09,0.0,1.1789557774477544e-08
1825,2.641632912414593e-09,0.0,5.283265824829186e-09
1826,3.5231937367541377e-09,0.0,3.5231937367541377e-09
1827,3.6869092223668076e-09,0.0,2.7651818612639545e-09
1828,0.0,2.7516904310687096e-09,1.1923991849460691e-08
1829,1.714635211591542e-09,0.0,4.286588028978855e-09
1830,6.262101504006523e-09,0.0,8.349468672008697e-09
1831,6.236482219534878e-09,0.0,6.236482219534878e-09
1832,2.705993873419743e-09,0.0,5.411987746839486e-09
1833,1.1583628500844156e-09,1.1583628500844156e-09,1.042526565075974e-08
1834,1.0267983796552471e-08,7.467624740797874e-09,4.667265685043276e-09
1835,7.563087933704082e-10,1.5126175867408165e-09,1.1344631900556124e-08
1836,5.376600054063374e-09,2.688300027031687e-09,4.032449929525228e-09
1837,2.0873671680021744e-09,0.0,4.174734669071256e-09
1838,8.837027110075724e-09,6.312161904276081e-10,2.5248647617104325e-09
1839,4.194884994923598e-09,0.0,5.5931801412612e-09
1840,3.821813254756279e-09,6.369688665408546e-10,3.184844332704273e-09
1841,5.1364388298225094e-09,6.420548537278137e-10,5.1364388298225094e-09
1842,4.695785538189057e-09,1.341653010911159e-09,2.683306021822318e-09
1843,5.31621990873532e-09,2.3627644285539873e-09,5.316220019757623e-09
1844,3.2931368743049916e-09,1.097712254427563e-09,2.195424508855126e-09
1845,6.138250574494464e-09,0.0,3.3481367678334095e-09
1846,2.9272506640865004e-09,5.854501328173001e-10,5.2690514174003056e-09
1847,5.3932236454556914e-09,0.0,4.314578916364553e-09
1848,6.43617736884039e-09,0.0,1.6090443422100975e-09
1849,2.513824481908955e-09,8.379414939696517e-10,5.027648741773305e-09
1850,6.788996032014438e-09,6.788996032014438e-10,2.7155984128057753e-09
1851,9.029214265154906e-09,1.2898877521649865e-09,2.579775504329973e-09
1852,4.557382027314816e-09,1.3021090872200602e-09,7.161600201754936e-09
1853,1.19438634538227e-08,5.971931837933653e-10,4.180352064508952e-09
1854,9.352196184142514e-09,5.195664454227256e-10,6.234797234050404e-09
1855,5.306937111981824e-09,5.306937111981824e-10,6.368324534378189e-09
1856,1.9673318973900678e-08,0.0,2.070875637638636e-09
1857,6.345961978126979e-09,4.881509085841174e-10,1.1715622250108026e-08
1858,1.2723557263338847e-08,0.0,5.383043732987147e-09
1859,5.092173349652285e-09,5.092173349652285e-10,1.7822607167872206e-08
1860,2.746310373558103e-09,0.0,5.0349023839046936e-09
1861,4.2443675241088386e-09,0.0,1.4147891747029462e-09
1862,4.517986429419807e-09,0.0,3.162590467287174e-09
1863,1.098816559963467e-08,4.994620828036034e-10,2.4973103585068657e-09
1864,5.274200631788517e-09,9.589455896019672e-10,3.356309563606885e-09
1865,4.706844247692743e-09,0.0,2.8241067262513297e-09
1866,9.731225880660332e-09,0.0,3.8924903300596725e-09
1867,2.91168689159349e-09,0.0,1.358787216076962e-08
1868,3.951899252285784e-09,4.93987406535723e-10,2.9639244392143382e-09
1869,5.371870948067681e-09,0.0,1.4650557433881772e-09
1870,2.2936195165357276e-09,0.0,3.4404292748035914e-09
1871,4.248470908407853e-09,0.0,0.0
1872,1.2094678591978436e-09,0.0,3.023669647994609e-09
1873,7.183205141814142e-09,0.0,2.9930022904522957e-09
1874,5.974609140757536e-10,0.0,9.559374625212058e-09
1875,5.721527140956084e-10,0.0,1.1443054281912168e-09
1876,2.418405919968336e-09,0.0,6.650616501957529e-09
1877,1.8554447978047506e-09,6.184815992682502e-10,3.710889595609501e-09
1878,4.831270883354222e-09,0.0,1.8117265465633636e-09
1879,1.832797580370027e-09,0.0,2.443730107160036e-09
1880,6.417846254436199e-10,0.0,4.492492600149944e-09
1881,1.3945015142624584e-09,0.0,8.367009307619355e-09
1882,7.320923423037584e-09,0.0,5.324308105514319e-09
1883,1.8958017378167824e-09,0.0,2.5277355764075082e-09
1884,5.281357573494461e-09,0.0,3.9610181801208455e-09
1885,3.2228177904158883e-09,0.0,3.86738152613475e-09
1886,0.0,6.453463874400711e-10,2.5813854942491332e-09
1887,3.264462256069578e-09,0.0,5.223139698529167e-09
1888,3.1703073499755874e-09,0.0,6.340614699951175e-09
1889,3.759082101151279e-09,0.0,4.385595886446936e-09
1890,6.554386478008212e-10,0.0,3.277193239004106e-09
1891,6.374220040683554e-10,0.0,6.374220040683554e-10
1892,1.8805537127519756e-09,6.268512375839919e-10,2.5074049503359674e-09
1893,2.4633666773077323e-09,0.0,1.847525021858587e-09
1894,5.671385583383426e-09,0.0,2.520615716150587e-09
1895,6.018614495673091e-10,0.0,1.0833506536300774e-08
1896,4.717623180994224e-09,0.0,4.717623180994224e-09
1897,6.409385022720926e-09,0.0,4.078699600285063e-09
1898,5.6583548957434e-10,0.0,2.8291774478717002e-09
1899,2.2110313580014918e-09,5.527578395003729e-10,1.1055156790007459e-08
1900,4.15284251431558e-09,0.0,6.748368974740515e-09
1901,5.588738916095792e-10,0.0,5.588738916095792e-10
1902,3.928227076954727e-09,0.0,9.820567692386817e-10
1903,1.6200660812870638e-09,0.0,9.18037423858209e-09
1904,4.299700151477737e-09,0.0,2.6873125946735854e-09
1905,1.5482277682110634e-09,0.0,1.0321518084666081e-09
1906,4.629765903985117e-09,0.0,1.0288369045596824e-09
1907,8.228549175370858e-09,0.0,3.0857059130084963e-09
1908,5.40252775849126e-09,1.4734167219643268e-09,2.9468334439286537e-09
1909,3.300590023513905e-09,1.1001967115120692e-09,1.0451869036920414e-08
1910,1.0153886620400954e-08,0.0,5.344150677544235e-10
1911,9.044636040123066e-09,0.0,9.576673676292558e-09
1912,1.5628263128064646e-09,0.0,4.688478938419394e-09
1913,3.71209285532359e-09,0.0,4.242391715703064e-09
1914,1.3393487430235496e-09,0.0,6.027069343605973e-09
1915,1.1780761921542648e-09,0.0,4.712304768617059e-09
1916,2.197492410260793e-09,0.0,4.394984820521586e-09
1917,5.483212106582869e-09,0.0,0.0
1918,3.44591288836682e-09,0.0,1.033773866510046e-08
1919,6.445494027396137e-09,0.0,3.6831393490643904e-09
1920,1.514446346106979e-09,0.0,6.057785384427916e-09
1921,4.543648568500203e-09,0.0,3.0290989716519334e-09
1922,7.377935484775833e-10,0.0,8.115729421831475e-09
1923,1.6985516992917837e-08,0.0,6.369568872344189e-09
1924,7.734974438733389e-09,0.0,5.156649662829693e-09
1925,8.798542339150117e-09,0.0,5.499089184013428e-09
1926,6.687683296036084e-09,0.0,5.57306911730393e-09
1927,3.3447675740205796e-09,0.0,3.344767462998277e-09
1928,6.85562484559199e-09,0.0,2.2852082448565625e-09
1929,4.4561625500705304e-09,2.2280812750352652e-09,2.2280812750352652e-09
1930,5.2518016602221e-09,0.0,2.100720708497761e-09
1931,3.4216069977333063e-09,0.0,3.4216069977333063e-09
1932,2.1919073223131136e-09,0.0,2.1919073223131136e-09
1933,3.4411986593596566e-09,0.0,1.1470662197865522e-09
1934,0.0,0.0,1.1981580172459871e-09
1935,5.98414207075848e-09,0.0,1.196828414151696e-09
1936,6.0623572828433225e-09,0.0,1.2124714565686645e-09
1937,0.0,0.0,3.777335333410292e-09
1938,2.5930428915188486e-09,0.0,3.8895642262559704e-09
1939,0.0,0.0,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0,5.0715658339584024e-09
1941,2.066051862925633e-08,0.0,0.0
1942,0.0,0.0,0.0
1943,5.806470415592457e-09,0.0,0.0
1944,3.2131861615880553e-09,0.0,0.0
1945,2.178504043826024e-09,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,0.0,5.568441707737293e-09
1947,5.960435700558264e-09,0.0,0.0
1948,3.2615663503321457e-09,0.0,3.2615663503321457e-09
1949,5.890204768377316e-09,0.0,3.9268033269479474e-09
1950,1.0635361480382244e-09,0.0,3.190608444114673e-09
1951,0.0,0.0,2.1322803522849654e-09
1952,3.1634410646574906e-09,0.0,2.1089607837865287e-09
1953,4.30953106533849e-09,0.0,4.30953106533849e-09
1954,9.772536113672459e-10,0.0,1.9545072227344917e-09
1955,1.8771215692936494e-09,0.0,5.631364707880948e-09
1956,6.104799332717903e-09,0.0,1.744228317335228e-09
1957,8.835037701437898e-10,0.0,1.7670075402875796e-09
1958,0.0,0.0,1.6544486891589827e-09
1959,1.5501495642666896e-09,0.0,1.5501495642666896e-09
1960,6.920833350854139e-10,0.0,1.3841666701708277e-09
1961,2.779263708063695e-09,0.0,2.08444772553662e-09
1962,6.341956404476434e-10,0.0,4.43936931660005e-09
1963,2.5864212993553792e-09,0.0,3.879632060055371e-09
1964,1.2167936658258327e-09,0.0,6.083968329129164e-10
1965,1.6416130677043839e-09,0.0,3.830430306273058e-09
1966,1.1078149508847446e-09,0.0,3.3234448526542337e-09
1967,4.930335584241163e-10,9.860671168482327e-10,5.4233690871541285e-09
1968,1.7965663401398047e-09,0.0,6.2879821072225894e-09
1969,1.3625273131978588e-09,0.0,4.5417578031781147e-10
1970,9.197450023812337e-10,0.0,1.3796175313274261e-09
1971,1.0276794970565106e-09,5.138397485282553e-10,5.138397485282553e-09
1972,5.130146862875051e-10,0.0,5.130146862875051e-10
1973,1.102640756478479e-09,0.0,5.513203782392395e-10
1974,1.1251143350321513e-09,0.0,0.0
1975,1.1422960355389478e-09,0.0,0.0
1976,2.285410749536254e-09,0.0,2.285410749536254e-09
1977,2.9383909194713453e-09,1.1753563677885381e-09,2.9383909194713453e-09
1978,1.7821774056514528e-09,0.0,7.1287097336281136e-09
1979,2.3407893401383717e-09,0.0,1.1703946700691858e-09
1980,5.685150683554241e-10,0.0,1.7055452050662723e-09
1981,3.1627747087981106e-09,0.0,1.2651099057237047e-09
1982,3.7245013739806154e-09,0.0,1.8622506869903077e-09
1983,1.89459470334441e-09,0.0,1.2630632095778083e-09
1984,5.799008495621649e-10,0.0,0.0
1985,6.015558051686298e-10,0.0,6.015558051686298e-10
1986,1.1988970927134801e-09,0.0,2.3977942409381114e-09
1987,3.0554083707556856e-09,0.0,3.055408426266837e-09
1988,5.996553809062277e-10,0.0,5.996553809062277e-10
1989,5.488122178931576e-10,0.0,5.488122178931576e-10
1990,1.6345953479657283e-09,0.0,5.44865097484859e-10
1991,0.0,0.0,1.7584395606284886e-09
1992,1.65298330578878e-09,0.0,2.2039776670368383e-09
1993,5.539207426075166e-10,0.0,4.985286850001103e-09
1994,5.274926606624319e-10,0.0,2.6374633033121597e-09
1995,5.422450821690461e-10,0.0,2.1689803286761844e-09
1996,1.6014276571496566e-09,0.0,2.6690460952494277e-09
1997,3.3564262480467733e-09,0.0,2.3974471297094624e-09
1998,9.536258449571733e-10,0.0,9.536258449571733e-10
1999,2.7421206694189237e-09,0.0,2.285100553223174e-09
2000,8.836062992401139e-10,0.0,8.836062992401139e-10
2001,2.628727069353687e-09,0.0,1.7524847129024579e-09
2002,1.752488598683044e-09,0.0,3.066854992184176e-09
2003,8.333845835650777e-10,0.0,2.9168460979889232e-09
2004,2.642874807889939e-09,0.0,3.0833538500196767e-09
2005,9.007499190971657e-10,0.0,1.8014998381943315e-09
2006,4.117890028965121e-09,0.0,4.1178899179428186e-10
2007,5.1928234212628155e-09,0.0,3.994479469415779e-10
2008,3.405951742863067e-09,0.0,4.257439678578834e-10
2009,4.76819250749827e-09,0.0,9.53638501499654e-10
2010,1.8895172093635892e-09,0.0,3.7790344187271785e-09
2011,1.529588788962144e-09,0.0,7.64794394481072e-10
2012,2.042551627834399e-09,0.0,3.4042526575461807e-09
2013,3.0680376017500066e-09,0.0,2.789124986524172e-09
2014,1.9489006658490737e-09,0.0,3.4647122948427977e-09
2015,3.324863107057041e-09,0.0,5.54143841924315e-09
2016,2.278474076078396e-09,0.0,4.556948152156792e-09
2017,2.7671724078803805e-09,0.0,3.2702947017071438e-09
2018,4.64663996169179e-09,5.162933414126769e-10,2.0651733656507076e-09
2019,3.061185249730869e-09,0.0,4.846876899833319e-09
