year,rares_ADJ années_NOUN
1926,4.458455382660986e-09
1927,2.2298449753321847e-09
1928,5.713020723163709e-09
1929,8.912325100141061e-09
1930,1.1553964007759987e-08
1931,1.0264820993199919e-08
1932,8.767629289252454e-09
1933,9.176529758292418e-09
1934,0.0
1935,5.98414207075848e-09
1936,7.274828739411987e-09
1937,5.0364472592434595e-09
1938,6.482607339819424e-09
1939,7.647025235257843e-09
1940,0.0
1941,2.9515025978810172e-09
1942,3.034211770724937e-09
1943,5.806470415592457e-09
1944,1.927911696952833e-08
1945,1.5249527862692958e-08
1946,1.1136883415474585e-08
1947,8.344609447874518e-09
1948,1.6307831529616124e-08
1949,1.570721330779179e-08
1950,6.381216888229346e-09
1951,6.396841278899501e-09
1952,1.1599284199803606e-08
1953,3.232148326759443e-09
1954,1.3681550115052232e-08
1955,1.0324168187025862e-08
1956,4.360570571293465e-09
1957,8.835037590415595e-09
1958,1.3235589513271862e-08
1959,8.525822714489095e-09
1960,6.2287499602575735e-09
1961,7.64297514166401e-09
1962,9.512934440181198e-09
1963,5.819448034571906e-09
1964,6.083968440151466e-09
1965,1.0396882466068291e-08
1966,1.0524241922382771e-08
1967,5.423369309198733e-09
1968,6.737123747768692e-09
1969,6.358460868938209e-09
1970,3.219107425067591e-09
1971,6.679916619845017e-09
1972,3.0780880067027283e-09
1973,4.410563025913916e-09
1974,6.750686232237513e-09
1975,5.711480177694739e-09
1976,8.570290255249802e-09
1977,1.2928920156696222e-08
1978,8.316828115084718e-09
1979,2.3407893401383717e-09
1980,9.096241093686785e-09
1981,7.590659656386833e-09
1982,7.449002747961231e-09
1983,3.78918940668882e-09
1984,1.1018116197192285e-08
1985,6.617113967877231e-09
1986,4.7955883708539204e-09
1987,5.49973533381376e-09
1988,1.139345240375178e-08
1989,8.780995486290522e-09
1990,8.717841559757744e-09
1991,6.4476117778156095e-09
1992,7.162927584403178e-09
1993,8.308811416668505e-09
1994,1.002236071911966e-08
1995,8.133675954979935e-09
1996,5.871901187504136e-09
1997,9.58978851883785e-09
1998,7.152193948201102e-09
1999,4.570201106446348e-09
2000,1.0161472552283612e-08
2001,1.095302959441824e-08
2002,7.009954394732176e-09
2003,5.8336921959778465e-09
2004,5.285749615779878e-09
2005,9.908249332113428e-09
2006,4.941467679486777e-09
2007,6.391167151065247e-09
2008,6.811903485726134e-09
2009,8.105927484791664e-09
2010,3.3066551718974324e-09
2011,3.823971805871906e-09
2012,4.765953853791416e-09
2013,5.578249862026041e-09
2014,4.7639794331644225e-09
2015,3.546520632724537e-09
2016,5.3854840587064245e-09
2017,4.528100561174142e-09
2018,1.8070267504555204e-09
2019,6.887666881283394e-09
