year,trois_DET essais_NOUN,trois_DET décès_NOUN
1800,9.432493897065797e-09,0.0
1801,8.572257570449437e-08,2.3811825844433088e-09
1802,2.9091921760482364e-08,0.0
1803,2.7304748684287006e-08,0.0
1804,4.943701892301533e-09,0.0
1805,2.55858996212055e-08,0.0
1806,1.729001475325731e-08,0.0
1807,1.1387820464392462e-08,0.0
1808,3.6257183033683305e-08,1.3596443970698147e-08
1809,8.810219220833915e-08,2.259030518203531e-09
1810,8.658469141664682e-08,0.0
1811,5.264861258069686e-08,2.5070767684098882e-09
1812,1.520308643421231e-07,0.0
1813,1.2365688917270745e-07,2.8757416448144113e-09
1814,5.349351139827263e-08,0.0
1815,3.7761129112467984e-08,0.0
1816,7.879853036740769e-08,0.0
1817,3.269434234454138e-08,1.556873407970727e-09
1818,3.457141417584353e-08,0.0
1819,4.5544620519422097e-08,0.0
1820,3.797273961936298e-08,7.119888678630559e-09
1821,1.4792232327920374e-08,0.0
1822,5.6143449000956025e-08,8.02049271442229e-09
1823,6.028439070160374e-08,0.0
1824,2.86317822784099e-08,4.210556348027694e-09
1825,2.113306352136135e-08,6.163809906922779e-09
1826,2.2019961409824873e-08,4.403992281964975e-09
1827,5.346018239205108e-08,9.217273055917019e-10
1828,1.4675681669906737e-08,0.0
1829,1.0287811491593857e-08,4.286587973467704e-09
1830,5.84462815922393e-08,0.0
1831,4.521449681327283e-08,3.1182412207897414e-09
1832,1.0282776785608405e-07,2.841293600397421e-08
1833,7.413522418175944e-08,3.243415847009601e-08
1834,4.853956081518618e-08,1.586870213010627e-08
1835,2.4201881387853064e-08,1.0588323107185715e-08
1836,5.981467532389928e-08,5.376600054063374e-09
1837,5.77504950527441e-08,4.174734669071256e-09
1838,3.976661888671629e-08,3.1560809521380406e-09
1839,5.2436063047167636e-08,6.292327547896548e-09
1840,4.713569712322396e-08,4.458782232319436e-09
1841,5.200644137559607e-08,2.118781061710706e-08
1842,4.427454891597904e-08,6.708265054555795e-09
1843,4.193906844029982e-08,8.269675666472409e-09
1844,4.226192151790542e-08,1.1525978449444807e-08
1845,4.910600459595571e-08,1.0044410636567136e-08
1846,1.9905304515788202e-08,1.6978054517835517e-08
1847,3.289866423727972e-08,1.5640348571821505e-08
1848,2.6549232035044668e-08,2.172209917494783e-08
1849,3.854530761238095e-08,4.6924724550478913e-08
1850,4.820187271548093e-08,1.765138968323754e-08
1851,6.062472501788818e-08,8.384270167027807e-09
1852,4.101643513720887e-08,6.510545436100301e-10
1853,4.4789489006547e-08,1.4929829816878737e-08
1854,2.3900055934333864e-08,5.195664343204953e-09
1855,4.4578271740647324e-08,1.4859423913549108e-08
1856,3.054541686253742e-08,1.4496129963070814e-08
1857,6.834112831199946e-08,7.810414537345878e-09
1858,5.2851701681788654e-08,8.80861672492017e-09
1859,6.059686374904061e-08,4.582956236731661e-09
1860,7.552353409323587e-08,1.1442959468865865e-08
1861,9.337608297688149e-08,1.3204698667834691e-08
1862,3.975828088975675e-08,1.581295272501393e-08
1863,4.4951588895614236e-08,2.3474718169325115e-08
1864,5.0824115915837353e-08,1.1507347075223606e-08
1865,7.766293097510868e-08,1.4591217789572397e-08
1866,3.79517803850149e-08,3.2599607735495084e-08
1867,5.774845668327089e-08,3.688136729351754e-08
1868,4.5940830251112175e-08,1.7783547412442147e-08
1869,7.37411394169385e-08,3.662639258550371e-08
1870,4.1285152185821516e-08,2.2362790730312554e-08
1871,8.072094459521395e-08,5.6292238648225634e-08
1872,8.829115039077351e-08,2.297988976884824e-08
1873,7.901525567177714e-08,2.2148215872430654e-08
1874,9.260644406872132e-08,2.6288279997288555e-08
1875,1.1900776575313188e-07,1.773673358185235e-08
1876,1.1668808652665064e-07,1.874264654588842e-08
1877,7.359931064598868e-08,5.0097008097438334e-08
1878,5.5559617351264023e-08,1.3889904337816006e-08
1879,9.652734256349049e-08,3.787781543973523e-08
1880,6.482024894616245e-08,3.529815595371133e-08
1881,7.948658597989322e-08,2.7890029619115353e-08
1882,6.522277273823818e-08,4.392554342480537e-08
1883,8.594300970887758e-08,3.6652167523243406e-08
1884,4.951272902786741e-08,5.0172896948197376e-08
1885,1.1988882597790962e-07,4.0607505136236455e-08
1886,7.808691604438422e-08,2.1941777172962418e-08
1887,1.442892350045355e-07,6.267767460599316e-08
1888,8.052580979800439e-08,3.9945874164004636e-08
1889,8.207328999754182e-08,4.510898543585995e-08
1890,1.061810595004431e-07,7.865263640383091e-08
1891,1.0836174091366502e-07,5.099375977035692e-08
1892,1.0844526343589678e-07,4.325273628147386e-08
1893,1.0161387203888594e-07,4.618812399215244e-08
1894,8.633108738997919e-08,6.364554661075772e-08
1895,9.7501551499235e-08,5.115822254708746e-08
1896,1.096847410120283e-07,4.127920127938722e-08
1897,9.322741956196978e-08,5.010973680441566e-08
1898,1.0411373274621383e-07,3.67793067113098e-08
1899,1.2271224214543963e-07,3.703477524652499e-08
1900,1.1731779903101369e-07,2.6474371694895638e-08
1901,1.1233364910490096e-07,4.0797793698921225e-08
1902,9.869670591911017e-08,2.9461703299205055e-08
1903,9.774398890272096e-08,3.024123373940313e-08
1904,1.295284661750884e-07,4.729670255443352e-08
1905,1.0527948357541561e-07,4.025392108530923e-08
1906,9.413857959827965e-08,4.732649783178999e-08
1907,1.0799971228436789e-07,3.651418722938615e-08
1908,8.300247267278849e-08,3.290630701258124e-08
1909,1.309234022306427e-07,2.7504917454734823e-08
1910,1.2932844484225825e-07,3.366814915750638e-08
1911,1.0640747993839739e-07,3.830669559334865e-08
1912,1.0418842455450772e-07,3.125652758839692e-08
1913,1.251505593602431e-07,2.8105844762649212e-08
1914,7.634287718660815e-08,2.74566485103378e-08
1915,1.178076196595157e-07,2.8273829055791566e-08
1916,7.141850399960958e-08,3.406113324722071e-08
1917,1.1734074378821902e-07,4.496233962925089e-08
1918,1.1371512975699716e-07,1.72295644418341e-08
1919,1.9520638888659292e-07,3.13066836898912e-08
1920,9.843901294104285e-08,1.8930579326337238e-08
1921,9.087296704013426e-08,2.9533715917295922e-08
1922,1.0402888922511622e-07,3.320071062518082e-08
1923,1.5393124419560422e-07,2.7601465113491486e-08
1924,1.198921029121891e-07,2.7072411645789884e-08
1925,1.1548086709112226e-07,2.3096172974135243e-08
1926,1.3152443190111995e-07,3.232380141326985e-08
1927,1.3267577458897506e-07,3.0102906833917586e-08
1928,1.1997342941327815e-07,4.6846769130581833e-08
1929,1.1697426982593129e-07,3.787738034333188e-08
1930,1.281439625522296e-07,1.995684684175103e-08
1931,1.4028588513070872e-07,3.5356605643244166e-08
1932,1.4137802417657497e-07,5.041386708093398e-08
1933,1.881188660401989e-07,4.5882648125328274e-08
1934,1.701384437780007e-07,2.995395043114968e-08
1935,1.3165112378032973e-07,2.6330225999515733e-08
1936,1.2003467642074384e-07,3.6374143252970725e-08
1937,1.674618652636184e-07,2.5182236740306507e-08
1938,1.6595474860992e-07,2.7226950916059423e-08
1939,1.5446990708767316e-07,3.058810094103137e-08
1940,2.206131135551459e-07,2.7893612530860423e-08
1941,9.149657831386548e-08,2.6563522936839945e-08
1942,2.123948190657643e-07,3.034211770724937e-08
1943,2.0612970108579987e-07,2.9032351633873077e-08
1944,1.1246151743193877e-07,3.534504777746861e-08
1945,1.8517284416930124e-07,1.3071024262956144e-08
1946,2.3805088389394768e-07,1.6705325123211878e-08
1947,1.668921905118026e-07,4.7683483828109274e-09
1948,2.2069932370527567e-07,1.9569397657903664e-08
