year,trois_DET essais_NOUN,trois_DET décès_NOUN
1949,1.5020022980927195e-07,2.846932423139492e-08
1950,2.222790458361601e-07,2.1270722516675278e-08
1951,1.8337610996344011e-07,1.5992102864181845e-08
1952,2.277677692008595e-07,1.265376459169687e-08
1953,2.1870869693074724e-07,2.6934568575498474e-08
1954,2.521314339531955e-07,2.8340355839873155e-08
1955,2.2150034206802616e-07,2.0648337262230143e-08
1956,2.215169989661092e-07,1.4825940919394043e-08
1957,2.5179857865431643e-07,2.120409026140635e-08
1958,2.5395786773518836e-07,1.9026160202884057e-08
1959,2.4647378438213963e-07,2.2477169459023116e-08
1960,2.311558324752383e-07,8.304999910002664e-09
1961,2.5430263322911983e-07,2.153929301584867e-08
1962,2.460679100479979e-07,3.170978146727066e-08
1963,2.2178562986141515e-07,2.3277791250109203e-08
1964,2.2267324234492847e-07,1.1559539991878864e-08
1965,2.4843077639502553e-07,3.2285055739933455e-08
1966,2.6753731263706726e-07,3.212663335361299e-08
1967,2.3961430789531946e-07,2.4651678254272724e-08
1968,2.816117729842471e-07,2.155879630372226e-08
1969,2.4525492811622307e-07,2.180043656707653e-08
1970,2.842012108428271e-07,2.0234390607498653e-08
1971,2.80556502918472e-07,1.2332153742633523e-08
1972,2.939574052507332e-07,2.2572646196650226e-08
1973,3.0102092929418234e-07,1.2680368366435602e-08
1974,2.998429718958917e-07,1.4063928910346135e-08
1975,3.1984288906272695e-07,1.9419032604162112e-08
1976,3.119585636479627e-07,1.4283817462157344e-08
1977,3.097064059653931e-07,1.9393379346865913e-08
1978,2.988117489000075e-07,1.2475241617515564e-08
1979,3.470220186763129e-07,1.521513093294402e-08
1980,3.467941863677382e-07,1.1938816379952755e-08
1981,3.6435164774140105e-07,1.7711538125020354e-08
1982,3.420333869463832e-07,1.1794254350938616e-08
1983,3.549207565622936e-07,2.0209011353244932e-08
1984,3.3576259400591724e-07,2.2616132300257163e-08
1985,3.176214588007653e-07,1.5640450934384376e-08
1986,3.554729879340357e-07,2.7574632466276228e-08
1987,3.721487421559644e-07,1.7721368927858805e-08
1988,3.232142495313006e-07,2.6384836981918625e-08
1989,3.2050632692293135e-07,2.469654925008058e-08
1990,3.8576447752847187e-07,2.016000799631712e-08
1991,3.4758488648423125e-07,1.1136784161536184e-08
1992,3.261886912797607e-07,1.5427844113347078e-08
1993,3.8442099281610354e-07,2.4372513451886846e-08
1994,3.5974998618959475e-07,1.8462243067673967e-08
1995,3.4378339108798173e-07,2.5485518917456318e-08
1996,3.587197869858727e-07,2.348760586023957e-08
1997,3.6297351035941006e-07,2.3494982404059783e-08
1998,3.752517614419304e-07,3.5284156041370807e-08
1999,3.9760749875883405e-07,2.833524748169225e-08
2000,3.73323669089487e-07,1.8997535100595542e-08
2001,3.929947075265172e-07,3.24209663560282e-08
2002,3.8116626333017933e-07,1.445803077260166e-08
2003,3.916907561074545e-07,2.541822929913451e-08
2004,3.647167210463209e-07,1.7619164571769375e-08
2005,3.801164774053234e-07,3.0625498137482055e-08
2006,4.6738051340255993e-07,2.6766284300094867e-08
2007,3.978501460777384e-07,3.395307501818934e-08
2008,3.8870424842740725e-07,2.3415918759539522e-08
2009,4.176936598820902e-07,2.1456866727831425e-08
2010,4.062462011233947e-07,1.8422793290895356e-08
2011,3.98075474805637e-07,2.1031846375585417e-08
2012,3.68680570461688e-07,2.0425516389366294e-08
2013,3.729060150114982e-07,1.8966050285840197e-08
2014,2.427464057541684e-07,1.5374660433664644e-08
2015,3.183002246220923e-07,1.6180999984349853e-08
2016,2.4255391817273875e-07,1.2842308660943047e-08
2017,2.618751502314609e-07,1.4087423672037858e-08
2018,3.035804875262116e-07,1.290733342429462e-08
2019,2.550987720506548e-07,1.3010037491767434e-08
