year,petits_ADJ yeux_NOUN,petits_ADJ dieux_NOUN
1861,4.871590704169648e-07,1.4619487842537637e-08
1862,5.335741661838256e-07,3.388489847044873e-08
1863,4.21046536303038e-07,3.696019490462277e-08
1864,4.0179818938668177e-07,2.0137858047775126e-08
1865,5.304613637235889e-07,1.4120533187167439e-08
1866,4.194158407244686e-07,2.968023871119385e-08
1867,5.299270355862973e-07,1.649955905236311e-08
1868,5.181927917874418e-07,1.679557160016998e-08
1869,5.401172415986366e-07,1.660396442559886e-08
1870,5.080367486698378e-07,2.2936194721268066e-08
1871,4.5246216018313135e-07,8.496941816815706e-09
1872,5.896155812479265e-07,2.2979889990892843e-08
1873,5.279655965750862e-07,2.2746815986351976e-08
1874,5.269605480862083e-07,3.64451149259537e-08
1875,5.034943910686707e-07,2.0597497707441903e-08
1876,4.939594191455399e-07,2.1161051133589126e-08
1877,4.997331188860699e-07,2.4739264414819218e-08
1878,4.4206129246049386e-07,3.32149880932775e-08
1879,5.34565970156109e-07,3.0546626561545054e-08
1880,4.2742857431221637e-07,1.9253538319219388e-08
1881,5.578006039286265e-07,2.161477419271307e-08
1882,5.716975692848791e-07,2.7952617553950176e-08
1883,6.338296998364967e-07,2.5277355319985872e-08
1884,5.301162673276849e-07,1.8484751507230612e-08
1885,6.632558893215901e-07,1.7403216756584072e-08
1886,6.130790666247776e-07,1.4197620190614657e-08
1887,6.659503242190112e-07,1.3057849024278312e-08
1888,5.712893766940397e-07,3.677556503767221e-08
1889,5.124882136442466e-07,3.5084766536463974e-08
1890,5.466358174999186e-07,2.2284913470116408e-08
1891,6.23398705101863e-07,2.613430305498099e-08
1892,5.660466513290885e-07,4.5133289106047414e-08
1893,5.832020519846992e-07,1.046930814263547e-08
1894,7.013613299022836e-07,3.087754230080009e-08
1895,6.831127734585607e-07,9.027921299420427e-09
1896,7.046949690447946e-07,1.5921978790967017e-08
1897,8.122438543978205e-07,9.322741356676545e-09
1898,5.992197884552297e-07,3.621347133275776e-08
1899,6.05269860898261e-07,3.427098782537996e-08
1900,6.561490977219364e-07,2.9069897267142153e-08
1901,5.666981337526522e-07,8.941982265753268e-09
1902,5.386581278798985e-07,1.0802624572647801e-08
1903,5.092407491247286e-07,2.052083791781456e-08
1904,5.363875743569224e-07,1.7736263124845664e-08
1905,5.392993216446484e-07,2.115911224009892e-08
1906,5.607161028819974e-07,2.0576737647104437e-08
1907,5.857698397448985e-07,1.1828539425717821e-08
1908,6.546881650137948e-07,5.893666665812702e-09
1909,7.211789352368214e-07,2.0353639218484432e-08
1910,7.727641673227481e-07,2.8323998924051352e-08
1911,6.730273298671818e-07,2.128149745317387e-08
1912,5.626175152428914e-07,2.5526163183187123e-08
1913,6.008287414260849e-07,1.6969567306901467e-08
1914,6.140913910712698e-07,3.0805021311586245e-08
1915,4.5709356299994397e-07,1.4136913861761968e-08
1916,5.856317102370667e-07,2.0876178119522137e-08
1917,7.358470952567586e-07,2.3029490536785602e-08
1918,7.247903681673051e-07,3.6756402366222574e-08
1919,5.985101552141714e-07,2.117805053547528e-08
1920,7.602520781802014e-07,1.2872794385998532e-08
1921,6.179361662361771e-07,4.0892835784234194e-08
1922,9.170773864752846e-07,3.6889677978990676e-08
1923,9.862216074907337e-07,2.3355085421172816e-08
1924,6.445812346100865e-07,2.7072411756812187e-08
1925,9.216473131345992e-07,2.4195992320841242e-08
1926,6.676536941085942e-07,2.5636118672345276e-08
1927,1.0647510180206154e-06,2.4528294950698637e-08
1928,8.946590241976082e-07,2.170947865920425e-08
1929,8.255041166194133e-07,3.787738256377793e-08
1930,6.711802598147187e-07,1.8906486376479847e-08
1931,7.071321306284517e-07,3.763767608688795e-08
1932,6.170218966872199e-07,1.5343351589258702e-08
1933,6.882397087792924e-07,1.6058926410877916e-08
1934,6.733648092449585e-07,1.3179738189705859e-08
1935,7.360494578279031e-07,1.6755597798123745e-08
1936,7.032334679024643e-07,1.33371855781661e-08
1937,6.144465487523121e-07,2.5182236518261902e-08
1938,6.638189802288252e-07,1.8151300351654243e-08
1939,6.285854965426552e-07,1.8352860564618823e-08
1940,5.198355097491003e-07,1.5214697057785997e-08
1941,7.40827147183154e-07,3.246652724442356e-08
1942,7.19108186331141e-07,3.034211726316016e-08
1943,7.34518494027725e-07,3.774205836748479e-08
1944,8.161492814906524e-07,9.639558484764166e-09
1945,8.016895094442589e-07,3.485606603348401e-08
1946,8.046398534133914e-07,2.0881657292193267e-08
1947,9.036020287567226e-07,3.099426493236024e-08
1948,8.664894721732708e-07,2.6092530802657166e-08
1949,7.264586088240321e-07,3.730463205009471e-08
1950,7.317128734030121e-07,2.339779547888554e-08
1951,7.985390197973175e-07,1.3859821956785368e-08
1952,8.414753551733156e-07,1.370824520563474e-08
1953,7.035309295133629e-07,2.3702420026694426e-08
1954,7.221904070320306e-07,1.563605800392054e-08
1955,6.87965041379357e-07,2.2525458831523792e-08
1956,8.63393040617666e-07,1.2209598665435806e-08
1957,6.988514655859035e-07,1.9437083054185678e-08
1958,7.246485438372474e-07,2.481672983778438e-08
1959,6.061084718567145e-07,2.2477169014933907e-08
1960,8.208108397411706e-07,1.522583353841256e-08
1961,7.510960244871967e-07,2.0149662549595604e-08
1962,8.054284421632474e-07,2.3465239529230075e-08
1963,6.944541155462503e-07,3.1683661361192605e-08
1964,6.990479732849053e-07,2.5552667315409394e-08
1965,5.603372414952901e-07,1.532172161367029e-08
1966,6.829679364273034e-07,1.3847686886059307e-08
1967,7.54341328956798e-07,1.33119064660292e-08
1968,6.440690185627318e-07,2.4253644648197792e-08
1969,6.494713602478441e-07,1.9075382107214267e-08
1970,5.168967049939965e-07,2.2533751975473137e-08
1971,5.00993735386146e-07,2.1067429245569258e-08
1972,4.909550739284896e-07,3.129389614109357e-08
1973,5.221003789301903e-07,2.0950174040024194e-08
1974,4.1910507775355654e-07,9.56347201430674e-09
1975,3.752442410132062e-07,1.599214449754527e-08
1976,4.3022856743846205e-07,2.6853576695629044e-08
1977,4.466354255328042e-07,1.4104276691018214e-08
1978,4.895047140962561e-07,2.5544542925359792e-08
1979,4.681578786858154e-07,2.106710472737916e-08
1980,5.525966457753384e-07,9.664756106531058e-09
1981,5.610762627838994e-07,2.150686878588104e-08
1982,5.350867127162928e-07,1.738100641190954e-08
1983,6.239532126528502e-07,1.3262163922611592e-08
1984,4.7261920599339646e-07,1.333771937339634e-08
1985,4.397373061237886e-07,2.707001067747683e-08
1986,5.113296310810256e-07,1.3187867908825979e-08
1987,4.509782911554794e-07,1.8943532076320935e-08
1988,4.887191380475997e-07,1.019414141989472e-08
1989,4.780154654326907e-07,1.81108031904742e-08
1990,4.6313533630382153e-07,1.1442167324737795e-08
1991,4.460574984932464e-07,1.52398094144246e-08
1992,5.052618803347286e-07,1.4325854502672541e-08
1993,3.905141170434945e-07,1.550978012687665e-08
1994,4.2304910152779485e-07,1.846224317869627e-08
1995,4.74464457056456e-07,2.3316538699802436e-08
1996,4.457307056782156e-07,2.508903329534462e-08
1997,4.6846119516885665e-07,1.4384683222345984e-08
1998,4.2865482896559115e-07,2.0026142522056034e-08
1999,3.97607493596297e-07,1.919484421408768e-08
2000,4.082261000348808e-07,1.0603275590881367e-08
2001,4.043858439217729e-07,2.4096664746897645e-08
2002,4.714194403732108e-07,1.9715496568650792e-08
2003,5.033642764828983e-07,1.4167538087139775e-08
2004,4.691102617471188e-07,2.2464435034397212e-08
2005,5.616175826617109e-07,1.486237388714784e-08
2006,5.509736524800246e-07,2.2648394271129746e-08
2007,5.580287734119338e-07,1.2782334080085889e-08
2008,6.45002103283332e-07,1.5752526727474958e-08
2009,7.13798442575353e-07,1.4781396551200032e-08
2010,9.617642717785202e-07,1.5116137674908714e-08
2011,1.1617227073656977e-06,1.491349077564763e-08
2012,1.6942965430644108e-06,1.8382964761531895e-08
2013,1.8748498860077234e-06,1.7292574927552096e-08
2014,1.919234136948944e-06,1.840628383042997e-08
2015,1.8240199324282003e-06,2.15007805448586e-08
2016,1.8772554994939128e-06,2.0091998509386144e-08
2017,1.6547691075174953e-06,1.408742333897095e-08
2018,2.026709580604802e-06,1.1100306396283344e-08
2019,1.843088625719247e-06,1.556102546818039e-08
