year,dix_DET ans_NOUN,dix_DET dents_NOUN
1800,1.7610464794870495e-05,1.6664071722516383e-07
1801,1.829224450489164e-05,1.1429676227692198e-07
1802,1.818916427964723e-05,3.2448681963614945e-07
1803,1.607079448717741e-05,3.120542828582984e-07
1804,2.0239514867625985e-05,1.1123329102247226e-07
1805,1.802100203462942e-05,2.103729546121258e-07
1806,1.5411166344847516e-05,2.881669161070022e-07
1807,1.8112328632469143e-05,3.9857372513552036e-08
1808,1.9125665374986056e-05,8.611081092624318e-08
1809,2.101350162320159e-05,1.2424668227595248e-07
1810,1.967110583223075e-05,8.424456154898508e-08
1811,2.1641087187163066e-05,3.760615285841595e-08
1812,1.9884036987605214e-05,3.7340914360584065e-08
1813,2.2767246377952688e-05,8.627225156487839e-09
1814,2.1170844320295146e-05,4.72001566720337e-08
1815,1.821435131432736e-05,1.1328339155625144e-07
1816,1.557198086743483e-05,1.0892738089296472e-07
1817,1.6722376585676102e-05,4.2969705305040407e-07
1818,1.942079006767017e-05,7.867976847819591e-08
1819,1.939579755116938e-05,1.3042323221412744e-07
1820,1.742236753443649e-05,4.153268307049984e-08
1821,1.85208608627363e-05,4.437669787193954e-08
1822,1.815739369703806e-05,7.318699601910339e-08
1823,1.7548687083035475e-05,1.5416991061556473e-07
1824,1.7724757356063492e-05,1.3052724057160958e-07
1825,2.0351139369267912e-05,8.453225142091014e-08
1826,1.9736051314112046e-05,1.1802699162455355e-07
1827,2.2108551434030232e-05,1.8711064342369355e-07
1828,1.851520687523589e-05,4.3109814384934e-08
1829,1.936937599111843e-05,8.830371456269859e-08
1830,1.8881278862181716e-05,7.201416707403041e-08
1831,2.281461104303162e-05,1.3564348932959547e-07
1832,2.147476646996438e-05,4.058990654698391e-08
1833,2.077407896194927e-05,4.40177885252524e-08
1834,2.0340875551028148e-05,7.841006066655609e-08
1835,1.9089233376234915e-05,6.277362984974388e-08
1836,2.142575107200173e-05,7.863277318165274e-08
1837,2.0301734821259743e-05,1.315041373572967e-07
1838,2.0358615358873067e-05,5.1759727170974656e-08
1839,1.9610389074387058e-05,8.319855471228266e-08
1840,2.2441686894580926e-05,8.917564464638872e-09
1841,2.2487329999876238e-05,8.15409690879676e-08
1842,2.127190759892983e-05,2.4149754196400863e-08
1843,2.073975525718197e-05,3.1306630177141415e-08
1844,2.2156223906222294e-05,5.927646284931143e-08
1845,2.2573138153347827e-05,1.9530798311961917e-08
1846,2.116402157525954e-05,5.913046408068112e-08
1847,2.1606872621759976e-05,1.77976389181822e-08
1848,2.2406747234526847e-05,4.022610866627474e-08
1849,1.9788825625255413e-05,3.9383248662261394e-08
1850,2.018232657974295e-05,4.616517301769818e-08
1851,2.0541463300105534e-05,6.44943867200709e-08
1852,2.0848719827881723e-05,3.1250618093281446e-08
1853,2.0599582569502672e-05,4.478948767427937e-08
1854,1.93372233638911e-05,4.364358119346434e-08
1855,2.0927905950429704e-05,4.404757802944914e-08
1856,2.0336517081886996e-05,3.4169449492083004e-08
1857,2.0284135189285735e-05,3.026535466688074e-08
1858,2.151847257891859e-05,2.397901255335455e-08
1859,2.1541420380799536e-05,2.1387128512628806e-08
1860,2.2547208232026605e-05,5.126445951075809e-08
1861,2.1855191164377175e-05,2.6880994319355977e-08
1862,2.180605986268347e-05,2.891511208247266e-08
1863,2.190241190191955e-05,3.296449690992631e-08
1864,2.2096982945640775e-05,8.103089887967485e-08
1865,2.1638775081100903e-05,3.95374932793402e-08
1866,2.1109948761477426e-05,9.731225603104576e-09
1867,2.4091296779715776e-05,3.639608614491863e-08
1868,2.2148913160435768e-05,2.667531973088444e-08
1869,2.1258936442336562e-05,1.5138908793232986e-08
1870,2.0962534961199708e-05,2.2936195165357276e-08
1871,1.8884452458678425e-05,3.504988654867702e-08
1872,2.111851802055753e-05,2.5398825820310833e-08
1873,1.95419108877104e-05,3.352162325498398e-08
1874,2.0336972283985233e-05,3.0470506118263074e-08
1875,2.1083827846268832e-05,3.318485752856759e-08
1876,2.081884662175071e-05,2.4788660235586235e-08
1877,2.0745727681514836e-05,4.4530676035492434e-08
1878,2.151606599909428e-05,3.0799352401800206e-08
1879,2.293135179343153e-05,6.903537697056095e-08
1880,2.2367478493379167e-05,4.299957012676714e-08
1881,2.298278025136824e-05,1.3945015586713794e-08
1882,2.3556070232189086e-05,3.4608003574021495e-08
1883,2.2371723446212854e-05,2.9700892412165558e-08
1884,2.150040694459676e-05,2.3766109080725073e-08
1885,2.1295734939030808e-05,3.222817923642651e-08
1886,2.1249966550840327e-05,4.5174246565693466e-08
1887,2.4395979721703043e-05,1.566941953967671e-08
1888,2.2036805887637456e-05,2.663058196183954e-08
1889,2.3295030700865027e-05,4.8241552974559454e-08
1890,2.336704335448303e-05,3.9326319978272295e-08
1891,2.2598523003125592e-05,1.9122660788184476e-08
1892,2.1383148805398378e-05,2.7581453565517222e-08
1893,2.1303811081452295e-05,4.557228194812524e-08
1894,2.1235556459942018e-05,1.2603078580752936e-08
1895,2.2980273683970154e-05,3.4306101071024386e-08
1896,2.209321991131219e-05,4.009979548413867e-08
1897,2.1869987506306643e-05,1.8645483046419997e-08
1898,2.2040989847482706e-05,3.3384292663640736e-08
1899,2.2889149363436445e-05,3.316546859366554e-08
1900,2.311316472969338e-05,2.699347589896206e-08
1901,2.250529314551386e-05,1.7325090917452712e-08
1902,1.996325022446399e-05,1.3355972328099597e-07
1903,2.1366511077758332e-05,9.720396931811592e-09
1904,2.1281903400449664e-05,1.5048950530172078e-08
1905,2.2547355570168293e-05,8.257214467732865e-09
1906,2.225785794962576e-05,3.4980455865252225e-08
1907,2.204942688877054e-05,1.0799970917574342e-08
1908,2.2889528167979734e-05,2.2101250607420297e-08
1909,2.322625255146704e-05,9.901770070541716e-09
1910,2.2801352884016524e-05,2.0842188419578633e-08
1911,2.2852071197121404e-05,2.2345571504267525e-08
1912,2.3193385914055398e-05,3.125652625612929e-08
1913,2.2215283820514742e-05,1.7499866444836698e-08
1914,2.186888536925835e-05,2.276892807628883e-08
1915,1.8632453645750502e-05,1.6493066468115103e-08
1916,1.8714944360453956e-05,3.0764893521606496e-08
1917,1.7660329035606992e-05,1.4256351654751143e-08
1918,1.7873949730073946e-05,3.331049125421259e-08
1919,2.0472730057008448e-05,2.7623545340027533e-08
1920,1.945457751162394e-05,3.8618381381638756e-08
1921,1.9785316851539392e-05,5.300923311413186e-09
1922,1.9981663342605316e-05,3.32007097370024e-08
1923,1.8994054471477284e-05,1.8047111360885992e-08
1924,1.9873728433594806e-05,3.0939897754933554e-08
1925,2.0431314396773814e-05,1.539744931555731e-08
1926,1.9116741668767645e-05,1.4489980437737415e-08
1927,2.123481442595221e-05,1.8953683067479687e-08
1928,2.117588280725613e-05,1.4853853258500749e-08
1929,2.2207285383046838e-05,1.0026365515614089e-08
1930,2.2871597366247443e-05,1.575540586884472e-08
1931,2.1752297016064404e-05,1.1405356659111021e-08
1932,2.050967702871276e-05,8.767629289252454e-09
1933,1.9996805008304364e-05,1.2617728861741284e-08
1934,1.94161500530754e-05,1.3179738189705859e-08
1935,1.9255772485848865e-05,2.2739739868882225e-08
1936,1.8547176296124235e-05,1.8187071404440758e-08
1937,1.9016364944945963e-05,3.903246770242674e-08
1938,1.8481912661627575e-05,1.0372171566075394e-08
1939,1.7702863942758995e-05,1.5294050470515685e-09
1940,1.866082618562359e-05,2.2822046474857416e-08
1941,1.76470347241775e-05,2.066051862925633e-08
1942,1.8390357467978902e-05,1.8205270180260413e-08
1943,1.8406511799184955e-05,2.9032352077962287e-09
1944,1.8536870811658446e-05,1.6065930807940276e-08
1945,2.0525865124909615e-05,8.714016175304096e-09
1946,1.953409434918285e-05,4.315542145860718e-08
1947,2.0027062646477134e-05,7.152522574216391e-09
1948,1.9391098931009765e-05,4.348755133776194e-09
1949,2.1791794551973e-05,1.8652315247891238e-08
1950,1.944569555689668e-05,1.1698897850465073e-08
1951,1.876833107417042e-05,1.4925962688039363e-08
1952,1.8024234123004135e-05,2.8470971358274255e-08
1953,1.8192684933637793e-05,1.0773827274768166e-08
1954,1.9405324337640195e-05,3.029486150829541e-08
1955,2.0543218738566793e-05,1.220129064449793e-08
1956,2.2007801135259797e-05,5.232684952005684e-09
1957,2.0477850171118916e-05,8.835037590415595e-09
1958,2.263947499159258e-05,1.2408365002158916e-08
1959,2.2621332277594774e-05,6.200598368089061e-09
1960,2.117013752922503e-05,6.2287499602575735e-09
1961,2.1869331703783246e-05,3.47407969059077e-09
1962,2.159372820642602e-05,1.9025869768540815e-09
1963,2.1457597881635593e-05,1.2285501505004959e-08
1964,2.149466081391438e-05,1.764350798794112e-08
1965,2.1018665734118258e-05,8.20806533852192e-09
1966,2.121188617820735e-05,1.1632056873267516e-08
1967,2.204648785664176e-05,1.725617448933292e-08
1968,2.3881307924966677e-05,4.940557296606585e-09
1969,2.3281505036720773e-05,1.090021850558287e-08
1970,2.3631467797713412e-05,1.3336302728816918e-08
1971,2.3510737946708105e-05,1.3359833239690033e-08
1972,2.341450237963727e-05,1.7442499000708267e-08
1973,2.274196538110118e-05,6.615844760915479e-09
1974,2.2818444449512754e-05,2.250228725575454e-09
1975,2.2102857542449783e-05,6.8537762132336866e-09
1976,2.2296466795523884e-05,7.998937512354587e-09
1977,2.2224814301807783e-05,1.4104276413462458e-08
1978,2.4256621827589697e-05,9.504946163474415e-09
1979,2.3761937427480007e-05,1.2289143924704149e-08
1980,2.3672398356211488e-05,7.95921106799824e-09
1981,2.3489927343689487e-05,4.427884725544118e-09
1982,2.303728331298771e-05,6.2075020679230875e-09
1983,2.3720327590126544e-05,1.452522668810019e-08
1984,2.48307751462562e-05,1.4497521405587577e-08
1985,2.5361592633998953e-05,6.015557829641693e-09
1986,2.5502938569843536e-05,5.994485352545098e-09
1987,2.5003017981362063e-05,5.49973533381376e-09
1988,2.5061997348529985e-05,8.994830658082265e-09
1989,2.5958818014260032e-05,6.036934507847036e-09
1990,2.6422143037052592e-05,5.993515905799995e-09
1991,2.6545404352873447e-05,3.5168791212569772e-09
1992,2.6245517801726237e-05,4.4079553340736766e-09
1993,2.593346152934828e-05,5.539207315052863e-09
1994,2.56160981280118e-05,1.002236071911966e-08
1995,2.5520765348119312e-05,1.0844901310314015e-08
1996,2.5282806518589496e-05,4.270473752399084e-09
1997,2.5684332285891287e-05,3.3564262480467733e-09
1998,2.6387780508230207e-05,9.536258449571733e-10
1999,2.5746684514160734e-05,2.285100553223174e-09
2000,2.6073012122651562e-05,2.6508188977203417e-09
2001,2.6455071520103957e-05,3.066848330846028e-09
2002,2.567395790720184e-05,3.066854992184176e-09
2003,2.5632825554566807e-05,5.41700001521761e-09
2004,2.6275902200723067e-05,1.0571498704203819e-08
2005,2.514263223929447e-05,7.656374201303606e-09
2006,2.559556810410868e-05,2.4707338397433887e-09
2007,2.5213154913217295e-05,5.592271368204393e-09
2008,2.5303667825937737e-05,8.089135583588813e-09
2009,2.43397148551594e-05,5.245011536203492e-09
2010,2.4732363726798212e-05,3.7790344187271785e-09
2011,2.3976686634341604e-05,4.971163480860241e-09
2012,2.512849073355028e-05,8.510631643865452e-09
2013,2.526919456613541e-05,7.530637446961919e-09
2014,2.7515445708559128e-05,4.3308902714089825e-09
2015,2.5791848770495562e-05,6.428068743957738e-09
2016,2.465992531597294e-05,5.385484197484303e-09
2017,2.523963098610693e-05,5.0312225496895735e-09
2018,2.5311797799076885e-05,5.162933192082164e-09
2019,2.5908086399795138e-05,8.16316081397872e-09
