year,deux_DET âmes_NOUN,deux_DET ames_NOUN,deux_DET dames_NOUN
1800,8.489244152087849e-08,3.112722986031713e-07,4.4961552170263985e-07
1801,2.8574191901498125e-08,4.690929813477851e-07,4.143257719135818e-07
1802,7.161088433349505e-08,3.0210841828193225e-07,1.103255243606327e-06
1803,7.216254971353919e-08,1.98934606565615e-07,2.866998762840467e-07
1804,5.6852570651244605e-08,3.435872937274098e-07,4.1527095717697193e-07
1805,1.1087222873129576e-07,3.01345039588341e-07,8.272774127959792e-07
1806,1.2679343797117326e-07,1.9307183052319488e-07,5.907421716244698e-07
1807,2.562259560079383e-08,1.7935817187009206e-07,3.9287980158064784e-07
1808,3.3991110370834576e-08,1.8128591250388126e-07,4.0109511090236083e-07
1809,9.93973401364201e-08,2.6882463943778134e-07,3.795171270581932e-07
1810,1.0296557917399696e-07,2.1061141186606847e-07,1.2426072615312478e-06
1811,4.7634459487966296e-08,2.0056614413732632e-07,4.437525973344236e-07
1812,1.8937179069311583e-07,3.4406986593182864e-07,3.840779978503406e-07
1813,1.0352670187785407e-07,2.415623043816595e-07,3.7959789445096703e-07
1814,8.496028014448598e-08,1.2272040805783035e-07,4.153613790691679e-07
1815,2.022917726662854e-07,1.564389611186101e-07,3.236668311146218e-07
1816,1.9236112791531923e-07,1.1124498477954603e-07,6.999163844056966e-07
1817,1.634717108345285e-07,1.198792493051215e-07,3.518533917556965e-07
1818,1.323250700124845e-07,2.908767271492252e-07,3.588274406496339e-07
1819,3.7988354861795415e-07,2.504954240700741e-07,2.8568898091663186e-07
1820,1.9935688833072618e-07,1.5307760481420019e-07,2.5275605253227695e-07
1821,1.8440982862966138e-07,1.4792232305715913e-07,5.068804966867901e-07
1822,2.175558648787046e-07,1.4837911521681235e-07,7.709698763846973e-07
1823,1.7195874946196454e-07,1.2748666733397584e-07,4.7239243361474337e-07
1824,1.0357968882601654e-07,1.3221146843989118e-07,4.3958208717498337e-07
1825,1.9195865652577027e-07,1.4440926165981693e-07,7.009132554358644e-07
1826,1.470933455038903e-07,1.2507338453815464e-07,4.2806802635908525e-07
1827,1.327287376673425e-07,1.2166800605895034e-07,3.2076110545453673e-07
1828,1.1465376559272045e-07,1.6418419562791442e-07,4.356843081865236e-07
1829,1.5003057801665776e-07,1.920391397014498e-07,5.795466823110829e-07
1830,1.5237780393029254e-07,1.0228099256437417e-07,4.811381444369545e-07
1831,2.1515865000765189e-07,2.479001852684348e-07,2.946737871489802e-07
1832,2.516574335587052e-07,2.4353945193844595e-07,4.61371968185631e-07
1833,2.1545548456458619e-07,2.0271349576717057e-07,5.594892815707908e-07
1834,1.8762407827388472e-07,2.623003085844289e-07,3.8831649606940744e-07
1835,1.8680826485706348e-07,1.5882484660778573e-07,5.097521267316552e-07
1836,2.7891112708289256e-07,2.7420659765020616e-07,3.817386091675701e-07
1837,2.720535321465434e-07,1.148051994581678e-07,3.2215033818339123e-07
1838,2.5627376221137865e-07,1.1677499434092908e-07,3.8756673448325785e-07
1839,2.2652380105014913e-07,7.970281545865987e-08,4.180902153372301e-07
1840,2.9109478250077814e-07,6.81556712733844e-08,4.1912550541312044e-07
1841,2.81220035702745e-07,1.386838461847617e-07,3.004816724327952e-07
1842,3.186425949763816e-07,8.452414235193828e-08,4.414038348166116e-07
1843,3.0243384552264274e-07,8.91943606196044e-08,3.96353740106381e-07
1844,3.831015904509627e-07,6.037417249471488e-08,3.759664419789033e-07
1845,4.185171009751798e-07,5.189611879119482e-08,2.5445840057258806e-07
1846,3.454155805826531e-07,4.3908760405386715e-08,4.0805873346982935e-07
1847,3.030991715391451e-07,1.88762818709165e-08,4.2282872669829885e-07
1848,2.646877936829384e-07,3.298541073615269e-08,3.918023026017181e-07
1849,3.6785631785107853e-07,3.267971893095023e-08,3.0249687044126006e-07
1850,3.313030152440888e-07,1.968808849284187e-08,3.211195238606024e-07
1851,2.9602923734550757e-07,1.7413484210138108e-08,2.863550938592141e-07
1852,3.32688862458852e-07,3.841221762890257e-08,3.2292306295644835e-07
1853,3.756345090533131e-07,1.9110181215253874e-08,3.4278889060601614e-07
1854,3.7148999609826205e-07,3.169355350385317e-08,3.9850746791358915e-07
1855,4.7550156878628513e-07,1.2205955357558196e-08,4.797471184758706e-07
1856,4.2867127625356716e-07,1.915559949550172e-08,4.721596571499731e-07
1857,4.6618412774535045e-07,2.5871998821092035e-08,5.73089171895802e-07
1858,5.725601095463162e-07,2.4468379322684086e-08,4.7321846086134656e-07
1859,5.611575200070718e-07,1.2730433818219922e-08,4.6695231237237067e-07
1860,5.304956145479878e-07,1.2358396611622524e-08,4.6504187523055407e-07
1861,6.272231676263118e-07,1.8863854756023812e-08,4.197207683631632e-07
1862,7.020950878455778e-07,9.939570166928036e-09,4.3779286018619246e-07
1863,6.413093220913879e-07,1.4484400734371405e-08,5.019594002675376e-07
1864,6.434524788545559e-07,1.1507347186245909e-08,3.552893339531238e-07
1865,5.492887149571857e-07,1.7415323849689912e-08,4.669189643813354e-07
1866,3.9460121126211334e-07,1.1677471323245925e-08,3.858430996928064e-07
1867,4.0812144241897386e-07,1.164674756637396e-08,4.2170931813245716e-07
1868,4.875655807978774e-07,1.72895590067057e-08,3.932139738260787e-07
1869,6.397410317049435e-07,1.3673853271889413e-08,4.400050803710087e-07
1870,5.21225022254157e-07,1.777555036497347e-08,3.7443339984122304e-07
1871,2.3791437331333043e-07,1.3807530008236313e-08,3.5899578154641176e-07
1872,4.4508416419120067e-07,1.0280476470114763e-08,5.055575670320778e-07
1873,5.393389832519802e-07,9.57760748487857e-09,3.735266829174577e-07
1874,3.8237497257398445e-07,9.559374181122848e-09,4.4331598747504586e-07
1875,4.703095255464973e-07,2.860763514966891e-09,3.907802947900052e-07
1876,3.2829859542005124e-07,1.209202915575247e-08,4.655431542488486e-07
1877,3.8840643146187404e-07,3.092407996341251e-09,3.828401204941656e-07
1878,3.75631314497582e-07,1.388990406026025e-08,3.5509841556091715e-07
1879,4.5086820144035755e-07,7.942122848270117e-09,4.068810603996553e-07
1880,3.6389188018404184e-07,8.343199908722454e-09,4.498910195493977e-07
1881,3.7512091832780925e-07,1.6734017782571442e-08,3.806989017363094e-07
1882,3.8335019070245835e-07,1.4641847290164378e-08,4.4724187731048914e-07
1883,3.0396020456180395e-07,1.2638678215104449e-08,4.2276377332228776e-07
1884,4.1326622124415735e-07,6.601696966868076e-09,4.423137021092316e-07
1885,3.21637216416093e-07,1.1602144411870796e-08,4.35080413474509e-07
1886,3.7752762338527646e-07,1.6133659519468324e-08,3.7494624050005143e-07
1887,4.132809383605718e-07,1.6322311835459402e-08,3.3754541295394347e-07
1888,3.8360717891094964e-07,6.974675947901687e-09,3.772665784218532e-07
1889,3.790407792081396e-07,6.265136576200092e-09,3.646309543192672e-07
1890,3.578695091377426e-07,6.554386589030514e-09,3.460716122560825e-07
1891,3.1297421543285964e-07,4.461953917456185e-09,3.4803241888425873e-07
1892,3.3097744633892034e-07,8.775917104131281e-09,3.786181475007311e-07
1893,3.8428518855937455e-07,2.4633666773077323e-09,3.84901032157714e-07
1894,3.75571730160118e-07,1.575384778185196e-08,4.5875204723877516e-07
1895,4.544053942012738e-07,7.824198844375019e-09,3.942192412509371e-07
1896,3.502835159707729e-07,8.255840455717589e-09,4.004082634345707e-07
1897,3.1172917003274847e-07,6.409384800676321e-09,3.571775311073111e-07
1898,4.006115190691162e-07,1.0185038701315818e-08,3.3723794623519154e-07
1899,4.007494336377704e-07,3.8693048765026106e-09,3.615036394677418e-07
1900,3.2340259892293943e-07,6.74836919678512e-09,4.0801679168644966e-07
1901,3.034685187586206e-07,4.470991188387785e-09,3.509728156991798e-07
1902,3.4666604076249996e-07,9.820567581364514e-09,2.843054214274332e-07
1903,3.5533448539126766e-07,2.4841013246401644e-08,3.056524784383896e-07
1904,3.756862998471888e-07,9.13686282189019e-09,3.3483916350718346e-07
1905,3.039687150874215e-07,6.708986921566407e-09,3.261599852422137e-07
1906,3.5906407003238883e-07,6.173021427358094e-09,3.395161889407916e-07
1907,3.363419587287808e-07,9.257117961070094e-09,3.3428481671649024e-07
1908,3.722832815356014e-07,8.349361424464519e-09,3.609871024323752e-07
1909,3.878193286510623e-07,8.801573747607705e-09,3.867191349371524e-07
1910,3.76228220133612e-07,8.550640973048473e-09,3.954671428108014e-07
1911,3.6391359437004667e-07,9.044636040123066e-09,4.0328436767822495e-07
1912,3.969579065454809e-07,1.3544494747996794e-08,3.537196935354814e-07
1913,4.146937868654277e-07,9.015082680363662e-09,4.205270727197785e-07
1914,3.8774145139086613e-07,6.0270694546282755e-09,3.515790498731519e-07
1915,2.603548292512414e-07,1.2958838113696913e-08,2.921629009833282e-07
1916,3.395125913741026e-07,1.098746182925936e-08,3.03253950617588e-07
1917,3.0486660573814106e-07,5.483212328627474e-09,3.553121517008151e-07
1918,4.4682002808826837e-07,9.189101035644853e-09,3.1587534987664867e-07
1919,3.5266058873162365e-07,1.1049418380260079e-08,2.743938778415611e-07
1920,3.6952492088460076e-07,3.028892692213958e-09,2.83958690783237e-07
1921,4.445202783642799e-07,1.3630945761011759e-08,3.748509971313041e-07
1922,3.0692212149574516e-07,1.0329109512152712e-08,3.6815898185604823e-07
1923,3.7580456790919925e-07,8.492758496458919e-09,2.9087697273055824e-07
1924,3.7901376526150443e-07,1.160246199116699e-08,3.042423482035872e-07
1925,4.5752419453037874e-07,1.3197813286680571e-08,3.7283822873490635e-07
1926,3.9903175519384604e-07,2.229227691330493e-09,3.600202784781459e-07
1927,4.526585435371544e-07,1.5608914938347596e-08,4.236705501980964e-07
1928,3.553498792996379e-07,1.7139062058468824e-08,4.11337481409646e-07
1929,3.108173372012857e-07,1.5596568481157647e-08,3.364402711980574e-07
1930,3.539714432676533e-07,1.260432447303117e-08,3.361153169123554e-07
1931,3.0908516990280077e-07,1.9389106320488736e-08,3.102257011278198e-07
1932,2.8166008902985595e-07,6.575722077961643e-09,2.8056412926247276e-07
1933,2.9364895226535737e-07,8.029463538505865e-09,2.7873709496084587e-07
1934,2.4562239353542736e-07,9.585264137967897e-09,2.9953950253513995e-07
1935,3.5904852069279514e-07,8.377798899061872e-09,3.4468658327568846e-07
1936,3.4797931824925854e-07,1.2124715009775855e-08,2.4491923156233497e-07
1937,2.5685879645465093e-07,6.295558963032022e-09,2.7070904895509784e-07
1938,2.6189731983095044e-07,3.630260092535309e-08,2.242982048983322e-07
1939,2.890575503400328e-07,9.176430282309411e-09,2.5235183809257933e-07
1940,2.2822046119586048e-07,1.5214697501875207e-08,1.9525527861219416e-07
1941,2.8039276145364056e-07,1.7709016031375313e-08,2.479262168897378e-07
1942,4.4299492785171424e-07,3.3376329255929704e-08,2.366685230015264e-07
1943,4.0064645734361193e-07,5.806470415592457e-09,3.193558795189233e-07
1944,4.3378014069617166e-07,2.2492303131116387e-08,2.699076322443261e-07
1945,3.33311106714973e-07,1.5249528750871377e-08,2.11314887366143e-07
1946,3.3967494861286696e-07,6.960552134671616e-09,3.0348008284164507e-07
1947,4.971003075837643e-07,1.311295805273005e-08,2.431857684115357e-07
1948,4.000854740837667e-07,7.61032148410834e-09,2.663612570508178e-07
1949,3.573390969791035e-07,1.2762111145647737e-08,2.1793758442356648e-07
1950,4.030801932231043e-07,1.2762433998503298e-08,1.903729760499573e-07
1951,3.475617003090292e-07,2.3455084097179224e-08,2.3881539723547007e-07
1952,3.3427029144661446e-07,5.272401959466322e-09,2.4991185243461445e-07
1953,2.8227428927607434e-07,4.3095309543161875e-09,2.1332177579935774e-07
1954,3.33243470151956e-07,1.3681550559141442e-08,2.345408662840498e-07
1955,3.4820605598895327e-07,6.569925492527773e-09,2.552885272066874e-07
1956,3.5495046901701244e-07,1.2209598221346596e-08,2.0058625804786345e-07
1957,2.7653667622473677e-07,1.6786571910287762e-08,1.9083680946607728e-07
1958,3.011096492144816e-07,7.445019267748876e-09,2.5974844319875956e-07
1959,2.9607855900337654e-07,2.2477169014933907e-08,2.2787198927787244e-07
1960,2.941354058094703e-07,7.612916685939553e-09,2.719887608471083e-07
1961,3.0641381165708026e-07,8.337791068679934e-09,2.3067889021177734e-07
1962,3.2597655952315563e-07,1.1415521194990674e-08,2.048451976932597e-07
1963,2.929122118189298e-07,5.172842709733061e-09,2.2113902753417847e-07
1964,2.926388749102671e-07,1.8251905153920944e-08,2.2145644695825695e-07
1965,3.168313096324482e-07,2.790742059666229e-08,2.5828045480125184e-07
1966,2.658755882123387e-07,1.717113162769124e-08,2.786154613687586e-07
1967,2.652520514345724e-07,1.824224188373691e-08,2.3221880596224764e-07
1968,3.48983011377868e-07,1.931308790670272e-08,2.5241757217742133e-07
1969,2.3526306147658715e-07,1.635032773061873e-08,1.9711228205210318e-07
1970,2.428126801845565e-07,1.5635665151503275e-08,2.0832223679434492e-07
1971,2.456153982421938e-07,2.5691986982323556e-08,2.1016046147792622e-07
1972,2.4060389236524315e-07,4.360624766830412e-08,2.1751822565363454e-07
1973,2.1722022758297044e-07,2.260413511923076e-08,1.9847533572203702e-07
1974,1.597662357966101e-07,1.1251143350321513e-08,1.715799347046243e-07
1975,1.5820799603716296e-07,9.138368284311582e-09,1.7077325553671585e-07
1976,2.085437342813634e-07,1.1998406379554183e-08,1.9883073631987713e-07
1977,1.5984845891381383e-07,4.701425304620699e-09,1.6513757050695688e-07
1978,2.281187096997428e-07,2.316830605142428e-08,2.346533620745106e-07
1979,2.1535262106908704e-07,4.0963813452421505e-09,2.0189308003182305e-07
1980,2.1717276155186482e-07,1.1370301200575028e-08,2.0011730672564454e-07
1981,2.3847322072612087e-07,1.0120878968233882e-08,1.631991812800493e-07
1982,2.334020896554989e-07,9.932003885992913e-09,1.6077431563843447e-07
1983,1.7935497531595956e-07,6.946847541655643e-09,1.660928168334408e-07
1984,2.3138043836468114e-07,4.0593059469351545e-09,1.8208886953807735e-07
1985,1.8347451913314217e-07,6.015558162708601e-09,1.6542784964101998e-07
1986,1.978180144135422e-07,4.7955883708539204e-09,2.301882475741479e-07
1987,1.8943532253956619e-07,1.8332451112712533e-09,1.9249072558125135e-07
1988,1.822952349073148e-07,4.197587666343594e-09,1.846938562088951e-07
1989,1.7452229084113924e-07,2.744061089465788e-09,2.0415814327989779e-07
1990,2.0541414436081595e-07,4.90378582185258e-09,1.7817088404648018e-07
1991,1.7525781004223973e-07,1.7584395606284886e-09,2.1218503531983401e-07
1992,1.6529832080891538e-07,6.060938695373608e-09,1.8127715994964433e-07
1993,1.9996539357691745e-07,7.2009697094088665e-09,2.2101437213706276e-07
1994,1.6668768321181915e-07,6.857404588611615e-09,1.8145747793241185e-07
1995,1.724339329101099e-07,8.675921092660133e-09,2.0063068362219383e-07
1996,2.2099701446620656e-07,6.939519847648512e-09,1.526694335396428e-07
1997,1.8700088766365752e-07,2.3974471297094624e-09,1.4912121870658268e-07
1998,1.6974539640557396e-07,1.0013071038983412e-08,1.654540899842516e-07
1999,1.9514758342609184e-07,7.769341808794294e-09,1.608710828993054e-07
2000,1.9748600266211724e-07,3.534425085938153e-09,1.789302728205655e-07
2001,2.1599374200320653e-07,4.8193329327261836e-09,1.9277331775313655e-07
2002,1.9627872482885778e-07,3.504977197366088e-09,1.8664003409440966e-07
2003,1.841779937450383e-07,3.7502307925763034e-09,1.904283764009307e-07
2004,2.0702519520909846e-07,7.047666145121312e-09,1.9425129194061697e-07
2005,2.2383635034373128e-07,1.0358623958595103e-08,1.7699735233023262e-07
2006,2.1248311909971562e-07,3.7061009261485367e-09,2.207189009340027e-07
2007,1.9692784114511142e-07,9.187302946189746e-09,1.9093612024789763e-07
2008,2.2777302444154657e-07,4.257439678578834e-09,1.8008970226190968e-07
2009,2.198136765940717e-07,4.76819250749827e-09,1.7070129842977622e-07
2010,2.763418969209397e-07,2.834275869556535e-09,2.0926402521936893e-07
2011,2.66530847170543e-07,3.0591775224131368e-09,2.271439334400327e-07
2012,2.788082866800323e-07,2.0425516833455504e-09,2.883402102638044e-07
2013,3.213072048424692e-07,1.6734750252211938e-09,3.0596702732532677e-07
2014,3.791694602739426e-07,1.299267124443837e-09,3.401914259182348e-07
2015,3.8812236091700925e-07,2.438232934998119e-09,3.6639990530495936e-07
2016,4.374670297124794e-07,4.7640821287942e-09,4.0971105441656164e-07
2017,3.4036222373856617e-07,1.7609279867603078e-09,2.2388940890127884e-07
2018,4.5098224887851757e-07,7.744400121190154e-10,3.4591652608995105e-07
2019,5.466766666017975e-07,5.1019755087367e-10,2.7168018779111236e-07
