year,toutes_DET âmes_NOUN,toutes_DET ames_NOUN,toutes_DET dames_NOUN
1847,3.775256551818984e-09,1.0786447290911383e-09,5.393223645455691e-10
1848,3.218088684420195e-09,4.02261068899179e-09,1.287235473768078e-08
1849,4.1897072478036534e-09,0.0,1.8434712423243127e-08
1850,2.0366988096043315e-09,1.3577992064028876e-09,1.1541293254424545e-08
1851,2.579775504329973e-09,3.2247193804124663e-09,5.8044946626978344e-09
1852,5.859490670445666e-09,6.510545436100301e-10,2.408901877970493e-08
1853,4.359510263896027e-08,1.1943863675867306e-09,2.7470886010405593e-08
1854,2.182179148491059e-08,2.5978321716024766e-09,2.7017454939937124e-08
1855,1.4859423913549108e-08,0.0,2.812676669350367e-08
1856,1.0872097611080989e-08,6.212626857404757e-09,1.760244366932895e-08
1857,2.4407544874094356e-09,2.928905451504704e-09,5.3208448314023826e-08
1858,5.3830437884982985e-09,4.404308473482388e-09,3.2787628612140907e-08
1859,1.1202781591279631e-08,5.09217357169689e-09,2.495164919125159e-08
1860,1.8766454251695208e-08,2.746310290291376e-09,6.408057640072684e-09
1861,1.0375120318428799e-08,7.073945651470126e-09,6.6023493339173456e-09
1862,6.325180851307621e-09,2.2589932147099034e-09,1.9879140167322618e-08
1863,9.489779906335372e-09,4.495158800743582e-09,5.893652499366908e-08
1864,9.109982990196386e-09,1.4384183844029508e-09,2.63710038250764e-08
1865,8.47231973466478e-09,4.706844247692743e-09,4.706844247692743e-09
1866,9.731225825149181e-10,0.0,3.5518972651971126e-08
1867,4.85281148598915e-09,2.91168689159349e-09,3.0572714138088486e-08
1868,4.939874287401835e-09,9.87974813071446e-10,6.471235103333584e-08
1869,7.325278827963189e-09,7.81363052038131e-09,1.8557372638561276e-08
1870,3.4404292748035914e-09,4.587239033071455e-09,5.6193678155125326e-08
1871,2.1242354542039266e-09,0.0,1.3807530452325523e-08
1872,7.256807155187062e-09,4.8378714367913744e-09,4.4750309124985677e-08
1873,6.58460502789282e-09,6.584604861359367e-09,6.22544464867758e-08
1874,4.779687312606029e-09,0.0,3.764003819739514e-08
1875,6.865832347102696e-09,5.149374426860476e-09,1.0298748520654044e-08
1876,6.04601479992084e-10,8.464420719889176e-09,3.688069005747252e-08
1877,1.36065949618569e-08,6.80329748092845e-09,4.947852683123699e-09
1878,1.2078177125118827e-08,0.0,1.509772207253235e-08
1879,2.443730107160036e-09,1.832797580370027e-09,2.0771706688016423e-08
1880,8.343199908722454e-09,2.5671385017744797e-09,1.2193907661384173e-08
1881,6.972507571312292e-10,6.2752569807145164e-09,9.064259565150223e-09
1882,2.6621540527571597e-09,1.3310770263785798e-09,2.5290463057103807e-08
1883,3.791603475633565e-09,0.0,1.327061183165057e-08
1884,8.582206056928499e-09,3.300848483434038e-09,1.3203393933736152e-08
1885,7.090199150017185e-09,5.156508553483263e-09,1.740321670107292e-08
1886,6.453463874400711e-10,5.162771099520569e-09,2.4523161945566585e-08
1887,1.9586774424595887e-09,4.57024718070187e-09,6.528924623161458e-09
1888,3.804368819970705e-09,6.340614699951175e-10,1.0779044767872392e-08
1889,3.132568426877924e-09,4.385595886446936e-09,6.891650361495749e-09
1890,3.9326319978272295e-09,6.554386478008212e-10,1.1797895549392479e-08
1891,3.1871101313640793e-09,1.9122659011827636e-09,2.294719292361691e-08
1892,7.522214628963297e-09,6.268512375839919e-10,3.1342561879199593e-09
1893,8.005941687372342e-09,6.15841644346915e-09,1.1085149798084615e-08
1894,1.2603078580752936e-09,1.0082462864602348e-08,8.822155006527055e-09
1895,3.611168697403855e-09,6.6204757231957956e-09,1.2037228769301578e-08
1896,4.1279202278587945e-09,1.2383760905620989e-08,7.666137724626765e-09
1897,6.409384800676321e-09,1.1653427112179315e-09,8.157399200570126e-09
1898,3.960848538042683e-09,0.0,2.8291773368493978e-09
1899,1.6582735185011188e-09,3.8693048765026106e-09,1.879376654301268e-08
1900,5.710158235139318e-09,2.5955265714472375e-09,6.7483690857628176e-09
1901,5.029864968975062e-09,1.676621730339889e-09,1.0059730159994729e-08
1902,3.437198747846537e-09,0.0,1.2766737722547106e-08
1903,4.320176216765503e-09,3.2401321625741275e-09,2.7001101354784396e-09
1904,2.6873125946735854e-09,4.299700151477737e-09,1.0211787859759625e-08
1905,5.160758931310738e-09,5.160759042333041e-10,4.1286072338664326e-09
1906,9.773950260250075e-09,1.0288369045596824e-09,8.230695125455156e-09
1907,1.5428529565042481e-09,3.0857059130084963e-09,1.131425531042396e-08
1908,3.929111258571538e-09,4.911389073214423e-10,1.5225306349009315e-08
1909,1.1001967115120692e-09,2.7504918342913243e-09,1.0451869036920414e-08
1910,2.137660271017694e-09,2.6720753387721174e-09,8.550641195093078e-09
1911,2.128149656499545e-09,5.320374252271165e-09,2.3409645333316575e-08
1912,6.251305584292766e-09,1.5628263128064646e-09,5.730363183964471e-09
1913,7.42418571064718e-09,5.302989602995467e-09,5.302989658506618e-09
1914,2.0090231700464756e-09,2.0090231700464756e-09,1.2054139020278853e-08
1915,0.0,4.712304768617059e-09,8.246533234057551e-09
1916,1.4283700444650549e-08,9.888715846173568e-09,9.888715624128963e-09
1917,9.8697816586224e-09,4.386569774084137e-09,5.483212217605171e-09
1918,1.378365155346728e-08,2.2972752589112133e-09,6.89182577673364e-09
1919,4.603924186330488e-09,9.207848372660976e-10,3.6831393490643904e-09
1920,4.543339038320937e-09,1.514446346106979e-09,4.543339038320937e-09
1921,3.0290990271630847e-09,3.0290989716519334e-09,9.844572046446842e-09
1922,5.90234855435412e-09,2.2133805899215986e-09,6.6401419362982494e-09
1923,8.492758496458919e-09,1.0615948120573648e-09,8.492758496458919e-09
1924,3.867487219366694e-09,1.289162443462999e-09,7.734974771800296e-09
1925,0.0,2.1996355847875293e-09,1.429763130111894e-08
1926,1.114613823460786e-08,3.343841648018042e-09,1.89484357093761e-08
1927,6.689534814974252e-09,1.1149224876660924e-09,1.672383753703599e-08
1928,1.1426041446327417e-08,5.713020723163709e-09,6.8556245125250825e-09
1929,3.342121912552898e-09,1.671060911867528e-08,1.4482527843640014e-08
1930,1.3654684938302353e-08,4.201441416995522e-09,2.100720708497761e-09
1931,7.983749661377715e-09,4.5621426636444085e-09,1.1405356659111021e-08
1932,7.671675517073595e-09,2.1919073223131136e-09,5.4797681947604815e-09
1933,2.2941324395731044e-09,1.1470662197865522e-09,9.176529536247813e-09
1934,3.5944740517379614e-09,0.0,1.0783422155213884e-08
1935,3.590485242455088e-09,3.590485242455088e-09,3.590485242455088e-09
1936,4.364897332465034e-08,2.424942913137329e-09,2.182448621823596e-08
1937,5.0364472592434595e-09,7.554670666820584e-09,1.0072894407464617e-08
1938,7.779128452511941e-09,2.2040864688932515e-08,1.8151300351654243e-08
1939,1.070583532936098e-08,3.058810094103137e-09,9.176430282309411e-09
1940,0.0,5.0715658339584024e-09,1.0143131667916805e-08
1941,1.1806010391524069e-08,1.7709015143196893e-08,8.854508237732261e-09
1942,1.517105907566929e-08,1.8205270624349623e-08,9.102635090130207e-09
1943,2.9032352077962287e-09,8.709705845433291e-09,2.9032351633873077e-08
1944,1.927911696952833e-08,0.0,0.0
1945,6.535512131478072e-09,0.0,4.357008087652048e-09
1946,1.5313214696277555e-08,0.0,5.568441707737293e-09
1947,1.1920871179071924e-08,3.5762612871081956e-09,1.0728784083369192e-08
1948,7.610321262063735e-09,0.0,1.0871887834440486e-09
1949,3.926803215925645e-09,2.945102384188658e-09,9.817008539414473e-09
1950,3.190608444114673e-09,1.0635361480382244e-09,1.0635361480382244e-09
1951,2.1322803522849654e-09,3.1984206394497505e-09,1.4925962688039363e-08
1952,2.1089607837865287e-09,2.1089607837865287e-09,8.43584291310151e-09
1953,3.232148326759443e-09,0.0,2.1547654771580937e-09
1954,6.840775057526116e-09,4.886268278880834e-09,5.86352189024808e-09
1955,1.8771215692936494e-09,0.0,1.8771215692936494e-09
1956,2.616342476002842e-09,2.616342476002842e-09,1.744228317335228e-09
1957,3.534015080575159e-09,7.951533931294108e-09,7.951533931294108e-09
1958,4.9633461784992505e-09,0.0,7.445019101215422e-09
1959,5.4255236969780185e-09,1.5501495642666896e-09,4.650448914844674e-09
1960,5.536666736194462e-09,6.920833350854139e-10,1.3841666479663672e-08
1961,9.032606995695858e-09,3.474079635079619e-09,7.64297514166401e-09
1962,3.805173787174709e-09,3.170978146727066e-09,4.4393695941558065e-09
1963,7.759264120110743e-09,6.4660533594107505e-09,4.526237384894216e-09
1964,2.433587276140514e-09,1.2167936658258327e-09,3.041984220075733e-09
1965,3.830430472806512e-09,1.6416130121932326e-09,3.502107759345563e-08
1966,2.7695373772118614e-09,9.416427415587236e-09,9.416427415587236e-09
1967,2.9582012395223956e-09,4.437301859283593e-09,3.7470550218188237e-08
1968,1.2126822213076593e-08,6.737123581235238e-09,1.122853987567396e-08
1969,4.5417576088890854e-09,2.2708788183223305e-09,1.0446042558731605e-08
1970,1.3336302201460981e-08,3.2191074805787423e-09,1.1956685253000643e-08
1971,6.679916619845017e-09,5.138397374260251e-09,2.209510829853656e-08
1972,2.0520587451500205e-09,3.0780880622138795e-09,1.128632298730281e-08
1973,6.064523994098181e-09,1.102640756478479e-09,1.3231688911208295e-08
1974,1.6876715580593782e-09,0.0,5.625571619649605e-09
1975,5.711480177694739e-10,5.711480177694739e-09,1.484984890609553e-08
1976,1.7140580066410394e-09,1.142705374768127e-09,7.427584713948221e-09
1977,1.7630345516828072e-09,1.1753563677885381e-09,1.7630344850694257e-08
1978,1.7821774056514528e-09,5.940591352171509e-10,1.0693064433908717e-08
1979,2.3407893401383717e-09,4.096381456264453e-09,7.022368020415115e-09
1980,5.685150683554241e-10,2.2740602734216964e-09,5.68515062804309e-09
1981,2.5302198114474095e-09,6.325549528618524e-10,8.223214220670627e-09
1982,6.2075020679230875e-09,1.2415004579935385e-09,1.4277255488970297e-08
1983,5.052252838311233e-09,6.315316047889041e-10,5.052252838311233e-09
1984,4.059305780401701e-09,4.059305891424003e-09,6.95881025025713e-09
1985,3.007779025843149e-09,6.015558051686298e-10,1.2632671797518924e-08
1986,4.196139880008332e-09,1.7983456390702202e-09,7.792831269171074e-09
1987,6.110816852533674e-10,3.055408426266837e-09,1.8943532964499354e-08
1988,0.0,1.1993107618124554e-09,5.396898372644898e-09
1989,2.1952488715726304e-09,1.0976244357863152e-09,4.939309850016116e-09
1990,3.8140557934163155e-09,1.089730194969718e-09,1.0897302171741785e-08
1991,3.516879065745826e-09,1.7584396161396398e-09,8.792197470075536e-09
1992,4.958949750832886e-09,3.3059665560664087e-09,9.366905084906563e-09
1993,1.1078414852150331e-09,3.323524566667402e-09,9.970573700002205e-09
1994,2.6374633033121597e-09,1.5824779264761446e-09,9.494868002946077e-09
1995,3.2534704930142766e-09,1.0844901643380922e-09,9.760411201487074e-09
1996,5.338092190498855e-10,1.067618438099771e-09,8.007138285748283e-09
1997,4.79489448146353e-10,1.917957792585412e-09,1.1507746977557076e-08
1998,4.768129224785866e-10,0.0,6.6753808036779105e-09
1999,5.0272213059088244e-09,5.941261538300324e-09,2.0108885223635298e-08
2000,3.5344251969604557e-09,0.0,5.743441056083043e-09
2001,4.381211837767296e-09,8.762423564512289e-10,1.0953029233595757e-08
2002,6.5718323005725665e-09,1.314366449012283e-09,3.066854992184176e-09
2003,2.9168461535000745e-09,3.2501998481482275e-08,1.3750845850868387e-08
2004,2.2023955992267474e-09,7.928624479180968e-09,2.642874724623212e-09
2005,4.954124666056714e-09,1.8014998381943315e-09,4.954124444012109e-09
2006,1.2353669198716943e-09,3.706100981659688e-09,3.294311934354255e-09
2007,2.396687653893892e-09,3.595031605740928e-09,1.1184542181297275e-08
2008,2.128719839289417e-09,2.1287198670449925e-09,3.405951826129794e-09
2009,4.291373478793048e-09,3.814554005998616e-09,4.291373478793048e-09
2010,1.8895172093635892e-09,1.4171379625338432e-09,4.723793189942427e-09
2011,5.735957819830162e-09,1.147191591721608e-09,2.294383100176489e-09
2012,2.382976926895708e-09,0.0,1.7021263287730903e-09
2013,4.183687618564136e-09,0.0,4.462600122767668e-09
2014,2.381989674948848e-09,6.496335552830246e-10,2.8150787118041976e-09
2015,1.0639561592862279e-08,2.2165753954528356e-10,4.433150790905671e-09
2016,5.385484336262181e-09,2.0713400439298368e-10,4.142680115615249e-09
2017,3.5218558347427376e-09,0.0,3.270294757218295e-09
2018,5.937373259712331e-09,7.744400121190154e-10,3.872200060595077e-09
2019,9.693753355577428e-09,0.0,2.2958890344426663e-09
