year,soyez_VERB en_ADP,soyez_VERB dans_ADP
1917,1.217273108977679e-07,2.8512703753591495e-08
1918,8.729645628591243e-08,2.8715940736390166e-08
1919,1.0957339213746309e-07,3.867296488602179e-08
1920,1.476585254067686e-07,3.558948913351401e-08
1921,1.347949023511319e-07,3.1048266180278006e-08
1922,1.416563577549823e-07,3.984085034103302e-08
1923,1.2632978041438037e-07,4.883336046646036e-08
1924,1.366512236700146e-07,5.1566497738519956e-08
1925,1.627730341624556e-07,3.849362117946953e-08
1926,1.2818058792163356e-07,3.009457394398396e-08
1927,9.699825653797234e-08,5.797596847045838e-08
1928,1.1883082606800599e-07,2.9707706517001498e-08
1929,1.3702700130124867e-07,3.564930084465345e-08
1930,8.507918636269096e-08,4.096405259446101e-08
1931,1.1063195870519849e-07,3.9918749195066994e-08
1932,9.425201596968691e-08,3.507051804518824e-08
1933,9.061822936473618e-08,2.7529589052832648e-08
1934,7.668211310374318e-08,3.354842625924448e-08
1935,9.933675926276919e-08,2.752705352548901e-08
1936,9.33602990471627e-08,4.486144344895138e-08
1937,9.569249925789336e-08,4.910536111069064e-08
1938,1.1150084588962272e-07,3.6302600703308485e-08
1939,9.482311469355409e-08,2.2941076593951948e-08
1940,8.621661606866837e-08,2.5357829391836617e-08
1941,1.5052663115966425e-07,2.6563523380929155e-08
1942,1.1226583751522412e-07,7.282108338557691e-08
1943,8.709705667797607e-08,4.645176332473966e-08
1944,1.0924833304670756e-07,5.1410980361765724e-08
1945,7.406913482554955e-08,4.35700817646989e-08
1946,1.0997672461598995e-07,2.9234318965620787e-08
1947,1.4066627329611947e-07,6.914105221689226e-08
1948,1.0328293598149685e-07,3.152847538601122e-08
1949,1.2173090624401084e-07,3.141442617149437e-08
1950,1.063536174683577e-07,4.0414373625452527e-08
1951,1.0021717855579482e-07,3.198420650551981e-08
1952,1.4235484968594392e-07,3.268889159357968e-08
1953,1.335954635806047e-07,5.494652044468751e-08
1954,9.38163466912556e-08,3.9090143566511415e-08
1955,9.479463614070482e-08,4.8805159469367254e-08
1956,9.854890237193104e-08,4.186148050422389e-08
1957,1.0867096023048362e-07,3.357314215524099e-08
1958,9.264912392836777e-08,5.6251255209360806e-08
1959,1.3253779229671636e-07,4.417926158239993e-08
1960,1.2249874714598263e-07,4.6369581951921646e-08
1961,1.5563877298063744e-07,3.752005850454765e-08
1962,1.3825464861838554e-07,4.7564671534772174e-08
1963,1.2867445775555097e-07,4.784879381602991e-08
1964,1.4540684389885428e-07,5.110533485286339e-08
1965,1.242153899738696e-07,4.322914159970992e-08
1966,1.0635023528493548e-07,5.428293148312946e-08
1967,1.2276535699129454e-07,5.4233692203808914e-08
1968,1.2261564563686989e-07,5.9286690223814276e-08
1969,1.2898591705834406e-07,4.5871754394966047e-08
1970,1.053108036330741e-07,4.046877966068507e-08
1971,1.4130593228856014e-07,3.802414116904629e-08
1972,1.3851396829522855e-07,4.873639669611407e-08
1973,1.3066292581243033e-07,3.0322621746847744e-08
1974,9.5072159922438e-08,2.812785832029263e-08
1975,1.0851812248802162e-07,3.25554365687708e-08
1976,1.1027106694427857e-07,4.7422273663499936e-08
1977,8.286262698220526e-08,4.2900505814458256e-08
1978,1.1524747378643951e-07,5.049502460607869e-08
1979,1.3693617972876382e-07,4.6815786802767434e-08
1980,1.0176420062180114e-07,4.946081011425463e-08
1981,1.0184134424662261e-07,3.479052335109145e-08
1982,1.0490678903352091e-07,4.966001920791996e-08
1983,8.525676520321213e-08,6.883694592119127e-08
1984,8.52454249411494e-08,7.190770423548543e-08
1985,6.677269226429416e-08,4.812446419144578e-08
1986,1.0670184025229901e-07,4.2560847290928905e-08
1987,1.1427227519789085e-07,3.9109229299505444e-08
1988,1.0434003883119658e-07,4.497415329041132e-08
1989,9.49445109199587e-08,4.0612105234316687e-08
1990,8.826814479334644e-08,3.596109632297839e-08
1991,1.0023105545542421e-07,3.6341085696278697e-08
1992,9.256706334781484e-08,3.195767694919027e-08
1993,9.305868786668725e-08,4.4313659408601325e-08
1994,1.1024596346942417e-07,4.905681860734035e-08
1995,1.203784023573462e-07,7.266084356416513e-08
1996,1.0142375117538904e-07,5.5516157893009677e-08
1997,1.0117227589034883e-07,4.986690083086387e-08
1998,9.202489081872045e-08,6.580018308000035e-08
1999,1.1059886872999414e-07,3.701863016125628e-08
2000,9.984751159208827e-08,6.450325873430529e-08
2001,1.0383472215380607e-07,4.8193330215440255e-08
2002,1.0383494952748151e-07,4.4250335839990385e-08
2003,1.0917337789351222e-07,5.291992266620582e-08
2004,1.167269658708392e-07,6.34289936130017e-08
2005,1.0493736368744067e-07,3.783149571390254e-08
2006,1.2353669376352627e-07,4.694394584170425e-08
2007,1.4619794796999486e-07,7.190063255890777e-08
2008,1.8008969959737442e-07,7.152498682216901e-08
2009,1.7165493204629456e-07,8.773474036161133e-08
2010,2.3996869913389673e-07,1.0203393152607987e-07
2011,3.372743151430768e-07,1.6940196090331483e-07
2012,3.7821246223757043e-07,1.899573067731808e-07
2013,3.6258626323615317e-07,1.7041554656316293e-07
2014,3.443057892127399e-07,1.5851058599025691e-07
2015,3.936637824608624e-07,1.8885222452524886e-07
2016,4.5030932938061596e-07,1.8372785604015007e-07
2017,4.1633367686699785e-07,3.0036399323307705e-07
2018,3.9548069707961986e-07,2.0316142368415058e-07
2019,3.887705304350675e-07,2.0892589702725672e-07
