year,suis_VERB en_PRON,suis_VERB dans_ADP
1838,1.9567702125300457e-08,1.4025623613633798e-06
1839,2.3771015378315496e-08,1.5486117490581819e-06
1840,3.121147429396842e-08,1.4032424360266305e-06
1841,3.4028907691663335e-08,1.3829861700287438e-06
1842,1.9453969546390226e-08,1.5368635786217055e-06
1843,4.430183153658618e-08,1.5836428701732075e-06
1844,3.677336124496833e-08,1.322194407293864e-06
1845,2.9575208060350633e-08,1.5245183249135152e-06
1846,3.571245699163228e-08,1.4706507727169083e-06
1847,2.8044762956369595e-08,1.0915885013673687e-06
1848,7.24069959545659e-09,1.6074352515715873e-06
1849,1.005529792763582e-08,1.5434882243425818e-06
1850,1.1541293254424545e-08,1.403285523338127e-06
1851,1.7413483988093503e-08,1.1815371863121982e-06
1852,2.148479971708639e-08,1.3860951639799168e-06
1853,2.3290533723852036e-08,1.3825022051605629e-06
1854,2.5978321716024766e-08,1.4558252132701455e-06
1855,2.4411910715116392e-08,1.7268773717660224e-06
1856,1.7602443946884705e-08,1.7918251842274913e-06
1857,2.9289054737091647e-08,1.5220545037664124e-06
1858,3.670256892851498e-08,1.6966374687399366e-06
1859,4.2265038802113963e-08,1.4777486967432196e-06
1860,1.9681891672007623e-08,1.5919445104373153e-06
1861,3.3483342876117206e-08,1.7510373027107562e-06
1862,2.1686334561454856e-08,2.074207486657542e-06
1863,4.0955889346605545e-08,1.878976377156505e-06
1864,2.8768368576237435e-08,1.7745288687365246e-06
1865,5.7894187222018445e-08,1.9396904917812208e-06
1866,3.1139921974343565e-08,1.6333862049577874e-06
1867,2.426405742994575e-08,1.7780701000447152e-06
1868,5.5820578381826635e-08,1.6207726503125741e-06
1869,4.688178378842167e-08,1.7541600527692935e-06
1870,3.4404291415768284e-08,1.6829433207021793e-06
1871,3.186353225714811e-08,1.728065512907051e-06
1872,2.7213026498884574e-08,1.6370147477573482e-06
1873,2.6338419445437466e-08,1.4516060673486209e-06
1874,2.6288279997288555e-08,1.552203457322321e-06
1875,5.263805036292979e-08,1.9315875761094503e-06
1876,2.1765654167893445e-08,1.8295240806764923e-06
1877,2.8450154232473324e-08,1.886368863779353e-06
1878,1.8117265909722846e-08,1.3787239367957227e-06
1879,1.8938909107646396e-08,1.5523795582339517e-06
1880,3.3372801855335865e-08,2.065262833639281e-06
1881,4.044054335849978e-08,2.054797960227006e-06
1882,3.9266770945900475e-08,1.8814773738995427e-06
1883,2.7805090674348776e-08,1.5444464906977373e-06
1884,3.498899303622238e-08,1.3249606354293064e-06
1885,1.546952527187173e-08,1.0770656899694586e-06
1886,2.9040586824180536e-08,1.206152433042007e-06
1887,2.154545164501087e-08,1.2946857168572024e-06
1888,2.7264643875923866e-08,1.1584303365452797e-06
1889,2.7566601445982997e-08,1.3507634548659553e-06
1890,2.6217545467943637e-08,1.310877337346028e-06
1891,2.2309770031370135e-08,1.2238502904438064e-06
1892,2.570090096298827e-08,1.2355237686278997e-06
1893,2.586534897375259e-08,1.1313011327729328e-06
1894,2.1425233365235385e-08,1.1437293778726598e-06
1895,3.0694934372021976e-08,1.3319194067662465e-06
1896,1.4742572385095798e-08,1.3014742989980732e-06
1897,2.505486740300711e-08,1.1041622656193795e-06
1898,3.8476814734345055e-08,1.2652081977648777e-06
1899,1.6582735185011188e-08,1.3116944046487333e-06
1900,1.401584381888199e-08,1.177849981104373e-06
1901,1.1736351446245408e-08,1.141779307545221e-06
1902,1.86590785600238e-08,1.0188839496549917e-06
1903,2.1060859278776434e-08,1.149166905634047e-06
1904,2.0961039126632386e-08,1.0410649338155054e-06
1905,7.225062603755106e-09,1.2566448504003347e-06
1906,3.549487403997631e-08,1.3539494148062658e-06
1907,1.2342823652033985e-08,1.3330250112630893e-06
1908,2.0136695200179133e-08,1.3918876220486709e-06
1909,2.5854623053600534e-08,1.3785464716420393e-06
1910,1.4963622230190765e-08,1.6566866634093458e-06
1911,3.085817112946643e-08,1.3109402061672881e-06
1912,2.3963337980603683e-08,1.4232139164960245e-06
1913,9.545381374209683e-09,1.3512018313122098e-06
1914,3.4153391226254826e-08,1.3065347275187378e-06
1915,7.068456930880984e-09,9.365705864183838e-07
1916,8.789969641043172e-09,1.2492744190240046e-06
1917,1.4256352209862655e-08,1.4815639133303193e-06
1918,9.189101035644853e-09,1.28647411656857e-06
1919,1.4732557007679503e-08,1.2163567362222238e-06
1920,1.817335615328375e-08,9.465289849686087e-07
1921,2.574734203619755e-08,1.0859320127565297e-06
1922,2.3609393551282665e-08,1.2645781453102245e-06
1923,2.441668023323018e-08,1.3630877901960048e-06
1924,1.6759111320929776e-08,1.374247176499921e-06
1925,2.859526260223788e-08,1.60683384820004e-06
1926,4.01260994431496e-08,1.4623733477492351e-06
1927,2.1183527376678057e-08,1.8195535176346311e-06
1928,2.2852082892654835e-08,1.4065457207834697e-06
1929,3.8991422535161746e-08,1.5251216609613039e-06
1930,1.995684684175103e-08,1.3539145129470853e-06
1931,1.1405356659111021e-08,1.3389889090831275e-06
1932,2.082311922890767e-08,1.1945894584641792e-06
1933,2.408838994938378e-08,1.0770951348604285e-06
1934,3.354842448288764e-08,1.2185266768938163e-06
1935,1.3165112555668657e-08,1.3081335055176169e-06
1936,1.2124714565686645e-08,1.0439379138915683e-06
1937,1.8886677000118368e-08,1.1281641718596802e-06
1938,1.8151300906765755e-08,1.1979858527411125e-06
1939,4.588215141154706e-09,1.0614071470627096e-06
1940,7.607348750937604e-09,9.509186043032969e-07
1941,5.9030051957620344e-09,1.1865040505654179e-06
1942,3.944475324146879e-08,1.2500952379923547e-06
1943,2.322588166236983e-08,1.4719402088303468e-06
1944,2.8918675454292497e-08,1.3398986311585759e-06
1945,3.267756198965799e-08,1.333244426859892e-06
1946,4.037120149291695e-08,1.681669345998671e-06
1947,5.8412268799656886e-08,2.062310613837326e-06
1948,3.152847583010043e-08,1.6807938436613767e-06
1949,2.5524220959027843e-08,1.3704543562198523e-06
1950,2.0207187034770868e-08,1.6218925793509698e-06
1951,2.1322804077961166e-08,1.5714906567154685e-06
1952,1.2653764258629963e-08,1.3138825352143613e-06
1953,3.232148060305917e-08,1.5051036825752817e-06
1954,2.8340354063516315e-08,1.5919461020530434e-06
1955,1.9709776921672528e-08,1.5026357687020209e-06
1956,5.05826207586324e-08,1.657016923672927e-06
1957,3.6223653410161205e-08,1.2828475064452505e-06
1958,3.3088973339090444e-08,1.37815572998079e-06
1959,4.340418868764573e-08,1.4672165207230137e-06
1960,2.4914999841030294e-08,1.4810583479629713e-06
1961,2.4318557112490424e-08,1.4535548871208448e-06
1962,3.805173776072479e-08,1.5943678590701893e-06
1963,1.939815952312074e-08,1.4690873513245606e-06
1964,4.1370983028254926e-08,1.8975897546624765e-06
1965,4.2134733035936733e-08,1.4189008652465418e-06
1966,4.043524626240469e-08,1.4063710978007293e-06
1967,3.155414851629956e-08,1.6023590205804794e-06
1968,3.548218471816078e-08,1.6519427390448982e-06
1969,2.7704722072030563e-08,1.4202076954461518e-06
1970,2.713247759800197e-08,1.3736391792917857e-06
1971,3.8537980140418426e-08,1.5024673984953552e-06
1972,3.078088184338412e-08,1.3487156138580758e-06
1973,3.3630541906859435e-08,1.3485296221915632e-06
1974,2.6440186928766707e-08,1.1667435728668352e-06
1975,3.5982324231298435e-08,1.275373506359756e-06
1976,2.628222439682304e-08,1.291828425564745e-06
1977,2.3507126911681553e-08,1.1794701322287438e-06
1978,2.613860239364385e-08,1.286138058276265e-06
1979,2.691907718954667e-08,1.428466703146114e-06
1980,1.9329513156751688e-08,1.4076432535148342e-06
1981,2.6567308353264707e-08,1.3954162341178744e-06
1982,1.6760256515979677e-08,1.2992302345082862e-06
1983,3.4102705881444706e-08,1.403894771101477e-06
1984,3.189454744756404e-08,1.3459498404699843e-06
1985,3.0679345286444004e-08,1.4365152765094535e-06
1986,2.9372978049835297e-08,1.5321904811571585e-06
1987,2.5054349706010726e-08,1.2967153679710464e-06
1988,3.1781734521896254e-08,1.4181849792294088e-06
1989,3.1282296975021495e-08,1.4911228163327905e-06
1990,2.778812091541738e-08,1.3763292372459546e-06
1991,2.5790447388818194e-08,1.4929152030163095e-06
1992,2.5345743281945943e-08,1.4221166111383354e-06
1993,3.87744514829258e-08,1.4318851526695653e-06
1994,3.9034457444131476e-08,1.5645432540623005e-06
1995,3.2534705318720825e-08,1.6820442851894768e-06
1996,3.95018808774239e-08,1.5395057744171936e-06
1997,3.835915540761903e-08,1.4864173181194928e-06
1998,3.337690523963488e-08,1.6874408856892842e-06
1999,4.295989053382243e-08,1.6160231552930782e-06
2000,3.401884285381129e-08,1.6430659570687567e-06
2001,3.724029901119863e-08,1.8405470427751425e-06
2002,4.644094664385534e-08,1.7283919078181498e-06
2003,3.291868982957524e-08,1.8659480929272831e-06
2004,4.801222425188101e-08,1.8760006241791416e-06
2005,4.773974737748432e-08,1.8424839254294056e-06
2006,5.6826879535343267e-08,2.0552388377836905e-06
2007,5.8319400197959226e-08,2.245296855107881e-06
2008,5.108927680907982e-08,2.39310679717164e-06
2009,5.10196602743207e-08,2.514267862352426e-06
2010,7.180165051412501e-08,3.1550214316666825e-06
2011,7.494984985423336e-08,3.422837380639976e-06
2012,9.634035219585613e-08,3.800848162427428e-06
2013,9.09254751491062e-08,4.029448973597027e-06
2014,1.0848880405145422e-07,4.448257641342934e-06
2015,1.4474236675887653e-07,4.330523552198429e-06
2016,1.483079512532015e-07,4.654922577174148e-06
2017,1.662819073544597e-07,5.712953225156525e-06
2018,1.9386814276156628e-07,5.728790711145848e-06
2019,1.9438526466242223e-07,5.757069175160723e-06
