year,moindres_ADJ dommages_NOUN
1968,1.7965663401398047e-09
1969,1.8167031212712459e-09
1970,1.8394900047624674e-09
1971,4.624557625731995e-09
1972,3.0780880067027283e-09
1973,6.064523994098181e-09
1974,5.625571675160757e-10
1975,2.2845920710778955e-09
1976,2.856763492431469e-09
1977,4.11374712072643e-09
1978,1.7821774056514528e-09
1979,2.3407893401383717e-09
1980,1.7055452605774235e-09
1981,3.1627747087981106e-09
1982,6.207502289967692e-10
1983,2.5261264191556165e-09
1984,1.739702604197646e-09
1985,5.414002135495366e-09
1986,2.997242676272549e-09
1987,1.2221633705067347e-09
1988,4.797243047249822e-09
1989,1.6464366536794728e-09
1990,0.0
1991,1.7584396161396398e-09
1992,5.509944167592096e-10
1993,1.1078414852150331e-09
1994,3.6924485691258724e-09
1995,2.1689803286761844e-09
1996,5.338092190498855e-10
1997,1.917957792585412e-09
1998,4.768129224785866e-10
1999,1.3710603763428253e-09
2000,1.7672125984802278e-09
2001,0.0
2002,8.76244299341522e-10
2003,4.1669229178253886e-10
2004,0.0
2005,2.702249757291497e-09
2006,4.1178899179428186e-10
2007,3.994479469415779e-10
2008,0.0
2009,4.76819250749827e-10
2010,9.447586046817946e-10
2011,0.0
2012,0.0
2013,1.3945624655065103e-09
2014,1.2992671383216248e-09
2015,2.881548111233201e-09
2016,1.86420612280358e-09
2017,5.031222660711876e-10
2018,1.0325866828253538e-09
2019,7.65296326310505e-10
