year,trois_DET eaux_NOUN,trois_DET dos_NOUN
1951,1.0661401539380222e-08,2.1322803522849654e-09
1952,1.7926167217297007e-08,3.1634410646574906e-09
1953,1.185120990232491e-08,2.1547654771580937e-09
1954,1.2704296725729591e-08,9.772536113672459e-10
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,2.8779767013986657e-08,6.976913269340912e-09
1957,2.47381048978923e-08,0.0
1958,1.8198935247681902e-08,4.9633461784992505e-09
1959,1.705164498488898e-08,4.650448692800069e-09
1960,9.689166802218097e-09,2.076250060767393e-09
1961,8.33779090214648e-09,4.16889545107324e-09
1962,1.268391242037481e-08,2.5367825617905737e-09
1963,2.392439713005956e-08,0.0
1964,1.0951143103454797e-08,3.041984220075733e-09
1965,1.860494691641179e-08,1.6416130677043839e-09
1966,1.1632056873267516e-08,2.769537488234164e-09
1967,1.4791006530678885e-08,3.944268356370628e-09
1968,1.7067379731727783e-08,2.245707841908029e-09
1969,1.0446042669753908e-08,4.5417578031781147e-10
1970,1.655541059797372e-08,2.2993624781975086e-09
1971,2.6719667811647696e-08,3.0830383801472294e-09
1972,1.8468529372484e-08,2.5650734314375256e-09
1973,1.0475087075523248e-08,1.6539611902288698e-09
1974,1.2938814686336286e-08,5.625571619649605e-09
1975,2.1703624231150798e-08,2.8557400888473694e-09
1976,1.142705374768127e-08,2.856763492431469e-09
1977,2.8796231177352638e-08,6.464460078348111e-09
1978,1.8415833413776284e-08,4.1584139465200565e-09
1979,2.0481905949054635e-08,2.925986564150662e-09
1980,1.8192481354706302e-08,5.6851505725319385e-09
1981,3.09951919685858e-08,4.427884725544118e-09
1982,1.8622506647858472e-08,6.207502289967692e-10
1983,2.084054306905614e-08,2.5261264191556165e-09
1984,1.681712458179163e-08,1.1598016991243298e-09
1985,3.128090220183566e-08,2.4062232206745193e-09
1986,1.3187867908825979e-08,2.997242676272549e-09
1987,2.077677729861449e-08,4.277571630240118e-09
1988,1.798966176025374e-08,1.1993107618124554e-09
1989,1.8659615408367358e-08,5.488122178931576e-10
1990,1.9070277801347402e-08,1.6345953479657283e-09
1991,2.2859715009815318e-08,2.344586136349136e-09
1992,1.1019888224161889e-08,1.6529832502776287e-09
1993,2.4926434250005514e-08,3.877445253763767e-09
1994,2.215469208088905e-08,1.0549853213248639e-09
1995,1.8436332793747567e-08,2.7112254663563817e-09
1996,1.3345230698291743e-08,7.473328622609188e-09
1997,8.151320618488e-09,2.3974471297094624e-09
1998,1.8118891276230897e-08,1.43043876743576e-09
1999,1.1882523187622951e-08,9.140402323914998e-10
2000,1.6788519130450652e-08,4.418031607222872e-09
2001,1.8401088985875447e-08,0.0
2002,1.2267419968736704e-08,4.38122149670761e-10
2003,1.750107614384433e-08,2.083461403401543e-09
2004,1.3214373428827031e-08,1.7619165015858584e-09
2005,1.0808999029165989e-08,1.3511248786457486e-09
2006,1.4412614657288714e-08,2.0589450144825605e-09
2007,1.2382886716011399e-08,3.994479469415779e-10
2008,1.0217855089811323e-08,1.7029758714315335e-09
2009,1.1443661795951243e-08,4.76819250749827e-10
2010,1.1809482836078189e-08,3.3066551718974324e-09
2011,6.1183551280930004e-09,1.529588788962144e-09
2012,7.829781378809741e-09,3.4042526575461807e-09
2013,6.972812605088308e-09,3.3469499394200852e-09
2014,9.311414264634443e-09,2.815078836704288e-09
2015,7.536356427806368e-09,1.994917855907552e-09
2016,7.45682449121432e-09,3.935546111222266e-09
2017,4.528100561174142e-09,1.509366853724714e-09
2018,7.48625367252842e-09,3.0977600484760615e-09
2019,5.35707450621814e-09,4.591778068885333e-09
