year,trois_DET eaux_NOUN,trois_DET dos_NOUN
1800,9.432493897065797e-09,0.0
1801,8.096020565062645e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,2.3404069793286908e-08,0.0
1804,1.730295728918918e-08,0.0
1805,2.842877755426798e-08,0.0
1806,5.76333825108577e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,2.2660739062985158e-08,0.0
1809,5.421673421324158e-08,2.259030518203531e-09
1810,9.594519667643908e-08,2.3401267590372754e-09
1811,7.019814773912003e-08,5.0141535368197765e-09
1812,1.600324850414836e-08,0.0
1813,3.738464116054274e-08,2.8757416448144113e-09
1814,4.090680150170556e-08,0.0
1815,3.506390555685357e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,2.1796227045456362e-08,0.0
1818,2.6226590676969863e-08,0.0
1819,1.2421260464634543e-08,1.035105001712111e-09
1820,3.5599443393152796e-09,0.0
1821,5.9168927535324656e-09,0.0
1822,2.7069162911175226e-08,0.0
1823,7.609668595254249e-08,9.882686891060644e-10
1824,5.221090049190025e-08,0.0
1825,3.874394849390228e-08,1.7610886082763955e-09
1826,2.906634755106552e-08,1.7615968683770689e-09
1827,2.949527377893446e-08,0.0
1828,4.219258542548232e-08,9.172301251858528e-10
1829,2.8291481157793896e-08,0.0
1830,5.844628248041772e-08,0.0
1831,4.053713453799901e-08,0.0
1832,3.111892965534935e-08,2.570694235259907e-08
1833,5.21263281427764e-08,1.1583628500844156e-09
1834,3.733812370398937e-09,9.334530925997342e-10
1835,6.806779140333674e-09,0.0
1836,1.6129799718100912e-08,1.3441500135158435e-09
1837,5.5663127440652715e-09,2.7831563720326358e-09
1838,1.2624323364462953e-08,0.0
1839,1.8876983531868063e-08,6.9914751765765e-10
1840,5.732719632334238e-09,6.369688665408546e-10
1841,0.0,0.0
1842,1.8783142152756227e-08,6.708265054555795e-10
1843,4.843666989717832e-08,0.0
1844,1.8112252364588244e-08,6.0374173438404455e-09
1845,1.5066614622583074e-08,0.0
1846,1.6978054517835517e-08,1.7563503984519002e-09
1847,2.9662729161827883e-08,5.393223645455691e-10
1848,2.333114323960217e-08,3.218088684420195e-09
1849,4.189707314417035e-08,0.0
1850,2.2403686017469226e-08,6.788996032014438e-10
1851,1.096404567135778e-08,0.0
1852,4.427170807730363e-08,0.0
1853,5.971931837933653e-09,5.971931837933653e-10
1854,4.208488119106235e-08,5.195664454227256e-10
1855,5.837630823180007e-08,0.0
1856,5.3842768188427925e-08,5.177189232874468e-10
1857,2.0502338549110988e-08,0.0
1858,2.6425849952715907e-08,0.0
1859,4.226503946824778e-08,5.092173349652285e-10
1860,5.0806741119791e-08,4.577183909670879e-10
1861,5.234719679947375e-08,1.414789119191795e-09
1862,5.737842562192341e-08,0.0
1863,4.9946207170137313e-08,1.4983863039219614e-09
1864,3.068625842317374e-08,0.0
1865,2.729969672543575e-08,9.41368871743009e-10
1866,1.0217787504984699e-08,4.865612912574591e-10
1867,4.610170911689693e-08,9.7056229719783e-10
1868,5.532658775564414e-08,0.0
1869,4.2974966696363026e-08,9.767038289254515e-10
1870,3.268407855472333e-08,1.7202146374017957e-09
1871,1.3807530230280918e-08,4.248470908407853e-09
1872,4.898344840853497e-08,0.0
1873,8.021245889722195e-08,2.3944017324417644e-09
1874,3.823749850084823e-08,1.1949218281515073e-09
1875,3.833423067867159e-08,5.721527140956084e-10
1876,7.37613781165436e-08,6.04601479992084e-10
1877,8.844287080478352e-08,6.184815992682502e-10
1878,6.03908887342186e-08,2.4156354694326865e-09
1879,5.742765785132775e-08,1.832797580370027e-09
1880,4.941741771347097e-08,1.9253538763308597e-09
1881,4.3229546664580454e-08,3.4862537301449947e-09
1882,5.856738738430067e-08,1.9966155395678697e-09
1883,4.170763850952497e-08,3.159669414998234e-09
1884,4.68720466884065e-08,6.601696966868076e-10
1885,6.896829862768072e-08,5.1565086089944145e-09
1886,4.711028545045792e-08,2.5813855497602844e-09
1887,3.003305382165422e-08,3.264462256069578e-09
1888,2.346027505595316e-08,5.706553229956057e-09
1889,7.2675589102289e-08,3.132568426877924e-09
1890,5.636772321127026e-08,6.554386478008212e-10
1891,7.585322059355804e-08,6.374220040683554e-10
1892,6.017771747579559e-08,0.0
1893,4.310891554837326e-08,6.158416554491453e-10
1894,4.348062221382065e-08,3.150769645188234e-09
1895,2.1667012850556944e-08,2.4074457982692365e-09
1896,3.3613064720494634e-08,1.179405795248556e-09
1897,4.078699333831537e-08,5.826713556089658e-10
1898,1.4711722839955144e-08,4.52668391659472e-09
1899,2.7085134135518274e-08,2.7637891975018647e-09
1900,4.204752979131143e-08,4.1528426253378825e-09
1901,1.676621691482083e-08,3.353243294146324e-09
1902,3.830021244599635e-08,6.8743973291596205e-09
1903,1.836074892125339e-08,4.320176216765503e-09
1904,3.117282698639201e-08,1.6123875568041512e-09
1905,2.4255568054076804e-08,2.580379465655369e-09
1906,1.4403717052413612e-08,0.0
1907,1.7999951751335175e-08,1.028568674676933e-09
1908,2.2592390180875555e-08,1.964555629285769e-09
1909,2.6954820153690662e-08,3.300590023513905e-09
1910,1.6566866989364826e-08,2.137660271017694e-09
1911,1.1704823332792103e-08,3.1922244847493175e-09
1912,2.7609931674277277e-08,1.0418842455450772e-09
1913,1.3787773367468503e-08,2.121195885607108e-09
1914,1.004511551716547e-08,2.0090231700464756e-09
1915,5.890381071793627e-09,3.534228465440492e-09
1916,8.789969641043172e-09,4.394984820521586e-09
1917,1.7546279096336548e-08,3.289927441585405e-09
1918,1.9526838812566893e-08,6.89182577673364e-09
1919,1.6574126959767455e-08,6.445493971884986e-09
1920,2.4231140649533245e-08,9.086677632552664e-09
1921,1.8931869016913794e-08,2.2718242842501013e-09
1922,3.3938504784281065e-08,7.377935484775833e-10
1923,1.3800732556745743e-08,7.431163684401554e-09
1924,1.2891624545652292e-08,9.02413699321869e-09
1925,1.3197813952814386e-08,5.499089184013428e-09
1926,2.452150482668003e-08,3.343841648018042e-09
1927,1.3379070296082318e-08,2.2298449753321847e-09
1928,9.14083297942625e-09,3.4278122562625413e-09
1929,3.119313873867213e-08,1.1140406375176326e-09
1930,2.520864939015155e-08,1.0503603542488804e-09
1931,2.3951248984133144e-08,2.2810713318222042e-09
1932,1.8631212128639163e-08,0.0
1933,2.0647192178202545e-08,2.2941324395731044e-09
1934,1.4377896206951846e-08,3.5944740517379614e-09
1935,1.6755597798123745e-08,3.590485242455088e-09
1936,2.182448710641438e-08,0.0
1937,1.1332006222275481e-08,1.2591118148108649e-09
1938,6.482607339819424e-09,2.5930428915188486e-09
1939,1.6823456405745674e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,2.8610090296865565e-08,1.1920870957027319e-09
1948,1.0871888278529696e-08,1.0871887834440486e-09
1949,1.3743811422273211e-08,3.926803215925645e-09
1950,1.70165788127008e-08,4.2541445921528975e-09
