year,voudrais_VERB écrire_VERB,voudrais_VERB décrire_VERB
1879,2.3215436684154156e-08,1.832797580370027e-09
1880,1.9253539207397807e-08,0.0
1881,2.3009274485730202e-08,2.091752326904839e-09
1882,2.9283693692150337e-08,3.9932310791357395e-09
1883,2.1485751844352308e-08,1.0742875922176154e-08
1884,8.582206056928499e-09,6.601696966868076e-09
1885,1.2246707647989297e-08,1.2246707647989297e-08
1886,1.097088819790315e-08,3.872078213618124e-09
1887,1.7628096316002484e-08,4.570247291724172e-09
1888,1.521747527988282e-08,8.876860135842435e-09
1889,2.318100555953606e-08,8.771191772893872e-09
1890,1.7041404731799048e-08,3.2771931834929546e-09
1891,2.5496881050912634e-08,6.3742202627281586e-09
1892,2.5074049503359674e-08,3.1342561879199593e-09
1893,1.6011883374744684e-08,4.926733243593162e-09
1894,2.5836310868498913e-08,1.5123694296903523e-08
1895,1.5648398132839247e-08,6.018614495673091e-09
1896,3.125425251937486e-08,5.897029087265082e-09
1897,1.4566784223291052e-08,0.0
1898,1.7540900287826844e-08,1.6975064687230201e-09
1899,1.8241008703512307e-08,7.185851913504848e-09
1900,2.3359739032002835e-08,1.038210628578895e-09
1901,1.2295225282343836e-08,9.500856101851696e-09
1902,1.816805017540446e-08,3.437198747846537e-09
1903,1.5660639007819555e-08,5.940242076007962e-09
1904,2.579820090886642e-08,1.6123875568041512e-09
1905,1.8062657147766004e-08,6.192911072844254e-09
1906,2.6749759740596346e-08,5.144184633820714e-09
1907,3.1371342856800766e-08,3.599990305858114e-09
1908,2.7994918383456024e-08,4.4202499438483756e-09
1909,3.190570296851547e-08,1.1001967115120692e-09
1910,2.0842188419578633e-08,2.137660271017694e-09
1911,4.149891807969652e-08,8.51259862599818e-09
1912,4.219631222213138e-08,1.0939784189645252e-08
1913,3.3939134169713725e-08,6.893886794756554e-09
1914,1.4732836284281348e-08,4.68772043404897e-09
1915,1.8849219074468238e-08,2.3561523843085297e-09
1916,3.84561182897869e-08,1.538244731591476e-08
1917,2.4126133979507358e-08,5.483212106582869e-09
1918,1.4932290071101306e-08,2.6418664589300533e-08
1919,2.8544329566670967e-08,8.287063479883727e-09
1920,5.4520068459851245e-08,1.3630017114962811e-08
1921,4.1650110915725236e-08,1.5145495524393482e-08
1922,3.24629176873259e-08,8.853522359686394e-09
1923,3.927900849021171e-08,1.1677542488541803e-08
1924,3.480738541838946e-08,1.0313299547703991e-08
1925,3.629398648286042e-08,5.499089184013428e-09
1926,4.56991671171636e-08,6.687683296036084e-09
1927,5.686104742608222e-08,1.2264147031260109e-08
1928,4.4561559775502246e-08,1.4853853258500749e-08
1929,5.681607362362229e-08,6.684243825105796e-09
1930,4.621585603103995e-08,7.352522590764465e-09
1931,2.9653927313688655e-08,3.4216069977333063e-09
1932,5.041386685888938e-08,6.575722188983946e-09
1933,3.9000251916831985e-08,1.605892663292252e-08
1934,3.834105655187159e-08,7.188948103475923e-09
1935,7.659701850570855e-08,1.196828414151696e-08
1936,4.00115567344983e-08,3.6374143697059935e-09
1937,4.910535977842301e-08,2.5182236296217297e-09
1938,6.352954784460962e-08,5.186085783037697e-09
1939,6.270560959364957e-08,1.070583532936098e-08
1940,5.325144059042941e-08,1.7750480196809804e-08
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,8.799214157306778e-08,1.517105907566929e-08
1943,1.335488235554294e-07,1.4516175816936538e-08
1944,3.534504600111177e-08,2.2492303131116387e-08
1945,7.62476446425353e-08,1.9606536838523425e-08
1946,7.099762910911522e-08,1.3921104269343232e-08
1947,7.867775053682635e-08,8.344609447874518e-09
1948,7.501602539150554e-08,5.435944139264848e-09
1949,3.9268034157657894e-08,5.890204768377316e-09
1950,3.616023036556726e-08,1.3825969702452312e-08
1951,1.215399834109121e-07,8.529121409139861e-09
1952,9.068531170441929e-08,1.5817205323287453e-08
1953,5.2791754967529414e-08,7.54167928107563e-09
1954,6.156697907044872e-08,1.5636057781875934e-08
1955,5.443652639769425e-08,7.508486277174597e-09
1956,7.325758843990116e-08,1.0465369904011368e-08
1957,5.1243219445495924e-08,6.184526224473075e-09
1958,4.549733745307094e-08,4.1361216673863055e-09
1959,4.1854036680888385e-08,1.6276571201956358e-08
1960,5.3982500247684584e-08,1.7994166157109248e-08
1961,6.531269747256374e-08,1.598076693198891e-08
1962,4.058852098864918e-08,1.0781326054143392e-08
1963,6.207410763181542e-08,1.5518526907953856e-08
1964,6.814044439806821e-08,1.0951143103454797e-08
1965,4.268193976031398e-08,1.91521518644322e-08
1966,4.542041409649755e-08,7.754704434148607e-09
1967,3.9935716955596945e-08,9.367637332502454e-09
1968,3.907531720415136e-08,7.186265360559219e-09
1969,4.4509224750299836e-08,9.083515273289322e-09
1970,4.460763136648893e-08,9.197449912790034e-09
1971,4.3162540208641076e-08,1.2332153964678128e-08
1972,4.463227654127877e-08,1.539044092169206e-08
1973,5.127279578687194e-08,2.0398854161385316e-08
1974,3.8816445169231883e-08,1.012602890426706e-08
1975,5.597250662958686e-08,1.4278700888326057e-08
1976,4.513686135965145e-08,1.314111219841152e-08
1977,4.348818549715361e-08,8.22749424145286e-09
1978,4.514849294423584e-08,1.900989232694883e-08
1979,4.564539324292127e-08,4.096381456264453e-09
1980,5.2871900635409474e-08,9.664756106531058e-09
1981,4.933928465788995e-08,1.707898356073656e-08
1982,4.345251625181845e-08,9.311253101884631e-09
1983,4.104955309003344e-08,1.0104505676622466e-08
1984,4.465236713713239e-08,1.3917620833581168e-08
1985,4.8726018775369084e-08,1.5038894574104233e-08
1986,5.874595743193822e-08,1.3187867686781374e-08
1987,3.727598141267663e-08,1.4054879038383206e-08
1988,4.137622156008547e-08,1.2592763276586538e-08
1989,4.390497565509577e-08,1.4817929994137558e-08
1990,5.5031375012504213e-08,1.0352437129768077e-08
1991,4.9822453718206816e-08,1.3481369798284959e-08
1992,4.848750734254281e-08,1.7080827419135858e-08
1993,5.151462900698789e-08,6.647049133334804e-09
1994,5.011180448377672e-08,1.8462243289718572e-08
1995,4.2837360325620466e-08,9.21816667442954e-09
1996,6.352329506853494e-08,9.60856638698715e-09
1997,5.322332796708906e-08,1.1987236092636522e-08
1998,4.4343600791307836e-08,1.382757464085671e-08
1999,3.656160885157078e-08,1.5081663917726473e-08
2000,6.008522746014933e-08,1.4137700787841823e-08
2001,5.082205589701516e-08,1.270551397425379e-08
2002,5.126029023472256e-08,1.6648641576466616e-08
2003,5.0003073681637034e-08,1.583430631058036e-08
2004,4.757174565384048e-08,1.5857247959161214e-08
2005,5.989986817667159e-08,1.261049931144953e-08
2006,6.135655894468073e-08,8.64756888319107e-09
2007,5.392547208771248e-08,1.078509459517818e-08
2008,5.875266850807748e-08,1.1495087548496485e-08
2009,6.580105349485166e-08,8.105927484791664e-09
2010,5.007220593711281e-08,9.447585824773341e-09
2011,4.282848564685082e-08,9.177532511728259e-09
2012,5.582974438311794e-08,4.765953853791416e-09
2013,4.964642741356329e-08,8.367375237128272e-09
2014,5.8900109678461376e-08,6.063246349441442e-09
2015,4.122830077335493e-08,6.871383906315032e-09
2016,4.701941946905208e-08,9.942432654952427e-09
2017,5.0312227273252574e-08,6.289028409156572e-09
2018,5.162933547353532e-08,6.195520096952123e-09
2019,4.999936109584269e-08,4.591778068885333e-09
