year,leurs_DET oies_NOUN,leurs_DET doigts_NOUN
1869,4.883519366671862e-09,6.114165707060693e-07
1870,4.587239033071455e-09,5.510421061671877e-07
1871,4.248470908407853e-09,5.331831198773784e-07
1872,7.256807155187062e-09,4.801587429881238e-07
1873,3.591602570907071e-09,6.405025061440028e-07
1874,5.974609140757536e-10,5.114265420047559e-07
1875,1.0298748520654044e-08,5.961831091028102e-07
1876,1.209202959984168e-09,5.900910453604524e-07
1877,3.0924081073635534e-09,5.529225219902401e-07
1878,7.2469061862534545e-09,5.833759537665628e-07
1879,3.665595160740054e-09,6.078778396201301e-07
1880,6.417846254436199e-10,5.942925902502338e-07
1881,1.6036766581351003e-08,6.491404827002611e-07
1882,9.983077475794744e-09,5.989846361131868e-07
1883,5.687405213450347e-09,5.668447204953964e-07
1884,9.902545450302114e-09,6.119772866242101e-07
1885,3.86738152613475e-09,5.826854385659885e-07
1886,5.808117542471791e-09,5.995268068659243e-07
1887,5.876032105334161e-09,5.634461981429695e-07
1888,3.804368819970705e-09,6.055287116168984e-07
1889,6.265136853755848e-09,6.778877885693646e-07
1890,3.9326319978272295e-09,5.604000516967744e-07
1891,7.0116419337296065e-09,5.762295067768264e-07
1892,6.268512375839919e-09,5.384652190798533e-07
1893,6.158416554491453e-10,5.893604688722576e-07
1894,4.411077725308132e-09,6.131397949360462e-07
1895,3.611168697403855e-09,6.722792633695462e-07
1896,3.5382172747233653e-09,6.23315981940209e-07
1897,8.740070001067579e-09,6.321984251655977e-07
1898,8.487532454637403e-09,6.50144951208631e-07
1899,8.291367592505594e-09,5.837123051577464e-07
1900,7.26747462209687e-09,5.917800720567357e-07
1901,1.0059729937950124e-08,5.381955485717071e-07
1902,9.820567692386817e-10,5.563351530568639e-07
1903,7.020286574288548e-09,5.789035935066522e-07
1904,3.7622376325430196e-09,5.938960807583271e-07
1905,1.5482277682110634e-09,6.00712336762399e-07
1906,7.716276506641861e-09,7.222435289833129e-07
1907,1.1828539925318182e-08,5.945126737572082e-07
1908,2.4556945366072114e-09,7.76490585607803e-07
1909,4.950885035270858e-09,6.44165201180158e-07
1910,1.6032452032632705e-09,7.551284930684687e-07
1911,4.788336838146279e-09,6.246119177433229e-07
1912,5.730363294986773e-09,6.787875745928318e-07
1913,9.545381374209683e-09,6.183285776728553e-07
1914,7.366418142140674e-09,6.710137157028839e-07
1915,8.246533234057551e-09,6.773938192594642e-07
1916,3.2962386153911893e-09,5.966191629624973e-07
1917,2.1932848870420685e-09,8.389314878343157e-07
1918,1.1486376294556067e-09,8.775591737730792e-07
1919,1.3811772170413406e-08,6.141634898426673e-07
1920,3.028892692213958e-09,7.095181153715657e-07
1921,3.0290989716519334e-09,7.148673297763253e-07
1922,3.6889677978990676e-09,7.746832384469826e-07
1923,1.3800733000834953e-08,6.125402300938276e-07
1924,3.867487219366694e-09,6.136413208679414e-07
1925,9.898360353588487e-09,6.345948566632842e-07
1926,3.343841648018042e-09,5.996622265413976e-07
1927,7.804457524684949e-09,7.202399530115144e-07
1928,2.2852082448565625e-09,6.78706856049871e-07
1929,4.4561625500705304e-09,6.706524562360983e-07
1930,7.352522590764465e-09,5.472377484494473e-07
1931,3.4216069977333063e-09,5.098194515440468e-07
1932,4.383814644626227e-09,5.052346256917417e-07
1933,2.2941324395731044e-09,4.6341474657651816e-07
1934,3.5944740517379614e-09,4.6488530891508617e-07
1935,9.574627313213568e-09,4.883059840921078e-07
1936,0.0,5.61374310592555e-07
1937,5.0364472592434595e-09,5.514909613424379e-07
1938,2.5930428915188486e-09,5.017538082796591e-07
1939,7.647025235257843e-09,5.291741267399175e-07
1940,2.5357829169792012e-09,7.429844077755376e-07
1941,8.854508237732261e-09,6.021065424022254e-07
1942,6.068423541449874e-09,6.644923757903598e-07
1943,8.709705845433291e-09,6.96776426778456e-07
1944,0.0,7.069009768656542e-07
1945,2.178504043826024e-09,7.319773729363988e-07
1946,1.2528993842408909e-08,6.153128300212529e-07
1947,7.152522574216391e-09,5.590888338957711e-07
1948,3.2615663503321457e-09,6.14261679743322e-07
1949,1.9634016634739737e-09,4.83978499943305e-07
1950,5.317680518146517e-09,5.349586693625952e-07
1951,4.264560704569931e-09,5.618559004716417e-07
1952,1.0544804140977249e-08,5.093140149625697e-07
1953,9.69644453618912e-09,5.063698704788067e-07
1954,9.772536113672459e-10,5.326032397334757e-07
1955,1.8771215692936494e-09,4.842973666541184e-07
1956,6.976913269340912e-09,5.14547325636272e-07
1957,3.534015080575159e-09,5.150827249167378e-07
1958,1.6544486891589827e-09,5.186696405701241e-07
1959,5.425523585955716e-09,4.379172509061391e-07
1960,4.844583401109048e-09,4.553908254933958e-07
1961,3.47407969059077e-09,4.967933815436254e-07
1962,3.805173953708163e-09,4.953067982427228e-07
1963,4.526237162849611e-09,5.088783865403457e-07
1964,3.6503808864551957e-09,5.414731720776444e-07
1965,6.5664522708175355e-09,5.597900543108381e-07
1966,4.431259803538978e-09,5.721864333452231e-07
1967,3.451234853457663e-09,4.969778473196129e-07
1968,7.186265360559219e-09,6.377810368718428e-07
1969,6.358460868938209e-09,5.191228993339791e-07
1970,7.817832603507213e-09,4.971221763128142e-07
1971,1.541519245584766e-09,5.857773377471176e-07
1972,2.565073486948677e-09,4.452967363732796e-07
1973,1.6539611902288698e-09,4.5318535413230165e-07
1974,6.1881286761433785e-09,4.2079276063589077e-07
1975,5.140332159925265e-09,3.986613172912712e-07
1976,8.570290255249802e-09,4.165161016089769e-07
1977,1.057820764316375e-08,4.342941775092868e-07
1978,2.3762365408686037e-09,4.805938473850802e-07
1979,5.266775904289034e-09,4.0671216083865147e-07
1980,7.390696055153967e-09,4.821007753008644e-07
1981,5.69299452024552e-09,4.4721634218092277e-07
1982,5.586751949948621e-09,4.3266290106203087e-07
1983,1.2630632095778083e-09,4.420721184672516e-07
1984,5.799008384599347e-09,4.465236678186102e-07
1985,4.210890747202711e-09,4.301123954775221e-07
1986,5.395036861699509e-09,4.801582900171297e-07
1987,4.277571630240118e-09,3.7153765752862e-07
1988,2.99827696004229e-09,4.077656523548967e-07
1989,1.0976244357863152e-09,4.1051152877003005e-07
1990,4.358920779878872e-09,3.748671879577614e-07
1991,2.9307325455363298e-09,4.0326881745045284e-07
1992,3.30596661157756e-09,4.242657123398885e-07
1993,6.647049133334804e-09,4.475679524773568e-07
1994,1.0549853213248639e-09,4.1935667915993236e-07
1995,3.795715741716776e-09,4.0288808555999367e-07
1996,1.067618438099771e-09,4.2277688727665463e-07
1997,1.917957792585412e-09,4.219507037106496e-07
1998,2.86087753487152e-09,3.8288078485493315e-07
1999,5.0272213059088244e-09,4.0263472200763317e-07
2000,3.092622158362701e-09,3.7420727316828106e-07
2001,4.8193329327261836e-09,3.8642288480161824e-07
2002,4.381221607729913e-09,4.205972548021464e-07
2003,3.333538334260311e-09,4.833630598000127e-07
2004,1.7619165015858584e-09,3.7176437395203266e-07
2005,4.5037495954858286e-10,4.260547079582011e-07
2006,4.117890028965121e-09,4.3361379553630286e-07
2007,1.997239706952314e-09,6.051636418646922e-07
2008,2.1287198670449925e-09,5.77734539319863e-07
2009,1.430457752249481e-09,6.69931075947261e-07
2010,7.558068837454357e-09,8.871283156963727e-07
2011,2.6767803529281764e-09,9.70141712741679e-07
2012,2.382976926895708e-09,1.1795735446185063e-06
2013,5.020424964641279e-09,1.2849499029243816e-06
2014,8.445236510112863e-09,1.4133860872789228e-06
2015,9.309617077235544e-09,1.392231013142009e-06
2016,8.285359953674742e-09,1.4808009751732243e-06
2017,4.024978128569501e-09,1.3350349234997338e-06
2018,4.130346731301415e-09,1.5233235615141894e-06
2019,5.612172948588068e-09,1.3831455021318106e-06
