year,anciens_ADJ yeux_NOUN,anciens_ADJ dieux_NOUN
1871,0.0,4.1422589802664334e-08
1872,0.0,6.652073292201521e-08
1873,0.0,4.669083319974732e-08
1874,2.3898436563030145e-09,8.424198938428162e-08
1875,0.0,4.577221690560407e-08
1876,0.0,9.613163332033992e-08
1877,0.0,7.236234544905074e-08
1878,0.0,1.1534659094536437e-07
1879,0.0,8.308682630797648e-08
1880,0.0,9.434233749772147e-08
1881,0.0,6.763332471848571e-08
1882,0.0,1.1314154502173324e-07
1883,0.0,7.583206595995762e-08
1884,0.0,5.545425452169184e-08
1885,0.0,9.99073543894724e-08
1886,0.0,1.2003442595442948e-07
1887,0.0,7.44297397048399e-08
1888,0.0,5.2627101787550146e-08
1889,3.132568426877924e-09,8.082026070610482e-08
1890,6.554386478008212e-10,6.619930292828258e-08
1891,0.0,8.92390783491237e-08
1892,1.2537024751679837e-09,9.214713081462378e-08
1893,4.310891643655168e-09,5.850495643500153e-08
1894,2.520615716150587e-09,7.813908542431136e-08
1895,1.2037228991346183e-09,5.416753090514703e-08
1896,0.0,8.078929791821565e-08
1897,1.1653427112179315e-09,4.486569338268964e-08
1898,0.0,6.054439705138748e-08
1899,4.4220627160029835e-09,4.366786932052946e-08
1900,2.595526460424935e-09,7.267474355643344e-08
1901,5.588738916095792e-10,5.309301842615355e-08
1902,0.0,5.4013121086882165e-08
1903,1.0800440541913758e-09,6.156251286526526e-08
1904,1.0749250378694342e-09,8.438161902546426e-08
1905,0.0,6.038088073978543e-08
1906,0.0,7.613393293581794e-08
1907,5.142843373384665e-10,6.891410420095667e-08
1908,0.0,7.907336208035076e-08
1909,0.0,4.290767030568077e-08
1910,1.068830135508847e-09,4.5959694272568186e-08
1911,5.320374141248863e-10,5.213966547401583e-08
1912,0.0,4.740573222861144e-08
1913,5.30298971401777e-10,6.15146795723831e-08
1914,0.0,8.036092191687771e-08
1915,0.0,6.125996376837861e-08
1916,0.0,4.2851102222130066e-08
1917,0.0,4.496233874107247e-08
1918,0.0,3.675640503075783e-08
1919,0.0,6.445493627715848e-08
1920,0.0,9.086678431913242e-08
1921,0.0,6.588290180076228e-08
1922,7.377935484775833e-10,6.049907153027334e-08
1923,2.1231896241147297e-09,5.944931036339085e-08
1924,1.289162443462999e-09,4.383152241160815e-08
1925,3.299453377181294e-09,7.478761077095442e-08
1926,1.1146138456652466e-09,6.910605510057621e-08
1927,0.0,5.128643598695248e-08
1928,1.1426041224282812e-09,6.170062283317179e-08
1929,1.1140406375176326e-09,4.567566724844596e-08
1930,0.0,6.72230653364636e-08
1931,1.1405356659111021e-09,6.158892773555635e-08
1932,0.0,7.01410369785549e-08
1933,1.1470662197865522e-09,3.785318458682241e-08
1934,0.0,5.6313425034204556e-08
1935,0.0,3.710168083870258e-08
1936,0.0,8.366052739461338e-08
1937,0.0,8.310138133182932e-08
1938,7.779128452511941e-09,6.612259073612847e-08
1939,3.058810094103137e-09,4.282334220562234e-08
1940,0.0,3.550096194793184e-08
1941,2.9515025978810172e-09,5.9030050181263505e-08
1942,3.034211770724937e-09,6.978686961645053e-08
1943,2.9032352077962287e-09,6.096793869758699e-08
1944,9.639558484764166e-09,1.0282195539446093e-07
1945,4.357008087652048e-09,5.2284098384092204e-08
1946,1.3921104269343232e-09,5.29001971116827e-08
1947,2.3841741914054637e-09,5.960435611740422e-08
1948,2.174377566888097e-09,5.979538286737807e-08
1949,9.817008317369869e-10,4.613994075697292e-08
1950,0.0,4.998619917984115e-08
1951,1.0661401761424827e-09,5.330700814099032e-08
1952,2.1089607837865287e-09,5.5887459105008475e-08
1953,4.3095309543161875e-09,5.2791754967529414e-08
1954,0.0,6.254423112750374e-08
1955,0.0,5.7252206975277886e-08
1956,1.744228317335228e-09,4.6222050187338937e-08
1957,1.7670075402875796e-09,8.393285844121579e-08
1958,0.0,5.3769582231133484e-08
1959,2.325224457422337e-09,5.348015896800007e-08
1960,6.920833350854139e-10,4.4985415170728515e-08
1961,2.779263708063695e-09,5.419564086395212e-08
1962,6.341956404476434e-10,5.136984526643573e-08
1963,1.2932106496776896e-09,8.27654846879966e-08
1964,1.2167936658258327e-09,4.867174707712252e-08
1965,1.0944086747954884e-09,7.715581329392762e-08
1966,2.769537488234164e-09,3.9881337343672385e-08
1967,2.465167847631733e-09,5.768492705726658e-08
1968,8.982831700699023e-10,5.344784881344822e-08
1969,9.083515606356229e-10,5.7680323850561876e-08
1970,9.197450023812337e-10,6.622164061553804e-08
1971,1.541519245584766e-09,7.24514048755509e-08
1972,5.130146862875051e-10,6.566587984480066e-08
1973,5.513203782392395e-10,4.3554311379701005e-08
1974,0.0,3.094064471298452e-08
1975,5.711480177694739e-10,4.283610310906738e-08
1976,0.0,4.570821543481429e-08
1977,0.0,3.290997874216828e-08
1978,4.158414057542359e-09,6.356432757925745e-08
1979,1.7555920051037788e-09,4.388980001657217e-08
1980,0.0,4.60497204812782e-08
1981,6.325549528618524e-10,3.985096030945101e-08
1982,1.8622506869903077e-09,4.966001876383075e-08
1983,0.0,4.294414912564548e-08
1984,2.3196033982486597e-09,5.9149884990006285e-08
1985,6.015558051686298e-10,5.414002224313208e-08
1986,1.1988970927134801e-09,4.9754228514942156e-08
1987,1.2221633705067347e-09,3.5442739410029844e-08
1988,0.0,4.557380917091791e-08
1989,5.488122178931576e-10,4.664903741069537e-08
1990,1.6345953479657283e-09,4.304434142454738e-08
1991,0.0,3.692723060666481e-08
1992,0.0,5.1242480036961524e-08
1993,0.0,5.151462767472026e-08
1994,2.637463358823311e-09,4.11444278647366e-08
1995,0.0,5.151328341668204e-08
1996,1.6014276571496566e-09,4.003569298305365e-08
1997,4.79489448146353e-10,4.171558121157659e-08
1998,0.0,5.8171177208521385e-08
1999,4.570201161957499e-10,3.199140929943667e-08
2000,8.836062992401139e-10,3.004261417416387e-08
2001,4.3812117822561447e-10,3.986902852304297e-08
2002,8.76244299341522e-10,4.512658113853263e-08
2003,0.0,6.750415071365978e-08
2004,1.7619165015858584e-09,3.259545469647129e-08
2005,9.007499190971657e-10,4.638862005634792e-08
2006,4.1178899179428186e-10,4.48850012713109e-08
2007,1.1983438685803094e-09,6.63083596919023e-08
2008,4.257439678578834e-10,5.577245953958254e-08
2009,4.76819250749827e-10,4.720510737854511e-08
2010,4.723793023408973e-10,4.582079204951128e-08
2011,2.6767803529281764e-09,4.779965001588948e-08
2012,1.7021263287730903e-09,7.012760327995693e-08
2013,2.789125042035323e-10,6.610226277459219e-08
2014,2.165445156521173e-09,6.344754455156476e-08
2015,1.10828768384863e-09,1.0506567349466422e-07
2016,1.2428040818690533e-09,7.726098694149641e-08
2017,2.7671724911471074e-09,6.364496707433887e-08
2018,3.0977600484760615e-09,6.376222883019977e-08
2019,1.2754939326953263e-09,1.0357010360451113e-07
