year,ces_DET essais_NOUN,ces_DET décès_NOUN
1800,2.4838898831092138e-06,0.0
1801,2.79788949342219e-06,2.3811825844433088e-09
1802,1.8730721649262705e-06,2.2378401354217203e-09
1803,1.4900591907007765e-06,1.950339223455444e-09
1804,1.7055771266427655e-06,9.887403784603066e-09
1805,1.4441818407817664e-06,0.0
1806,1.6944214848990669e-06,4.034336775760039e-08
1807,1.679703558465917e-06,3.9857372513552036e-08
1808,1.237276421761635e-06,2.039466551195801e-08
1809,1.7258993523228128e-06,9.036122072814123e-09
1810,1.5585244454996428e-06,2.3401266702194334e-08
1811,1.6722202360597294e-06,5.0141535368197765e-09
1812,2.520511714010354e-06,1.8670457180292033e-08
1813,1.805965695211853e-06,3.4508900625951355e-08
1814,2.020166682825675e-06,0.0
1815,1.2326311704669024e-06,1.6183340889597275e-08
1816,1.0290161469583836e-06,1.1588019432906549e-08
1817,1.6253758730044865e-06,0.0
1818,1.7857923637620843e-06,4.768470951432846e-09
1819,1.2628281034210431e-06,1.1386155129855524e-08
1820,1.4002447699112963e-06,2.7292906601417144e-08
1821,1.1764755534215965e-06,1.972297702934611e-08
1822,1.1559534982552577e-06,1.4035862250239006e-08
1823,1.181969377483938e-06,1.1859224713361982e-08
1824,1.2917986644822577e-06,4.463189640091514e-08
1825,1.282072538799639e-06,1.3208164340028361e-08
1826,1.492953302317801e-06,5.0205510859768765e-08
1827,1.563249458769178e-06,7.373818444733615e-09
1828,1.3850174980234442e-06,3.2103053770882184e-08
1829,1.620330309037854e-06,7.458663020543099e-08
1830,1.8264463186312696e-06,3.026682549034376e-08
1831,1.9566963516126634e-06,5.7687463472788636e-08
1832,1.8887836930048252e-06,8.523880978827947e-08
1833,2.00744280220988e-06,3.1275796175123105e-08
1834,1.66528035983049e-06,2.987049962932531e-08
1835,1.43925559825675e-06,3.7059130875150004e-08
1836,1.3589356768761718e-06,1.9490175862113546e-08
1837,1.5940528257374353e-06,5.357576160491817e-08
1838,1.4757834989609364e-06,4.3553917805638775e-08
1839,1.8597323343527705e-06,2.9364195075487487e-08
1840,1.619811879294275e-06,4.331388359091193e-08
1841,1.868379637670614e-06,4.943822418113086e-08
1842,1.6146794337146275e-06,3.287049965550182e-08
1843,1.7838871748665497e-06,3.5441465817687146e-08
1844,1.601013316587796e-06,5.543447034739302e-08
1845,1.509451646342086e-06,6.138250796539069e-08
1846,1.6521402272928754e-06,5.386141244123621e-08
1847,1.5883044000020163e-06,5.986478068820134e-08
1848,1.7787984916139976e-06,2.654923125788855e-08
1849,1.7538115555382205e-06,5.6980020701757894e-08
1850,1.6599095307157086e-06,5.0917471128286707e-08
1851,1.5298068731794956e-06,5.8044948847424394e-08
1852,1.8379270301238648e-06,8.33349789175486e-08
1853,1.8769782315075645e-06,4.896984062696674e-08
1854,1.7275583967801822e-06,2.3900056378423074e-08
1855,1.7826001972309768e-06,3.02495415382964e-08
1856,1.658771450863128e-06,3.468716780474779e-08
1857,1.7461157959530738e-06,8.933161588231542e-08
1858,1.908533583616645e-06,1.0619277190926368e-07
1859,1.647318111253071e-06,4.9394082601850187e-08
1860,1.6349700331375061e-06,5.080674148061348e-08
1861,1.7491509183287235e-06,5.611996733989599e-08
1862,1.7281297406412932e-06,6.912519356916391e-08
1863,1.7526124196365345e-06,8.790532479707736e-08
1864,1.757267735769119e-06,4.0275715873505646e-08
1865,1.6648108562833386e-06,6.071829394826977e-08
1866,1.5706199079090766e-06,6.763201909620875e-08
1867,1.6737346566486622e-06,8.152723118826088e-08
1868,2.214051511018056e-06,6.866425028562162e-08
1869,1.7712523607826824e-06,1.0353060808654391e-07
1870,1.7981977364911472e-06,6.594155976813454e-08
1871,1.8310909064567227e-06,4.779529838572216e-08
1872,1.7990834173531312e-06,7.135860347062817e-08
1873,2.043621918801364e-06,8.02124566767759e-08
1874,2.0492909769131984e-06,6.034355060080543e-08
1875,2.281172850615576e-06,7.094693721398926e-08
1876,2.1983309572704e-06,1.0943286632425497e-07
1877,2.0935602380589557e-06,8.84428699166051e-08
1878,2.078050453491187e-06,1.0024887475701405e-07
1879,1.8163024009254514e-06,1.2951769789992795e-07
1880,2.0620539746829536e-06,1.2643156921399168e-07
1881,1.8902467880388407e-06,1.1713812853031413e-07
1882,1.9540210267621205e-06,8.31923170352411e-08
1883,2.034827122798788e-06,8.025560216395888e-08
1884,2.334359933797714e-06,1.208110553818642e-07
1885,2.2076302848006435e-06,8.766064318876943e-08
1886,2.369711964433918e-06,1.2132511706397509e-07
1887,2.539751566388304e-06,8.161156106467615e-08
1888,2.6434021336285696e-06,4.945679599188679e-08
1889,2.7992630347029035e-06,1.1026640933664567e-07
1890,2.767262023084527e-06,8.520702454717366e-08
1891,2.809118793578591e-06,1.3194635073432437e-07
1892,2.7205343755554168e-06,9.904249687053834e-08
1893,2.8661270938812322e-06,8.375446558517297e-08
1894,2.82687043196006e-06,9.641355092071535e-08
1895,2.851619580468423e-06,1.1796484145065733e-07
1896,2.9160808896477874e-06,1.0555681839719e-07
1897,3.087575617399807e-06,9.9054131119658e-08
1898,3.383130490419717e-06,9.73237046508757e-08
1899,2.998158606715151e-06,9.175779958070507e-08
1900,3.317602029540012e-06,8.149953245606412e-08
1901,3.2671767051795086e-06,1.5536694153439612e-07
1902,3.658652413918162e-06,9.771464615226932e-08
1903,3.7072511211988513e-06,1.171847809899873e-07
1904,3.662269637771942e-06,9.728071592718379e-08
1905,3.229087051082047e-06,1.0682770934522523e-07
1906,3.6503132534448923e-06,1.4095065026253906e-07
1907,3.6123332449733425e-06,1.244568101910204e-07
1908,3.5813849557086996e-06,6.875944880135876e-08
1909,3.6300991546056594e-06,9.626721286792872e-08
1910,3.822136665831977e-06,1.0047003584645608e-07
1911,3.5752913660758168e-06,1.3726565839533578e-07
1912,3.7710999620799157e-06,1.0679313433570314e-07
1913,4.226482698044265e-06,1.0340829881272384e-07
1914,3.5238264928239005e-06,9.241506315760262e-08
1915,3.210257606411915e-06,9.660224931096195e-08
1916,2.9633186056088334e-06,9.559092251087975e-08
1917,3.1111744860368162e-06,9.540789136508465e-08
1918,3.038146573430822e-06,5.972915584351313e-08
1919,3.3507360992501845e-06,1.0036554876080572e-07
1920,3.0697827497760954e-06,6.284952291935042e-08
1921,3.691714280051883e-06,5.982470341336921e-08
1922,3.8121793419776395e-06,8.189508182709915e-08
1923,3.7484913981700174e-06,1.0403629335797859e-07
1924,3.7643542682985753e-06,6.316896117297688e-08
1925,3.1927710182344526e-06,9.568414860439134e-08
1926,3.6447873270617492e-06,1.0031524944054127e-07
1927,3.116208322495595e-06,1.326757761432873e-07
1928,3.6963242724397105e-06,1.5653676221916157e-07
1929,3.404508277071727e-06,1.3145679478299144e-07
1930,3.5880310758074074e-06,1.3444612756430274e-07
1931,4.072852874514865e-06,1.334426755761342e-07
1932,4.137224976830112e-06,1.0411560147360888e-07
1933,4.108791237911191e-06,6.997104229355955e-08
1934,3.914382238789926e-06,1.0304158593044122e-07
1935,4.288236297611547e-06,7.899067711036878e-08
1936,4.533430814745998e-06,9.457277094782057e-08
1937,4.41822336227915e-06,7.176937177888476e-08
1938,4.116455450287049e-06,8.42738905326712e-08
1939,4.326686930511414e-06,6.729382473480428e-08
1940,4.092753520978931e-06,1.0143131667916805e-07
1941,3.999285990374801e-06,1.00351089216133e-07
1942,4.032467454173627e-06,8.49579322448335e-08
1943,3.695818437066123e-06,1.2193587739517397e-07
1944,3.4991597157585375e-06,1.1888788797875804e-07
1945,3.31786153751068e-06,8.060465184200893e-08
1946,3.2241277807543156e-06,1.3085837835546954e-07
1947,3.0779689002002897e-06,9.298279035618862e-08
1948,3.4202958296702946e-06,1.0654449766889229e-07
1949,3.3318925689584944e-06,8.638967319285484e-08
1950,3.6968517918012367e-06,8.933703909974611e-08
1951,3.889279357238706e-06,2.0469891381935668e-07
1952,4.2927896490851936e-06,1.2337420152164214e-07
1953,3.77191695122292e-06,9.48096845476698e-08
1954,3.842561250522181e-06,9.7725362024903e-08
1955,3.957910852392388e-06,7.977766935951536e-08
1956,3.805906288789629e-06,7.238547494736736e-08
1957,3.7257354001951626e-06,8.65833698071583e-08
1958,3.757253068670252e-06,9.430357650330734e-08
1959,3.7374105072984776e-06,1.0851046994275748e-07
1960,3.46733756551032e-06,9.412333668024075e-08
1961,3.1565486979800994e-06,7.781938471396188e-08
1962,3.0872644156687556e-06,9.830032254853904e-08
1963,3.069435457803138e-06,7.500621812539521e-08
1964,2.8472971713711104e-06,6.023128618082296e-08
1965,2.740399425604778e-06,6.511731687197653e-08
1966,2.4111592740183596e-06,7.643923449762724e-08
1967,2.4415021329105002e-06,7.740627161467728e-08
1968,2.274902200838369e-06,6.961694687390718e-08
1969,2.2422658449983146e-06,1.5941570463695598e-07
1970,2.0505714299901e-06,8.001781282018783e-08
1971,2.18638817983674e-06,6.371612837341445e-08
1972,2.083865641822058e-06,8.31083823982226e-08
1973,2.063040865252219e-06,8.600598189190123e-08
1974,1.997640547202195e-06,8.888403080220542e-08
1975,2.024148514578883e-06,9.309712645233503e-08
1976,1.939742395151711e-06,7.427585213548582e-08
1977,1.841195722995792e-06,7.169673832407852e-08
1978,1.656830964869016e-06,9.267322820250001e-08
1979,1.6046110609124753e-06,8.251282679339056e-08
1980,1.446302348995232e-06,1.142715291280183e-07
1981,1.5896105489687784e-06,8.15995888636678e-08
1982,1.5282870506894142e-06,6.393727325360032e-08
1983,1.4998874959815112e-06,1.048342426201998e-07
1984,1.401620357555089e-06,1.2583848096880956e-07
1985,1.529154902257801e-06,8.782714999711061e-08
1986,1.4033090334208964e-06,1.0430404984163033e-07
1987,1.420764873749647e-06,8.860684275191488e-08
1988,1.2340907584729166e-06,1.1273521405286147e-07
1989,1.091587526147464e-06,9.27492633806537e-08
1990,1.0859161729825928e-06,9.916544652099901e-08
1991,1.0351347308201753e-06,9.319729610268723e-08
1992,9.64791263768916e-07,8.264916129263611e-08
1993,1.0053661139153292e-06,9.305868786668725e-08
1994,9.79553845148473e-07,8.334384116182036e-08
1995,1.247705908369312e-06,1.1007574940435916e-07
1996,8.183295321373407e-07,1.0676184558633395e-07
1997,8.534912012692075e-07,1.054876808126437e-07
1998,9.021300524381104e-07,1.2301773821832285e-07
1999,7.444857921257153e-07,1.2156735351709358e-07
2000,6.631465048201335e-07,7.95245691520563e-08
2001,8.087716931726163e-07,1.0295847907570987e-07
2002,7.001191804079099e-07,1.1172114611213146e-07
2003,6.917091761593497e-07,1.095900739045419e-07
2004,7.602669720441213e-07,1.4667955383629305e-07
2005,7.242029109733039e-07,1.5402823549948153e-07
2006,7.284546974517525e-07,1.239484870296792e-07
2007,5.56430999054669e-07,1.358123018491142e-07
2008,6.381902366570102e-07,1.345350959525149e-07
2009,5.893485939267862e-07,1.4876761333937338e-07
2010,4.6671074116488853e-07,1.1809482280966677e-07
2011,4.5275827353918885e-07,1.2389669024059913e-07
2012,4.5685073057910586e-07,1.2799990223300028e-07
