year,mêmes_ADJ années_NOUN,mêmes_ADJ damnés_NOUN
1932,3.4851325381168863e-07,0.0
1933,5.253563131191186e-07,0.0
1934,4.4092215034652327e-07,0.0
1935,3.9615019886696246e-07,0.0
1936,3.9890309722068196e-07,0.0
1937,3.726970874140534e-07,0.0
1938,4.2396251842546917e-07,0.0
1939,3.3035149726856616e-07,0.0
1940,4.310830945541966e-07,0.0
1941,3.069562808377668e-07,0.0
1942,4.005159439657291e-07,0.0
1943,3.483882267119043e-07,0.0
1944,3.3417137501601246e-07,0.0
1945,4.030232503282605e-07,0.0
1946,3.828303647424036e-07,2.7842208538686464e-09
1947,4.3868806187674636e-07,0.0
1948,3.859520063542732e-07,0.0
1949,5.566243999055587e-07,0.0
1950,3.722376504811109e-07,0.0
1951,4.0726555994297087e-07,0.0
1952,4.29173525162696e-07,0.0
1953,4.6650671947645606e-07,0.0
1954,4.47582152673931e-07,0.0
1955,4.739731878089515e-07,0.0
1956,4.866396920988336e-07,0.0
1957,4.647229729926039e-07,1.7670075402875796e-09
1958,4.739995631553029e-07,0.0
1959,4.100145645224984e-07,3.8753737996444215e-09
1960,4.941475140185503e-07,6.920833350854139e-10
1961,4.551044412437477e-07,0.0
1962,5.060880994278705e-07,0.0
1963,4.2417309487063903e-07,0.0
1964,4.562976130273455e-07,0.0
1965,5.488459464686457e-07,0.0
1966,4.431259696957568e-07,0.0
1967,4.802146804649965e-07,0.0
1968,4.837255005440966e-07,0.0
1969,5.213938152337505e-07,4.5417578031781147e-10
1970,4.5711325924457924e-07,1.8394900047624674e-09
1971,4.2802849975487334e-07,0.0
1972,4.658173224925122e-07,5.130146862875051e-10
1973,4.631091314877267e-07,0.0
1974,4.961754029864096e-07,0.0
1975,5.248850243333436e-07,0.0
1976,5.285012321110116e-07,0.0
1977,5.682848041033139e-07,0.0
1978,5.774254532298073e-07,5.940591352171509e-10
1979,6.366947218339192e-07,0.0
1980,5.685150767931191e-07,0.0
1981,5.452623668134038e-07,0.0
1982,5.537091851692821e-07,0.0
1983,5.41222561878385e-07,6.315316047889041e-10
1984,6.454296226365841e-07,0.0
1985,6.039620075171115e-07,0.0
1986,6.312193363555707e-07,1.1988970927134801e-09
1987,6.477465603893506e-07,1.2221633705067347e-09
1988,6.956002494007407e-07,0.0
1989,6.261947191887884e-07,0.0
1990,6.026207870490907e-07,1.089730194969718e-09
1991,7.121680027921684e-07,0.0
1992,7.636782584086177e-07,5.509944167592096e-10
1993,6.608274247810186e-07,0.0
1994,6.88377895130543e-07,1.5824779264761446e-09
1995,6.891934845043579e-07,0.0
1996,7.48934326111339e-07,0.0
1997,6.861494057375239e-07,0.0
1998,6.923323780938517e-07,0.0
1999,6.896433433212223e-07,0.0
2000,8.080579618763295e-07,8.836062992401139e-10
2001,7.916849540379189e-07,0.0
2002,7.75038074607437e-07,0.0
2003,8.217172080549062e-07,0.0
2004,7.320763302232081e-07,4.404791253964646e-10
2005,8.012170269466878e-07,0.0
2006,7.786929927533492e-07,0.0
2007,7.633450422872556e-07,0.0
2008,7.135469104468939e-07,0.0
2009,6.022227125868085e-07,4.76819250749827e-10
2010,4.841887744078122e-07,0.0
2011,3.5945336662734917e-07,0.0
2012,3.4144653682233184e-07,0.0
2013,3.1098744557311875e-07,0.0
2014,2.9450055194502056e-07,6.496335691608124e-10
2015,2.8194838819217694e-07,0.0
2016,2.3178294838999136e-07,2.0713400439298368e-10
2017,2.757109882622899e-07,0.0
2018,2.7286102977086557e-07,2.5814667070633845e-10
2019,2.8086375891689386e-07,7.65296326310505e-10
