year,mêmes_ADJ années_NOUN,mêmes_ADJ damnés_NOUN
1800,6.917161954334006e-08,0.0
1801,1.500145003774378e-07,0.0
1802,7.832440473976021e-08,0.0
1803,2.3794137860022602e-07,0.0
1804,7.415552971679062e-08,0.0
1805,1.250866148438945e-07,0.0
1806,1.8442682403474464e-07,0.0
1807,1.0818429529990681e-07,0.0
1808,2.130109493236887e-07,0.0
1809,2.2590305093217466e-07,0.0
1810,1.5210824244604737e-07,0.0
1811,1.6295999216708879e-07,0.0
1812,1.226915742336132e-07,0.0
1813,1.35159851311073e-07,0.0
1814,1.5733385794192145e-07,0.0
1815,2.1308066777692147e-07,0.0
1816,1.5991466284503986e-07,0.0
1817,7.628679554727569e-08,0.0
1818,1.8477824426099687e-07,0.0
1819,2.5567092620804033e-07,0.0
1820,9.8491796052258e-08,0.0
1821,1.1636556251914953e-07,0.0
1822,1.0627152846609533e-07,0.0
1823,7.906149335212831e-08,0.0
1824,1.4821158345057484e-07,0.0
1825,1.3560382683408534e-07,0.0
1826,1.6911329225877125e-07,0.0
1827,2.2121454890111636e-07,0.0
1828,1.3391559150477406e-07,0.0
1829,2.0918550092119403e-07,0.0
1830,1.6490200493990415e-07,0.0
1831,1.886535869743966e-07,0.0
1832,1.4071167697693454e-07,0.0
1833,2.0503021858075954e-07,0.0
1834,1.5308630452182115e-07,0.0
1835,2.465566808496078e-07,0.0
1836,1.875089310487965e-07,0.0
1837,2.7205354058423836e-07,0.0
1838,1.881024189742675e-07,0.0
1839,2.7057009788222786e-07,0.0
1840,1.9554944685751252e-07,0.0
1841,1.8555385850049788e-07,6.420548537278137e-10
1842,1.737440697979764e-07,2.683306021822318e-09
1843,2.610854608064983e-07,1.1813822142769936e-09
1844,2.0966304248304368e-07,0.0
1845,1.8526357337123045e-07,0.0
1846,2.9682323088309204e-07,0.0
1847,2.5294218630733667e-07,5.393223645455691e-10
1848,1.810174836691658e-07,0.0
1849,1.7680565633781953e-07,0.0
1850,1.3374322804793337e-07,0.0
1851,1.431775444871164e-07,0.0
1852,1.3607039761609485e-07,0.0
1853,1.9289339547867712e-07,0.0
1854,1.6002645963908435e-07,1.0391328908454511e-09
1855,1.8680418634176021e-07,0.0
1856,1.5945742859457823e-07,0.0
1857,2.2503756724745472e-07,2.4407544874094356e-09
1858,1.6785308787348185e-07,0.0
1859,1.7822607389916811e-07,0.0
1860,2.302323451885968e-07,0.0
1861,2.499460833860212e-07,0.0
1862,2.4442306312266737e-07,0.0
1863,2.427385652481462e-07,1.9978483312144135e-09
1864,1.668565374757236e-07,4.794727948009836e-10
1865,2.518161750231229e-07,0.0
1866,2.23331639404023e-07,0.0
1867,2.309938338385109e-07,0.0
1868,2.3266807147592772e-07,0.0
1869,2.2122341647445865e-07,0.0
1870,2.540183743349189e-07,0.0
1871,1.9967812647792016e-07,0.0
1872,2.2072788397053955e-07,6.047339295989218e-10
1873,2.639827982875431e-07,1.7958012854535355e-09
1874,1.7565351129178453e-07,0.0
1875,3.1296752922571613e-07,0.0
1876,3.5187807156944473e-07,0.0
1877,1.873999195822762e-07,0.0
1878,2.8685670372397e-07,0.0
1879,2.4315113478223793e-07,0.0
1880,2.2590819526158157e-07,0.0
1881,2.0568897696193744e-07,3.4862537301449947e-09
1882,2.7420188075666374e-07,0.0
1883,3.05224062913112e-07,0.0
1884,1.7890599224301695e-07,0.0
1885,1.9336907541855908e-07,0.0
1886,1.7682491204595863e-07,0.0
1887,1.7040493105469068e-07,0.0
1888,1.940228031571678e-07,6.340614699951175e-10
1889,2.0236392117567448e-07,0.0
1890,2.2022739187832485e-07,0.0
1891,2.0843700099248963e-07,0.0
1892,1.918164826975044e-07,0.0
1893,2.0445942539026873e-07,0.0
1894,1.795938686655063e-07,0.0
1895,1.986142734722307e-07,0.0
1896,2.0226809738232987e-07,1.179405795248556e-09
1897,1.9344689405897952e-07,0.0
1898,1.9294989783702476e-07,0.0
1899,2.2441967928443773e-07,0.0
1900,2.735685029620072e-07,0.0
1901,1.928114983229534e-07,0.0
1902,1.9641134940684424e-07,0.0
1903,2.1870891941944137e-07,0.0
1904,2.434705095311074e-07,0.0
1905,1.9456061295386462e-07,0.0
1906,2.397189859948412e-07,3.0865106026567446e-09
1907,2.3657079850636364e-07,0.0
1908,2.3279984873170179e-07,0.0
1909,2.117878636909154e-07,0.0
1910,2.66138698634677e-07,0.0
1911,3.0326131650326715e-07,0.0
1912,3.042302125777496e-07,0.0
1913,2.815887398810446e-07,0.0
1914,2.6920909590444353e-07,0.0
1915,2.544644530644291e-07,0.0
1916,2.494153932275367e-07,0.0
1917,3.246061623940477e-07,0.0
1918,2.4236254603238194e-07,0.0
1919,2.7531467594599235e-07,0.0
1920,2.8017257136525586e-07,0.0
1921,2.597452350983076e-07,0.0
1922,2.656056778960192e-07,2.2133805899215986e-09
1923,2.898153752539656e-07,0.0
1924,2.7974826366516936e-07,1.289162443462999e-09
1925,2.8595263756869826e-07,0.0
1926,3.221234123884642e-07,0.0
1927,2.809604779940855e-07,0.0
1928,3.176439520302665e-07,0.0
1929,3.0413309559662594e-07,0.0
1930,3.4031674545076385e-07,0.0
1931,3.6725248264701804e-07,0.0
