year,trois_DET ans_NOUN,trois_DET dents_NOUN
1800,1.93460442687865e-05,7.954736247484107e-07
1801,1.921852387454237e-05,7.667408130629383e-07
1802,1.812650532428961e-05,1.4613095515869645e-06
1803,1.9860304064422962e-05,1.2969755971425911e-06
1804,1.925324747276136e-05,8.824507928828496e-07
1805,1.8291075008392e-05,1.4441818620980484e-06
1806,1.8307243692561315e-05,9.163707579418201e-07
1807,2.1013375345546592e-05,4.298902354094025e-07
1808,2.1681795999484166e-05,5.076005544779605e-07
1809,2.4754456489972654e-05,5.69275682593684e-07
1810,1.842849906097399e-05,1.942305232205399e-07
1811,2.4130613496708975e-05,4.763445744515593e-07
1812,1.9804021121672122e-05,4.0008123747270474e-07
1813,2.2189222022461763e-05,1.552900528167811e-07
1814,1.9811480115095037e-05,1.8565394555025705e-07
1815,1.827638595841563e-05,5.124724680172221e-07
1816,1.7952158827938547e-05,7.416332437060191e-07
1817,1.7735900939896965e-05,1.4587903933716007e-06
1818,2.3205764250633365e-05,6.091721864720512e-07
1819,2.2830276066088118e-05,6.293438490345693e-07
1820,2.1085551111355016e-05,2.8598220414011166e-07
1821,2.109963963903283e-05,3.274014090948185e-07
1822,1.938653258548584e-05,2.3459941189685196e-07
1823,1.908445744902565e-05,8.14333389165256e-07
1824,1.858034329416114e-05,5.903200097634453e-07
1825,2.2171224827616243e-05,6.577665878637617e-07
1826,2.0900465926843026e-05,3.9459769141103607e-07
1827,2.194909291119984e-05,7.659554057681817e-07
1828,1.975897180273023e-05,4.6962183342103003e-07
1829,2.0981134241537802e-05,5.812613608213724e-07
1830,1.92455246406098e-05,5.604580721740859e-07
1831,2.031845974670432e-05,3.5547949206460316e-07
1832,2.134758483407495e-05,3.95075119286048e-07
1833,2.0980268345738295e-05,3.2781669112580403e-07
1834,2.182319985877257e-05,3.799154209005451e-07
1835,1.990907207982673e-05,6.542070778436937e-07
1836,2.112533366016578e-05,3.703133235610778e-07
1837,2.2794051346863853e-05,5.169712888886124e-07
1838,2.111228877765825e-05,2.4743675752780803e-07
1839,2.050669559139351e-05,4.257808523533413e-07
1840,2.202765739411916e-05,2.1975425279485705e-07
1841,2.1867745886083867e-05,2.536116765483598e-07
1842,2.238548006516794e-05,2.2338522054354826e-07
1843,2.2683129827782977e-05,3.3196840831806185e-07
1844,2.318697545433679e-05,2.788188995239693e-07
1845,2.1413566400951822e-05,3.6606296305308206e-07
1846,2.2437375776007684e-05,3.5361188110982766e-07
1847,2.2942233385947475e-05,2.3298726414822113e-07
1848,2.399246011464129e-05,2.3170238194758497e-07
1849,2.2808766573234607e-05,5.454999407739081e-07
1850,2.3167448205185792e-05,3.8697276760757404e-07
1851,2.4214417294388113e-05,2.399191270097134e-07
1852,2.2298618773675116e-05,3.405015247537335e-07
1853,2.2237085147480684e-05,4.7536577785223244e-07
1854,2.141912614206376e-05,3.397964456475222e-07
1855,2.3691758997301804e-05,3.18946927535535e-07
1856,2.2106079882178165e-05,2.9613522212201815e-07
1857,2.161092913866014e-05,2.6555409560202747e-07
1858,2.193443492615188e-05,2.187473198134171e-07
1859,2.1087199911562493e-05,3.0960415031699995e-07
1860,2.104177292494569e-05,3.8448344596986317e-07
1861,2.051019737336901e-05,2.4570170609194975e-07
1862,2.2135422227620438e-05,2.91410118258284e-07
1863,2.3288418901756813e-05,2.1876439176837792e-07
1864,2.312832930329023e-05,3.1693151747447246e-07
1865,2.2560845991392853e-05,2.8241067173695455e-07
1866,2.119947566825431e-05,2.4668658671345156e-07
1867,2.270048128139024e-05,2.290527021386879e-07
1868,2.237170212993078e-05,2.5341553566704533e-07
1869,2.2142363320654113e-05,2.700585981507686e-07
1870,2.3080692812982306e-05,2.706471149416245e-07
1871,2.110427908519341e-05,3.9192143708177696e-07
1872,2.2592858954340045e-05,2.3161310025443527e-07
1873,2.293477791681653e-05,2.759548074493523e-07
1874,2.4774911025815527e-05,2.443615185754311e-07
1875,2.381757360581105e-05,2.3229399914725946e-07
1876,2.354560041339937e-05,2.2612095840202073e-07
1877,2.3249342348208302e-05,2.845015352193059e-07
1878,2.304455892954138e-05,2.892723394154473e-07
1879,2.5270002311117423e-05,2.5109327506100954e-07
1880,2.438589001485525e-05,2.560720642197367e-07
1881,2.4694529884072836e-05,2.3845975216651993e-07
1882,2.5368331648678577e-05,2.475803295709511e-07
1883,2.5234384679606592e-05,2.0348271512204974e-07
1884,2.6099149067704275e-05,1.9012887531033584e-07
1885,2.59469069305851e-05,2.7007213576624167e-07
1886,2.535694977723324e-05,4.4722505210259555e-07
1887,2.574420284418011e-05,4.96851151332578e-07
1888,2.613855019717448e-05,2.8976609023345645e-07
1889,2.535500766498444e-05,2.5373804746209316e-07
1890,2.684217861315119e-05,2.2416001232983263e-07
1891,2.418952783500572e-05,3.2636006253028427e-07
1892,2.4509883246537356e-05,3.127987744377947e-07
1893,2.524519766211597e-05,2.5926934243969413e-07
1894,2.5070673700611223e-05,1.953477131166892e-07
1895,2.583430057256919e-05,2.371334162365457e-07
1896,2.653898934568133e-05,2.577001695369674e-07
1897,2.5237243789888453e-05,3.2046925424467076e-07
1898,2.6292112238479604e-05,2.4387509522938444e-07
1899,2.762849510418164e-05,2.7250960599189966e-07
1900,2.6809194423549343e-05,2.7149208925436596e-07
1901,2.6167034434365632e-05,2.939676808644265e-07
1902,2.3879693230810517e-05,3.746546490823732e-07
1903,2.6142466367673478e-05,2.6299072919400146e-07
1904,2.649851501246303e-05,2.429330567821353e-07
1905,2.6482950715944753e-05,3.240956694128272e-07
1906,2.6181327143603994e-05,3.1019431734335967e-07
1907,2.5561474330970668e-05,2.648564265683717e-07
1908,2.555199364451255e-05,2.735643693796419e-07
1909,2.5955841465474805e-05,2.651473947068439e-07
1910,2.5955471642191696e-05,2.5064066822011455e-07
1911,2.5373928224325937e-05,2.734672199800059e-07
1912,2.6378425786788284e-05,2.8756005931995787e-07
1913,3.145574316931743e-05,3.144673001997944e-07
1914,3.0512372518387565e-05,2.390737572355306e-07
1915,2.3767686400333332e-05,3.0865596478690804e-07
1916,2.2189180413079157e-05,1.8788560307569924e-07
1917,3.0912156830709137e-05,1.9191243083582776e-07
1918,2.9761200266875676e-05,2.1249796589017933e-07
1919,2.5794866019168694e-05,1.896816765878384e-07
1920,2.347846157135791e-05,2.4609751925197543e-07
1921,2.324984893675719e-05,2.445997377975573e-07
1922,2.4451953322568443e-05,2.530631961761287e-07
1923,2.3331730176323617e-05,1.69855171261446e-07
1924,2.347435952287924e-05,1.6372363720318361e-07
1925,2.392103704096371e-05,2.804535252920459e-07
1926,2.3410234689436038e-05,2.753096142171785e-07
1927,2.3821433273951698e-05,2.151800386762659e-07
1928,2.3230283773045812e-05,2.239504117707014e-07
1929,2.4733930899856205e-05,1.5596568858633475e-07
1930,2.3167798985923582e-05,1.932663007409019e-07
1931,2.3871410689935146e-05,1.9845321030942387e-07
1932,2.4644709128551767e-05,1.5672137587685597e-07
1933,2.4466921672683384e-05,1.9958952490739534e-07
1934,2.255652350413584e-05,3.163137307637953e-07
1935,2.3047324020808446e-05,2.0346082596489623e-07
1936,2.2615017769567203e-05,2.3400699245001988e-07
1937,2.2642607177658647e-05,2.606361436674476e-07
1938,2.1637645772898395e-05,1.9707125442636197e-07
1939,2.0906966142320016e-05,2.309401638811437e-07
1940,2.1067284592390934e-05,2.4850672275533725e-07
1941,2.1129806668795936e-05,2.3612020161323244e-07
1942,2.195859110543097e-05,2.5183958030083886e-07
1943,2.144039217455429e-05,3.6871087250034407e-07
1944,2.175648410229769e-05,2.249230277584502e-07
1945,2.2120530275060446e-05,3.028120483250518e-07
1946,2.2322490394799388e-05,2.352666568228301e-07
1947,2.2332559410642716e-05,2.1457568299965146e-07
1948,2.2080804683355382e-05,1.5981675161036435e-07
1949,2.4222486786129593e-05,1.9143166429813618e-07
1950,2.2786261808960262e-05,1.9888126345790624e-07
1951,2.2842054136162915e-05,1.6631786969867335e-07
1952,2.1641100829583593e-05,2.952545052892219e-07
1953,2.1768518763565226e-05,2.00393193150461e-07
1954,2.1434103132378368e-05,2.0033699676957895e-07
1955,2.1927595184934034e-05,1.811422283282127e-07
1956,2.211071011970489e-05,2.0058626137853253e-07
1957,2.1420548364403658e-05,2.076233842629449e-07
1958,2.2601422870138776e-05,1.993610734274398e-07
1959,2.264458544232184e-05,1.82917649915737e-07
1960,2.1691275833291e-05,1.4533749648215633e-07
1961,2.222299212917278e-05,1.6258692747683767e-07
1962,2.2427060230256757e-05,1.8328253492683189e-07
1963,2.2090624383963586e-05,1.5195225699926596e-07
1964,2.2542928491020575e-05,1.5635797989688172e-07
1965,2.1709785301027296e-05,1.7674700680814226e-07
1966,2.1010263935750118e-05,1.5897144223231408e-07
1967,2.188625296639657e-05,1.8291544812143457e-07
1968,2.198817458065605e-05,1.1453110282388934e-07
1969,2.206431292961497e-05,1.8212448082977062e-07
1970,2.254478999930143e-05,1.581961366348139e-07
1971,2.213673053574894e-05,1.3308449009485912e-07
1972,2.2983057874625956e-05,1.4056602104517424e-07
1973,2.248119187697739e-05,1.4554857941107002e-07
1974,2.3857486326051003e-05,1.1757444706717024e-07
1975,2.4234380816778867e-05,1.3650437979961794e-07
1976,2.3469454731639416e-05,1.3883870053632563e-07
1977,2.24357902425254e-05,1.4574418560897584e-07
1978,2.2778008883506118e-05,1.9009892593402355e-07
1979,2.1723696363551426e-05,1.480549203236592e-07
1980,2.14853218949429e-05,1.370121331945029e-07
1981,2.1374032144194643e-05,1.6066895636157597e-07
1982,2.168156379411812e-05,1.2539154958801646e-07
1983,2.2520416564475454e-05,8.967748621468985e-08
1984,2.4002676809686818e-05,1.7281044950578917e-07
1985,2.4357596544177795e-05,2.0272430312218148e-07
1986,2.3507974674430443e-05,1.3727371683813772e-07
1987,2.3487535941058013e-05,1.3077147809070766e-07
1988,2.3617427359567955e-05,9.954279511781294e-08
1989,2.493528404556855e-05,1.1305531577576744e-07
1990,2.4277009401885152e-05,8.935787354502622e-08
1991,2.3243054897648108e-05,1.1254013243533478e-07
1992,2.3078401454768027e-05,9.091407804362461e-08
1993,2.323420642369456e-05,9.416652746452314e-08
1994,2.415863696114684e-05,1.0497104296902648e-07
1995,2.363537896599155e-05,1.6430025784330837e-07
1996,2.3839920118007285e-05,1.0409279749268308e-07
1997,2.3756305495226115e-05,7.19234152235515e-08
1998,2.488343511686253e-05,6.627699811190269e-08
1999,2.3606003765053174e-05,7.266619683754527e-08
2000,2.3897574692455237e-05,6.892129011948356e-08
2001,2.34429886631915e-05,1.007678710196469e-07
2002,2.281039201079693e-05,8.806255102911109e-08
2003,2.3260180682882492e-05,7.500461585152607e-08
2004,2.3878372530816705e-05,1.237746354298963e-07
2005,2.3451924221262743e-05,8.01667403571571e-08
2006,2.3848759155953303e-05,1.0582977227890922e-07
2007,2.281766421674547e-05,7.429731496699787e-08
2008,2.3765879859638517e-05,1.0813896533790057e-07
2009,2.2844409841127344e-05,5.6741491727407833e-08
2010,2.3019516333988577e-05,9.44758575815996e-08
2011,2.1793580572193605e-05,1.281030569399988e-07
2012,2.2037430767340993e-05,1.119999124554738e-07
2013,2.248676253202575e-05,1.0598675181938688e-07
2014,2.405809539141046e-05,9.852775317842344e-08
2015,2.3099153622752056e-05,1.1548357803370379e-07
2016,2.1769990212305856e-05,1.147522379341126e-07
2017,2.261559814087377e-05,9.93666511295288e-08
2018,2.1504907977032417e-05,1.0738901479179219e-07
2019,2.2133900984044885e-05,1.0280480688962257e-07
