year,mes_DET âmes_NOUN,mes_DET ames_NOUN,mes_DET dames_NOUN
1887,5.223139698529167e-09,6.528924623161458e-10,5.09256108949252e-08
1888,1.2681229177857745e-08,6.340614699951175e-10,6.21380236154323e-08
1889,3.759082101151279e-09,0.0,6.390439349912569e-08
1890,6.554386478008212e-10,6.554386478008212e-10,3.3427371814998e-08
1891,5.736798036615198e-09,0.0,6.246735662074343e-08
1892,1.8805537127519756e-09,0.0,7.647584787662254e-08
1893,8.005941465327737e-09,6.158416554491453e-10,4.495644145841027e-08
1894,8.192000855444803e-09,0.0,3.65489274400943e-08
1895,1.2037228991346183e-09,6.018614495673091e-10,4.634333183872741e-08
1896,7.076434771491336e-09,0.0,4.0689499658519424e-08
1897,1.9810826090704836e-08,0.0,3.670829584745405e-08
1898,7.921696743018458e-09,0.0,4.4701001900016024e-08
1899,2.7637891975018647e-09,0.0,4.0351322283527224e-08
1900,5.710158568206225e-09,0.0,4.360484584520208e-08
1901,0.0,0.0,4.6945407339293865e-08
1902,1.4730851538580225e-09,4.910283846193408e-10,2.2587305581467376e-08
1903,6.480264325148255e-09,1.0800440541913758e-09,1.9980814780495848e-08
1904,6.987012746151322e-09,0.0,2.0961038238453966e-08
1905,3.612531440655431e-09,0.0,6.450948664138423e-08
1906,1.18316245689698e-08,2.0576738091193647e-09,1.851906422656313e-08
1907,2.0571372938427146e-09,1.028568674676933e-09,4.268560116482689e-08
1908,1.964555629285769e-09,4.911389073214423e-10,4.4202501214840595e-08
1909,0.0,0.0,8.856583705307841e-08
1910,3.740905585303267e-09,1.068830135508847e-09,5.183826212729059e-08
1911,7.980561544940201e-09,1.5961122423746588e-09,4.7351331522449414e-08
1912,8.335073964360618e-09,0.0,2.7609931674277277e-08
1913,3.1817938284106617e-09,0.0,2.174225716133904e-08
1914,6.027069510139427e-09,0.0,3.8841113880749845e-08
1915,1.0602685840410686e-08,1.1780761921542648e-09,3.2986132492140996e-08
1916,1.0987462051303964e-09,0.0,3.955486382878348e-08
1917,1.2063066989753679e-08,0.0,1.644963654179321e-08
1918,6.89182577673364e-09,0.0,2.986457925402419e-08
1919,1.0128633265438225e-08,0.0,9.207848372660976e-09
1920,6.815008557481406e-09,0.0,1.9687802499390727e-08
1921,1.5902769878728407e-08,0.0,3.710646434562648e-08
1922,1.1066902949607993e-08,0.0,3.320071034762506e-08
1923,8.492758496458919e-09,0.0,3.92790080461225e-08
1924,2.3204924204378585e-08,0.0,3.738571097144927e-08
1925,1.5397448649423495e-08,2.1996355847875293e-09,3.959344119230934e-08
1926,6.687682962969177e-09,4.458455382660986e-09,8.582526567213478e-08
1927,5.574612327308159e-09,0.0,1.5608915004960977e-07
1928,9.140832868403947e-09,0.0,3.085031119454129e-08
1929,1.1140406597220931e-08,0.0,1.6710609340719884e-08
1930,1.3654684938302353e-08,1.0503603542488804e-09,9.768351072469983e-08
1931,5.7026783295555106e-09,0.0,2.9653926425510235e-08
1932,8.767629400274757e-09,0.0,2.6302887534690456e-08
1933,0.0,0.0,2.8676656382842225e-08
1934,1.1981580172459871e-09,0.0,1.9170528275935794e-08
1935,7.180970484910176e-09,0.0,1.3165112555668657e-08
1936,9.699771652549316e-09,0.0,5.2136270856095734e-08
1937,1.3850229851897211e-08,0.0,6.421470322148792e-08
1938,3.8895642262559704e-09,0.0,4.537824938033452e-08
1939,4.588215141154706e-09,0.0,4.5882150523368637e-08
1940,2.5357829169792012e-09,0.0,5.3251441256563226e-08
1941,1.1806010835613279e-08,0.0,5.9030051957620344e-08
1942,9.102635312174812e-09,0.0,1.8205270180260413e-08
1943,1.161294105322952e-08,0.0,2.5838792971910607e-07
1944,5.1410976809052045e-08,2.3777577951022977e-07,3.534504600111177e-08
1945,1.742803235060819e-08,0.0,2.3963544037997053e-08
1946,1.3921104269343232e-08,1.3921104269343232e-09,4.315542501132086e-08
1947,9.536696765621855e-09,1.4305045148432782e-08,4.053096058775907e-08
1948,1.0871887834440486e-08,0.0,3.6964418859142256e-08
1949,8.83530737461058e-09,1.9634016634739737e-09,1.8652315247891238e-08
1950,2.9779011256891863e-08,1.0635361480382244e-09,1.223066570243958e-07
1951,8.529121409139861e-09,1.0661401761424827e-09,1.705824270725742e-08
1952,1.7926166107073982e-08,2.1089607837865287e-09,1.8980647276123364e-08
1953,1.185120990232491e-08,0.0,3.5553630262086244e-08
1954,2.3454086006680086e-08,9.772536113672459e-10,2.1499579228034804e-08
1955,4.6928039232341234e-09,0.0,1.6894094123642844e-08
1956,2.180285396669035e-08,0.0,2.0930738919844316e-08
1957,6.184526224473075e-09,0.0,2.6505113548402903e-08
1958,1.2408365446248126e-08,8.272243445794913e-10,3.226175010473398e-08
1959,7.750748043378053e-09,3.100299128533379e-09,2.5577467699378076e-08
1960,1.3149583255600561e-08,0.0,2.906749939080022e-07
1961,8.337791235213388e-09,0.0,2.9182268657113042e-08
1962,2.0928455413127267e-08,6.341956404476434e-10,2.0294260327791136e-08
1963,1.422531736849919e-08,0.0,2.1984581044520723e-08
1964,8.517555494247375e-09,6.083968329129164e-10,1.5635799111013426e-07
1965,8.755269398363907e-09,2.188817349590977e-09,1.2421538492235484e-07
1966,8.862519940144864e-09,1.1078149508847446e-09,2.935709664253494e-08
1967,5.916402479044791e-09,1.4791006197611978e-09,1.4445883445013408e-07
1968,9.881114482190867e-09,0.0,9.027745750955773e-08
1969,8.175163990209455e-09,1.3625273409534344e-09,1.1127306343006182e-07
1970,9.657322774803134e-09,0.0,1.701528243303052e-08
1971,1.747055189404989e-08,5.138397485282553e-10,2.415046729264958e-08
1972,8.208234758555477e-09,1.5390440588625154e-09,2.924183795105506e-08
1973,1.0475087020012097e-08,1.6539611347177186e-09,2.9219980046679694e-08
1974,1.237625746330906e-08,0.0,2.8690415876386766e-08
1975,3.4268881066168433e-09,0.0,3.65534718049787e-08
1976,1.0855701004786056e-08,0.0,3.7137924069341466e-08
1977,4.11374712072643e-09,0.0,2.8208553715103335e-08
1978,1.5445537515645924e-08,0.0,2.8514838157356337e-08
1979,5.851973128301324e-09,0.0,4.213420767840148e-08
1980,2.2740602734216964e-09,0.0,2.6720207380037664e-08
1981,1.2018543993352893e-08,6.325549528618524e-10,4.933928576811297e-08
1982,6.2075020679230875e-09,0.0,2.3588508923921836e-08
1983,5.052252727288931e-09,6.315316047889041e-10,3.726036490458995e-08
1984,4.059305780401701e-09,0.0,2.6675439912526855e-08
1985,1.1429560631270874e-08,0.0,2.9476235008374374e-08
1986,6.593933843390687e-09,0.0,4.1361948865947795e-08
1987,4.888653315493485e-09,1.2221633705067347e-09,2.9331920003983214e-08
1988,1.0194141530917022e-08,0.0,1.9188972633088497e-08
1989,9.329807704183679e-09,0.0,2.6891799231876234e-08
1990,9.807571754727462e-09,1.089730194969718e-09,4.68583996049432e-08
1991,5.861465202094962e-10,0.0,2.4032006828988983e-08
1992,5.5099441120809445e-09,5.509944167592096e-10,1.680532941694679e-07
1993,1.2186256448387667e-08,5.539207426075166e-10,3.7112689588170156e-08
1994,6.857404422078162e-09,0.0,5.32767596705952e-08
1995,7.591431205877797e-09,0.0,2.9823478520096813e-08
1996,4.270473752399084e-09,2.135236876199542e-09,4.483997551041341e-08
1997,7.192341833217597e-09,0.0,2.6851408208017347e-08
1998,3.814503490850996e-09,9.536258449571733e-10,7.438281635074873e-08
1999,4.570201023179621e-09,4.570201161957499e-10,6.763897678063735e-08
2000,7.068850615965516e-09,0.0,2.164835333218207e-08
2001,4.2935874411398345e-08,8.762423564512289e-10,2.497290738090463e-08
2002,3.066854992184176e-09,1.7524885431718928e-09,2.4096717676780344e-08
2003,5.8336921959778465e-09,0.0,3.3335382676469294e-08
2004,9.690540814233373e-09,1.1011977996133737e-08,2.5107310563932117e-08
2005,8.106749382896794e-09,0.0,7.341111740721828e-08
2006,5.765045940631097e-09,4.1178899179428186e-10,4.1590689447978946e-08
2007,6.391167262087549e-09,0.0,4.433872305420472e-08
2008,4.6831836186811415e-09,0.0,4.001993186841801e-08
2009,4.768192729542875e-09,0.0,3.957599736814643e-08
2010,1.2281861749841028e-08,0.0,3.5428448452723416e-08
2011,1.4531093439629217e-08,0.0,3.6710130824069154e-08
2012,1.906381574823257e-08,3.404252713057332e-10,4.902124020600418e-08
2013,1.617692513278257e-08,0.0,8.227919051639887e-08
2014,1.5591205215770287e-08,6.496335691608124e-10,9.441341025651084e-08
2015,1.3299452539250467e-08,4.433150790905671e-10,8.378655227958554e-08
2016,1.9470596246407013e-08,0.0,6.359013893231236e-08
2017,2.5659236513320138e-08,1.2578056929335446e-09,4.3771637758815984e-08
2018,2.6072813019695218e-08,2.5814667070633845e-10,7.331365259322098e-08
2019,2.2958889456248244e-08,0.0,9.311105486631277e-08
