year,mes_DET âmes_NOUN,mes_DET ames_NOUN,mes_DET dames_NOUN
1800,0.0,0.0,3.772997292372793e-08
1801,0.0,4.7623651688866175e-09,7.61978438124089e-08
1802,0.0,0.0,2.4616241489638924e-08
1803,0.0,0.0,1.1702035118688059e-08
1804,0.0,0.0,7.4155528384522995e-09
1805,0.0,0.0,1.4214388555089386e-08
1806,0.0,0.0,5.187004337159351e-08
1807,0.0,0.0,4.555128274574827e-08
1808,0.0,0.0,9.064295980465431e-09
1809,0.0,0.0,4.518061036407062e-09
1810,0.0,0.0,1.4040760376587968e-07
1811,0.0,0.0,1.1031138136274876e-07
1812,0.0,0.0,9.068508255438701e-08
1813,0.0,0.0,1.49538565752394e-07
1814,0.0,0.0,9.440031423224582e-09
1815,0.0,0.0,8.091670666843243e-09
1816,0.0,0.0,9.270415546325239e-09
1817,0.0,9.341240669868967e-09,1.4011860338669635e-08
1818,1.668964877410417e-08,0.0,3.099506074022429e-08
1819,7.24573512300708e-09,0.0,3.82988845082366e-08
1820,0.0,7.119888678630559e-09,7.00122386732005e-08
1821,9.86148829262845e-10,1.97229765852569e-09,4.930744124109765e-08
1822,1.0025615893027862e-09,0.0,8.221005032282847e-08
1823,0.0,9.882686891060644e-10,6.621399895045954e-08
1824,0.0,8.421112696055388e-09,1.0694813212808185e-07
1825,0.0,1.7610886082763955e-09,1.6202014574417944e-07
1826,8.807984341885344e-10,7.0463874735082754e-09,3.7874331004772444e-08
1827,9.217273055917019e-10,0.0,2.488663675137559e-08
1828,3.668920500743411e-09,0.0,2.751690308944177e-08
1829,0.0,8.57317605795771e-10,4.715246681996632e-08
1830,2.0873671680021744e-09,1.0436835840010872e-09,3.235419199221212e-08
1831,3.1182412207897414e-09,4.677361609140007e-09,1.4032085271509231e-08
1832,0.0,6.764984572527055e-09,5.817886850056908e-08
1833,1.1583628500844156e-09,1.1583628500844156e-09,6.486831971574958e-08
1834,0.0,9.334530925997342e-10,2.9870498519102284e-08
1835,3.025235173481633e-09,7.563087933704082e-10,3.6302822081779595e-08
1836,1.3441500135158435e-09,1.0753200108126748e-08,3.8308274774578877e-08
1837,6.957890930081589e-10,3.478945576063097e-09,7.653679878760755e-08
1838,0.0,1.2624323808552163e-09,8.837026399532988e-08
1839,0.0,3.4957374772659477e-09,6.571986699288601e-08
1840,0.0,0.0,2.165694157341136e-08
1841,4.494383976094696e-09,1.926164561183441e-09,3.2102742242301474e-08
1842,0.0,0.0,5.970356076190342e-08
1843,5.906911182407271e-09,7.088293507706567e-09,3.426008454709972e-08
1844,5.488561161115513e-09,0.0,4.226192140688312e-08
1845,7.812319235966925e-09,1.674068439427856e-09,3.961961692056093e-08
1846,5.854501328173001e-09,0.0,5.737411457040764e-08
1847,2.1572894581822766e-09,0.0,1.7797638030003782e-08
1848,8.045221711050488e-10,0.0,2.735375304041554e-08
1849,0.0,0.0,4.6086783722643077e-08
1850,0.0,0.0,1.8330289286438983e-08
1851,1.9348316282474798e-09,0.0,1.8058427864175997e-08
1852,1.9531636308300904e-09,0.0,2.7995345819320505e-08
1853,2.9859659189668264e-09,1.7915795513800958e-09,1.3616004967964557e-07
1854,1.0391328908454511e-09,0.0,6.49458058998853e-08
1855,4.776243400783642e-09,5.306937111981824e-10,9.552487156838652e-08
1856,6.212626857404757e-09,5.177189232874468e-10,9.215397156481231e-08
1857,5.857810903009408e-09,1.4644527812635033e-09,1.6548316233988558e-07
1858,0.0,0.0,2.490881043648585e-07
1859,6.619825576592575e-09,2.036869339860914e-09,5.601390640208592e-08
1860,4.577183909670879e-10,1.373155145145688e-09,3.8448344508168475e-08
1861,1.8863854922557266e-09,0.0,3.395493891611423e-08
1862,6.325180934574348e-09,4.517986262886353e-10,5.511943301783617e-08
1863,1.9978483312144135e-09,2.9967726078439227e-09,4.295373773333111e-08
1864,0.0,0.0,4.890622573583414e-08
1865,1.4120533631256649e-09,0.0,2.541696020319506e-08
1866,1.9462451650298362e-09,0.0,6.763201843007494e-08
1867,4.85281148598915e-09,0.0,2.814630661873707e-08
1868,1.4819622196071691e-09,0.0,5.1868678463407036e-08
1869,2.4417595723136287e-09,0.0,3.6138040782063285e-08
1870,5.734048791339319e-10,0.0,6.364794069568802e-08
1871,1.0621177271019633e-09,0.0,1.805600113868877e-08
1872,1.0885210954825197e-08,2.4189357183956872e-09,1.11875775310466e-07
1873,7.183205141814142e-09,0.0,1.0355787738447475e-07
1874,9.559374958278966e-09,0.0,6.691562126626138e-08
1875,4.005068943158108e-09,0.0,7.266339546729839e-08
1876,9.673623679873344e-09,1.209202959984168e-09,3.385768221342289e-08
1877,6.80329748092845e-09,0.0,7.978412774889421e-08
1878,6.039088673581716e-10,6.039088673581716e-10,7.850815353371843e-08
1879,3.054662633950045e-09,0.0,1.625080521261424e-07
1880,4.492492378105339e-09,0.0,1.7969969690057042e-07
1881,9.064259787194828e-09,0.0,4.113779450420907e-08
1882,1.1314154946262533e-08,0.0,7.653692857267913e-08
1883,1.0742876366265364e-08,0.0,5.245051204472162e-08
1884,1.9805090900604227e-09,0.0,1.5051869173277055e-07
1885,4.511945039809007e-09,0.0,2.513797925374206e-08
1886,5.808117542471791e-09,0.0,2.4523162389655795e-08
