year,des_DET ans_NOUN,des_DET dents_NOUN
1800,2.4210066706942257e-07,3.930205657809438e-06
1801,1.2144031291683177e-07,2.950285164615707e-06
1802,1.544109693440987e-07,5.966081801034306e-06
1803,1.677291692203653e-07,5.977789825806212e-06
1804,2.298821382140659e-07,3.4655351299761605e-06
1805,2.2743021221849347e-07,4.685062322096201e-06
1806,9.221341379372916e-08,2.786574019530974e-06
1807,1.7366426563469872e-07,1.981480711066297e-06
1808,3.2178249620429256e-07,2.2796704470806617e-06
1809,1.671682585691059e-07,2.3358376139981374e-06
1810,1.6848911998934568e-07,1.7316937537259491e-06
1811,3.4096242984560376e-07,2.000647242539344e-06
1812,1.1735716398675322e-07,3.1233008996878198e-06
1813,2.1280487771946355e-07,1.5615277533242988e-06
1814,2.0453401017306305e-07,3.8074793451414735e-06
1815,1.645306344499886e-07,1.7397092477722254e-06
1816,1.7382028794088455e-07,3.2006108696691626e-06
1817,1.603579571352043e-07,4.2082286384470535e-06
1818,1.5497530236885382e-07,2.7418708157256333e-06
1819,1.387040714506682e-07,2.9003641444091954e-06
1820,1.9342364865337913e-07,1.902196892444863e-06
1821,1.2031015916846854e-07,2.0324526328607817e-06
1822,1.6843034700286807e-07,2.2607763980886375e-06
1823,1.6207605924023483e-07,2.2186632335774448e-06
1824,2.5263338887526743e-07,2.1145414024204e-06
1825,2.0164464720195951e-07,3.3909761185668685e-06
1826,1.655901114006042e-07,2.3015263508341377e-06
1827,1.3457219222301475e-07,2.2951009981397874e-06
1828,1.008953154912895e-07,2.6507950963150506e-06
1829,1.285976387599419e-07,3.3092460682837554e-06
1830,1.4298465544904104e-07,3.235419143265972e-06
1831,7.171954852225326e-08,3.6888793886191706e-06
1832,1.1500473751091533e-07,2.659991920950233e-06
1833,1.4711208606854598e-07,4.8211062733116705e-06
1834,1.7642263561157279e-07,2.930109310739226e-06
1835,1.3084142835850798e-07,4.42591924354474e-06
1836,1.458402760223798e-07,3.740097383797547e-06
1837,1.1897993812404195e-07,3.250030829349271e-06
1838,1.117252639293298e-07,2.4308136516992818e-06
1839,1.244482580320394e-07,2.5651721955455287e-06
1840,1.2293498929949465e-07,2.026197865490076e-06
1841,1.0016055718153893e-07,2.3961486590451386e-06
1842,1.3148199817791806e-07,2.057424794088547e-06
1843,1.3585894986789526e-07,2.6055385617951288e-06
1844,9.824524904722409e-08,2.140538981620921e-06
1845,1.5457230917448328e-07,2.6818575236120523e-06
1846,1.1065007576860353e-07,2.428447075430995e-06
1847,8.089835112912169e-08,1.8514937281111088e-06
1848,1.1585119558121804e-07,2.327482690134275e-06
1849,1.055806320149344e-07,2.7107406310733495e-06
1850,1.0251383653070434e-07,1.9918914553329614e-06
1851,1.2060450571560466e-07,1.9715934058694984e-06
1852,1.1979403624629015e-07,2.1536884169393034e-06
1853,1.1107793307374436e-07,2.967452871871501e-06
1854,1.1638288199833369e-07,2.386888347416516e-06
1855,1.3001995569084102e-07,2.3143552780879872e-06
1856,1.0354378376931095e-07,2.119023449154156e-06
1857,1.7719877498656444e-07,2.1034422559296218e-06
1858,1.1549075340511195e-07,1.891895156092005e-06
1859,1.9961319530636956e-07,2.0465445516038017e-06
1860,1.2953430317264036e-07,2.5792432012394784e-06
1861,1.5421200871834628e-07,2.0495578851864593e-06
1862,1.6716549666728753e-07,1.8618621062671536e-06
1863,1.4883970655965584e-07,1.7930689129030952e-06
1864,2.1528328186803947e-07,2.466887430330189e-06
1865,1.308502746155682e-07,2.175503563961456e-06
1866,1.5083400217719145e-07,2.0532886466639866e-06
1867,1.3199647597161857e-07,2.2754834034799387e-06
1868,1.126291309105909e-07,2.277282035834105e-06
1869,1.411337060552853e-07,2.249837201873106e-06
1870,1.25002265427554e-07,2.413461103856207e-06
1871,1.1258447574213903e-07,2.1412294231026863e-06
1872,1.118757751994437e-07,2.4745711755258526e-06
1873,1.5743191833506032e-07,2.584158046659013e-06
1874,1.0336073774652732e-07,2.6491416278418e-06
1875,1.6363567656441091e-07,2.4064744295060336e-06
1876,1.1245587638875065e-07,2.2787430609128023e-06
1877,1.490540659787598e-07,2.4046563638080443e-06
1878,1.1172314384744197e-07,2.4941436933545447e-06
1879,1.429582063838808e-07,2.1614793226376605e-06
1880,1.764907728851739e-07,2.148053155792695e-06
1881,1.7082643788413066e-07,2.1663581932784837e-06
1882,1.5507047379514916e-07,2.4911106137892602e-06
1883,1.4787252844428167e-07,2.232622463793632e-06
1884,1.353347940380445e-07,2.4644134839491016e-06
1885,1.3471379101126502e-07,2.42291437757558e-06
1886,1.1616234929512359e-07,2.3600316296779056e-06
1887,1.3514873686837348e-07,2.4960079798574952e-06
1888,1.8134157908633597e-07,2.0771853215251213e-06
1889,1.4159209094088965e-07,2.1201222217825944e-06
1890,1.1404632793698966e-07,2.162292084051387e-06
1891,1.4278253157584686e-07,2.422203589702576e-06
1892,1.4731003838974743e-07,2.290514411029676e-06
1893,1.5272873232774486e-07,2.339582472643542e-06
1894,1.354831011823876e-07,2.197346784527099e-06
1895,1.5768769712209973e-07,2.0066060848478173e-06
1896,1.5214335458146877e-07,2.3564526756558735e-06
1897,1.7829743748087878e-07,2.060325890340664e-06
1898,1.6239478961566078e-07,1.9770291093124115e-06
1899,1.5200841119167308e-07,1.8633467107065371e-06
1900,1.4275396598151247e-07,1.9020018484638967e-06
1901,1.5536694175644072e-07,2.1729017447569277e-06
1902,1.458354356165259e-07,3.889926951217149e-06
1903,1.6632678656591793e-07,1.8868370013080948e-06
1904,1.6715084427687543e-07,2.196071953619594e-06
1905,1.826908637703184e-07,2.240285510879403e-06
1906,1.9547901342065188e-07,2.351921125409717e-06
1907,2.2731367899098132e-07,2.2201655447418034e-06
1908,1.6502266664275567e-07,2.0549252859325406e-06
1909,2.2113953734859138e-07,1.999607473379683e-06
1910,1.6727191454180002e-07,2.5390059477103932e-06
1911,1.8408494040222934e-07,1.984499615304003e-06
1912,1.9743707069252991e-07,1.8509073314021407e-06
1913,1.8878643670561246e-07,1.8735462319341423e-06
1914,2.0224166386029196e-07,1.8335684828230114e-06
1915,1.4961568284288518e-07,1.8696069243873126e-06
1916,2.2304548275009495e-07,1.6569092871066005e-06
1917,2.8732033285905345e-07,2.127486428804559e-06
1918,2.0790340560239429e-07,1.7803883665123976e-06
1919,2.6150289067494725e-07,1.6988480098234504e-06
1920,2.415541935363308e-07,2.0551037760441204e-06
1921,2.0294963065659033e-07,2.274095979970525e-06
1922,2.6265450348006425e-07,2.5867042658944683e-06
1923,2.781378469762785e-07,2.1284976199353878e-06
1924,2.5138667858470853e-07,2.036876662003806e-06
1925,2.397602791859299e-07,2.300818866984855e-06
1926,2.3964197293224743e-07,2.283843873129854e-06
1927,2.1963973440009e-07,2.3257283352506875e-06
1928,2.513729078224003e-07,2.1366697957603265e-06
1929,1.8604478735362306e-07,2.122247451552539e-06
1930,1.7961161535851033e-07,2.0440012491462767e-06
1931,1.5739392367208893e-07,1.8796028271594878e-06
1932,1.3918611330154818e-07,2.0976553543050613e-06
1933,2.087660520011525e-07,1.9924540524129952e-06
1934,1.5576054757104885e-07,1.9529976285070916e-06
1935,1.962798581445213e-07,1.997506558382156e-06
1936,1.74595886193174e-07,1.878118291998021e-06
1937,1.7375742622505186e-07,1.7891979098294541e-06
1938,1.8280952396310113e-07,1.9914568412104927e-06
1939,1.2847002484051018e-07,2.064696765557983e-06
1940,1.3946806109998988e-07,2.1579512150537994e-06
1941,2.5382921764460775e-07,2.71833395260046e-06
1942,1.6384744117026173e-07,2.0298876108881814e-06
1943,3.0483970370198676e-07,2.868396400401707e-06
1944,2.9561313041881476e-07,2.6669445389870816e-06
1945,2.6142048348276603e-07,2.4660665758347022e-06
1946,1.8654279099195037e-07,2.320647997322567e-06
1947,1.478188063064323e-07,2.362716717385638e-06
1948,1.7395021001398447e-07,2.6320840049720573e-06
1949,1.6590744289501913e-07,2.167595425817126e-06
1950,2.180249101257914e-07,2.490801712440316e-06
1951,1.1940770017204727e-07,2.3145902154908526e-06
1952,1.5079068971246556e-07,3.4376061464058694e-06
1953,1.4867881814595307e-07,2.2937477872631007e-06
1954,1.7101937910268816e-07,2.1714575559883542e-06
1955,1.6800238666903056e-07,2.2825798176029366e-06
1956,1.500036306278929e-07,2.241333449504168e-06
1957,1.5814717224671426e-07,2.4693929567831674e-06
1958,1.5303650968689908e-07,2.180563370757227e-06
1959,1.3253778630151203e-07,1.9229605499049285e-06
1960,1.536425056070101e-07,1.8907716530236485e-06
1961,1.5146986953595842e-07,2.19909247078931e-06
1962,1.173261940934367e-07,2.1695831868839832e-06
1963,1.538920644250652e-07,2.1137528669612493e-06
1964,1.3871447324120822e-07,2.052731023383103e-06
1965,1.9371033399551152e-07,1.992918306825686e-06
1966,1.445698574187304e-07,2.0644130813707307e-06
1967,1.6418017434460808e-07,2.2063251812198814e-06
1968,2.0391028376920417e-07,1.831150193254416e-06
1969,1.44427902526445e-07,2.0260781568026687e-06
1970,1.991247882138225e-07,1.7622314594234467e-06
1971,2.0193902772192018e-07,1.946424905696631e-06
1972,1.3338381932292975e-07,1.9817758243334538e-06
1973,1.1687991730013891e-07,1.7206709479467008e-06
1974,1.5076531889590683e-07,1.5644714608242793e-06
1975,1.1308730929471267e-07,2.0641289744105507e-06
1976,1.1541324052011248e-07,1.5752193114337842e-06
1977,1.469195431980097e-07,1.5103329502608176e-06
1978,1.2950488903484825e-07,1.689504230739658e-06
1979,1.5566249178533553e-07,1.4963495758024692e-06
1980,1.3644361129827587e-07,1.8743942185039941e-06
1981,1.2714354746812262e-07,1.77052129402e-06
1982,1.5518755125398798e-07,1.663610593283238e-06
1983,1.0230811975375786e-07,1.8371254775217949e-06
1984,1.2525858084089236e-07,1.689831032436473e-06
1985,1.666309557002421e-07,1.623599064970449e-06
1986,1.3967151102356468e-07,1.7395997211622216e-06
1987,1.448263584613585e-07,1.5930899586180658e-06
1988,1.6370591726655448e-07,1.7300057315594586e-06
1989,1.2677562333252013e-07,1.5432599624887189e-06
1990,9.80757208779437e-08,1.5866471514414116e-06
1991,1.383305781033073e-07,1.4583325054218221e-06
1992,1.2893269341063274e-07,1.5841089044954515e-06
1993,1.4401939374408812e-07,1.5055566020549804e-06
1994,1.2818071448705837e-07,1.4964966617014852e-06
1995,1.5670882458351798e-07,1.6023341977700056e-06
1996,1.50534193998908e-07,1.3985801139426712e-06
1997,1.352160230450039e-07,1.3953143209732843e-06
1998,1.1681916367578538e-07,1.4490344497630758e-06
1999,1.3070775040091576e-07,1.3683182231716273e-06
2000,1.2193766951718032e-07,1.4093520412927774e-06
2001,1.0252035509417112e-07,1.3704429981942212e-06
2002,1.3275101173881865e-07,1.547447469718577e-06
2003,1.4250876523291822e-07,1.5750968334060644e-06
2004,1.1981032513319612e-07,1.5487246578516078e-06
2005,1.1124261511952227e-07,1.5709078020620382e-06
2006,1.1077123884817297e-07,1.7978707695931462e-06
2007,8.827799291566407e-08,2.051564578664511e-06
2008,1.1367363794700935e-07,2.062303842365054e-06
2009,1.3017166211604092e-07,2.1037265121037763e-06
2010,1.2376337044095465e-07,2.7582226564959456e-06
2011,9.292251743064917e-08,3.2599361290408524e-06
2012,1.0382971105116212e-07,3.885614098919632e-06
2013,9.064656347756994e-08,4.2057216163016165e-06
2014,1.0762262636632158e-07,4.375065387307586e-06
2015,1.2102501556476852e-07,4.479920534095072e-06
2016,1.278016874550758e-07,4.360378014212074e-06
2017,7.320429240564863e-08,4.197297499786146e-06
2018,1.032586713356487e-07,4.708853325041673e-06
2019,1.119883612510364e-07,4.395606907792171e-06
