year,grands_ADJ yeux_NOUN,grands_ADJ dieux_NOUN
1840,1.3936878531239927e-06,6.567149357650237e-07
1841,1.3406105381363886e-06,7.512041708679362e-07
1842,1.6220584484472056e-06,7.144302323069951e-07
1843,1.664567548687046e-06,6.970155208563256e-07
1844,1.8145183275919408e-06,4.709185495443968e-07
1845,1.7421472193746013e-06,6.127090390606327e-07
1846,1.5731045550637646e-06,5.983300388479051e-07
1847,1.050599962582055e-06,4.5788468927554504e-07
1848,1.3451610811898718e-06,4.955856462984798e-07
1849,1.2543983984869556e-06,5.220375491887808e-07
1850,1.3876707498639007e-06,5.81138070998577e-07
1851,1.2989169135835255e-06,5.024112705864781e-07
1852,1.4498984910460422e-06,5.520942600867329e-07
1853,1.8292026879862533e-06,4.7596295527085886e-07
1854,1.3991924561196356e-06,5.585339346581009e-07
1855,1.6976891856756993e-06,8.549475687402719e-07
1856,1.6753384670664673e-06,5.55512396083202e-07
1857,1.9540680114005227e-06,7.292974384398576e-07
1858,2.129238509951392e-06,6.606462719105366e-07
1859,2.3637869617232354e-06,6.029133334806147e-07
1860,2.371438995396602e-06,6.009842525855902e-07
1861,2.1627408841595752e-06,6.90417086168793e-07
1862,2.0733039036713308e-06,8.141411047546399e-07
1863,2.3190025331132347e-06,8.645688440722665e-07
1864,2.1691348592867143e-06,7.316755121777874e-07
1865,2.231514827144565e-06,7.92161882756659e-07
1866,2.252778813272016e-06,5.357039889464232e-07
1867,2.4996832053147955e-06,4.590759754563578e-07
1868,2.189846100009163e-06,6.001946832867588e-07
1869,2.470572326274123e-06,6.988316032519037e-07
1870,1.9272138160886243e-06,6.307453954690345e-07
1871,2.0382040020194836e-06,7.148052354466472e-07
1872,2.4388918973272666e-06,7.045150365314612e-07
1873,2.2232020455703605e-06,6.03987845515519e-07
1874,2.3151610548666213e-06,7.904407688386073e-07
1875,2.298337449246901e-06,7.037478262361674e-07
1876,2.437753209960647e-06,8.488604947842759e-07
1877,2.381772674198146e-06,1.2029466933682897e-06
1878,1.952437287400244e-06,8.207121240388915e-07
1879,2.2518972855323227e-06,7.838264490800384e-07
1880,2.3399468318530126e-06,7.066048901549493e-07
1881,2.620965688038268e-06,6.707552504536807e-07
1882,2.832531890817336e-06,7.307612932550001e-07
1883,2.5252079467463773e-06,7.140852780196383e-07
1884,2.8466517960623605e-06,6.746934140267058e-07
1885,2.71812450591824e-06,8.450228339285104e-07
1886,2.5794495286390884e-06,5.517711612057496e-07
1887,2.6337681902077748e-06,6.933718008639289e-07
1888,2.6541813440417172e-06,4.875932573256136e-07
1889,2.29554621000716e-06,5.425608300413387e-07
1890,2.454617742841947e-06,4.044056529650675e-07
1891,2.362923396503902e-06,3.901022624930306e-07
1892,2.5475235361227533e-06,5.553901942789707e-07
1893,2.4738358206377598e-06,4.48332719393818e-07
1894,2.531328391341958e-06,5.034929841940539e-07
1895,2.2834624360257294e-06,4.1708998921308194e-07
1896,2.1636199107888388e-06,4.281243164427906e-07
1897,2.183269543820643e-06,4.4574359847615597e-07
1898,2.2967262793827103e-06,3.8872896857000683e-07
1899,2.2712820282322355e-06,4.5381418090073566e-07
1900,2.243054041173309e-06,4.2981920600482226e-07
1901,2.0885117919533513e-06,4.6330645631087464e-07
1902,1.97982649297046e-06,3.952778397930956e-07
1903,2.2605322556046303e-06,4.865598377534752e-07
1904,2.000972926907707e-06,5.460619290076352e-07
1905,1.8712912606133614e-06,4.876917163443295e-07
1906,2.212513663835125e-06,5.123607689228038e-07
1907,2.1131943412910914e-06,5.765127344403709e-07
1908,2.2459782940131845e-06,5.377970904163476e-07
1909,2.2510025701194536e-06,5.61100325313646e-07
1910,2.671540869414457e-06,5.851845159554614e-07
1911,2.0111015146540012e-06,4.910705246885527e-07
1912,1.908211061163456e-06,5.157327001015233e-07
1913,2.048544956778642e-06,4.613601021219438e-07
1914,1.8945088413602207e-06,5.457846139478306e-07
1915,1.869606876425678e-06,2.768479115955458e-07
1916,2.1238763565634144e-06,3.933511356635222e-07
1917,2.181221816499601e-06,4.2659391574773053e-07
1918,1.8630902332006372e-06,4.5830641326460864e-07
1919,2.1325377019820735e-06,5.322136242824627e-07
1920,2.1800456124765333e-06,5.080967593329433e-07
1921,1.9878461898770183e-06,4.6193758862500545e-07
1922,2.5719482437125407e-06,5.629364849824015e-07
1923,2.4416681299044285e-06,7.887649555726739e-07
1924,2.3630348096048692e-06,6.987260459112576e-07
1925,2.492187149982783e-06,5.884025364721879e-07
1926,2.4042219592956826e-06,5.639946021318565e-07
1927,3.1619201763533056e-06,5.987133562257441e-07
1928,2.6337024792155717e-06,5.084588323711614e-07
1929,2.2993799575488083e-06,4.823796047048745e-07
1930,2.1112243757670512e-06,5.64043496353861e-07
1931,1.8009058067036676e-06,5.235058608832333e-07
1932,1.9244946543039987e-06,4.811236511415018e-07
1933,1.736658305162564e-06,3.7509066697083426e-07
1934,1.8942878341476899e-06,5.463600665223112e-07
1935,1.7354011561110383e-06,4.0811848478483626e-07
1936,1.7471713817940326e-06,5.977484143215861e-07
1937,1.7715702824716573e-06,5.225314012591298e-07
1938,1.8436535356158856e-06,6.288128915343805e-07
1939,1.989755901377066e-06,5.138801064674681e-07
1940,1.4022879213371198e-06,4.4883357830372006e-07
1941,2.31397802963329e-06,6.522820825693998e-07
1942,1.71432964179985e-06,6.523555384774227e-07
1943,2.0845229755650507e-06,5.34195290669004e-07
1944,2.345625944144558e-06,7.583119305820674e-07
1945,2.2700012323184637e-06,7.820829495130965e-07
1946,2.1466341877385275e-06,6.167049164673699e-07
1947,1.937141632879502e-06,5.817385080320037e-07
1948,2.0852280613326e-06,6.07738524394108e-07
1949,1.825963522605889e-06,5.311001451957509e-07
1950,1.804820840334287e-06,6.083426669079017e-07
1951,1.812438313208986e-06,4.957551649198422e-07
1952,1.903337079056655e-06,4.6818928467473597e-07
1953,1.5406573083964759e-06,6.69054664115265e-07
1954,1.8988038164025056e-06,5.316259681364954e-07
1955,1.5983690673238016e-06,5.518737467014034e-07
1956,1.8314397038921015e-06,5.285011770439496e-07
1957,1.8836300341718015e-06,6.122681170950273e-07
1958,1.9175060970155755e-06,5.749209321948001e-07
1959,1.7803467926569283e-06,4.061391791765345e-07
1960,1.9869712559739128e-06,5.882708222770816e-07
1961,1.8919837430075859e-06,5.815609398496235e-07
1962,2.0205472992529394e-06,5.14332658241301e-07
1963,1.8732156377154752e-06,5.082317748872356e-07
1964,1.8355332258579438e-06,4.325701539187321e-07
1965,1.5770428944961168e-06,4.793510086642527e-07
1966,2.011237938859267e-06,5.655395298731491e-07
1967,1.9573433291952824e-06,5.35927462408381e-07
1968,1.93804589798674e-06,5.789434887049083e-07
1969,1.5078635442478117e-06,4.564466671297396e-07
1970,1.4909066976542817e-06,4.994215299092275e-07
1971,1.7645256775722373e-06,4.4909594976161316e-07
1972,1.5595646800647955e-06,5.227619688241703e-07
1973,1.4637555523222545e-06,3.5394768715946157e-07
1974,1.1386157439119415e-06,2.6383931306384056e-07
1975,1.1554324146345607e-06,3.638212753287462e-07
1976,1.1027107120753499e-06,4.096598775760185e-07
1977,1.258806719306449e-06,3.8610456876142507e-07
1978,1.327128074990469e-06,3.8970279447880785e-07
1979,1.5654028402423137e-06,4.388980006098109e-07
1980,1.4229932503440068e-06,4.121734153983425e-07
1981,1.447285740141524e-06,4.579697794326876e-07
1982,1.3935842844148283e-06,3.9541790286534706e-07
1983,1.5175704675129964e-06,3.940757320464172e-07
1984,1.4033601019036723e-06,4.065104803885333e-07
1985,1.4822335288044997e-06,4.150734973507042e-07
1986,1.446469354959845e-06,4.2620791695924254e-07
1987,1.4140430266706971e-06,4.6992182411997874e-07
1988,1.3072486808596295e-06,3.8617807796015313e-07
1989,1.5042943459775415e-06,4.4508671592780047e-07
1990,1.3741497468799935e-06,3.487136677193803e-07
1991,1.3991317473482923e-06,3.358619480309244e-07
1992,1.4766650338060572e-06,3.305966522759718e-07
1993,1.5471006236111862e-06,4.603081507070783e-07
1994,1.4057679891266162e-06,3.7399229846357684e-07
1995,1.4917162616256974e-06,3.974656532790277e-07
1996,1.3868364021618618e-06,3.234883845237846e-07
1997,1.4140143775875913e-06,3.0879121037941104e-07
1998,1.4943317410143209e-06,3.3472266736112033e-07
1999,1.3596348935607239e-06,3.6195994290721956e-07
2000,1.3969815881864633e-06,3.410720292862379e-07
2001,1.3993590073368978e-06,2.7689258530472216e-07
2002,1.6688072719261982e-06,4.503895603136243e-07
2003,1.6401008906541392e-06,3.154360612711571e-07
2004,1.7337258668703726e-06,3.2727598053838847e-07
2005,1.582617642270634e-06,3.1661359578549764e-07
2006,1.965056981134694e-06,3.413730702561679e-07
2007,3.0162314033077564e-06,4.6136238296412557e-07
2008,3.3884962249430828e-06,5.300512384565081e-07
2009,3.812646809819853e-06,5.702758070214031e-07
2010,5.382289600674994e-06,5.333162267362468e-07
2011,5.742458597524092e-06,5.88509293741879e-07
2012,7.177186034823535e-06,7.870632359185947e-07
2013,8.037142833927646e-06,7.717508943017037e-07
2014,8.458228876406793e-06,8.668276993972768e-07
2015,9.086628779186867e-06,8.46731804671208e-07
2016,9.488187060924247e-06,8.026442834818681e-07
2017,8.571190846851096e-06,6.115451078869683e-07
2018,1.0049649972643238e-05,6.541436476936724e-07
2019,9.264932486985344e-06,6.619813177621836e-07
