year,avons_VERB écrit_VERB,avons_VERB ecrit_VERB,avons_VERB décrit_VERB
1839,3.0412917340072454e-07,6.9914751765765e-10,1.013763949231361e-06
1840,4.159406614689942e-07,6.369688665408546e-10,8.23600771582278e-07
1841,4.3402909000178624e-07,0.0,7.126809009605495e-07
1842,4.246331855028984e-07,0.0,7.325425599447044e-07
1843,4.5424147288031236e-07,0.0,8.287396440209704e-07
1844,4.665276946980157e-07,5.488561272137815e-10,8.71034671945381e-07
1845,4.240973225932976e-07,0.0,8.571230409870623e-07
1846,4.472838952551683e-07,1.1709002656346001e-09,9.326220720140554e-07
1847,4.239073803091742e-07,5.393223645455691e-10,7.874106700000993e-07
1848,3.732982918336347e-07,1.6090443422100975e-09,7.329197160288459e-07
1849,5.20361652434076e-07,0.0,9.9463659353205e-07
1850,4.759086209560337e-07,1.3577992064028876e-09,1.0264961929351557e-06
1851,4.3211238676121866e-07,6.449438760824933e-10,1.0802809811139014e-06
1852,3.867264126711234e-07,6.510545436100301e-10,8.411624889959057e-07
1853,3.822036376277538e-07,0.0,1.1269034985161852e-06
1854,4.811185476683022e-07,1.0391328908454511e-09,8.759890306464513e-07
1855,4.356995475518488e-07,5.306937111981824e-10,7.79589072408271e-07
1856,5.886464009563497e-07,1.0354378465748937e-09,9.810773917706683e-07
1857,5.115821295476053e-07,0.0,8.498707302351249e-07
1858,4.6489921601278184e-07,9.787352039936081e-10,9.684584938440821e-07
1859,4.089015135377849e-07,5.092173349652285e-10,8.870566148289072e-07
1860,5.080673872726038e-07,1.373155145145688e-09,1.06327979665366e-06
1861,4.2066395167239534e-07,0.0,9.644145393394865e-07
1862,4.960749038218637e-07,0.0,8.326648526235658e-07
1863,4.3952664441349043e-07,9.989241656072068e-10,7.222221825031738e-07
1864,4.0803135448186367e-07,4.794727948009836e-10,1.0246333204122493e-06
1865,4.786860472449916e-07,0.0,9.691392506283592e-07
1866,4.5055574560137757e-07,1.4596839292835284e-09,8.806759410617815e-07
1867,4.551937138330686e-07,4.85281148598915e-10,1.041898599396518e-06
1868,3.650567066415533e-07,4.93987406535723e-10,1.0156380767512019e-06
1869,4.15587493307612e-07,0.0,9.874476063487236e-07
1870,5.997815151204122e-07,0.0,8.079274493866251e-07
1871,4.2590920656948583e-07,3.18635318130589e-09,9.410363190909266e-07
1872,5.400273721534177e-07,0.0,1.0867069022424403e-06
1873,4.2141471112699946e-07,5.986004469882289e-10,1.2217435596539872e-06
1874,4.743839667753491e-07,0.0,1.326363189946278e-06
1875,4.130942556912487e-07,0.0,9.451962910134171e-07
1876,3.827127272870712e-07,0.0,1.139069240707613e-06
1877,3.7974768929416314e-07,1.2369631985365004e-09,9.802932936509023e-07
1878,3.8831339566058887e-07,0.0,1.184869233838981e-06
1879,3.6533765523927286e-07,0.0,9.42668862080609e-07
1880,3.3372799634889816e-07,6.417846254436199e-10,9.755126484378707e-07
1881,4.0858893157746934e-07,0.0,1.273877160201664e-06
1882,4.472418879686302e-07,6.655385131892899e-10,1.1966382089667604e-06
1883,4.4488146500043513e-07,6.319338941018771e-10,1.1703415339070489e-06
1884,4.5617724708790774e-07,0.0,1.2351774785201997e-06
1885,4.776215973834042e-07,0.0,1.2150022712376085e-06
1886,4.285099919343338e-07,0.0,1.1390363852115115e-06
1887,4.413552971982426e-07,0.0,1.2065452210663352e-06
1888,4.33063974014658e-07,1.9021844099853524e-09,1.272561348741874e-06
1889,6.791408395656617e-07,6.265136742733546e-10,1.3106665619488922e-06
1890,4.483200370941631e-07,0.0,1.2938359077452333e-06
1891,3.6651763934969495e-07,0.0,1.3991412970426609e-06
1892,4.876902721662191e-07,1.2537024751679837e-09,1.3702967862627702e-06
1893,4.3108914837830525e-07,1.2316833108982905e-09,1.3265229199532769e-06
1894,4.253539032106346e-07,0.0,1.5010266452009091e-06
1895,4.0264529843625496e-07,0.0,1.0953878017971874e-06
1896,3.8330688312271377e-07,5.89702897624278e-10,1.392288595525315e-06
1897,4.2709811509666906e-07,5.826713556089658e-10,1.2399246998029412e-06
1898,3.9665067674832244e-07,4.52668391659472e-09,1.2318238304942497e-06
1899,4.1401563066756353e-07,1.6582735185011188e-09,1.1812435332103632e-06
1900,3.8621436715402524e-07,1.038210628578895e-09,1.1186720030309516e-06
1901,3.7556324627985305e-07,1.1177477832191585e-09,1.1345140364937834e-06
1902,3.86930366857996e-07,0.0,1.0689687997000874e-06
1903,4.239172994857654e-07,0.0,1.1421466297178995e-06
1904,4.057841920257488e-07,0.0,1.0260159797326196e-06
1905,3.9634630866203224e-07,1.0321518084666081e-09,9.521600645712169e-07
1906,4.7583705509168794e-07,1.0288369045596824e-09,1.04066850781237e-06
1907,4.4228451656636025e-07,2.5714217422034835e-09,1.0409114565845812e-06
1908,4.253263057307777e-07,4.911389073214423e-10,9.528095006317017e-07
1909,4.637329027445958e-07,0.0,1.124401023844257e-06
1910,4.1951582829824474e-07,0.0,9.806516345634009e-07
1911,4.2190566773570026e-07,5.320374141248863e-10,9.087199259738554e-07
1912,5.04792922129127e-07,0.0,9.694732625575853e-07
1913,4.1946648821067356e-07,0.0,1.0611282732497784e-06
1914,4.151981158884155e-07,0.0,1.0199140660915873e-06
1915,7.43366058486572e-07,0.0,7.362976361946494e-07
1916,4.0983232452163065e-07,0.0,8.789969569988898e-07
1917,4.156274826527806e-07,0.0,8.488012781526777e-07
1918,3.7445587963702565e-07,0.0,7.477631243091309e-07
1919,3.480566590496892e-07,1.8415696745321952e-09,8.729040246180375e-07
1920,6.678708359686425e-07,7.572231730534895e-10,9.631878583604703e-07
1921,4.293747792871727e-07,0.0,1.0859320127565297e-06
1922,4.559564104056335e-07,0.0,1.0306976037099957e-06
1923,4.7559447580169945e-07,1.0615948120573648e-09,7.622250564054411e-07
1924,4.4862852632832073e-07,0.0,1.0158599934584345e-06
1925,4.718218349353265e-07,0.0,8.809540759102674e-07
1926,4.3804323013318935e-07,0.0,8.883472446541418e-07
1927,4.548883794086578e-07,2.2298449753321847e-09,9.677527259555063e-07
1928,4.1590789123802097e-07,2.2852082448565625e-09,9.655004760134034e-07
1929,4.6121283503453014e-07,2.2280812750352652e-09,9.469345627621806e-07
1930,5.04172987803031e-07,1.0503603542488804e-09,1.0619143040457857e-06
1931,4.254198131548037e-07,0.0,1.246605506821652e-06
1932,4.844115437663277e-07,0.0,1.1288323094049701e-06
1933,4.2556158064144256e-07,5.735331320977366e-09,1.1092130307588377e-06
1934,5.367747917262022e-07,1.1981580172459871e-09,1.1142869880131911e-06
1935,5.601157226919895e-07,1.196828414151696e-09,1.2889842082586256e-06
1936,6.947461201889382e-07,1.2124714565686645e-09,1.374942598886264e-06
1937,5.237905043031787e-07,0.0,1.1420144119256292e-06
1938,4.7452684270865575e-07,1.2965214457594243e-09,1.213544123856991e-06
1939,5.368211759559927e-07,4.588215141154706e-09,1.2617591664820793e-06
1940,4.944776605952939e-07,5.0715658339584024e-09,1.1132086683574016e-06
1941,3.8664683188471827e-07,2.9515025978810172e-09,1.1806010888903984e-06
1942,4.2782386344697443e-07,0.0,1.4655242921435274e-06
1943,4.761305660849757e-07,0.0,1.3383914847509004e-06
1944,5.719471118936781e-07,0.0,1.2820612482755678e-06
1945,4.3134380689480167e-07,0.0,9.825052984524518e-07
1946,4.955913368576148e-07,0.0,1.0162406169911264e-06
1947,4.518010143783613e-07,0.0,9.190991363539069e-07
1948,4.0552140490035526e-07,0.0,1.0969735058097285e-06
1949,5.9196560187047e-07,9.817008317369869e-10,9.964263654183014e-07
1950,4.6476529291794577e-07,1.0635361480382244e-09,1.0358842246205313e-06
1951,6.247581154639192e-07,1.0661401761424827e-09,9.701875569589902e-07
1952,4.987692250324471e-07,0.0,1.0354997357353568e-06
1953,4.4926861164640286e-07,1.0773827385790469e-09,1.018126681628928e-06
1954,4.0067396867016214e-07,0.0,9.762763966136845e-07
1955,5.274711725178349e-07,9.385607846468247e-10,9.732875696499832e-07
1956,4.98849317409622e-07,8.72114158667614e-10,9.584534836903913e-07
1957,4.2673232769629976e-07,8.835037701437898e-10,9.524170536678866e-07
1958,4.615911848304677e-07,0.0,1.0530566214583814e-06
1959,5.123244477545086e-07,2.325224457422337e-09,9.207888638229633e-07
1960,4.6923250351937895e-07,0.0,9.689166518001002e-07
1961,4.3495475665622507e-07,6.948159270159238e-10,9.803852663026191e-07
1962,4.274478726529196e-07,3.170978146727066e-09,8.739215786590648e-07
1963,4.81720974221389e-07,6.466053248388448e-10,9.336980610896717e-07
1964,4.666403583541978e-07,0.0,8.018670314413612e-07
1965,4.4542431965055584e-07,5.472043373977442e-10,8.585636237512517e-07
1966,4.652822838124848e-07,0.0,8.707425536158553e-07
1967,4.0527359601583157e-07,0.0,9.081678058464604e-07
1968,3.9838857901486335e-07,0.0,7.240162176458398e-07
1969,4.905098194285529e-07,1.3625273131978588e-09,7.212311174953356e-07
1970,4.0100883325067116e-07,0.0,7.486724484806473e-07
1971,4.1569634845473047e-07,1.0276794970565106e-09,7.111542004167859e-07
1972,4.011774876744312e-07,1.0260293725750103e-09,6.438334594349726e-07
1973,4.53185350579588e-07,1.102640756478479e-09,6.693029490634217e-07
1974,4.2585577375575667e-07,1.6876715580593782e-09,6.835069825683604e-07
1975,4.1808036144175276e-07,2.2845920710778955e-09,6.636739726673113e-07
1976,4.0223230257652176e-07,1.142705374768127e-09,5.964922138446127e-07
1977,4.260666912614397e-07,1.7630346071939584e-09,6.470336870734172e-07
1978,4.021780455332191e-07,0.0,5.786135943708359e-07
1979,4.4943155330656737e-07,3.5111840102075575e-09,6.302575457084458e-07
1980,4.002345974640775e-07,1.7055452605774235e-09,5.821594299959543e-07
1981,4.7568133254571876e-07,1.2651099057237047e-09,5.692994591299794e-07
1982,4.345251625181845e-07,1.2415004579935385e-09,5.363281729842129e-07
1983,3.587099399737781e-07,0.0,5.349072580429493e-07
1984,3.838943598566402e-07,1.739702604197646e-09,5.306092702994647e-07
1985,4.3432328311610036e-07,1.2031116103372597e-09,4.944788543070899e-07
1986,4.046277695124445e-07,0.0,4.86752242068178e-07
1987,3.8681471892232366e-07,0.0,4.833656248592888e-07
1988,4.149615335791168e-07,0.0,4.659322314637393e-07
1989,4.0063292772174464e-07,5.488122178931576e-10,4.2093896013284393e-07
1990,3.2637419167258486e-07,6.538381391862913e-09,3.7922609408269636e-07
1991,4.273008187283267e-07,1.7584396161396398e-09,4.12647153780199e-07
1992,2.9423102887449204e-07,2.2039776670368383e-09,3.9616497815586627e-07
1993,3.661416201339307e-07,1.661762283333701e-09,4.027003797091311e-07
1994,3.370678030023555e-07,1.5824779264761446e-09,4.399288684453495e-07
1995,3.1504438879892405e-07,5.422450821690461e-10,3.8228279208851745e-07
1996,3.0213601576178917e-07,5.338092190498855e-10,4.441292844603595e-07
1997,3.38999029736442e-07,2.3974471297094624e-09,4.454456927760475e-07
1998,3.3233860108339286e-07,9.536258449571733e-10,3.785894477914553e-07
1999,3.6972926409362117e-07,9.140402323914998e-10,4.597622478286212e-07
2000,3.1809827305551153e-07,1.7672125984802278e-09,3.856941361846111e-07
2001,3.5531627418095013e-07,4.3812117822561447e-10,4.0307148196916387e-07
2002,3.2771535529718676e-07,1.3143663935011318e-09,3.7284195286702015e-07
2003,3.6627253052756714e-07,1.6667691671301554e-09,4.0419152469439723e-07
2004,3.545856941400416e-07,4.404791198453495e-09,3.9775264326635806e-07
2005,3.544450919434894e-07,4.5037495954858286e-10,4.391155812299985e-07
2006,3.22430793175954e-07,8.235779835885637e-10,4.3237844238319667e-07
2007,3.0437934128713096e-07,0.0,3.4991640518455824e-07
2008,2.9631780762429116e-07,0.0,3.857240358229319e-07
2009,3.609521854741615e-07,9.53638501499654e-10,4.4582600366993574e-07
2010,2.8295519882703957e-07,0.0,4.175832941655244e-07
2011,3.1433049230145116e-07,3.82397197240536e-10,4.301968488107377e-07
2012,2.556593869940116e-07,0.0,4.2825499235732423e-07
2013,2.515790811230545e-07,0.0,3.2800110716380004e-07
2014,2.236904919072913e-07,0.0,2.8432296517166833e-07
2015,2.4847810209394083e-07,0.0,2.8815480845878483e-07
2016,2.806665690968657e-07,4.1426800878596737e-10,3.270645834163588e-07
2017,2.520642681247409e-07,0.0,2.7998754603686393e-07
2018,2.4059269776444125e-07,0.0,3.087434095050412e-07
2019,2.293337928449546e-07,0.0,2.6402722141938284e-07
