year,deux_DET années_NOUN,deux_DET damnés_NOUN
1862,5.389053853832593e-06,3.162590411776023e-09
1863,5.303787844468388e-06,6.99246927027275e-09
1864,5.568117444454401e-06,4.315255264231155e-09
1865,4.754854160182731e-06,2.353422234868674e-09
1866,5.08261928189313e-06,9.731225825149181e-10
1867,6.863816651048182e-06,0.0
1868,5.393354655325311e-06,9.87974813071446e-10
1869,5.161391243291291e-06,9.278686263769487e-09
1870,5.602165458640229e-06,9.17447806614291e-09
1871,5.64196957952845e-06,2.1242354542039266e-09
1872,5.734087153541623e-06,0.0
1873,5.474200918342831e-06,0.0
1874,5.4333094112735125e-06,1.1949218281515073e-09
1875,5.51040298546468e-06,5.721527251978387e-09
1876,5.706833178464876e-06,7.255217537860403e-09
1877,5.638078420133752e-06,1.2369631985365004e-09
1878,6.148396209937346e-06,6.039088673581716e-10
1879,5.298006840348535e-06,3.0546627449723474e-09
1880,6.327996572963457e-06,7.059631101924424e-09
1881,6.265495244406338e-06,1.1853262815719745e-08
1882,5.936603514555827e-06,0.0
1883,5.725321074123713e-06,1.0110942305630033e-08
1884,5.9237028153802385e-06,6.601696966868076e-10
1885,5.959634563623695e-06,5.80107206715752e-09
1886,5.796501113763952e-06,4.5174246565693466e-09
1887,5.843387612003426e-06,6.528924623161458e-10
1888,6.0356309461440105e-06,3.804368819970705e-09
1889,5.891734645047109e-06,3.759081934617825e-09
1890,6.182097450846413e-06,6.554386478008212e-10
1891,5.8649199559113185e-06,1.9122659011827636e-09
1892,5.5156642417841795e-06,6.268512375839919e-09
1893,5.7094681835678784e-06,1.2316833108982905e-09
1894,5.423104823876201e-06,7.561847370496366e-09
1895,5.4992078446503e-06,3.0093072478365457e-09
1896,5.557359941121831e-06,3.5382172747233653e-09
1897,5.53537793734904e-06,5.826713334045053e-09
1898,5.426362406524277e-06,1.6975064909274806e-08
1899,5.478935548808295e-06,3.3165470370022376e-09
1900,5.594917013240774e-06,2.07642125715779e-09
1901,5.643508615094106e-06,3.912117296778206e-09
1902,5.164636320387217e-06,9.820567692386817e-10
1903,5.750694782591381e-06,3.7801541896698154e-09
1904,5.5181278071358975e-06,3.7622376325430196e-09
1905,6.414307193836066e-06,6.708986699521802e-09
1906,5.9317593468222185e-06,1.5432553568395235e-09
1907,5.388671240780241e-06,9.257117739025489e-09
1908,5.454588858810894e-06,7.367083831866239e-09
1909,5.471828416148128e-06,3.850688656825696e-09
1910,5.605479685755199e-06,1.2291546225284833e-08
1911,5.8274056300433585e-06,8.512598403953575e-09
1912,5.644928933179472e-06,4.688478938419394e-09
1913,5.6057903350392735e-06,6.893886794756554e-09
1914,5.979522342158816e-06,2.0090231700464756e-09
1915,5.066905785611198e-06,0.0
1916,5.9749818035470526e-06,5.493731025651982e-09
1917,6.74215792173527e-06,4.3865698851064394e-09
1918,6.450749083342089e-06,0.0
1919,6.4887707367233816e-06,4.603924352863942e-09
1920,5.869236900934993e-06,2.2716695191604686e-09
1921,5.408456075883805e-06,1.7417319586598978e-08
1922,5.259730158968523e-06,6.6401419362982494e-09
1923,5.043636917889671e-06,1.0615948120573648e-09
1924,5.1295772038884024e-06,9.024137215263295e-09
1925,5.243931070708641e-06,5.499089184013428e-09
1926,4.752713351763305e-06,1.1146138456652466e-09
1927,4.514321148008094e-06,3.3447675740205796e-09
1928,5.338246438668648e-06,7.998228745975666e-09
1929,5.202569809625857e-06,1.1140406375176326e-09
1930,5.043830640261149e-06,2.100720708497761e-09
1931,5.360517519648056e-06,4.5621426636444085e-09
1932,5.35044588900746e-06,1.6439305028370654e-08
1933,5.083797333327311e-06,1.1470662197865522e-09
1934,4.700374120147899e-06,2.3963160344919743e-09
1935,4.786116647892413e-06,9.574627313213568e-09
1936,4.975982847099658e-06,3.6374143697059935e-09
1937,4.865208268256538e-06,1.2591118148108649e-09
1938,4.992904308664947e-06,1.2965214457594243e-09
1939,4.863507996333283e-06,6.117620188206274e-09
1940,4.632875430843342e-06,0.0
1941,4.374126717721083e-06,0.0
1942,3.947509611634814e-06,0.0
1943,4.195175051791011e-06,2.9032352077962287e-09
1944,3.958645464763322e-06,3.2131861615880553e-09
1945,4.056374592664724e-06,6.535512131478072e-09
1946,4.159625746069651e-06,6.960552134671616e-09
1947,4.1484631196908595e-06,8.344609669919123e-09
1948,4.069347710355942e-06,3.2615663503321457e-09
1949,4.195789401251204e-06,4.908504269707237e-09
1950,4.172252289436074e-06,2.1270722960764488e-09
1951,3.807186658377759e-06,4.264560704569931e-09
1952,3.8899782737189526e-06,7.381362854275153e-09
1953,4.0757389569989755e-06,4.30953106533849e-09
1954,4.042898098077785e-06,5.863521668203475e-09
1955,3.853730575542613e-06,2.815682353940474e-09
1956,3.983817549624291e-06,6.104799332717903e-09
1957,4.1498171015064145e-06,5.301022731885041e-09
1958,4.137776386414771e-06,4.1361216673863055e-09
1959,4.213306709743847e-06,7.750747821333448e-10
1960,4.03692206418782e-06,6.2287499602575735e-09
1961,4.1508302786041895e-06,1.3896318540318475e-09
1962,4.221840185891779e-06,3.805173953708163e-09
1963,5.04481457141992e-06,8.405869333927285e-09
1964,4.541682272929393e-06,3.6503808864551957e-09
1965,4.168055369291324e-06,4.924839036579698e-09
1966,4.0584801297427475e-06,3.3234448526542337e-09
1967,3.9186307674299314e-06,3.9442684118817795e-09
1968,4.042723389829916e-06,4.491415683816058e-09
1969,4.437751726982242e-06,3.1792304344691047e-09
1970,4.065272776188067e-06,2.7592350626548523e-09
1971,4.202695293997749e-06,2.0553589941130213e-09
1972,4.252891983469453e-06,1.0260293725750103e-09
1973,3.997072809625024e-06,2.205281512956958e-09
1974,4.097103925460033e-06,7.313243399753588e-09
1975,4.294461831477747e-06,2.2845920710778955e-09
1976,4.155448209530732e-06,2.856763492431469e-09
1977,4.133728396027436e-06,5.876781838942691e-10
1978,3.7948498174955603e-06,3.5643548113029055e-09
1979,3.8254350442912255e-06,3.5111840102075575e-09
1980,3.5475339927870664e-06,2.8425752862659692e-09
1981,3.5764657582149084e-06,1.2651099057237047e-09
1982,3.6369756912790763e-06,5.586752060970923e-09
1983,3.7279311300153495e-06,0.0
1984,3.760077191827804e-06,4.059305780401701e-09
1985,3.7717548195814743e-06,3.609334831011779e-09
1986,3.804100515480968e-06,2.3977941854269602e-09
1987,3.6872669966214744e-06,3.0554083707556856e-09
1988,3.88516721727683e-06,2.398621523624911e-09
1989,3.826318874189383e-06,1.6464366536794728e-09
1990,3.649506453484719e-06,1.089730194969718e-09
1991,3.440679961386195e-06,2.930732601047481e-09
1992,3.5836675920108974e-06,4.4079553340736766e-09
1993,3.822053088242683e-06,1.7725464318552042e-08
1994,3.735703018037384e-06,3.6924485691258724e-09
1995,3.7740257141649636e-06,2.7112254663563817e-09
1996,3.7238531263028563e-06,3.736664311304594e-09
1997,3.65179172945318e-06,4.794894259418925e-09
1998,3.522693930335663e-06,4.7681290027412615e-09
1999,3.6259976639030356e-06,4.570201161957499e-09
2000,3.6130660987510055e-06,3.092622158362701e-09
2001,3.524684814237844e-06,1.3143635069212678e-09
2002,3.5553611894556525e-06,3.066854992184176e-09
2003,3.6906435809669347e-06,2.9168460979889232e-09
2004,3.6555363465140545e-06,8.809582507929292e-10
2005,3.7966609909290128e-06,1.3511248786457486e-09
2006,3.5475620734359836e-06,1.6471559671771274e-09
2007,3.47080313645165e-06,3.5950315224742013e-09
2008,3.606051308224778e-06,1.7029758714315335e-09
2009,3.2743178053351585e-06,9.53638501499654e-10
2010,3.388376768498347e-06,1.8895172093635892e-09
2011,2.921514663967173e-06,1.529588788962144e-09
2012,2.9497849141080223e-06,6.808505648159269e-09
2013,2.8822818762819225e-06,7.251725164802991e-09
2014,3.0870586442688364e-06,1.6457383344992138e-08
2015,3.002351292025196e-06,4.433150846416822e-09
2016,2.9816940525506652e-06,4.556948152156792e-09
2017,2.8031457190991205e-06,4.528100394640688e-09
2018,2.6901465162154636e-06,6.195520041440972e-09
2019,2.6925675626898737e-06,1.8622210495866653e-08
