year,avons_VERB étendu_VERB,avons_VERB etendu_VERB,avons_VERB détendu_VERB
1800,7.545995117652637e-08,0.0,0.0
1801,2.6193008650921e-08,0.0,0.0
1802,2.0140561218795483e-08,0.0,0.0
1803,7.411289004721766e-08,1.950339223455444e-09,0.0
1804,2.2246657849223084e-08,0.0,0.0
1805,1.421438877713399e-08,0.0,0.0
1806,8.645007198992971e-08,0.0,0.0
1807,8.540865792383556e-09,0.0,0.0
1808,0.0,0.0,0.0
1809,9.487928309681593e-08,0.0,0.0
1810,3.7442028144596406e-08,0.0,0.0
1811,7.521229861140455e-09,0.0,0.0
1812,7.468182872116813e-08,0.0,0.0
1813,2.300593315851529e-08,0.0,0.0
1814,1.4789382873914292e-07,0.0,0.0
1815,3.776112933451259e-08,0.0,0.0
1816,2.0858434979231788e-08,0.0,0.0
1817,5.916118794857539e-08,0.0,0.0
1818,5.0068944545955674e-08,0.0,0.0
1819,3.1053151161586356e-08,0.0,0.0
1820,3.20394981656591e-08,0.0,0.0
1821,6.7058117281249e-08,0.0,0.0
1822,3.308453244699194e-08,1.0025615893027862e-09,2.0051231786055723e-09
1823,1.8777104315859106e-08,0.0,0.0
1824,1.7684335773537896e-08,0.0,0.0
1825,5.811592274085342e-08,0.0,0.0
1826,1.8496766784892316e-08,0.0,0.0
1827,1.7512819638909605e-08,0.0,0.0
1828,1.0181254594954225e-07,0.0,0.0
1829,3.600733933240008e-08,0.0,0.0
1830,5.0096812032052185e-08,0.0,0.0
1831,2.182768810143898e-08,0.0,0.0
1832,2.841293600397421e-08,0.0,0.0
1833,4.2859426230279496e-08,0.0,0.0
1834,2.9870498963191494e-08,0.0,9.334530925997342e-10
1835,4.0084366048631637e-08,0.0,0.0
1836,2.352262562510532e-08,0.0,0.0
1837,8.419048214136637e-08,0.0,0.0
1838,3.7241754569095065e-08,0.0,0.0
1839,2.23727205650448e-08,0.0,0.0
1840,6.497082694068013e-08,0.0,0.0
1841,6.805781538332667e-08,0.0,6.420548537278137e-10
1842,3.287049921141261e-08,0.0,0.0
1843,7.088293330070883e-08,0.0,5.906911071384968e-10
1844,5.653217982626302e-08,0.0,5.488561272137815e-10
1845,4.631589334280761e-08,0.0,0.0
1846,8.196301592988675e-08,0.0,5.854501328173001e-10
1847,5.3392913201832926e-08,0.0,0.0
1848,4.34441957963827e-08,0.0,0.0
1849,6.535943697372204e-08,0.0,0.0
1850,8.554135177973876e-08,0.0,1.3577992064028876e-09
1851,5.224045551699419e-08,0.0,0.0
1852,4.8829090104618444e-08,0.0,0.0
1853,2.448492075757258e-08,0.0,0.0
1854,4.8319680701069956e-08,0.0,0.0
1855,4.0332722051061864e-08,0.0,5.306937111981824e-10
1856,4.245295315286057e-08,0.0,0.0
1857,3.905207179855097e-08,0.0,4.881509085841174e-10
1858,5.334106845111819e-08,0.0,4.893676019968041e-10
1859,6.263373109050008e-08,0.0,0.0
1860,5.309533435138292e-08,0.0,9.154367819341758e-10
1861,4.33868656557479e-08,0.0,0.0
1862,3.252950264709398e-08,0.0,4.517986262886353e-10
1863,3.845858032036631e-08,0.0,4.994620828036034e-10
1864,4.075518589274907e-08,1.4384183844029508e-09,0.0
1865,5.271665770578693e-08,0.0,0.0
1866,2.238181906477621e-08,0.0,4.865612912574591e-10
1867,4.2219461704462447e-08,4.85281148598915e-10,4.85281148598915e-10
1868,4.841076517436704e-08,0.0,0.0
1869,5.07885999923019e-08,0.0,9.767038289254515e-10
1870,5.3326655091723296e-08,0.0,1.1468097582678638e-09
1871,1.4869648623516696e-08,0.0,1.0621177271019633e-09
1872,6.22875973022019e-08,0.0,0.0
1873,5.686704085405836e-08,0.0,5.986004469882289e-10
1874,3.823749850084823e-08,0.0,0.0
1875,5.378235456987568e-08,0.0,0.0
1876,2.5997863417615008e-08,0.0,0.0
1877,2.6594708657512456e-08,0.0,6.184815992682502e-10
1878,5.6163525385954927e-08,0.0,0.0
1879,2.993569481191116e-08,6.10932526790009e-10,0.0
1880,2.888030792291829e-08,0.0,6.417846254436199e-10
1881,5.508281120114589e-08,0.0,0.0
1882,3.660461800336634e-08,0.0,6.655385131892899e-10
1883,4.044376922252013e-08,0.0,0.0
1884,5.0833065756705764e-08,0.0,0.0
1885,6.123353557541122e-08,0.0,0.0
1886,5.0982364996343676e-08,0.0,1.2906927748801422e-09
1887,3.721487118468758e-08,0.0,0.0
1888,7.672143453874014e-08,0.0,0.0
1889,4.0723389105323804e-08,0.0,1.2530273485467092e-09
1890,5.571228456346944e-08,0.0,0.0
1891,6.629188931128738e-08,0.0,1.9122659011827636e-09
1892,5.4536059224119526e-08,0.0,0.0
1893,7.88277318974906e-08,0.0,2.463366621796581e-09
1894,6.931693263823036e-08,0.0,0.0
1895,3.49079627426363e-08,0.0,2.4074457982692365e-09
1896,8.255840810988957e-08,0.0,0.0
1897,4.428302347037061e-08,0.0,1.7480140668268973e-09
1898,6.393941021087812e-08,0.0,2.8291773368493978e-09
1899,5.1959236913035056e-08,0.0,0.0
1900,5.294874227956825e-08,0.0,0.0
1901,6.147612907625444e-08,0.0,1.1177477832191585e-09
1902,6.186957790532688e-08,0.0,1.4730852093691738e-09
1903,6.53426681651581e-08,0.0,1.0800440541913758e-09
1904,1.1394205046144634e-07,0.0,5.374625189347171e-10
1905,8.102392001774206e-08,0.0,1.0321518084666081e-09
1906,5.65860283074926e-08,0.0,1.0288369045596824e-09
1907,6.42855439991763e-08,0.0,2.5714217422034835e-09
