year,puissions_VERB écrire_VERB,puissions_VERB décrire_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,8.540865792383556e-09,3.4163463169534225e-08
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,1.0898113522728181e-08,3.113746815941454e-09
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,2.3732962262101864e-09
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,6.917880934764753e-09
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,8.807984341885344e-10
1827,0.0,8.295545583791863e-09
1828,0.0,1.1006761724274838e-08
1829,8.57317605795771e-10,6.001223074036943e-09
1830,0.0,2.0873671680021744e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,0.0
1833,9.266902800675325e-09,0.0
1834,4.667265685043276e-09,0.0
1835,2.2689263801112247e-09,0.0
1836,0.0,6.720750067579218e-10
1837,6.957890930081589e-10,6.957890930081589e-10
1838,0.0,2.5248647617104325e-09
1839,0.0,2.7965900706306e-09
1840,1.9109065441114126e-09,1.2739377330817092e-09
1841,2.5682194149112547e-09,5.1364388298225094e-09
1842,8.720745015011744e-09,0.0
1843,5.906911071384968e-10,2.953455480181333e-09
1844,0.0,0.0
1845,0.0,1.674068439427856e-09
1846,0.0,0.0
1847,1.6179670936367074e-09,5.393223645455691e-10
1848,0.0,4.82713291560799e-09
1849,0.0,6.703531951757213e-09
1850,0.0,8.82569484161877e-09
1851,6.449438760824933e-10,1.2898877521649865e-09
1852,2.6042181744401205e-09,0.0
1853,1.7915795513800958e-09,0.0
1854,6.234797567117312e-09,5.195664454227256e-10
1855,3.1841622671890946e-09,3.714855978387277e-09
1856,0.0,3.1063134287023786e-09
1857,0.0,9.274867096564776e-09
1858,0.0,2.4468380654951716e-09
1859,0.0,5.092173349652285e-09
1860,0.0,1.8308735638683515e-09
1861,8.017138064531082e-09,5.659156698811785e-09
1862,3.162590411776023e-09,4.517986262886353e-10
1863,1.4983863039219614e-09,1.4983863039219614e-09
1864,2.3973640850272204e-09,4.794727948009836e-10
1865,7.530950973944073e-09,0.0
1866,9.731225825149181e-10,0.0
1867,4.367530337390235e-09,0.0
1868,4.939874287401835e-09,0.0
1869,6.8369265804335555e-09,0.0
1870,2.8670243956696595e-09,0.0
1871,5.3105884134652115e-09,3.18635318130589e-09
1872,1.2094678591978436e-09,1.8142017887967654e-09
1873,0.0,5.986004469882289e-10
1874,0.0,5.974609251779839e-09
1875,4.005069165202713e-09,1.1443054281912168e-09
1876,0.0,0.0
1877,3.0924081073635534e-09,6.184815992682502e-10
1878,5.435179861734696e-09,4.831270938865373e-09
1879,6.10932526790009e-10,1.221865053580018e-09
1880,1.2835692508872398e-09,0.0
1881,1.3945015142624584e-09,0.0
1882,0.0,6.655385131892899e-10
1883,0.0,1.8958017378167824e-09
1884,2.6406787867472303e-09,0.0
1885,2.5782542767416317e-09,5.80107206715752e-09
1886,1.2906927748801422e-09,1.936039106809062e-09
1887,6.528924623161458e-10,1.3057849246322917e-09
1888,5.07249175996094e-09,1.9021844099853524e-09
1889,0.0,5.012109394186837e-09
1890,2.6217545912032847e-09,6.554386478008212e-10
1891,6.374220040683554e-10,5.099376032546843e-09
1892,0.0,0.0
1893,4.926733243593162e-09,6.158416554491453e-10
1894,0.0,6.301539290376468e-09
1895,1.8055843487019274e-09,0.0
1896,0.0,1.7691086373616827e-09
1897,5.826713556089658e-10,1.7480140668268973e-09
1898,3.3950129374460403e-09,5.6583548957434e-10
1899,0.0,5.527578395003729e-10
1900,2.07642125715779e-09,3.633737311048435e-09
1901,1.1177477832191585e-09,3.912117296778206e-09
1902,6.38336894454028e-09,3.928227076954727e-09
1903,5.400220270956879e-09,1.0800440541913758e-09
1904,3.7622376325430196e-09,7.524475265086039e-09
1905,0.0,5.160758931310738e-09
1906,1.0288369045596824e-09,1.5432553013283723e-09
1907,5.142843373384665e-10,2.5714217422034835e-09
1908,1.964555629285769e-09,0.0
1909,4.950885035270858e-09,2.2003934230241384e-09
1910,2.137660271017694e-09,9.619471441624228e-09
1911,1.5961122423746588e-09,0.0
1912,0.0,0.0
1913,2.6514948014977335e-09,0.0
1914,6.696743715117748e-10,6.696743715117748e-10
1915,0.0,0.0
1916,2.197492410260793e-09,0.0
1917,5.483212106582869e-09,5.483212106582869e-09
1918,1.2635013924011673e-08,1.1486376294556067e-09
1919,7.366278698128781e-09,9.207848372660976e-10
1920,3.028892692213958e-09,0.0
1921,0.0,0.0
1922,7.377935484775833e-10,2.951174193910333e-09
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,0.0,1.289162443462999e-09
1925,2.1996355847875293e-09,2.1996355847875293e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,2.2298449753321847e-09,0.0
1928,0.0,1.1426041224282812e-09
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,6.302162347537887e-09
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,4.383814644626227e-09,0.0
1933,5.735331320977366e-09,0.0
1934,1.1981580172459871e-09,4.7926320689839486e-09
1935,4.787313656606784e-09,5.98414207075848e-09
1936,0.0,0.0
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,8.854508237732261e-09,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,0.0
1945,6.535512131478072e-09,2.178504043826024e-09
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,0.0
1948,3.2615663503321457e-09,3.2615663503321457e-09
1949,2.945102384188658e-09,0.0
1950,0.0,2.1270722960764488e-09
1951,0.0,0.0
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,0.0,1.0773827163745864e-08
1954,1.9545072227344917e-09,0.0
1955,2.815682353940474e-09,2.815682353940474e-09
1956,4.360570571293465e-09,2.616342476002842e-09
1957,8.835037701437898e-10,1.7670075402875796e-09
1958,1.6544486891589827e-09,2.4816730892496253e-09
1959,7.750747821333448e-10,1.5501495642666896e-09
1960,0.0,0.0
1961,0.0,2.08444772553662e-09
1962,6.341956404476434e-10,0.0
1963,3.2330267352165265e-09,6.466053248388448e-10
1964,3.6503808864551957e-09,2.4335873316516654e-09
1965,2.73602163147757e-09,4.924839203113152e-09
1966,7.200797291773142e-09,2.215629901769489e-09
1967,4.930335584241163e-10,1.4791006197611978e-09
1968,2.245707841908029e-09,0.0
1969,4.087581828571274e-09,9.083515606356229e-10
1970,6.438214850135182e-09,3.219107425067591e-09
1971,2.569198631618974e-09,3.083038491169532e-09
1972,1.0260293725750103e-09,1.5390440033513642e-09
1973,7.1671650836435674e-09,3.859242703185828e-09
1974,1.6876715580593782e-09,1.6876715580593782e-09
1975,1.1422960355389478e-09,5.711480177694739e-10
1976,5.142174241967723e-09,5.713526873840635e-10
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,2.970295565063452e-09,6.534650598410963e-09
1979,1.1703946700691858e-09,2.3407893401383717e-09
1980,1.1370301367108482e-09,3.411090521154847e-09
1981,3.1627747087981106e-09,1.2651099057237047e-09
1982,0.0,1.8622506869903077e-09
1983,2.5261264191556165e-09,2.5261264191556165e-09
1984,1.1598016991243298e-09,5.799008495621649e-10
1985,6.015558051686298e-10,2.4062232206745193e-09
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,3.0554083707556856e-09,4.277571630240118e-09
1988,1.1993107618124554e-09,0.0
1989,1.6464366536794728e-09,2.7440609784434855e-09
1990,2.724325431913144e-09,1.089730194969718e-09
1991,1.1722930404189924e-09,4.10302547493302e-09
1992,1.1019888335184191e-09,4.4079553340736766e-09
1993,0.0,1.1078414852150331e-09
1994,0.0,1.0549853213248639e-09
1995,1.626735190995987e-09,1.0844901643380922e-09
1996,3.736664311304594e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,4.79489448146353e-10
1998,0.0,1.43043876743576e-09
1999,4.570201161957499e-10,3.656160929565999e-09
2000,1.3254094488601709e-09,2.2090156370779823e-09
2001,2.6287270138425356e-09,1.7524847129024579e-09
2002,0.0,4.38122149670761e-10
2003,2.5001538617175356e-09,1.6667691671301554e-09
2004,8.809582507929292e-10,2.2023955992267474e-09
2005,1.3511248786457486e-09,9.007499190971657e-10
2006,2.0589450144825605e-09,3.294311934354255e-09
2007,2.7961355453243186e-09,2.3966877371606188e-09
2008,8.514879357157668e-10,2.9802078582719105e-09
2009,4.76819250749827e-09,1.430457752249481e-09
2010,2.3618964561933353e-09,1.4171379625338432e-09
2011,3.059177577924288e-09,1.911985902935953e-09
2012,3.4042526575461807e-09,6.808505426114664e-10
2013,1.3945624655065103e-09,1.3945624655065103e-09
2014,2.5985342766432495e-09,8.661780737106994e-10
2015,2.21657536769726e-09,1.10828768384863e-09
2016,2.6927420293532123e-09,4.1426800878596737e-10
2017,2.0124890642847504e-09,1.0062445321423752e-09
2018,7.744400121190154e-10,0.0
2019,3.826481798085979e-09,2.55098775436835e-10
