year,ses_DET eaux_NOUN,ses_DET dos_NOUN
1844,3.849127978128308e-06,2.7442805805577564e-09
1845,4.2560396451563065e-06,1.1160455892778032e-09
1846,4.042533049641861e-06,2.9272506640865004e-09
1847,3.7757957898065797e-06,1.0786447290911383e-09
1848,4.015369981402728e-06,0.0
1849,3.980222174959636e-06,1.6758829879393033e-09
1850,3.942370099707659e-06,6.788996032014438e-10
1851,4.119901419130656e-06,0.0
1852,4.3275595658087695e-06,6.510545436100301e-10
1853,4.1289937087185535e-06,5.3747388761848924e-09
1854,4.1461400144271465e-06,1.2989160858012383e-08
1855,4.2359970109373535e-06,0.0
1856,4.155729655508367e-06,8.28350277259915e-09
1857,4.142448688071454e-06,1.4644527812635033e-09
1858,3.978558709150093e-06,9.787352039936081e-10
1859,4.140446108635842e-06,1.018434669930457e-09
1860,3.826067924705967e-06,9.154367819341758e-10
1861,4.2778507634011476e-06,0.0
1862,4.4524755082875345e-06,3.6143890658202338e-09
1863,3.770439263917069e-06,4.495158911765884e-09
1864,4.161344378417198e-06,9.589455896019672e-10
1865,3.77018224639869e-06,4.706844358715045e-10
1866,3.763064995609966e-06,0.0
1867,3.5808896683420244e-06,4.85281148598915e-10
1868,3.7473885186045663e-06,4.93987406535723e-10
1869,3.711474647616342e-06,1.4650557433881772e-09
1870,3.5453623326020534e-06,1.1468097582678638e-09
1871,3.5092370609390855e-06,6.37270636261178e-09
1872,3.4149324648069523e-06,0.0
1873,3.577834775114752e-06,1.1972008939764578e-09
1874,3.416281614931904e-06,0.0
1875,3.694962131817192e-06,1.716458086775674e-09
1876,4.102220998447592e-06,0.0
1877,4.404207629704615e-06,2.4739263970730008e-09
1878,3.4531508958934864e-06,2.4156354139215352e-09
1879,3.714469713145263e-06,1.832797580370027e-09
1880,3.897558059406947e-06,5.134277003548959e-09
1881,4.195357604430683e-06,6.972507571312292e-10
1882,3.5526445998357303e-06,1.0648616211028639e-08
1883,3.6816469730638346e-06,1.8958017378167824e-09
1884,3.677145201663734e-06,6.601696966868076e-10
1885,3.5670148719191275e-06,0.0
1886,3.4713181236156743e-06,6.453463874400711e-10
1887,3.410710263551664e-06,2.6115698492645834e-09
1888,3.1373361650821607e-06,6.340614699951175e-10
1889,3.5454407765200813e-06,0.0
1890,3.3938612631345677e-06,3.9326319978272295e-09
1891,2.7708734151588033e-06,6.3742202627281586e-09
1892,3.497203081792577e-06,1.8805537127519756e-09
1893,3.103226063672082e-06,1.2316833108982905e-09
1894,3.398420233224897e-06,2.520615716150587e-09
1895,3.113429173140503e-06,1.2037228991346183e-09
1896,3.1112725480397785e-06,4.1279202278587945e-09
1897,2.7851690589386635e-06,4.078699378240458e-09
1898,2.899906910158734e-06,5.6583548957434e-10
1899,2.7765027112991447e-06,3.8693048765026106e-09
1900,2.951113614813039e-06,2.07642125715779e-09
1901,2.8262253195521225e-06,1.6766216748287377e-09
1902,2.4242071816615862e-06,9.820567692386817e-10
1903,3.0840658098441054e-06,1.6200660812870638e-09
1904,2.8206032425259764e-06,4.299700151477737e-09
1905,2.8337727684402125e-06,5.160759042333041e-09
1906,2.9260121863217137e-06,1.3889298378089165e-08
1907,2.5642215888410647e-06,2.0571372938427146e-09
1908,2.8972284695782946e-06,1.964555629285769e-09
1909,2.320314870019047e-06,4.4007870125817306e-09
1910,2.7249824228192665e-06,1.068830135508847e-09
1911,2.569208696456826e-06,1.0640748282497725e-09
1912,2.618776001384049e-06,3.646594803896619e-09
1913,2.3577093415383388e-06,2.121195885607108e-09
1914,2.5983365787851653e-06,3.3483718020477227e-09
1915,2.2100709529127016e-06,0.0
1916,2.2831945756252026e-06,2.197492410260793e-09
1917,2.443319353062634e-06,2.1932848870420685e-09
1918,2.103155537724888e-06,2.2972752589112133e-09
1919,2.2982788436820556e-06,5.524709134618888e-09
1920,2.448859746095877e-06,5.300562211374427e-09
1921,2.3513379758810515e-06,2.27182422873895e-09
1922,2.1145162705238363e-06,1.4755870969551665e-09
1923,2.1221280803729314e-06,2.1231896241147297e-09
1924,2.1902869633549926e-06,7.734974771800296e-09
1925,2.725348473120448e-06,5.499089184013428e-09
1926,1.9550327365891462e-06,3.3438415369957397e-09
1927,2.1863631118890225e-06,3.3447675740205796e-09
1928,2.4554561974809985e-06,2.2852082448565625e-09
1929,2.4709420358703937e-06,2.2280812750352652e-09
1930,2.214159593449949e-06,4.201441416995522e-09
1931,2.197812243309727e-06,2.2810713318222042e-09
1932,2.552476132677839e-06,3.287861094491973e-09
1933,1.956894983834445e-06,2.2941324395731044e-09
1934,2.2213849817376286e-06,2.3963160344919743e-09
1935,2.008278102039185e-06,2.393656828303392e-09
1936,2.0769636392969915e-06,3.6374143697059935e-09
1937,1.9440685932181623e-06,7.554670999887492e-09
1938,2.1094404232258057e-06,5.186085783037697e-09
1939,1.858227179241112e-06,0.0
1940,2.0260905699842624e-06,0.0
1941,1.7000654892740386e-06,5.9030051957620344e-09
1942,1.8387323379442932e-06,3.034211770724937e-09
1943,1.6577472834455875e-06,2.9032352077962287e-09
1944,1.783318339221296e-06,0.0
1945,1.8735134901248784e-06,0.0
1946,1.7234327032156216e-06,2.7842208538686464e-09
1947,1.5330240614730428e-06,3.5762612871081956e-09
1948,1.5677261941959841e-06,3.2615663503321457e-09
1949,1.8554145384541698e-06,9.817008317369869e-10
1950,1.976050256757844e-06,1.0635361480382244e-09
1951,1.6365252193395463e-06,5.330700769690111e-09
1952,1.5732847913341175e-06,5.272402070488624e-09
1953,1.616074058574668e-06,5.386913581872932e-09
1954,1.5655602823017034e-06,3.9090144454689835e-09
1955,1.4294280532567427e-06,2.815682353940474e-09
1956,1.5654448972668433e-06,6.104799332717903e-09
1957,1.4162565378228464e-06,7.951533653738352e-09
1958,1.6072968875846527e-06,0.0
1959,1.2881742819104147e-06,3.100299128533379e-09
1960,1.353022931027681e-06,8.305000243069571e-09
1961,1.3423843441273675e-06,2.779263652552544e-09
1962,1.3108823324614605e-06,3.805173953708163e-09
1963,1.252474504553902e-06,3.2330267352165265e-09
1964,1.482663080309976e-06,1.2167936658258327e-09
1965,1.319309681946379e-06,2.188817349590977e-09
1966,1.3615045659776115e-06,4.431259803538978e-09
1967,1.3188647791650965e-06,3.451234797946512e-09
1968,1.6663153132867592e-06,2.6948494546985557e-09
1969,1.4615376286997162e-06,2.725054681906869e-09
1970,1.5516098272883028e-06,9.197450023812337e-10
1971,1.2311600414705026e-06,2.0553589941130213e-09
1972,1.3800095075566787e-06,1.5390440033513642e-09
1973,1.226687846411778e-06,2.205281512956958e-09
1974,1.2229992556456182e-06,1.1251143350321513e-09
1975,1.2930791015719478e-06,2.8557400888473694e-09
1976,1.1124236749537886e-06,3.9994687561772935e-09
1977,1.1160008810406907e-06,2.3507127355770763e-09
1978,1.3057420282791554e-06,1.1881182704343018e-09
1979,1.1212380819358714e-06,1.7555920051037788e-09
1980,1.391156338570454e-06,1.7055452605774235e-09
1981,1.22019844894794e-06,1.8976649140967083e-09
1982,1.0589999241972237e-06,8.690502983910164e-09
1983,1.0496054976272262e-06,4.4207211225000265e-09
1984,1.101811591297519e-06,1.739702604197646e-09
1985,1.1940882806982245e-06,3.609334831011779e-09
1986,9.878912443639365e-07,5.395036861699509e-09
1987,1.0467829305582654e-06,2.4443267410134695e-09
1988,9.50453763692849e-07,2.398621523624911e-09
1989,1.2298881983952015e-06,1.6464366536794728e-09
1990,1.0777432066788606e-06,2.724325487424295e-09
1991,1.041582315508549e-06,1.1722930404189924e-09
1992,1.056807288790651e-06,3.30596661157756e-09
1993,1.1050718882188448e-06,3.877445031719162e-09
1994,1.2522676300363855e-06,3.164956019485743e-09
1995,1.0329769111194764e-06,5.964695848348356e-09
1996,1.050002737201794e-06,3.2028553142993132e-09
1997,1.0798102181297509e-06,1.917957792585412e-09
1998,9.397982623227108e-07,1.43043876743576e-09
1999,1.1420932963801533e-06,1.3710603485872497e-09
2000,9.98033311105928e-07,2.6508188977203417e-09
2001,1.0506145642352749e-06,1.3143635346768434e-09
2002,1.0339682354754132e-06,5.257465574004527e-09
2003,1.0467310360695592e-06,2.9168459869666208e-09
2004,9.373395570833054e-07,1.7619165015858584e-09
2005,9.782144125836112e-07,2.251874686720612e-09
2006,1.122124949404224e-06,4.529678854225949e-09
2007,1.0421596847720593e-06,3.595031605740928e-09
2008,1.1908058326071114e-06,4.6831836186811415e-09
2009,1.2955178974038972e-06,1.907277002999308e-09
2010,1.2584184929664843e-06,2.3618965672156378e-09
2011,1.4829362982027305e-06,7.64794394481072e-10
2012,1.6663816495565698e-06,6.808505426114664e-10
2013,1.2525960357834265e-06,3.6258624991347688e-09
2014,1.4077558816438795e-06,4.114345711347944e-09
2015,1.7109745584775737e-06,3.546520688235688e-09
2016,2.066575945036675e-06,3.1070101214059065e-09
2017,1.3310100044350293e-06,2.0124890642847504e-09
2018,1.5052531807668856e-06,1.807026639433218e-09
2019,1.4831442882723422e-06,1.7856913725466939e-09
