year,ces_DET août_NOUN,ces_DET doutes_NOUN
1916,0.0,2.6699532895690936e-07
1917,1.0966424435210342e-09,2.215217733692043e-07
1918,0.0,2.3432207463258692e-07
1919,0.0,1.7679069408416126e-07
1920,0.0,2.5366976075247294e-07
1921,7.572747429129834e-10,2.0067780326371576e-07
1922,0.0,2.006798389686537e-07
1923,1.0615948120573648e-09,2.1338055233854902e-07
1924,0.0,2.7716992434534404e-07
1925,0.0,2.5515772605899656e-07
1926,3.343841648018042e-09,2.6527808927312435e-07
1927,0.0,2.341337221878348e-07
1928,0.0,2.4794509556613775e-07
1929,1.1140406375176326e-09,2.1278175665884191e-07
1930,0.0,2.720433300851255e-07
1931,0.0,2.5091784650044247e-07
1932,0.0,2.9481154228960804e-07
1933,0.0,2.3514857616646623e-07
1934,0.0,2.2046107517326163e-07
1935,0.0,1.9508303594761855e-07
1936,0.0,2.715936133768082e-07
1937,0.0,2.001987731148347e-07
1938,0.0,2.6708341493986154e-07
1939,1.5294050470515685e-09,2.5388123248148986e-07
1940,0.0,1.9779107418571584e-07
1941,0.0,2.4202321569077867e-07
1942,0.0,1.850869235653363e-07
1943,0.0,2.2935558519066035e-07
1944,0.0,2.442021482806922e-07
1945,0.0,2.548849771244477e-07
1946,0.0,1.8097436083053253e-07
1947,0.0,2.825246383508784e-07
1948,0.0,2.0656587551570738e-07
1949,0.0,2.0615717133409817e-07
1950,0.0,1.8611882879326913e-07
1951,0.0,1.8124383061035587e-07
1952,0.0,2.3936705417781923e-07
1953,0.0,2.0578009696237132e-07
1954,0.0,2.0522325172578348e-07
1955,0.0,1.7738799584776643e-07
1956,0.0,2.101795182340993e-07
1957,0.0,2.040893711807712e-07
1958,0.0,1.8281658675789458e-07
1959,0.0,2.3329750220568712e-07
1960,0.0,1.9101500114970804e-07
1961,0.0,2.2442554126200775e-07
1962,1.9025869768540815e-09,2.1879749212416755e-07
1963,0.0,2.1725938381678134e-07
1964,0.0,2.0381294518756476e-07
1965,0.0,2.3037302199213627e-07
1966,0.0,2.193473633838039e-07
1967,0.0,2.396143123917227e-07
1968,4.4914158503495116e-10,2.5421413951676186e-07
1969,0.0,2.1800436655894373e-07
1970,0.0,2.5660886393552573e-07
1971,0.0,2.3071404342545065e-07
1972,0.0,2.041798481400292e-07
1973,0.0,1.9351345770246553e-07
1974,0.0,1.6707947203542517e-07
1975,0.0,1.3593322378824269e-07
1976,5.713526873840635e-10,1.5026575539422993e-07
1977,5.876781838942691e-10,1.5514704188035466e-07
1978,0.0,1.7821774278559133e-07
1979,0.0,2.0013749235658906e-07
1980,5.685150683554241e-10,1.7339709756925004e-07
1981,0.0,1.815432675300599e-07
1982,6.207502289967692e-10,1.8312131899733686e-07
1983,0.0,1.7051353395913793e-07
1984,0.0,1.6121243717748257e-07
1985,0.0,1.7204495605938064e-07
1986,5.994485463567401e-10,1.8043401084355537e-07
1987,0.0,1.7599152357661296e-07
1988,0.0,1.7210109248821936e-07
1989,0.0,1.8385208733207037e-07
1990,5.44865097484859e-10,1.7326710022302905e-07
1991,0.0,1.811192760214908e-07
1992,0.0,1.807261753583589e-07
1993,0.0,1.9221050351347913e-07
1994,0.0,1.946447945044838e-07
1995,0.0,1.9520822291951845e-07
1996,5.338092190498855e-10,2.16192731272713e-07
1997,0.0,1.9371373838339423e-07
1998,0.0,2.0741362050102907e-07
1999,0.0,1.974326835352258e-07
2000,4.4180314962005696e-10,2.04554854832395e-07
2001,0.0,2.282611326620554e-07
2002,0.0,2.0635552644421296e-07
2003,4.1669229178253886e-10,2.341810656503185e-07
2004,4.404791253964646e-10,2.1583477760600545e-07
2005,0.0,2.238363556728018e-07
2006,4.1178899179428186e-10,2.0754164609115833e-07
2007,0.0,2.093107269729444e-07
2008,0.0,2.3628791012697548e-07
2009,0.0,2.0884683138433502e-07
2010,0.0,2.1162592389600832e-07
2011,3.82397197240536e-10,2.0420010216071205e-07
2012,1.0212758416727752e-09,2.243402477120071e-07
2013,5.578250084070646e-10,2.2982390035508615e-07
2014,0.0,2.5357363142575196e-07
2015,0.0,2.2387411036106641e-07
2016,4.1426800878596737e-10,2.6782427298144285e-07
2017,5.031222660711876e-10,2.4149868238509953e-07
2018,1.8070267504555204e-09,2.5117671498264826e-07
2019,0.0,2.818841409180095e-07
