year,jeunes_ADJ âmes_NOUN,jeunes_ADJ ames_NOUN,jeunes_ADJ dames_NOUN
1847,1.5424619448367594e-07,9.168480197274675e-09,1.6934722069095187e-07
1848,1.359642425313723e-07,0.0,9.412909207640041e-08
1849,1.1731180649121598e-07,2.262441967104678e-08,6.871120206142223e-08
1850,1.5954140053509036e-07,1.2220192857625989e-08,9.50459426718453e-08
1851,1.6188091933599935e-07,8.384270167027807e-09,7.094382681316347e-08
1852,1.6211258468956657e-07,1.6276363368206148e-08,1.0351767087968256e-07
1853,1.8632427156717313e-07,2.388772735173461e-09,1.3436845924807983e-07
1854,1.3248944696897524e-07,5.195664343204953e-09,1.2625464895776872e-07
1855,2.2395275323106034e-07,6.368324534378189e-09,1.2948925842692915e-07
1856,1.9569775133732037e-07,3.6240324075009767e-09,1.2062850718308482e-07
1857,2.2454942438798753e-07,1.513267733344037e-08,1.6401870084337133e-07
1858,2.427263439130911e-07,5.872411001917044e-09,2.3098150142564222e-07
1859,2.0063163219674607e-07,2.036869339860914e-09,1.278135495219601e-07
1860,2.3755583811180259e-07,1.8308735638683515e-09,9.749401835845717e-08
1861,2.424005458578904e-07,9.903524222920623e-09,1.381777344211521e-07
1862,2.4397127162956167e-07,6.776979422085105e-09,7.816116465164669e-08
1863,1.5533271380263614e-07,2.9967726078439227e-09,1.1787304998733816e-07
1864,2.4453112246192177e-07,5.274200631788517e-09,9.877139317548966e-08
1865,2.4616795712972817e-07,6.118897832863013e-09,1.407346417181543e-07
1866,2.087347894530467e-07,1.4596839292835284e-09,1.0996285482178791e-07
1867,1.7664234519543243e-07,1.455843445796745e-09,8.249779348545871e-08
1868,2.2081236750182143e-07,7.409810987013543e-09,7.558007553143398e-08
1869,2.832441055033996e-07,3.4184632902167778e-09,1.0060049238092006e-07
1870,2.1674703987173416e-07,1.7202146374017957e-09,7.798306089767948e-08
1871,1.2745412902859243e-07,3.18635318130589e-09,1.0090118496286493e-07
1872,2.497551179203583e-07,6.047339295989218e-10,8.829115216713035e-08
1873,1.604249177944439e-07,0.0,6.464884849677333e-08
1874,1.6489920540152525e-07,0.0,1.0694550267587033e-07
1875,2.2027879253982974e-07,7.437985338754061e-09,1.567698433291298e-07
1876,1.5598718050569005e-07,1.813804439976252e-09,7.134297108635224e-08
1877,1.6266065472336777e-07,1.2369631985365004e-09,8.535045803448327e-08
1878,1.660749404663875e-07,1.2078177347163432e-09,9.239805803806789e-08
1879,1.9244374982463341e-07,5.498392852132383e-09,1.1302252023170922e-07
1880,1.5402831365918246e-07,6.417846254436199e-10,1.2129729221044272e-07
1881,1.5688142696035356e-07,1.3945015142624584e-09,8.157833975008799e-08
1882,1.783643170938376e-07,6.655385131892899e-10,6.38917003747963e-08
1883,1.7883729697132367e-07,2.5277355764075082e-09,6.129759100304e-08
1884,1.670229323735839e-07,1.3203393933736152e-09,7.327883810859248e-08
1885,1.5662894270462857e-07,2.5782542767416317e-09,6.123353557541122e-08
1886,1.639179885160047e-07,0.0,7.744156860223228e-08
1887,1.573470882476613e-07,1.3057849246322917e-09,7.116527700468112e-08
1888,1.4329789621569944e-07,6.340614699951175e-10,5.769959243728806e-08
1889,1.6352007037312433e-07,6.265136742733546e-10,6.891650494722512e-08
1890,1.4485193844393507e-07,1.3108772956016423e-09,5.83340380444497e-08
1891,1.5871808045631042e-07,6.374220040683554e-10,8.222743852481784e-08
1892,1.849211201943035e-07,1.8805537127519756e-09,6.080456671497814e-08
1893,1.3918021579684137e-07,0.0,5.1114856458589486e-08
1894,1.3989416913773312e-07,1.0082462864602348e-08,8.381046967542716e-08
1895,1.474560491487864e-07,9.629783193076946e-09,1.1254809351157746e-07
1896,1.2678611938099493e-07,0.0,9.435246539624131e-08
1897,1.410064669471467e-07,5.2440420894583895e-09,8.973138676537928e-08
1898,2.0370077891129768e-07,1.7540900287826844e-08,5.318853624203257e-08
1899,1.74118724771688e-07,0.0,8.18081602460552e-08
1900,1.8583969563223945e-07,5.191053142894475e-10,5.6582479146527476e-08
1901,1.810751371067454e-07,1.676621730339889e-09,6.985923667324201e-08
1902,1.4387131841431255e-07,4.910283846193408e-10,5.695929350402196e-08
1903,1.7226702198058774e-07,5.400220270956879e-10,5.616228926363931e-08
1904,1.268411580213069e-07,5.374625189347171e-10,5.374625189347171e-08
1905,1.295350529062489e-07,1.0321518084666081e-09,5.3671893263107506e-08
1906,1.568976273347289e-07,2.0576738091193647e-09,5.401393821102829e-08
1907,1.53771011923709e-07,0.0,4.217131532868734e-08
1908,1.434125636023964e-07,0.0,7.809108359957406e-08
1909,1.7603147739464475e-07,0.0,5.500983379924662e-08
1910,1.9345824853189697e-07,5.344150677544235e-10,6.62674679574593e-08
1911,1.7291216636294848e-07,5.320374141248863e-10,7.129301593522541e-08
1912,2.0004176803922746e-07,0.0,5.3136098188133474e-08
1913,1.543170071727218e-07,0.0,5.356019472380069e-08
1914,1.3393487563462259e-07,6.696743715117748e-10,5.6252648761301316e-08
1915,1.1073916539316997e-07,1.1780761921542648e-09,6.597226587246041e-08
1916,1.6591067719673447e-07,0.0,7.361599330124591e-08
1917,1.7436614996313438e-07,0.0,3.61891991929042e-08
1918,1.6540381864160736e-07,0.0,7.810735791480283e-08
1919,1.6666206192894606e-07,0.0,4.880159809594886e-08
1920,1.393290602891284e-07,0.0,4.846228129906649e-08
1921,1.628140751108731e-07,2.2718242842501013e-09,9.617389196137083e-08
1922,1.2247373604168388e-07,7.377935484775833e-10,4.795657915224183e-08
1923,1.0509788950230359e-07,0.0,7.325004247604738e-08
1924,1.2633792323413218e-07,5.156649773851996e-09,5.672314840055037e-08
1925,1.2757885770042776e-07,0.0,6.818870446068104e-08
1926,1.092321539886143e-07,2.229227691330493e-09,7.133528345804052e-08
1927,1.0145794959726118e-07,3.3447675740205796e-09,1.137220930758076e-07
1928,6.741364444451392e-08,0.0,4.798937425221084e-08
1929,1.0026365515614089e-07,0.0,6.795647777835256e-08
1930,1.039856769580183e-07,1.0503603542488804e-09,4.201441383688831e-08
1931,9.352392282835353e-08,0.0,5.816731984964463e-08
1932,9.753987484373283e-08,0.0,4.4934099552307316e-08
1933,7.226517340086502e-08,0.0,4.9323846118554115e-08
1934,7.308764082836205e-08,1.1981580172459871e-09,6.110606065590218e-08
1935,9.335261808018913e-08,0.0,2.8723881939640705e-08
1936,4.243650053581405e-08,0.0,4.7286387250267126e-08
1937,1.0198805711070236e-07,0.0,2.7700460591972842e-08
1938,9.723910920911294e-08,0.0,3.1116513810047763e-08
1939,6.882322622914216e-08,0.0,5.505857991749963e-08
1940,8.621661606866837e-08,0.0,3.550096194793184e-08
1941,7.67390702094417e-08,0.0,2.3612020783048138e-08
1942,1.0012898599143227e-07,1.8205270180260413e-08,4.5513175450651033e-08
1943,7.83873517207212e-08,0.0,3.4838823381733164e-08
1944,8.032965581605822e-08,0.0,1.2210107058763242e-07
1945,9.803267886354661e-08,0.0,4.1391576388605245e-08
1946,1.0023195073927127e-07,0.0,6.821341091978184e-08
1947,9.65590558621443e-08,0.0,2.2649655262441115e-08
1948,9.34982367084558e-08,0.0,4.240036233227329e-08
1949,9.522498345404529e-08,0.0,1.7670615193310368e-08
1950,6.38121662177582e-08,0.0,4.3604980959344175e-08
1951,9.488647378930182e-08,2.1322803522849654e-09,4.26456066016101e-08
1952,3.9015773722894664e-08,0.0,4.639713679921442e-08
1953,7.433941107137798e-08,0.0,3.4476246080217265e-08
1954,4.49536656788041e-08,1.9545072227344917e-09,3.5181128898997827e-08
1955,5.255940394022218e-08,0.0,1.8771215692936494e-08
1956,5.755953580433015e-08,8.72114158667614e-10,2.0930739808022736e-08
1957,3.3573144264664734e-08,0.0,2.3854601849393475e-08
1958,5.21151335419745e-08,8.272243445794913e-10,2.978007690446205e-08
1959,3.4878365084978213e-08,0.0,3.487836686133505e-08
1960,5.1214165353030694e-08,0.0,4.3601251109581796e-08
1961,4.029932298976746e-08,1.3896318540318475e-09,5.836453664809227e-08
1962,4.122271590745186e-08,6.341956404476434e-10,3.361236977639237e-08
1963,4.2029345337368795e-08,3.2330267352165265e-09,3.7503108618608394e-08
1964,3.711220841751128e-08,6.083968329129164e-10,4.1979379972190145e-08
1965,4.9248392031131516e-08,5.472043373977442e-10,4.760677657644763e-08
1966,4.542041409649755e-08,5.539074754423723e-10,4.7082136855891576e-08
1967,3.5991448044114804e-08,2.9582012395223956e-09,5.0782457572395856e-08
1968,3.503304313312583e-08,8.982831700699023e-10,4.805814809993869e-08
1969,3.315483354526805e-08,1.3625273131978588e-09,3.678823767838679e-08
1970,4.414776100247764e-08,9.197450023812337e-10,3.1731204330753826e-08
1971,3.596878173084406e-08,2.569198631618974e-09,3.853798080655224e-08
1972,2.7702792948502974e-08,1.1799337507056862e-08,5.489257115520729e-08
1973,3.473318344049403e-08,1.102640756478479e-09,2.866866033457427e-08
1974,3.206575982517279e-08,0.0,3.99415580609741e-08
1975,1.8276736568623164e-08,0.0,3.484002908393791e-08
1976,3.25671045686704e-08,0.0,3.256710257026896e-08
1977,3.2322301279918975e-08,0.0,2.4094806150287695e-08
1978,4.3366316759829715e-08,0.0,3.683166482915112e-08
1979,4.330460257051527e-08,2.3407893401383717e-09,4.154901134256761e-08
1980,2.785723829390463e-08,0.0,3.979605456283508e-08
1981,3.1627749308427155e-08,1.2651099057237047e-09,3.1627747087981106e-08
1982,3.47620137119975e-08,0.0,3.289976169273956e-08
1983,3.031351525351056e-08,0.0,4.9890996223211914e-08
1984,3.479405208395292e-08,0.0,3.015484395518797e-08
1985,3.308556983938615e-08,0.0,3.489023758795895e-08
1986,2.6375735373562748e-08,0.0,2.5176838502893872e-08
1987,2.749867533680117e-08,0.0,3.6664902669514277e-08
1988,1.9788627625416666e-08,0.0,3.358070088665954e-08
1989,3.786804469996241e-08,2.7440609784434855e-09,3.4575169061135114e-08
1990,3.105731138930423e-08,0.0,4.8492995174953535e-08
1991,2.5204300868608698e-08,0.0,4.6305575374105956e-08
1992,3.0855687782604946e-08,5.509944167592096e-10,3.9120602535192006e-08
1993,2.8249957040316076e-08,1.661762283333701e-09,4.3759739387638774e-08
1994,4.0616935592652226e-08,0.0,4.325439911800899e-08
1995,2.982347879765257e-08,1.0844901643380922e-09,3.68726640331829e-08
1996,2.5089033073300016e-08,5.338092190498855e-10,2.562284184826069e-08
1997,3.260528202986279e-08,4.79489448146353e-10,5.130537161779358e-08
1998,3.099284029417504e-08,0.0,3.862184816405545e-08
1999,2.6507166239753133e-08,4.570201161957499e-10,6.352579520751966e-08
2000,2.076474814316498e-08,0.0,6.582867051463381e-08
2001,3.855466346180947e-08,1.3143635069212678e-09,4.118338947645128e-08
2002,2.6725450297249154e-08,0.0,4.20597260908373e-08
2003,2.9585152105937595e-08,0.0,5.542007475156652e-08
2004,3.611928889313276e-08,4.404791253964646e-10,4.933366215542634e-08
2005,3.1976622238971686e-08,4.5037495954858286e-10,3.828187289389717e-08
2006,2.9648807853277503e-08,4.1178899179428186e-10,5.847403838910026e-08
2007,2.915970043204652e-08,7.988958938831558e-10,4.7933755187301585e-08
2008,3.2356542334355254e-08,4.257439678578834e-10,5.066353123139855e-08
2009,3.003961168701608e-08,0.0,4.291373301157364e-08
2010,2.5036102968556406e-08,9.447586046817946e-10,5.290648241729201e-08
2011,2.9062187323347644e-08,0.0,5.582998952036178e-08
2012,3.608507981311959e-08,1.7021263287730903e-09,7.829781337176378e-08
2013,4.155796418103819e-08,5.578250084070646e-10,1.00687411019873e-07
2014,7.167623294890291e-08,0.0,1.184498543693735e-07
2015,6.073416614071903e-08,2.2165753954528356e-10,1.2767473833719123e-07
2016,7.953946123961941e-08,4.1426800878596737e-10,1.122666302144637e-07
2017,3.7985731893286356e-08,2.515611330355938e-10,8.930420136721295e-08
2018,7.615327035637165e-08,5.162933414126769e-10,7.331365675655732e-08
2019,2.428540426535619e-07,2.55098775436835e-10,6.249920320167135e-08
