year,fus_VERB en_PRON,fus_VERB dans_ADP
1848,8.84974404868899e-09,8.608387247477367e-08
1849,1.9272654583346593e-08,1.0725651122811541e-07
1850,8.82569484161877e-09,9.300924830313306e-08
1851,7.739326512989919e-09,7.352360142931502e-08
1852,8.463708844885787e-09,1.1784086950683559e-07
1853,2.9859659189668264e-09,1.1645266795312637e-07
1854,1.0391328908454511e-09,9.819805768529477e-08
1855,1.326734277995456e-08,1.0666943239812099e-07
1856,2.0708756931497874e-09,8.852993715890989e-08
1857,3.905207268672939e-09,1.322888891763796e-07
1858,2.936205500958522e-09,1.6393815371884557e-07
1859,7.638259802433822e-09,1.3901633622026566e-07
1860,3.204028820036342e-09,6.728460277827253e-08
1861,1.7920662287451705e-08,8.960331143725853e-08
1862,4.517986262886353e-10,1.3147339927854773e-07
1863,3.496234635136375e-09,6.642845562510047e-08
1864,5.753673537611803e-09,1.2226556123096088e-07
1865,9.413688495385486e-09,9.884373497470733e-08
1866,4.865612801552288e-09,8.514822269489741e-08
1867,1.455843445796745e-09,5.677789260971622e-08
1868,2.4699371437009177e-09,1.0521931415041763e-07
1869,4.883519144627257e-10,1.015771999846038e-07
1870,5.734048791339319e-09,9.518520727169744e-08
1871,2.1242354542039266e-09,1.0514965254060371e-07
1872,2.4189357183956872e-09,8.103434367967566e-08
1873,8.380406590902112e-09,6.644464889404844e-08
1874,1.0754296120296658e-08,6.811054475974743e-08
1875,1.716458086775674e-08,6.579756473001908e-08
1876,3.627608879952504e-09,5.9250943706956605e-08
1877,1.0514186854493346e-08,8.225805459005642e-08
1878,1.0870359723469392e-08,6.824170384334138e-08
1879,3.665595160740054e-09,8.919614913338592e-08
1880,3.2089231272180996e-09,1.1744658934276231e-07
1881,4.183504653809678e-09,9.761510710859511e-08
1882,3.3276925659464496e-09,6.855047018916594e-08
1883,3.791603475633565e-09,8.783881355611811e-08
1884,1.3203393933736152e-09,6.733731083841121e-08
1885,3.86738152613475e-09,5.5432465728699754e-08
1886,1.2906927748801422e-09,4.711028722681476e-08
1887,5.876032105334161e-09,9.009915657998135e-08
1888,9.510921827882157e-09,8.559830178000993e-08
1889,5.012109394186837e-09,5.951880055476977e-08
1890,3.9326319978272295e-09,8.25852666253013e-08
1891,1.9122659011827636e-09,8.413970675746896e-08
1892,2.5074049503359674e-09,6.456567547274972e-08
1893,5.542574843531156e-09,8.560198949680853e-08
1894,2.520615716150587e-09,7.939939195011902e-08
1895,7.22233739480771e-09,8.004757034996146e-08
1896,3.5382172747233653e-09,8.668632744956994e-08
1897,1.1653426668090106e-08,5.710179351581246e-08
1898,2.8291773368493978e-09,7.469028417972368e-08
1899,2.2110313580014918e-09,7.241127519819202e-08
1900,3.633737311048435e-09,5.606337438734954e-08
1901,5.588738916095792e-10,5.47696430430733e-08
1902,6.38336894454028e-09,4.517461249520238e-08
1903,1.0800440541913758e-09,4.590187074882124e-08
1904,3.2247751136083025e-09,4.5146851590516235e-08
1905,2.0643036169332163e-09,2.7352022868853965e-08
1906,1.0288369267641428e-08,5.0927425832014706e-08
1907,3.0857059130084963e-09,5.708556116701402e-08
1908,5.893666887857307e-09,7.219741604558294e-08
1909,6.60118004702781e-09,7.206288188399412e-08
1910,7.481810726517324e-09,7.1077202790093e-08
1911,4.25629931299909e-09,7.129301593522541e-08
1912,1.5628263128064646e-09,5.678269232589628e-08
1913,5.833288518886093e-09,6.893886705938712e-08
1914,0.0,6.696743781731129e-08
1915,3.534228465440492e-09,3.534228554258334e-08
1916,1.0987462051303964e-09,4.504859418830165e-08
1917,0.0,6.579854527899442e-08
1918,0.0,5.972916028440522e-08
1919,0.0,9.668240608107226e-08
1920,4.543339038320937e-09,6.587841738792122e-08
1921,1.5145494858259667e-09,6.058198209757393e-08
1922,7.377935484775833e-10,7.304156213194801e-08
1923,6.369568872344189e-09,7.855801698042342e-08
1924,6.445812328337297e-09,6.316896161706609e-08
1925,1.0998178368026856e-08,6.488924952918751e-08
1926,2.229227691330493e-09,7.690835701623655e-08
1927,4.4596899506643695e-09,7.358488574027433e-08
1928,1.1426041224282812e-09,7.769708076921233e-08
1929,4.4561625500705304e-09,9.023729319324048e-08
1930,9.453243521306831e-09,9.768351105776674e-08
1931,3.4216069977333063e-09,7.071321306284517e-08
1932,8.767629289252454e-09,8.438843224212178e-08
1933,1.1470662197865522e-09,5.276504566609219e-08
1934,2.3963160344919743e-09,5.870974462141021e-08
1935,1.196828414151696e-09,8.976213194955562e-08
1936,4.849885826274658e-09,4.607391446143083e-08
1937,6.295559185076627e-09,2.5182236740306507e-08
1938,0.0,6.741911562357927e-08
1939,4.588215141154706e-09,5.047036566452334e-08
1940,0.0,3.0429394115571995e-08
1941,2.9515025978810172e-09,5.9030050181263505e-08
1942,3.034211770724937e-09,7.888950648293758e-08
1943,8.709705845433291e-09,7.548411673496958e-08
1944,3.2131861615880553e-09,1.0282195717081777e-07
1945,6.535512131478072e-09,6.753362669087437e-08
1946,5.568441707737293e-09,6.960551957035932e-08
1947,1.1920870957027319e-09,8.583027266695353e-08
1948,5.435944139264848e-09,5.544662684542345e-08
1949,0.0,7.755436826073492e-08
1950,3.190608444114673e-09,5.7430952438153327e-08
1951,2.1322803522849654e-09,6.290227361205325e-08
1952,3.1634410646574906e-09,5.2724018928529404e-08
1953,2.1547654771580937e-09,4.201792691560513e-08
1954,6.840775057526116e-09,7.622578124255597e-08
1955,1.8771215692936494e-09,7.039206195713632e-08
1956,1.744228317335228e-09,4.883839466174322e-08
1957,8.835037590415595e-09,6.626278548083064e-08
1958,3.3088973783179654e-09,7.362296372548371e-08
1959,0.0,6.743150748889093e-08
1960,3.460416619915918e-09,7.405292024031951e-08
1961,0.0,8.407272389376885e-08
1962,5.7077609305622445e-09,6.659054463398206e-08
1963,2.5864212993553792e-09,7.047997740983192e-08
1964,4.258777774879263e-09,7.17908292813263e-08
1965,7.1136563306595235e-09,5.417322768153099e-08
1966,1.1078149508847446e-09,5.3729024784843205e-08
1967,2.9582012395223956e-09,7.247593458714618e-08
1968,1.3474247273492779e-09,8.264205320074325e-08
1969,2.7250546263957176e-09,5.04135115875215e-08
1970,1.3796175313274261e-09,5.840380623567398e-08
1971,5.652237344833111e-09,5.70362104213018e-08
1972,3.0780880067027283e-09,6.361381821307077e-08
1973,5.513203782392395e-10,6.836372534735347e-08
1974,2.812785782069227e-09,3.09406438248061e-08
1975,1.7134440533084216e-09,3.3126585918807905e-08
1976,2.856763492431469e-09,3.485251554025126e-08
1977,1.7630346071939584e-09,4.172515133404886e-08
1978,2.3762365408686037e-09,1.0574252939932194e-07
1979,5.851973350345929e-10,5.734933949952392e-08
1980,2.8425752862659692e-09,5.571447658780926e-08
1981,6.325549417596221e-09,4.427884547908434e-08
1982,4.345251713999687e-09,4.96600165433847e-08
1983,3.157658134966823e-09,4.483874249672226e-08
1984,5.799008495621649e-10,4.755186822080759e-08
1985,1.2031116103372597e-09,6.436646771135202e-08
1986,1.1988970927134801e-09,4.1961399688261736e-08
1987,1.8332451112712533e-09,4.6442206524943686e-08
1988,5.996553809062277e-10,4.9771397669928774e-08
1989,2.1952488715726304e-09,5.1039535264862934e-08
1990,2.724325431913144e-09,4.849299273246288e-08
1991,5.861465202094962e-10,4.396098773895574e-08
1992,1.1019888335184191e-09,6.171137556520989e-08
1993,5.539207426075166e-10,4.874502579355067e-08
1994,3.6924485691258724e-09,5.485923537662529e-08
1995,5.4224509327127635e-09,5.368226396740283e-08
1996,4.270473752399084e-09,5.071187558769452e-08
1997,3.3564262480467733e-09,4.890792482115103e-08
1998,9.536258449571733e-10,5.054216956068558e-08
1999,3.656160929565999e-09,4.707307255102933e-08
2000,4.418031274155965e-09,5.036556061099873e-08
2001,1.7524847129024579e-09,5.695575211461801e-08
2002,1.3143663935011318e-09,4.5126579806265e-08
2003,1.2500769308587678e-09,5.375330403012413e-08
2004,2.642874807889939e-09,4.448839163728735e-08
2005,9.007499190971657e-10,6.260211904418611e-08
2006,4.1178899179428186e-10,5.270899094966808e-08
2007,7.988958938831558e-10,4.1942033845998594e-08
2008,2.1287198670449925e-09,3.746546894944913e-08
2009,3.337734755248789e-09,6.389377915638761e-08
2010,4.723792912386671e-09,5.432362115698197e-08
2011,2.6767803529281764e-09,6.42427266939194e-08
2012,1.7021263287730903e-09,1.0757438673181241e-07
2013,4.183687618564136e-09,1.1017043988204023e-07
2014,3.681256854903836e-09,8.445235977205812e-08
2015,3.32486305154589e-09,1.1393197496545326e-07
2016,3.1070099826280284e-09,1.2987301545308583e-07
2017,1.509366853724714e-09,1.06661921961404e-07
2018,1.8070267504555204e-09,1.1668229404904196e-07
2019,3.06118530524202e-09,9.948852408570019e-08
