year,nombreux_ADJ essais_NOUN,nombreux_ADJ décès_NOUN
1916,7.30666215531528e-07,3.625862632361532e-08
1917,8.246751121987472e-07,7.018511427592244e-08
1918,8.408027269979357e-07,5.972915850804839e-08
1919,8.544883485228638e-07,5.156395094241262e-08
1920,8.071999104686256e-07,3.9375606331049084e-08
1921,9.723407856654376e-07,6.512562578109282e-08
1922,1.0056126029667212e-06,3.024953443286904e-08
1923,8.163664233507006e-07,4.0340601970001444e-08
1924,9.385102544001711e-07,5.9301473953610184e-08
1925,7.632735332663287e-07,4.5092530598367375e-08
1926,8.17011937215284e-07,5.461608021395392e-08
1927,7.347339305852074e-07,4.3481975353643065e-08
1928,8.478122595079185e-07,5.713020434505722e-08
1929,7.809425142113469e-07,4.121950425428622e-08
1930,9.589790579411783e-07,3.571225093423891e-08
1931,9.238339089279179e-07,6.50105320687544e-08
1932,1.0981456171066384e-06,4.274219378430644e-08
1933,8.006522307368868e-07,3.555905436769535e-08
1934,9.89678483165335e-07,4.193552882725271e-08
1935,9.957611837307923e-07,3.590485153637246e-08
1936,1.1991343171757762e-06,2.7886842612900864e-08
1937,1.0551357263466343e-06,2.0145789036973838e-08
1938,9.646118996897712e-07,1.8151300906765755e-08
1939,9.925838639901485e-07,3.8235125288110794e-08
1940,1.1056013136112597e-06,4.057252667166722e-08
1941,8.736447512092127e-07,3.836953554881006e-08
1942,1.1044530765502714e-06,7.282108072104165e-08
1943,1.120648789765255e-06,3.7742058811574e-08
1944,9.446767421650293e-07,3.534504600111177e-08
1945,6.775147767257295e-07,4.357008265287732e-08
1946,6.98839414781105e-07,2.645009899993056e-08
1947,7.522069722654123e-07,2.8610090296865565e-08
1948,8.980179586615122e-07,3.587722829934137e-08
1949,8.157933848451648e-07,3.337782672474532e-08
1950,8.625278269391856e-07,3.4033156071089365e-08
1951,1.0011056019720854e-06,4.371174711081949e-08
1952,1.010192249850661e-06,3.9015773722894664e-08
1953,8.931502861742047e-07,4.0940545176226806e-08
1954,8.775737683208717e-07,3.224936762080688e-08
1955,8.925712791096885e-07,1.9709776921672528e-08
1956,8.023450277505617e-07,2.8779767902165077e-08
1957,9.223779215972172e-07,2.297109880089465e-08
1958,9.107740197578096e-07,2.4816729671250926e-08
1959,8.998618454825191e-07,2.480239236213322e-08
1960,8.824062547319045e-07,2.5607082676515347e-08
1961,7.622130624440615e-07,2.292892631317045e-08
1962,7.572295999125345e-07,3.805173776072479e-08
1963,7.300174047486507e-07,2.5217607557692645e-08
1964,7.106074804141826e-07,3.6503809752730376e-08
1965,6.210769356584933e-07,3.3379464525751246e-08
1966,6.45302236534917e-07,3.8773524835278295e-08
1967,5.517045451597369e-07,2.859594694371026e-08
1968,5.31783655333129e-07,3.997360120688853e-08
1969,5.204854574003548e-07,3.3609008909252225e-08
1970,4.290610320367705e-07,4.6447123480675145e-08
1971,4.973968543708907e-07,4.162102129612322e-08
1972,4.6992144575597194e-07,3.0780881121739156e-08
1973,4.5814724103365734e-07,3.8592428031059e-08
1974,3.8760188658670813e-07,4.556712968062371e-08
1975,4.6662793806717673e-07,3.5982324231298435e-08
1976,4.182301722721604e-07,3.313845509111957e-08
1977,4.084363354195375e-07,5.112800283146868e-08
1978,3.8910872035557986e-07,3.801978465389766e-08
1979,3.716002936471341e-07,3.3356247541860284e-08
1980,3.587330184018356e-07,3.581644847372445e-08
1981,3.662493099909625e-07,3.226030426128901e-08
1982,3.513446245051455e-07,3.9107263205551135e-08
1983,3.043982417239022e-07,4.0418022706489865e-08
1984,3.821546670224052e-07,4.6392067076794774e-08
1985,3.398790227038262e-07,3.609334697785016e-08
1986,3.440834746015753e-07,3.416856758642339e-08
1987,2.85986232029245e-07,4.705328821019705e-08
1988,3.627914963999501e-07,4.497415406756744e-08
1989,2.7605253194451507e-07,4.939310116469642e-08
1990,3.3127798815257847e-07,4.631353395234683e-08
1991,2.9952087743367883e-07,4.630557476348329e-08
1992,3.146178073620831e-07,6.171137656441061e-08
1993,2.7640643907034246e-07,4.763718247646764e-08
1994,2.81681082014984e-07,4.483687732204089e-08
1995,3.079952080042858e-07,3.904164608270477e-08
1996,2.973317236865114e-07,5.444854145331135e-08
1997,2.407037129614764e-07,4.6510475470995516e-08
1998,2.693992939839518e-07,4.863491942508347e-08
1999,2.403925805083418e-07,5.347135356714716e-08
2000,2.350392804828516e-07,6.84794869698635e-08
2001,2.5367216949234717e-07,5.432702465668626e-08
2002,2.471008997417812e-07,4.293596944648925e-08
2003,2.2293038171028456e-07,6.375392302970795e-08
2004,2.6340651970713225e-07,5.594084839799507e-08
2005,2.801332357194042e-07,7.431187043493992e-08
2006,3.001941877300851e-07,5.600330110766549e-08
2007,2.4366323714275495e-07,6.311277900294954e-08
2008,3.082386399455572e-07,6.045564049372842e-08
2009,2.30780514698381e-07,5.9125586426844734e-08
2010,2.12098299812169e-07,6.377120342904163e-08
2011,2.0955366153430077e-07,5.927156720986204e-08
2012,2.0629771313451783e-07,6.33190992971322e-08
2013,1.5172840051036474e-07,5.2993376575827256e-08
2014,1.4616755095175904e-07,4.309235990263005e-08
2015,1.7289288223309995e-07,4.854300109102816e-08
2016,1.6322159979154094e-07,4.246247131689529e-08
2017,1.5722571333753876e-07,4.628724897814962e-08
2018,1.528228352754013e-07,4.9047869155049995e-08
2019,1.4106961998550105e-07,3.826481531632453e-08
