year,mieux_ADV écrit_VERB,mieux_ADV ecrit_VERB,mieux_ADV décrit_VERB
1800,6.0682373259624e-07,1.2576657937302116e-08,5.973912209356058e-08
1801,3.714644947194756e-07,0.0,6.905429472681135e-08
1802,2.0588129245879827e-07,0.0,5.818384352096473e-08
1803,3.296073316505499e-07,9.751696339321825e-09,8.386458461018265e-08
1804,4.993138986719714e-07,0.0,1.1123329102247226e-07
1805,4.4348891492518305e-07,0.0,1.1655798459742073e-07
1806,3.861436539409624e-07,0.0,1.4408345627714425e-08
1807,3.786450406551012e-07,0.0,4.27043254092041e-08
1808,7.047490271361312e-07,0.0,7.024829073998262e-08
1809,2.620475356707175e-07,0.0,4.51806094758922e-08
1810,3.8378078670575633e-07,0.0,5.616304221689461e-08
1811,4.83865790101845e-07,0.0,4.763445815569867e-08
1812,5.307744572746742e-07,0.0,6.668020802180763e-08
1813,7.534442829637555e-07,0.0,4.888760685162197e-08
1814,1.9194730782601255e-07,0.0,1.5733386149463513e-08
1815,2.1847510822681215e-07,8.091670444798638e-09,8.361393355471591e-08
1816,2.595716352971067e-07,0.0,1.3905623319487859e-08
1817,3.4718277674983256e-07,0.0,9.963989811012652e-08
1818,3.4332990139773756e-07,1.1921177378582115e-09,5.6029534789558966e-08
1819,3.3951442901525297e-07,1.035105001712111e-09,8.177329391401145e-08
1820,3.0140861895233684e-07,2.3732962262101864e-09,5.814575843032799e-08
1821,3.984041256899218e-07,4.930744257336528e-09,6.409967312492881e-08
1822,3.268350781127083e-07,1.0025615893027862e-09,2.606660132187244e-08
1823,3.1229291153067607e-07,9.882686891060644e-10,5.237824041159911e-08
1824,2.5347549126308877e-07,1.6842225392110777e-09,3.705289586264371e-08
1825,4.781355755767436e-07,0.0,2.905796137042671e-08
1826,2.3253078040852415e-07,0.0,2.9947145208097936e-08
1827,2.3135355320391682e-07,9.217273055917019e-10,5.530363722527909e-08
1828,1.5776357997765444e-07,0.0,3.3020285172824515e-08
1829,3.1635019581699453e-07,0.0,5.744027831156018e-08
1830,3.4441558227626956e-07,1.0436835840010872e-09,3.444155893816969e-08
1831,2.1983601072861347e-07,0.0,3.897801548191637e-08
1832,1.4477066656581883e-07,0.0,3.5177919244233635e-08
1833,1.2973663388038403e-07,1.1583628500844156e-09,5.21263281427764e-08
1834,1.6802155755613057e-07,0.0,5.787409307345115e-08
1835,1.2932881077176717e-07,0.0,5.067268915581735e-08
1836,1.3911952123635274e-07,0.0,5.443807538085821e-08
1837,1.628146435450617e-07,0.0,4.0355768504696243e-08
1838,1.4076121601647174e-07,0.0,3.976661844262708e-08
1839,1.8807068613568845e-07,6.9914751765765e-10,5.2436064379435265e-08
1840,1.8026219095190754e-07,6.369688665408546e-10,4.2039946634986336e-08
1841,1.3868384485249408e-07,0.0,8.796151718115652e-08
1842,1.2276125005428185e-07,0.0,2.817471411731276e-08
1843,1.5889590088136174e-07,5.906911071384968e-10,3.18973185642335e-08
1844,1.1361321838876393e-07,0.0,3.402907822191992e-08
1845,1.2611315014510183e-07,0.0,5.9150416120701266e-08
1846,1.1884637984849178e-07,0.0,4.6836010625384006e-08
1847,1.580214501473165e-07,5.393223645455691e-10,2.9662729161827883e-08
1848,1.1665571264529717e-07,0.0,3.700802153616678e-08
1849,1.1228416241237937e-07,0.0,3.854530916669319e-08
1850,1.0998173394227706e-07,0.0,3.4623880651452055e-08
1851,1.1286518031283777e-07,0.0,2.8377531435808123e-08
1852,1.2565352847104805e-07,0.0,2.9948509450150596e-08
1853,1.1048074100017402e-07,0.0,4.001194398028929e-08
1854,1.522329711178827e-07,3.117398783558656e-09,2.4939190268469247e-08
1855,1.3744967475304293e-07,0.0,5.1477289986223695e-08
1856,1.5013849008482794e-07,0.0,2.4332790005132665e-08
1857,1.352178031766016e-07,0.0,3.5635014938861787e-08
1858,1.8302348792076373e-07,0.0,5.138359782108637e-08
1859,1.7313389832906978e-07,0.0,3.055303920973529e-08
1860,1.40519546221185e-07,0.0,2.9751696217772405e-08
1861,1.485528571265604e-07,0.0,2.0278644541349422e-08
1862,1.7349067604754964e-07,4.517986262886353e-10,4.9697849391350246e-08
1863,1.7581065492322523e-07,0.0,2.0477944673302773e-08
1864,1.2514239244865166e-07,0.0,4.6029388300894425e-08
1865,1.812135081991073e-07,9.41368871743009e-10,2.023943146411966e-08
1866,1.2212687749979523e-07,1.9462451650298362e-09,3.405929049904444e-08
1867,1.4364321998527885e-07,0.0,3.736664666575962e-08
1868,1.491842027689927e-07,4.93987406535723e-10,4.9398739321304674e-08
1869,1.4015699889569078e-07,4.883519144627257e-10,3.125452252561445e-08
1870,1.7374168237438425e-07,0.0,4.472558146062511e-08
1871,1.1789506970671937e-07,1.0621177271019633e-09,2.8677177965619194e-08
1872,1.0461896948754656e-07,0.0,2.4189358072135292e-08
1873,1.2271308946765203e-07,0.0,4.070482972906575e-08
1874,9.738612760656906e-08,0.0,3.4055272379873713e-08
1875,1.2301283902615978e-07,0.0,2.689117728493784e-08
1876,1.227341073217758e-07,0.0,5.139112602137175e-08
1877,1.0823428198136753e-07,0.0,4.391219476929109e-08
1878,1.558084932185011e-07,0.0,3.985798358030479e-08
1879,1.6556271020817803e-07,0.0,4.520900631632685e-08
1880,1.880428897038655e-07,0.0,3.8507078414795615e-08
1881,7.460582907015123e-08,0.0,1.8128519130300447e-08
1882,1.1047939096897608e-07,0.0,3.3276926103553706e-08
1883,1.1438003610919623e-07,0.0,4.92908434068795e-08
1884,1.1420935663863929e-07,0.0,3.9610181801208455e-08
1885,9.475084539189993e-08,0.0,3.4161868001092444e-08
1886,1.0390076710109497e-07,0.0,3.1621972595985426e-08
1887,8.357023517646667e-08,0.0,2.546280519766242e-08
1888,1.0208389511490168e-07,0.0,2.028996703984376e-08
1889,8.019375030698939e-08,0.0,3.4458253139746375e-08
1890,7.275369284798217e-08,0.0,2.818386235503567e-08
1891,6.947900033082988e-08,0.0,2.677172439291553e-08
1892,1.0593785759738239e-07,0.0,2.7581453565517222e-08
1893,8.067525669730458e-08,0.0,2.4017824173938607e-08
1894,7.624862519151065e-08,0.0,3.0877544077156927e-08
1895,7.52326840824935e-08,0.0,2.467631965430428e-08
1896,4.8355637716213096e-08,0.0,2.4177818858106548e-08
1897,6.292850684985751e-08,0.0,5.2440420894583895e-09
1898,8.713866606058218e-08,0.0,2.4896761985360172e-08
1899,7.517506617205072e-08,0.0,1.713549302451156e-08
1900,7.47511634813236e-08,0.0,1.6092265298084385e-08
1901,8.327221223680681e-08,0.0,1.620734302321125e-08
1902,8.494791359225928e-08,0.0,2.3078333910575566e-08
1903,8.856360977915756e-08,0.0,1.5120615870500842e-08
1904,4.568431322127253e-08,0.0,1.9348650681649815e-08
1905,8.721682576151579e-08,0.0,2.9416327151920996e-08
1906,6.01869558636281e-08,0.0,2.1605574218597212e-08
1907,7.25140907320565e-08,0.0,2.3657079850636364e-08
1908,8.054678346525179e-08,0.0,3.241516921548282e-08
1909,9.846760917753272e-08,2.6954818821423032e-08,2.53045246978445e-08
1910,9.298822334358192e-08,0.0,2.0307773240801907e-08
1911,6.384448880680793e-08,0.0,2.926205766584644e-08
1912,9.272769574408812e-08,0.0,2.1879568379290504e-08
1913,7.68933503536573e-08,1.060597942803554e-09,2.4393752795504042e-08
1914,6.29493897008615e-08,0.0,1.7411533548283842e-08
1915,6.125996065975414e-08,0.0,3.534228554258334e-08
1916,6.043104150421641e-08,0.0,1.3184954461564757e-08
1917,5.483212106582869e-08,1.0966424435210342e-09,2.7416060532914344e-08
1918,9.074237539152818e-08,0.0,2.2972752589112133e-08
