year,mieux_ADV écrit_VERB,mieux_ADV ecrit_VERB,mieux_ADV décrit_VERB
1919,5.524708868165362e-08,0.0,1.749491218561161e-08
1920,1.0373957337606043e-07,0.0,3.180337415642498e-08
1921,8.481477209443256e-08,0.0,1.9689142760626055e-08
1922,7.525494538640487e-08,0.0,3.541408943874558e-08
1923,9.235874642854469e-08,0.0,2.3355084977083607e-08
1924,9.024137170854374e-08,0.0,3.609654797287476e-08
1925,8.13865170812278e-08,0.0,2.639562701745035e-08
1926,8.582526334066642e-08,0.0,2.7865345586519652e-08
1927,6.243566019747959e-08,0.0,2.7873062080630007e-08
1928,6.512843242489907e-08,0.0,1.82816659588525e-08
1929,6.015819309368453e-08,0.0,1.7824650200282122e-08
1930,7.877702756786675e-08,0.0,1.2604324695075775e-08
1931,5.7026781519198266e-08,0.0,1.0264820993199919e-08
1932,5.918149881267709e-08,0.0,1.753525857850491e-08
1933,4.7029715233293246e-08,0.0,1.7205993074753678e-08
1934,5.990790441501304e-08,0.0,1.3179738189705859e-08
1935,6.582556011380802e-08,0.0,2.154291145473053e-08
1936,4.00115567344983e-08,0.0,1.091224355320719e-08
1937,4.280980192561401e-08,0.0,1.510934133364117e-08
1938,2.9819993585533666e-08,0.0,2.074434313215079e-08
1939,3.211750509990452e-08,0.0,2.7529290846928234e-08
1940,8.875240098404902e-08,0.0,5.0715658339584024e-09
1941,5.312704587367989e-08,0.0,2.3612020783048138e-08
1942,6.371844563091145e-08,0.0,3.3376331032286544e-08
1943,7.548411673496958e-08,0.0,2.9032351633873077e-08
1944,4.177142187700156e-08,0.0,1.6065930807940276e-08
1945,5.010559434026618e-08,0.0,4.574858536443571e-08
1946,6.542919095409161e-08,0.0,2.645009899993056e-08
1947,5.364391952866754e-08,0.0,2.622591566137089e-08
1948,5.435943961629164e-08,0.0,2.5005341797168512e-08
1949,4.319483792869505e-08,0.0,1.8652315247891238e-08
1950,4.892266147749069e-08,0.0,1.914365022059883e-08
1951,4.477788806411809e-08,0.0,1.2793682557799002e-08
1952,5.9050901057844385e-08,0.0,2.003512733494972e-08
1953,6.572035005092403e-08,0.0,2.693456835345387e-08
1954,6.938500973774353e-08,0.0,1.172704333640695e-08
1955,6.757638004728506e-08,0.0,1.9709776921672528e-08
1956,4.6222051963695776e-08,0.0,2.0058624983221307e-08
1957,5.1243219445495924e-08,0.0,1.1485549400447326e-08
1958,6.86596237642334e-08,0.0,2.3989505493204888e-08
1959,5.658045765244424e-08,0.0,2.0927018340444192e-08
1960,3.18358317485945e-08,0.0,1.6610000486139143e-08
1961,4.168895628708924e-08,0.0,3.265634873628187e-08
1962,6.912732430919277e-08,0.0,1.585489073363533e-08
1963,5.496145405459174e-08,0.0,2.5864213881732212e-08
1964,6.449006662023749e-08,1.2167936658258327e-09,2.068549243006146e-08
1965,8.043903676480113e-08,0.0,1.91521518644322e-08
1966,7.366969612121466e-08,0.0,2.8249282024717104e-08
1967,9.959278202131827e-08,0.0,2.859594694371026e-08
1968,8.354033553814588e-08,0.0,2.6948494991074767e-08
1969,6.176790634526697e-08,0.0,2.361714024345929e-08
1970,6.530189722298019e-08,0.0,2.8052221878738237e-08
1971,7.656212375195537e-08,0.0,2.5178147566862208e-08
1972,7.951727809540898e-08,0.0,3.5398013409349005e-08
1973,7.994145789780305e-08,2.205281512956958e-09,2.7014698034122375e-08
1974,3.7691329168865195e-08,2.812785782069227e-09,2.7565301152776556e-08
1975,5.3687912782152125e-08,0.0,2.8557401776652114e-08
1976,4.627956684544188e-08,5.713526873840635e-10,3.085304456362792e-08
1977,3.937443793233797e-08,0.0,1.9393379346865913e-08
1978,4.990096869050831e-08,0.0,2.316830638449119e-08
1979,3.979342011461995e-08,1.7555920051037788e-09,2.808947208166046e-08
1980,4.7186752283323585e-08,0.0,3.0699812469947574e-08
1981,6.199038438126081e-08,0.0,2.783241725978769e-08
1982,4.717701784784367e-08,0.0,2.6071509395819703e-08
1983,3.220811350956865e-08,0.0,2.9050454486423405e-08
1984,3.537395087960249e-08,0.0,3.073474630355122e-08
1985,3.9702683807263384e-08,4.210890747202711e-09,2.4062231318566774e-08
1986,3.416856841909066e-08,0.0,3.057187569766029e-08
1987,3.727598141267663e-08,0.0,3.666490044906823e-08
1988,3.537966719591168e-08,0.0,3.418035632307692e-08
1989,5.8722907425590165e-08,1.3171493229435782e-08,3.6221607047082216e-08
1990,3.8140555602694803e-08,0.0,3.378163526690514e-08
1991,4.10302547493302e-08,0.0,3.223805933316726e-08
1992,3.912060364541503e-08,0.0,3.195767561692264e-08
1993,4.708326173386013e-08,0.0,3.655877023334142e-08
1994,3.0594573985354145e-08,0.0,3.586950114708998e-08
1995,3.199246023655178e-08,0.0,2.8196744494835002e-08
1996,4.697520950003309e-08,3.2028553142993132e-09,4.110330920070737e-08
1997,4.123609187445254e-08,1.917957792585412e-09,3.020783623242096e-08
1998,5.769436484115431e-08,4.768129224785866e-10,3.099284029417504e-08
1999,3.290544725587097e-08,4.570201161957499e-10,2.8792268125243936e-08
2000,3.3135236776615784e-08,3.092622158362701e-09,4.0204085394179856e-08
2001,2.93541191354052e-08,0.0,3.329720854594598e-08
2002,3.023042793870445e-08,0.0,2.8477940006155222e-08
2003,3.83356919542166e-08,4.1669229178253886e-10,3.666892212095263e-08
2004,4.228599692623902e-08,0.0,3.347641452933203e-08
2005,3.918261981539217e-08,0.0,2.7472871977352042e-08
2006,3.8296377624646993e-08,4.1178899179428186e-10,3.1295964930677656e-08
2007,4.074368931128447e-08,0.0,3.435252438066527e-08
2008,3.363377487630714e-08,0.0,3.2356542334355254e-08
2009,2.4794601927169424e-08,1.430457752249481e-09,3.147006921722095e-08
2010,3.3066552163063534e-08,0.0,2.9759895880943077e-08
2011,2.6385405860196443e-08,0.0,2.2943831723409858e-08
2012,2.4510619311968185e-08,0.0,2.3489343803362317e-08
2013,2.2312999448104165e-08,0.0,2.67756004035391e-08
2014,2.3386807157521616e-08,0.0,2.1221362445089653e-08
2015,2.682056177150116e-08,0.0,2.21657536769726e-08
2016,3.4384243008389603e-08,0.0,2.237047169728612e-08
2017,1.8112402244696568e-08,0.0,2.1131135952145996e-08
2018,2.349134753387716e-08,0.0,2.1684320117287825e-08
2019,2.831596468411135e-08,0.0,2.1428297358738746e-08
